company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othercostofrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 16:10:10+00:00,1.16,1.16,0.85,,1.15,2184000000.0,4600000000.0,4600000000.0,,4589000000.0,11000000.0,126195000000.0,151800000000.0,,,169000000.0,8847000000.0,10972000000.0,126195000000.0,25605000000.0,951000000.0,1780000000.0,19819000000.0,5786000000.0,998000000.0,6784000000.0,151800000000.0,3956000000.0,3956000000.0,3990400000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2017.0,FY,2017-01-01,2017-12-31,2020-02-05 12:01:22+00:00,1.94,1.94,0.65,,1.93,402000000.0,7757000000.0,4583000000.0,,7731000000.0,26000000.0,131321000000.0,156776000000.0,3174000000.0,,3267000000.0,9047000000.0,11527000000.0,131321000000.0,25455000000.0,4364000000.0,1201000000.0,20574000000.0,4881000000.0,104000000.0,4985000000.0,156776000000.0,3985100000.0,3975000000.0,3998000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2017.0,Q4,2017-10-01,2017-12-31,,0.63,0.63,-0.5,,0.63,-652000000.0,2524000000.0,-650000000.0,,2520000000.0,4000000.0,28324000000.0,41326000000.0,3174000000.0,,1047000000.0,9047000000.0,3088000000.0,28324000000.0,13002000000.0,3482000000.0,266000000.0,12135000000.0,867000000.0,-2169000000.0,-1302000000.0,41326000000.0,3985100000.0,3975000000.0,3998000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2017.0,Q3,2017-07-01,2017-09-30,2018-10-24 19:14:10+00:00,0.4,0.4,0.15,,0.39,191000000.0,1579000000.0,1579000000.0,,1572000000.0,7000000.0,32534000000.0,36451000000.0,,,754000000.0,,2919000000.0,32534000000.0,3917000000.0,298000000.0,316000000.0,2919000000.0,998000000.0,772000000.0,1770000000.0,36451000000.0,3930000000.0,3930000000.0,4030800000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2017.0,Q3YTD,2017-01-01,2017-09-30,,1.31,1.31,0.5,,1.3,1054000000.0,5233000000.0,5233000000.0,,5211000000.0,22000000.0,102997000000.0,115450000000.0,,,2220000000.0,,8439000000.0,102997000000.0,12453000000.0,882000000.0,935000000.0,8439000000.0,4014000000.0,2273000000.0,6287000000.0,115450000000.0,3930000000.0,3930000000.0,4030800000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2017.0,Q2,2017-04-01,2017-06-30,2018-07-25 19:41:30+00:00,0.51,0.51,0.15,,0.51,211000000.0,2055000000.0,2055000000.0,,2047000000.0,8000000.0,35545000000.0,39853000000.0,,,732000000.0,,2756000000.0,35545000000.0,4308000000.0,291000000.0,273000000.0,2756000000.0,1552000000.0,714000000.0,2266000000.0,39853000000.0,4013700000.0,4013700000.0,4013700000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2017.0,Q2YTD,2017-01-01,2017-06-30,,0.91,0.91,0.35,,0.91,863000000.0,3654000000.0,3654000000.0,,3639000000.0,15000000.0,70463000000.0,78999000000.0,,,1466000000.0,,5520000000.0,70463000000.0,8536000000.0,584000000.0,619000000.0,5520000000.0,3016000000.0,1501000000.0,4517000000.0,78999000000.0,4013700000.0,4013700000.0,4013700000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2017.0,Q1,2017-01-01,2017-03-31,2018-04-25 19:38:26+00:00,0.4,0.4,0.2,,0.4,652000000.0,1599000000.0,1599000000.0,,1592000000.0,7000000.0,34918000000.0,39146000000.0,,,734000000.0,,2764000000.0,34918000000.0,4228000000.0,293000000.0,346000000.0,2764000000.0,1464000000.0,787000000.0,2251000000.0,39146000000.0,3980000000.0,3980000000.0,3980000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2018.0,FY,2018-01-01,2018-12-31,2020-02-05 12:01:22+00:00,0.93,0.93,0.73,,0.92,650000000.0,3695000000.0,-234000000.0,,3677000000.0,18000000.0,136269000000.0,160338000000.0,3929000000.0,,2247000000.0,9463000000.0,11403000000.0,136269000000.0,24069000000.0,5157000000.0,123000000.0,20866000000.0,3203000000.0,-2787000000.0,416000000.0,160338000000.0,3953800000.0,3974000000.0,3998000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2018.0,Q4,2018-10-01,2018-12-31,,-0.03,-0.03,0.45,,-0.03,95000000.0,-112000000.0,-4041000000.0,,-116000000.0,4000000.0,35754000000.0,44131000000.0,3929000000.0,,2781000000.0,4450362000.0,2996000000.0,35754000000.0,8377000000.0,4865638000.0,-129000000.0,10107000000.0,-1730000000.0,-2216000000.0,-3946000000.0,44131000000.0,3953800000.0,3974000000.0,3998000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2018.0,Q3YTD,2018-01-01,2018-09-30,,0.96,0.96,0.28,,0.95,555000000.0,3807000000.0,3807000000.0,,3793000000.0,14000000.0,100515000000.0,116207000000.0,,,-534000000.0,5012638000.0,8407000000.0,100515000000.0,15692000000.0,291362000.0,252000000.0,10759000000.0,4933000000.0,-571000000.0,4362000000.0,116207000000.0,3964000000.0,3976000000.0,4000000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2018.0,Q3TTM,2017-10-01,2018-09-30,,1.59,1.59,0.43,,1.58,-97000000.0,6331000000.0,3157000000.0,,6313000000.0,18000000.0,128839000000.0,157533000000.0,3174000000.0,,513000000.0,14059638000.0,11495000000.0,128839000000.0,28694000000.0,3773362000.0,518000000.0,22894000000.0,5800000000.0,-2740000000.0,3060000000.0,157533000000.0,3964000000.0,3976000000.0,4000000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2018.0,Q2,2018-04-01,2018-06-30,2019-07-24 19:05:43+00:00,0.27,0.27,,,0.27,280000000.0,1069000000.0,1069000000.0,,1066000000.0,3000000.0,33194000000.0,38920000000.0,,0.0,-1659000000.0,2660638000.0,2778000000.0,33194000000.0,5726000000.0,2362000.0,60000000.0,2778000000.0,2948000000.0,-1599000000.0,1349000000.0,38920000000.0,3948100000.0,3977000000.0,3999000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2018.0,Q2YTD,2018-01-01,2018-06-30,,0.71,0.71,0.28,,0.7,454000000.0,2814000000.0,2814000000.0,,2802000000.0,12000000.0,68947000000.0,78541000000.0,,,-796000000.0,2660638000.0,5525000000.0,68947000000.0,9594000000.0,291362000.0,284000000.0,5525000000.0,4069000000.0,-801000000.0,3268000000.0,78541000000.0,3948100000.0,3977000000.0,3999000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2018.0,Q2TTM,2017-07-01,2018-06-30,,1.74,1.74,0.58,,1.72,-7000000.0,6917000000.0,3743000000.0,,6894000000.0,23000000.0,129805000000.0,156318000000.0,3174000000.0,,1005000000.0,11707638000.0,11532000000.0,129805000000.0,26513000000.0,4071362000.0,866000000.0,20579000000.0,5934000000.0,-2198000000.0,3736000000.0,156318000000.0,3948100000.0,3977000000.0,3999000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2018.0,Q1,2018-01-01,2018-03-31,2019-04-25 20:29:16+00:00,0.44,0.44,0.28,,0.43,174000000.0,1745000000.0,1745000000.0,,1736000000.0,9000000.0,35753000000.0,39621000000.0,,,863000000.0,,2747000000.0,35753000000.0,3868000000.0,289000000.0,224000000.0,2747000000.0,1121000000.0,798000000.0,1919000000.0,39621000000.0,3945500000.0,3945500000.0,4037200000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2018.0,Q1TTM,2017-04-01,2018-03-31,,1.98,1.98,0.73,,1.96,-76000000.0,7903000000.0,4729000000.0,,7875000000.0,28000000.0,132156000000.0,157251000000.0,3174000000.0,,3396000000.0,9047000000.0,11510000000.0,132156000000.0,25095000000.0,4360000000.0,1079000000.0,20557000000.0,4538000000.0,115000000.0,4653000000.0,157251000000.0,3945500000.0,3945500000.0,4037200000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2019.0,FY,2019-01-01,2019-12-31,2020-02-05 12:01:22+00:00,0.01,0.01,0.6,,0.01,-724000000.0,84000000.0,-4305000000.0,,47000000.0,37000000.0,134693000000.0,155900000000.0,4389000000.0,,-226000000.0,9472000000.0,11161000000.0,134693000000.0,21207000000.0,5409000000.0,32000000.0,20633000000.0,574000000.0,-5603000000.0,-5029000000.0,155900000000.0,4700000000.0,3972000000.0,4004000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2019.0,Q3YTD,2019-01-01,2019-09-30,,0.44,0.44,0.15,,0.44,40000000.0,1756000000.0,1756000000.0,,1719000000.0,37000000.0,99881000000.0,116185000000.0,,-40000000.0,-1712000000.0,7385619000.0,8169000000.0,99881000000.0,16304000000.0,2381000.0,96000000.0,12892000000.0,3412000000.0,-1616000000.0,1796000000.0,116185000000.0,3863600000.0,3970000000.0,4007000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2019.0,Q3TTM,2018-10-01,2019-09-30,,0.41,0.41,0.6,,0.41,135000000.0,1644000000.0,-2285000000.0,,1603000000.0,41000000.0,135635000000.0,160316000000.0,3929000000.0,-40000000.0,1069000000.0,11835981000.0,11165000000.0,135635000000.0,24681000000.0,4868019000.0,-33000000.0,22999000000.0,1682000000.0,-3832000000.0,-2150000000.0,160316000000.0,3863600000.0,3970000000.0,4007000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2019.0,Q2,2019-04-01,2019-06-30,2019-07-24 19:05:43+00:00,0.04,0.04,,,0.04,55000000.0,150000000.0,150000000.0,,148000000.0,2000000.0,33657000000.0,38853000000.0,,-40000000.0,-2353000000.0,2662619000.0,2725000000.0,33657000000.0,5196000000.0,2381000.0,87000000.0,2725000000.0,2471000000.0,-2266000000.0,205000000.0,38853000000.0,3700000000.0,3984000000.0,4013000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2019.0,Q2YTD,2019-01-01,2019-06-30,,0.33,0.33,0.15,,0.33,482000000.0,1333000000.0,1333000000.0,,1294000000.0,39000000.0,67599000000.0,79195000000.0,,-40000000.0,-1970000000.0,5017619000.0,5568000000.0,67599000000.0,11596000000.0,2381000.0,112000000.0,7923000000.0,3673000000.0,-1858000000.0,1815000000.0,79195000000.0,3700000000.0,3984000000.0,4013000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2019.0,Q2TTM,2018-07-01,2019-06-30,,0.55,0.55,0.6,,0.55,678000000.0,2214000000.0,-1715000000.0,,2169000000.0,45000000.0,134921000000.0,160992000000.0,3929000000.0,-40000000.0,1073000000.0,11819981000.0,11446000000.0,134921000000.0,26071000000.0,4868019000.0,-49000000.0,23264000000.0,2807000000.0,-3844000000.0,-1037000000.0,160992000000.0,3700000000.0,3984000000.0,4013000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2019.0,Q1TTM,2018-04-01,2019-03-31,,0.78,0.78,0.6,,0.78,903000000.0,3133000000.0,-796000000.0,,3087000000.0,46000000.0,134458000000.0,161059000000.0,3929000000.0,,1767000000.0,11818000000.0,11499000000.0,134458000000.0,26601000000.0,4868000000.0,-76000000.0,23317000000.0,3284000000.0,-3177000000.0,107000000.0,161059000000.0,3951700000.0,3973000000.0,3997000000.0
