company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredrevenue,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2009.0,Q3,,2009-09-30,2009-11-06 14:06:44+00:00,15209000000.0,7296000000.0,-8704000000.0,,25798000000.0,14731000000.0,,,225000000.0,132017000000.0,1544000000.0,6560000000.0,24812000000.0,1405000000.0,55151000000.0,3664000000.0,2644000000.0,75613000000.0,18803000000.0,,,7200000000.0,,9023000000.0,5355000000.0,,-14524000000.0,,22568000000.0,203106000000.0,-8675000000.0,81025000000.0,15209000000.0,-8675000000.0,-7270000000.0,210376000000.0,203106000000.0,97269000000.0,195167000000.0,,-178000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2010.0,FY,,2010-12-31,2012-02-21 15:45:59+00:00,16362000000.0,8381000000.0,-14313000000.0,,14805000000.0,20841000000.0,43844000000.0,,102000000.0,103988000000.0,2569000000.0,5917000000.0,23179000000.0,31000000.0,,2003000000.0,1135000000.0,,81745000000.0,,,5221000000.0,,,,,-7038000000.0,,20765000000.0,164687000000.0,-673000000.0,131613000000.0,60206000000.0,-673000000.0,-642000000.0,165329000000.0,164687000000.0,9895000000.0,105123000000.0,,-163000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2011.0,FY,,2011-12-31,2013-02-19 07:12:51+00:00,17724000000.0,8565000000.0,-18734000000.0,,17148000000.0,20943000000.0,45369000000.0,,100000000.0,99488000000.0,2936000000.0,5901000000.0,22371000000.0,43000000.0,,15125000000.0,696000000.0,,82814000000.0,,,4770000000.0,,,,0.0,12985000000.0,,18618000000.0,178348000000.0,15028000000.0,133046000000.0,63093000000.0,15028000000.0,15071000000.0,163277000000.0,178348000000.0,22931000000.0,100184000000.0,,-166000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2011.0,Q3,,2011-09-30,2011-11-04 12:14:42+00:00,18924000000.0,9036000000.0,-14269000000.0,,16460000000.0,20857000000.0,41441000000.0,,100000000.0,95131000000.0,2608000000.0,7212000000.0,22304000000.0,44000000.0,,1694000000.0,1109000000.0,,80115000000.0,,,5977000000.0,,502000000.0,109000000.0,,-440000000.0,,16732000000.0,162740000000.0,5982000000.0,129555000000.0,60365000000.0,5982000000.0,6026000000.0,156714000000.0,162740000000.0,10881000000.0,96349000000.0,,-166000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2011.0,Q2,,2011-06-30,2011-08-05 12:01:58+00:00,19424000000.0,9473000000.0,-13236000000.0,,17472000000.0,20800000000.0,43262000000.0,,103000000.0,98550000000.0,2593000000.0,7036000000.0,23263000000.0,41000000.0,,2103000000.0,1371000000.0,,83178000000.0,,,6397000000.0,,419000000.0,129000000.0,,-2089000000.0,,16049000000.0,168086000000.0,5309000000.0,133208000000.0,62686000000.0,5309000000.0,5350000000.0,162736000000.0,168086000000.0,11615000000.0,100050000000.0,,-166000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2012.0,FY,,2012-12-31,2014-02-18 14:09:05+00:00,19308000000.0,10878000000.0,-22854000000.0,,15659000000.0,21016000000.0,48259000000.0,,,105058000000.0,3246000000.0,7362000000.0,24942000000.0,42000000.0,,15185000000.0,470000000.0,,86294000000.0,,,5556000000.0,,,,322000000.0,18077000000.0,,20284000000.0,189406000000.0,15947000000.0,140477000000.0,67567000000.0,15947000000.0,15989000000.0,173095000000.0,189406000000.0,23987000000.0,105528000000.0,,-292000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2012.0,Q3,,2012-09-30,2012-11-02 11:33:11+00:00,20793000000.0,10737000000.0,-18541000000.0,,13539000000.0,20970000000.0,43484000000.0,,89000000.0,100604000000.0,2716000000.0,8208000000.0,24347000000.0,45000000.0,,13526000000.0,593000000.0,,84449000000.0,,,5073000000.0,,,,320000000.0,16670000000.0,,21996000000.0,184680000000.0,18841000000.0,138929000000.0,64277000000.0,18841000000.0,18886000000.0,165474000000.0,184680000000.0,21404000000.0,101197000000.0,,-258000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2012.0,Q2,,2012-06-30,2012-08-03 11:11:00+00:00,19661000000.0,10160000000.0,-18928000000.0,,15101000000.0,20959000000.0,44004000000.0,,95000000.0,99897000000.0,2938000000.0,7289000000.0,22808000000.0,43000000.0,,14064000000.0,595000000.0,,83271000000.0,,,5011000000.0,,,,,15230000000.0,,20499000000.0,181236000000.0,17036000000.0,136320000000.0,63665000000.0,17036000000.0,17079000000.0,164157000000.0,181236000000.0,22108000000.0,100492000000.0,,-225000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2012.0,Q1,,2012-03-31,2012-05-04 11:53:31+00:00,19638000000.0,9904000000.0,-18314000000.0,,15244000000.0,20923000000.0,44714000000.0,,97000000.0,100490000000.0,2964000000.0,7031000000.0,23150000000.0,44000000.0,,14535000000.0,583000000.0,,83373000000.0,,,4994000000.0,,,,,14190000000.0,,20783000000.0,182075000000.0,16606000000.0,136335000000.0,64352000000.0,16606000000.0,16650000000.0,165425000000.0,182075000000.0,22590000000.0,101073000000.0,,-193000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2013.0,FY,,2013-12-31,2015-02-13 07:03:25+00:00,19531000000.0,,-18230000000.0,,14468000000.0,21422000000.0,40886000000.0,,,114688000000.0,3679000000.0,7708000000.0,27616000000.0,33000000.0,,13468000000.0,598000000.0,,97465000000.0,9828000000.0,,5847000000.0,,,,331000000.0,23386000000.0,,22100000000.0,202179000000.0,26072000000.0,151569000000.0,60417000000.0,26112000000.0,26145000000.0,175703000000.0,202179000000.0,22994000000.0,115286000000.0,,-506000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2013.0,Q3,,2013-09-30,2013-10-31 11:37:29+00:00,21640000000.0,11693000000.0,-21509000000.0,,14752000000.0,21418000000.0,47333000000.0,,86000000.0,110622000000.0,3466000000.0,8799000000.0,26836000000.0,43000000.0,,13023000000.0,637000000.0,,94377000000.0,,,5051000000.0,,98000000.0,,329000000.0,21014000000.0,,22890000000.0,201071000000.0,20467000000.0,152511000000.0,68973000000.0,20467000000.0,20510000000.0,180232000000.0,201071000000.0,21724000000.0,111259000000.0,,-456000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2013.0,Q2,,2013-06-30,2013-07-31 11:29:24+00:00,20961000000.0,11353000000.0,-21837000000.0,,13362000000.0,21259000000.0,47167000000.0,,82000000.0,107857000000.0,3223000000.0,8192000000.0,25863000000.0,43000000.0,,13694000000.0,676000000.0,,91855000000.0,,,4978000000.0,,264000000.0,,327000000.0,20136000000.0,,23344000000.0,196210000000.0,19179000000.0,148106000000.0,68128000000.0,19179000000.0,19222000000.0,176661000000.0,196210000000.0,22241000000.0,108533000000.0,,-379000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2013.0,Q1,,2013-03-31,2013-05-01 11:57:24+00:00,20600000000.0,11384000000.0,-22533000000.0,,13820000000.0,21134000000.0,46454000000.0,,84000000.0,107356000000.0,3291000000.0,8423000000.0,25795000000.0,43000000.0,,14479000000.0,638000000.0,,89088000000.0,,,5554000000.0,,571000000.0,,324000000.0,19296000000.0,,20521000000.0,193010000000.0,17595000000.0,143236000000.0,67054000000.0,17595000000.0,17638000000.0,175048000000.0,193010000000.0,23979000000.0,107994000000.0,,-302000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2014.0,FY,,2014-12-31,2016-02-11 08:13:33+00:00,20035000000.0,,-5265000000.0,,10757000000.0,21089000000.0,44032000000.0,,,119171000000.0,3357000000.0,7870000000.0,53343000000.0,27000000.0,,14024000000.0,570000000.0,,81111000000.0,11708000000.0,,6052000000.0,,,,342000000.0,9422000000.0,,20393000000.0,208615000000.0,24398000000.0,131839000000.0,64067000000.0,24438000000.0,24465000000.0,183808000000.0,208615000000.0,23433000000.0,119741000000.0,,-848000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2014.0,Q3,,2014-09-30,2014-10-31 11:26:10+00:00,21155000000.0,11143000000.0,-18165000000.0,,13320000000.0,21720000000.0,41407000000.0,,,119193000000.0,3103000000.0,9296000000.0,30048000000.0,29000000.0,,12312000000.0,576000000.0,,102892000000.0,,,6078000000.0,,,,339000000.0,25051000000.0,,20643000000.0,208835000000.0,26136000000.0,157294000000.0,62562000000.0,26136000000.0,26165000000.0,182331000000.0,208835000000.0,21493000000.0,119769000000.0,,-2470000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2014.0,Q2,,2014-06-30,2014-07-31 11:43:21+00:00,22062000000.0,12853000000.0,-18107000000.0,,11573000000.0,21645000000.0,42444000000.0,,,118707000000.0,3356000000.0,9365000000.0,29294000000.0,31000000.0,,12596000000.0,588000000.0,,102095000000.0,,,5717000000.0,,,,337000000.0,24699000000.0,,24096000000.0,210945000000.0,26776000000.0,159982000000.0,64506000000.0,26776000000.0,26807000000.0,183801000000.0,210945000000.0,21669000000.0,119295000000.0,,-1461000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2014.0,Q1,,2014-03-31,2014-05-01 14:32:11+00:00,22209000000.0,12088000000.0,-18190000000.0,,12983000000.0,21587000000.0,40141000000.0,,,117004000000.0,3982000000.0,8874000000.0,28447000000.0,34000000.0,,13134000000.0,590000000.0,,97797000000.0,,,6231000000.0,,,,331000000.0,23882000000.0,,23546000000.0,207082000000.0,26773000000.0,155288000000.0,62350000000.0,26773000000.0,26807000000.0,179944000000.0,207082000000.0,23347000000.0,117594000000.0,,-506000000.0
Ford Motor Co,F,20S05OYHG0MQM4VUIC57,37996,2015.0,FY,,2015-12-31,2017-02-09 08:44:28+00:00,20272000000.0,11042000000.0,-6257000000.0,,14272000000.0,21462000000.0,,,,89879000000.0,3224000000.0,8319000000.0,30163000000.0,15000000.0,,11509000000.0,502000000.0,72647000000.0,45137000000.0,2913000000.0,19089000000.0,4795000000.0,23457000000.0,,,94000000.0,14414000000.0,42975000000.0,20904000000.0,224925000000.0,28642000000.0,102587000000.0,82336000000.0,28642000000.0,28657000000.0,196174000000.0,224925000000.0,92175000000.0,113838000000.0,,-977000000.0
