company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2009.0,FY,,2009-10-31,2011-02-09 06:14:15+00:00,255095000.0,127010000.0,-3831000.0,701613000.0,1501635000.0,553990000.0,124644000.0,5508000.0,932691000.0,96810000.0,,,146910000.0,,192093000.0,205396000.0,,93247000.0,88002000.0,43820000.0,574980000.0,,466713000.0,2938854000.0,1844166000.0,1463800000.0,814593000.0,1844166000.0,1844166000.0,1094688000.0,2938854000.0,1328144000.0,280095000.0,0.0,-228618000.0
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2010.0,FY,,2010-10-31,2011-12-16 06:10:43+00:00,312850000.0,181102000.0,-15774000.0,775407000.0,1542868000.0,600569000.0,91890000.0,8349000.0,1265843000.0,249656000.0,101885000.0,,148580000.0,,162706000.0,268759000.0,,105948000.0,,36202000.0,770674000.0,,163154000.0,3286541000.0,2100182000.0,1247755000.0,921768000.0,2100182000.0,2100182000.0,1186359000.0,3286541000.0,1890206000.0,264591000.0,0.0,-197586000.0
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2010.0,Q3,,2010-07-31,2010-09-08 16:50:02+00:00,240407000.0,148582000.0,-23789000.0,883441000.0,1528509000.0,593911000.0,98590000.0,2736000.0,1002531000.0,118061000.0,,,139102000.0,,135703000.0,264874000.0,,94107000.0,92082000.0,38977000.0,758727000.0,,326384000.0,3114649000.0,2049810000.0,1495974000.0,837054000.0,2049810000.0,2049810000.0,1064839000.0,3114649000.0,1479573000.0,227785000.0,0.0,-213637000.0
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2011.0,FY,,2011-10-31,2012-12-20 17:16:32+00:00,302176000.0,203124000.0,-20945000.0,855077000.0,1522760000.0,703555000.0,84081000.0,4589000.0,1289286000.0,196031000.0,,,159517000.0,,149148000.0,281056000.0,,104899000.0,108076000.0,46776000.0,957517000.0,,148997000.0,3368844000.0,2101300000.0,1338055000.0,1010320000.0,2101300000.0,2101300000.0,1267544000.0,3368844000.0,1871272000.0,257224000.0,0.0,-358032000.0
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2011.0,Q3,,2011-07-31,2011-09-02 16:33:15+00:00,284463000.0,175386000.0,-1540000.0,889886000.0,1543662000.0,694536000.0,95081000.0,3091000.0,1258286000.0,203739000.0,,,159059000.0,,157192000.0,278203000.0,,107055000.0,107849000.0,53548000.0,931281000.0,,148395000.0,3368638000.0,2121507000.0,1362296000.0,982090000.0,2121507000.0,2121507000.0,1247131000.0,3368638000.0,1847283000.0,265041000.0,0.0,-351896000.0
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2011.0,Q2,,2011-04-30,2011-05-27 16:30:23+00:00,226784000.0,210068000.0,629000.0,694032000.0,1541298000.0,578576000.0,101626000.0,2476000.0,1256485000.0,220610000.0,,,150370000.0,,142637000.0,262173000.0,,113209000.0,111598000.0,54465000.0,883487000.0,,146431000.0,3209469000.0,2147398000.0,1206622000.0,807836000.0,2147398000.0,2147398000.0,1062071000.0,3209469000.0,1852477000.0,254235000.0,0.0,-278016000.0
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2011.0,Q1,,2011-01-31,2011-03-02 16:46:10+00:00,216672000.0,169165000.0,-13189000.0,700612000.0,1544694000.0,565895000.0,103735000.0,2515000.0,1266524000.0,232670000.0,,,149554000.0,,164410000.0,264117000.0,,106146000.0,105923000.0,54249000.0,816700000.0,,166516000.0,3213288000.0,2157873000.0,1194277000.0,785082000.0,2157873000.0,2157873000.0,1055415000.0,3213288000.0,1869457000.0,270333000.0,0.0,-190332000.0
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2012.0,FY,,2012-10-31,2013-12-19 21:47:48+00:00,383093000.0,292668000.0,-15461000.0,700382000.0,1586543000.0,834864000.0,91979000.0,4682000.0,1976987000.0,466322000.0,105000000.0,,191243000.0,42285000.0,119829000.0,239412000.0,,133036000.0,126217000.0,55627000.0,1098694000.0,30000000.0,,4147656000.0,2501686000.0,1140656000.0,1252639000.0,2501686000.0,2543971000.0,1603685000.0,4147656000.0,2815757000.0,351046000.0,0.0,-168090000.0
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2012.0,Q3,,2012-07-31,2012-08-31 16:39:18+00:00,302888000.0,210929000.0,-31723000.0,963767000.0,1571545000.0,798144000.0,81831000.0,7183000.0,1638884000.0,350893000.0,112500000.0,,165909000.0,,102861000.0,284905000.0,,134978000.0,124595000.0,37175000.0,1079382000.0,30000000.0,0.0,3869271000.0,2391100000.0,1293702000.0,1138215000.0,2391100000.0,2391100000.0,1478171000.0,3869271000.0,2409660000.0,339956000.0,0.0,-228104000.0
Synopsys Inc,SNPS,QG7T915N9S0NY5UKNE63,883241,2012.0,Q2,,2012-04-30,2012-06-01 19:07:43+00:00,258820000.0,236314000.0,-22642000.0,796594000.0,1575526000.0,676068000.0,90002000.0,8329000.0,1630415000.0,364113000.0,120000000.0,,157792000.0,,137848000.0,280259000.0,,138362000.0,123441000.0,50631000.0,1009475000.0,130000000.0,0.0,3744482000.0,2289976000.0,1173541000.0,1073217000.0,2289976000.0,2289976000.0,1454506000.0,3744482000.0,2413149000.0,381289000.0,0.0,-272383000.0
