company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othertaxespayable,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Frontier Communications Corp,FTR,,20520,2009.0,FY,,2009-12-31,2011-02-25 12:25:21+00:00,139556000.0,190745000.0,60427000.0,-245519000.0,358693000.0,1043765000.0,49589000.0,,107119000.0,2642323000.0,247527000.0,4794129000.0,3133521000.0,11459000.0,722192000.0,454161000.0,102561000.0,,,,174804000.0,176026000.0,,28750000.0,28081000.0,,2756000.0,7236000.0,6878255000.0,327611000.0,680080000.0,392677000.0,327611000.0,339070000.0,6539185000.0,6878255000.0,3064654000.0,6146508000.0,,-473391000.0
Frontier Communications Corp,FTR,,20520,2010.0,FY,,2010-12-31,2012-02-23 16:16:15+00:00,436886000.0,568308000.0,212782000.0,-229549000.0,251263000.0,5782468000.0,171602000.0,,170228000.0,6292194000.0,2491195000.0,7983614000.0,7590614000.0,13003000.0,2220677000.0,816588000.0,208245000.0,,,,200319000.0,220251000.0,187489000.0,167857000.0,100603000.0,,77107000.0,280002000.0,17890230000.0,5196740000.0,1128419000.0,1439357000.0,5196740000.0,5209743000.0,12680487000.0,17890230000.0,9171197000.0,11241130000.0,,-433286000.0
Frontier Communications Corp,FTR,,20520,2010.0,Q3,,2010-09-30,2010-11-09 12:36:28+00:00,346390000.0,568914000.0,901522000.0,-241347000.0,351065000.0,5965017000.0,,,,6256282000.0,2645083000.0,8181603000.0,7575800000.0,12373000.0,2043575000.0,,57070000.0,,,,381524000.0,1107882000.0,,,159200000.0,,31115000.0,79987000.0,17994938000.0,5321606000.0,1136249000.0,1327899000.0,5321606000.0,5333979000.0,12660959000.0,17994938000.0,9282889000.0,11333060000.0,,-433179000.0
Frontier Communications Corp,FTR,,20520,2010.0,Q2,,2010-06-30,2010-08-05 13:04:15+00:00,110424000.0,201757000.0,246130000.0,-237565000.0,231155000.0,953787000.0,,,,2642323000.0,219622000.0,4798822000.0,3116201000.0,11685000.0,736401000.0,,185878000.0,,,,177366000.0,625297000.0,,,21520000.0,,2091000.0,7215000.0,6795822000.0,259848000.0,640310000.0,363769000.0,259848000.0,271533000.0,6524289000.0,6795822000.0,3039311000.0,6160520000.0,,-458465000.0
Frontier Communications Corp,FTR,,20520,2011.0,FY,,2011-12-31,2013-02-27 11:39:17+00:00,519548000.0,585157000.0,,-386963000.0,326094000.0,5030380000.0,152784000.0,,169340000.0,6337719000.0,1964505000.0,8224392000.0,7547523000.0,13997000.0,2458018000.0,918701000.0,264357000.0,152136000.0,,,214862000.0,225858000.0,144680000.0,64392000.0,63422000.0,0.0,226721000.0,94016000.0,17448319000.0,4455137000.0,1239030000.0,1152216000.0,4455137000.0,4469134000.0,12979185000.0,17448319000.0,8661766000.0,11826969000.0,,-415001000.0
Frontier Communications Corp,FTR,,20520,2011.0,Q3,,2011-09-30,2011-11-04 15:03:01+00:00,469219000.0,527395000.0,209393000.0,-221225000.0,205817000.0,5213340000.0,161944000.0,,212129000.0,6416473000.0,2095220000.0,8151081000.0,7630515000.0,14996000.0,2377518000.0,780142000.0,152130000.0,,,,220748000.0,240296000.0,161065000.0,71694000.0,84404000.0,,184474000.0,43763000.0,17493767000.0,4761592000.0,969746000.0,1168142000.0,4761592000.0,4776588000.0,12717179000.0,17493767000.0,8893506000.0,11549037000.0,,-414997000.0
Frontier Communications Corp,FTR,,20520,2011.0,Q2,,2011-06-30,2011-08-05 16:33:26+00:00,438200000.0,513852000.0,257565000.0,-224559000.0,232672000.0,5395915000.0,166839000.0,,169242000.0,6416473000.0,2220425000.0,7988813000.0,7590723000.0,13071000.0,2400010000.0,834799000.0,206494000.0,,,,213570000.0,195979000.0,175125000.0,73220000.0,93237000.0,,164079000.0,203659000.0,17662571000.0,4921174000.0,1046255000.0,1308725000.0,4921174000.0,4934245000.0,12728326000.0,17662571000.0,9025593000.0,11419601000.0,,-414261000.0
Frontier Communications Corp,FTR,,20520,2011.0,Q1,,2011-03-31,2011-05-06 13:43:28+00:00,385480000.0,519239000.0,213089000.0,-227894000.0,359382000.0,5578793000.0,168065000.0,,214768000.0,6277637000.0,2354023000.0,7986248000.0,7572985000.0,12988000.0,2264679000.0,827735000.0,204983000.0,,,,212783000.0,208595000.0,184207000.0,148981000.0,93284000.0,,131818000.0,279873000.0,17778523000.0,5068022000.0,1176888000.0,1410256000.0,5068022000.0,5081010000.0,12697513000.0,17778523000.0,9028650000.0,11287257000.0,,-414695000.0
Frontier Communications Corp,FTR,,20520,2012.0,FY,,2012-12-31,2014-02-27 10:39:06+00:00,338148000.0,533704000.0,,-483576000.0,1326532000.0,4896560000.0,146317000.0,,209327000.0,6337719000.0,1542739000.0,8381947000.0,7504896000.0,11675000.0,2357210000.0,1055058000.0,144587000.0,232836000.0,,,233822000.0,266625000.0,27252000.0,66342000.0,66972000.0,15408000.0,63205000.0,560550000.0,17733631000.0,4107596000.0,2087203000.0,1553520000.0,4107596000.0,4119271000.0,13614360000.0,17733631000.0,8141532000.0,12060840000.0,,-368593000.0
Frontier Communications Corp,FTR,,20520,2012.0,Q3,,2012-09-30,2012-11-08 15:54:48+00:00,322811000.0,557573000.0,152882000.0,-374821000.0,1099489000.0,4992513000.0,147228000.0,,217525000.0,6337719000.0,1630965000.0,8257599000.0,7482900000.0,15355000.0,2608051000.0,923634000.0,347602000.0,,,,215319000.0,224816000.0,42357000.0,83995000.0,69595000.0,54967000.0,38931000.0,596545000.0,17838486000.0,4288045000.0,2129226000.0,1520986000.0,4288045000.0,4303400000.0,13535086000.0,17838486000.0,8226360000.0,12014100000.0,,-368578000.0
