company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2008.0,FY,2007-04-01,2008-03-31,2010-05-14 16:17:05+00:00,,33000000.0,273000000.0,208000000.0,201000000.0,750000000.0,-572000000.0,-219000000.0,1103000000.0,-572000000.0,-219000000.0,1103000000.0,520000000.0,479000000.0,479000000.0,,117000000.0,22000000.0,-9000000.0,,-82000000.0,,-256000000.0,-762000000.0,-500000000.0,,46000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,FY,2008-04-01,2009-03-31,2010-05-14 16:17:05+00:00,,37000000.0,274000000.0,-252000000.0,123000000.0,1000000.0,-759000000.0,-284000000.0,1212000000.0,-759000000.0,-284000000.0,1212000000.0,-83000000.0,671000000.0,671000000.0,,107000000.0,7000000.0,-131000000.0,,-83000000.0,,-159000000.0,-680000000.0,-4000000.0,,6000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q4,2009-01-01,2009-03-31,,,11000000.0,74000000.0,-35000000.0,450000000.0,1000000.0,-199000000.0,-71000000.0,648000000.0,-199000000.0,-71000000.0,648000000.0,343000000.0,65000000.0,65000000.0,,48000000.0,,-138000000.0,,-21000000.0,,61000000.0,-179000000.0,,,6000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q3,2008-10-01,2008-12-31,,,8000000.0,67000000.0,-67000000.0,-38000000.0,,-170000000.0,-85000000.0,292000000.0,-170000000.0,-85000000.0,292000000.0,-30000000.0,208000000.0,208000000.0,,47000000.0,,,,-21000000.0,,-85000000.0,-145000000.0,-4000000.0,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q3YTD,2008-04-01,2008-12-31,2010-01-29 16:16:43+00:00,,26000000.0,200000000.0,-217000000.0,-327000000.0,0.0,-560000000.0,-213000000.0,564000000.0,-560000000.0,-213000000.0,564000000.0,-426000000.0,606000000.0,606000000.0,,59000000.0,7000000.0,7000000.0,,-62000000.0,,-220000000.0,-501000000.0,-4000000.0,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q2,2008-07-01,2008-09-30,,,18000000.0,66000000.0,-154000000.0,-35000000.0,,-22000000.0,-53000000.0,218000000.0,-22000000.0,-53000000.0,218000000.0,-11000000.0,202000000.0,202000000.0,,-33000000.0,2000000.0,5000000.0,,-20000000.0,,-58000000.0,-4000000.0,,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q2YTD,2008-04-01,2008-09-30,2009-10-23 16:31:46+00:00,,18000000.0,133000000.0,-150000000.0,-289000000.0,,-390000000.0,-128000000.0,272000000.0,-390000000.0,-128000000.0,272000000.0,-396000000.0,398000000.0,398000000.0,,12000000.0,7000000.0,7000000.0,,-41000000.0,,-135000000.0,-356000000.0,0.0,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q1,2008-04-01,2008-06-30,2009-07-30 16:18:29+00:00,,,67000000.0,4000000.0,-254000000.0,,-368000000.0,-75000000.0,54000000.0,-368000000.0,-75000000.0,54000000.0,-385000000.0,196000000.0,196000000.0,,45000000.0,5000000.0,2000000.0,,-21000000.0,,-77000000.0,-352000000.0,,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q4,2010-01-01,2010-03-31,,,,72000000.0,-37000000.0,378000000.0,,-148000000.0,-492000000.0,612000000.0,-148000000.0,-492000000.0,612000000.0,-41000000.0,101000000.0,89000000.0,12000000.0,73000000.0,11000000.0,132000000.0,24000000.0,-20000000.0,,-624000000.0,-2000000.0,-137000000.0,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,FY,2009-04-01,2010-03-31,2012-05-11 16:41:54+00:00,,29000000.0,292000000.0,104000000.0,145000000.0,744000000.0,-705000000.0,-888000000.0,1336000000.0,-705000000.0,-888000000.0,1336000000.0,-129000000.0,771000000.0,759000000.0,12000000.0,111000000.0,72000000.0,-4000000.0,24000000.0,-83000000.0,0.0,-884000000.0,-1211000000.0,-227000000.0,0.0,0.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q3YTD,2009-04-01,2009-12-31,2010-01-29 16:16:43+00:00,,29000000.0,220000000.0,141000000.0,-233000000.0,744000000.0,-557000000.0,-396000000.0,724000000.0,-557000000.0,-396000000.0,724000000.0,-88000000.0,670000000.0,670000000.0,,38000000.0,61000000.0,-136000000.0,,-63000000.0,,-260000000.0,-1209000000.0,-90000000.0,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q3TTM,2009-01-01,2009-12-31,,,40000000.0,294000000.0,106000000.0,217000000.0,745000000.0,-756000000.0,-467000000.0,1372000000.0,-756000000.0,-467000000.0,1372000000.0,255000000.0,735000000.0,735000000.0,,86000000.0,61000000.0,-274000000.0,,-84000000.0,,-199000000.0,-1388000000.0,-90000000.0,,6000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q3,2009-10-01,2009-12-31,,,49000000.0,74000000.0,-15000000.0,-20000000.0,744000000.0,-468000000.0,-260000000.0,342000000.0,-468000000.0,-260000000.0,342000000.0,-401000000.0,257000000.0,257000000.0,,-18000000.0,59000000.0,-47000000.0,,-21000000.0,,-213000000.0,-1205000000.0,-45000000.0,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q2YTD,2009-04-01,2009-09-30,2009-10-23 16:31:46+00:00,,-20000000.0,146000000.0,156000000.0,-213000000.0,,-89000000.0,-136000000.0,382000000.0,-89000000.0,-136000000.0,382000000.0,313000000.0,413000000.0,413000000.0,,56000000.0,2000000.0,-89000000.0,,-42000000.0,,-47000000.0,-4000000.0,-45000000.0,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q2TTM,2008-10-01,2009-09-30,,,-1000000.0,287000000.0,54000000.0,199000000.0,1000000.0,-458000000.0,-292000000.0,1322000000.0,-458000000.0,-292000000.0,1322000000.0,626000000.0,686000000.0,686000000.0,,151000000.0,2000000.0,-227000000.0,,-84000000.0,,-71000000.0,-328000000.0,-49000000.0,,6000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q2,2009-07-01,2009-09-30,,,-20000000.0,73000000.0,63000000.0,-174000000.0,,-67000000.0,-69000000.0,120000000.0,-67000000.0,-69000000.0,120000000.0,47000000.0,218000000.0,218000000.0,,23000000.0,2000000.0,-50000000.0,,-21000000.0,,-19000000.0,-3000000.0,-45000000.0,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q1,2009-04-01,2009-06-30,2009-07-30 16:18:29+00:00,,,73000000.0,93000000.0,-39000000.0,,-22000000.0,-67000000.0,262000000.0,-22000000.0,-67000000.0,262000000.0,266000000.0,195000000.0,195000000.0,,33000000.0,0.0,-39000000.0,,-21000000.0,,-28000000.0,-1000000.0,,,
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q1TTM,2008-07-01,2009-06-30,,,37000000.0,280000000.0,-163000000.0,338000000.0,1000000.0,-413000000.0,-276000000.0,1420000000.0,-413000000.0,-276000000.0,1420000000.0,568000000.0,670000000.0,670000000.0,,95000000.0,2000000.0,-172000000.0,,-83000000.0,,-110000000.0,-329000000.0,-4000000.0,,6000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2011.0,Q4,2011-01-01,2011-03-31,,,,98000000.0,49000000.0,329000000.0,260000000.0,-69000000.0,-103000000.0,634000000.0,-69000000.0,-103000000.0,634000000.0,531000000.0,188000000.0,184000000.0,4000000.0,23000000.0,3000000.0,138000000.0,20000000.0,-21000000.0,-209000000.0,-73000000.0,-264000000.0,-47000000.0,28000000.0,13000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2011.0,FY,2010-04-01,2011-03-31,2013-05-09 16:07:27+00:00,,,379000000.0,89000000.0,83000000.0,260000000.0,-320000000.0,-700000000.0,1377000000.0,-320000000.0,-700000000.0,1377000000.0,466000000.0,827000000.0,823000000.0,4000000.0,92000000.0,10000000.0,-18000000.0,20000000.0,-82000000.0,-209000000.0,-514000000.0,-273000000.0,-235000000.0,28000000.0,13000000.0
