company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2008.0,FY,2007-04-01,2008-03-31,2010-05-14 16:17:05+00:00,117000000.0,0.92,0.92,0.16,156000000.0,0.92,296000000.0,1327000000.0,479000000.0,479000000.0,,479000000.0,640000000.0,4145000000.0,,6000000.0,132000000.0,,526000000.0,121000000.0,530000000.0,640000000.0,3637000000.0,79000000.0,2783000000.0,854000000.0,-79000000.0,775000000.0,4277000000.0,520700000.0,514000000.0,515000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,FY,2008-04-01,2009-03-31,2010-05-14 16:17:05+00:00,125000000.0,1.29,1.29,0.16,149000000.0,1.29,394000000.0,1214000000.0,671000000.0,671000000.0,,671000000.0,605000000.0,4130000000.0,,-1000000.0,141000000.0,,486000000.0,102000000.0,464000000.0,605000000.0,3666000000.0,62000000.0,2539000000.0,1127000000.0,-62000000.0,1065000000.0,4271000000.0,520200000.0,513000000.0,537000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q4,2009-01-01,2009-03-31,,34000000.0,0.89,0.12,0.16,40000000.0,0.14,93000000.0,299000000.0,65000000.0,65000000.0,,65000000.0,141000000.0,997000000.0,,-5000000.0,38000000.0,,128000000.0,96000000.0,122000000.0,141000000.0,894000000.0,22000000.0,714000000.0,180000000.0,-22000000.0,158000000.0,1035000000.0,520200000.0,513000000.0,537000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q3YTD,2008-04-01,2008-12-31,,91000000.0,0.4,1.17,,109000000.0,1.15,301000000.0,915000000.0,606000000.0,606000000.0,,606000000.0,464000000.0,3133000000.0,,4000000.0,103000000.0,,358000000.0,6000000.0,342000000.0,464000000.0,2772000000.0,40000000.0,1825000000.0,947000000.0,-40000000.0,907000000.0,3236000000.0,520000000.0,514000000.0,538000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q3,2008-10-01,2008-12-31,2010-01-29 16:16:43+00:00,31000000.0,0.4,0.4,,36000000.0,0.39,85000000.0,307000000.0,208000000.0,208000000.0,,208000000.0,146000000.0,1006000000.0,,-14000000.0,36000000.0,,115000000.0,2000000.0,110000000.0,146000000.0,896000000.0,16000000.0,587000000.0,309000000.0,-16000000.0,293000000.0,1042000000.0,520000000.0,514000000.0,538000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q2YTD,2008-04-01,2008-09-30,,60000000.0,,0.77,,73000000.0,0.76,216000000.0,608000000.0,398000000.0,398000000.0,,398000000.0,318000000.0,2127000000.0,,18000000.0,67000000.0,,243000000.0,4000000.0,232000000.0,318000000.0,1876000000.0,24000000.0,1238000000.0,638000000.0,-24000000.0,614000000.0,2194000000.0,,514000000.0,538000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q2,2008-07-01,2008-09-30,2009-10-23 16:31:46+00:00,29000000.0,,0.39,,37000000.0,0.39,115000000.0,311000000.0,202000000.0,202000000.0,,202000000.0,164000000.0,1069000000.0,,6000000.0,38000000.0,,120000000.0,0.0,110000000.0,164000000.0,943000000.0,13000000.0,613000000.0,330000000.0,-13000000.0,317000000.0,1107000000.0,,514000000.0,538000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,Q1,2008-04-01,2008-06-30,2009-07-30 16:18:29+00:00,31000000.0,,0.38,,36000000.0,0.37,101000000.0,297000000.0,196000000.0,196000000.0,,196000000.0,154000000.0,1058000000.0,,12000000.0,29000000.0,,123000000.0,4000000.0,122000000.0,154000000.0,933000000.0,11000000.0,625000000.0,308000000.0,-11000000.0,297000000.0,1087000000.0,,512000000.0,536000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q4,2010-01-01,2010-03-31,,31000000.0,0.99,0.2,,41000000.0,0.2,110000000.0,321000000.0,101000000.0,89000000.0,12000000.0,101000000.0,108000000.0,918000000.0,,7000000.0,59000000.0,,134000000.0,-4000000.0,126000000.0,108000000.0,869000000.0,14000000.0,656000000.0,213000000.0,-14000000.0,199000000.0,977000000.0,520900000.0,515000000.0,533000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,FY,2009-04-01,2010-03-31,2012-05-11 16:41:54+00:00,133000000.0,1.48,1.48,,159000000.0,1.47,393000000.0,1204000000.0,771000000.0,759000000.0,12000000.0,771000000.0,513000000.0,4053000000.0,,18000000.0,174000000.0,,487000000.0,,485000000.0,513000000.0,3714000000.0,76000000.0,2486000000.0,1228000000.0,-76000000.0,1152000000.0,4227000000.0,520900000.0,515000000.0,533000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q3,2009-10-01,2009-12-31,2010-01-29 16:16:43+00:00,34000000.0,0.49,0.49,,40000000.0,0.49,71000000.0,316000000.0,257000000.0,257000000.0,,257000000.0,140000000.0,1074000000.0,,-3000000.0,54000000.0,,119000000.0,2000000.0,129000000.0,140000000.0,988000000.0,23000000.0,637000000.0,351000000.0,-23000000.0,328000000.0,1128000000.0,524500000.0,515000000.0,535000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q3YTD,2009-04-01,2009-12-31,,102000000.0,0.49,1.28,,118000000.0,1.27,283000000.0,883000000.0,670000000.0,670000000.0,,670000000.0,405000000.0,3135000000.0,,11000000.0,115000000.0,,353000000.0,4000000.0,359000000.0,405000000.0,2845000000.0,62000000.0,1830000000.0,1015000000.0,-62000000.0,953000000.0,3250000000.0,524500000.0,515000000.0,535000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q3TTM,2009-01-01,2009-12-31,,136000000.0,1.38,1.4,0.16,158000000.0,1.41,376000000.0,1182000000.0,735000000.0,735000000.0,,735000000.0,546000000.0,4132000000.0,,6000000.0,153000000.0,,481000000.0,100000000.0,481000000.0,546000000.0,3739000000.0,84000000.0,2544000000.0,1195000000.0,-84000000.0,1111000000.0,4285000000.0,524500000.0,515000000.0,535000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q2,2009-07-01,2009-09-30,2009-10-23 16:31:46+00:00,34000000.0,,0.42,,39000000.0,0.41,99000000.0,286000000.0,218000000.0,218000000.0,,218000000.0,132000000.0,1044000000.0,,7000000.0,28000000.0,,115000000.0,0.0,120000000.0,132000000.0,940000000.0,22000000.0,601000000.0,339000000.0,-22000000.0,317000000.0,1072000000.0,,518000000.0,542000000.0
