company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2009.0,FY,,2009-03-31,2010-05-14 16:17:05+00:00,120000000.0,839000000.0,340000000.0,-183000000.0,2712000000.0,3745000000.0,2406000000.0,513000000.0,124000000.0,306000000.0,5364000000.0,725000000.0,1287000000.0,,442000000.0,1025000000.0,268000000.0,420000000.0,128000000.0,85000000.0,165000000.0,145000000.0,85000000.0,2673000000.0,621000000.0,,11241000000.0,4362000000.0,4149000000.0,4002000000.0,4362000000.0,4362000000.0,6879000000.0,11241000000.0,6650000000.0,2877000000.0,0.0,-1873000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,FY,,2010-03-31,2011-05-16 17:17:21+00:00,81000000.0,931000000.0,469000000.0,-126000000.0,2583000000.0,3716000000.0,2504000000.0,360000000.0,82000000.0,348000000.0,5605000000.0,1215000000.0,1530000000.0,0.0,452000000.0,1052000000.0,348000000.0,587000000.0,46000000.0,116000000.0,232000000.0,151000000.0,82000000.0,3361000000.0,15000000.0,0.0,11888000000.0,4987000000.0,3990000000.0,3581000000.0,4987000000.0,4987000000.0,6901000000.0,11888000000.0,7446000000.0,3320000000.0,0.0,-1964000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q3,,2009-12-31,2010-01-29 16:16:43+00:00,79000000.0,932000000.0,342000000.0,-111000000.0,2624000000.0,3689000000.0,2287000000.0,518000000.0,139000000.0,284000000.0,5513000000.0,150000000.0,1530000000.0,,454000000.0,1006000000.0,234000000.0,480000000.0,46000000.0,144000000.0,779000000.0,132000000.0,80000000.0,3280000000.0,15000000.0,,11394000000.0,5020000000.0,4218000000.0,3226000000.0,5020000000.0,5020000000.0,6374000000.0,11394000000.0,6722000000.0,3148000000.0,0.0,-1838000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2010.0,Q2,,2009-09-30,2009-10-23 16:31:46+00:00,83000000.0,718000000.0,373000000.0,-109000000.0,3025000000.0,3670000000.0,2186000000.0,482000000.0,114000000.0,249000000.0,5366000000.0,128000000.0,1291000000.0,,462000000.0,1065000000.0,269000000.0,429000000.0,84000000.0,134000000.0,733000000.0,115000000.0,43000000.0,3044000000.0,643000000.0,,11401000000.0,4810000000.0,4359000000.0,3691000000.0,4810000000.0,4810000000.0,6591000000.0,11401000000.0,6580000000.0,2900000000.0,0.0,-1795000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2011.0,FY,,2011-03-31,2012-05-11 16:41:54+00:00,100000000.0,849000000.0,395000000.0,-65000000.0,3049000000.0,3674000000.0,2597000000.0,244000000.0,192000000.0,293000000.0,5686000000.0,1284000000.0,1282000000.0,104000000.0,437000000.0,969000000.0,285000000.0,478000000.0,,152000000.0,246000000.0,141000000.0,75000000.0,4106000000.0,269000000.0,75000000.0,12411000000.0,5620000000.0,4369000000.0,3921000000.0,5620000000.0,5620000000.0,6791000000.0,12411000000.0,7605000000.0,2870000000.0,0.0,-2095000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2011.0,Q3,,2010-12-31,2011-01-26 17:09:54+00:00,81000000.0,866000000.0,358000000.0,-79000000.0,2518000000.0,3657000000.0,2342000000.0,194000000.0,78000000.0,256000000.0,5742000000.0,1299000000.0,1539000000.0,108000000.0,439000000.0,995000000.0,309000000.0,530000000.0,0.0,159000000.0,198000000.0,149000000.0,82000000.0,3938000000.0,16000000.0,59000000.0,11891000000.0,5465000000.0,3796000000.0,3213000000.0,5465000000.0,5465000000.0,6426000000.0,11891000000.0,7656000000.0,3213000000.0,0.0,-2051000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2011.0,Q2,,2010-09-30,2010-10-22 16:32:52+00:00,77000000.0,697000000.0,375000000.0,-88000000.0,2525000000.0,3639000000.0,2183000000.0,198000000.0,55000000.0,241000000.0,5594000000.0,1157000000.0,1552000000.0,,449000000.0,942000000.0,435000000.0,574000000.0,0.0,235000000.0,209000000.0,149000000.0,46000000.0,3759000000.0,15000000.0,,11499000000.0,5290000000.0,3655000000.0,2992000000.0,5290000000.0,5290000000.0,6209000000.0,11499000000.0,7395000000.0,3217000000.0,0.0,-2020000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2011.0,Q1,,2010-06-30,2010-07-27 17:08:12+00:00,91000000.0,638000000.0,365000000.0,-163000000.0,2476000000.0,3636000000.0,2276000000.0,260000000.0,47000000.0,209000000.0,5567000000.0,1190000000.0,1543000000.0,,438000000.0,962000000.0,313000000.0,503000000.0,0.0,219000000.0,190000000.0,143000000.0,35000000.0,3557000000.0,15000000.0,,11291000000.0,5102000000.0,3593000000.0,3038000000.0,5102000000.0,5102000000.0,6189000000.0,11291000000.0,7260000000.0,3151000000.0,0.0,-1928000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2012.0,FY,,2012-03-31,2013-05-09 16:07:27+00:00,95000000.0,902000000.0,444000000.0,-108000000.0,2679000000.0,3550000000.0,2658000000.0,231000000.0,110000000.0,350000000.0,5856000000.0,1389000000.0,1287000000.0,,386000000.0,972000000.0,151000000.0,474000000.0,,153000000.0,250000000.0,116000000.0,80000000.0,4865000000.0,14000000.0,0.0,11997000000.0,5397000000.0,3965000000.0,3751000000.0,5397000000.0,5397000000.0,6600000000.0,11997000000.0,7646000000.0,2849000000.0,0.0,-2910000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2012.0,Q3,,2011-12-31,2012-01-25 16:26:44+00:00,86000000.0,840000000.0,408000000.0,-131000000.0,2358000000.0,3652000000.0,2270000000.0,158000000.0,147000000.0,297000000.0,5856000000.0,1426000000.0,1291000000.0,79000000.0,387000000.0,854000000.0,175000000.0,498000000.0,,146000000.0,264000000.0,119000000.0,75000000.0,4771000000.0,18000000.0,102000000.0,11791000000.0,5728000000.0,3604000000.0,3301000000.0,5728000000.0,5728000000.0,6063000000.0,11791000000.0,7800000000.0,2762000000.0,0.0,-2564000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2012.0,Q2,,2011-09-30,2011-10-27 16:26:35+00:00,95000000.0,601000000.0,377000000.0,-133000000.0,2203000000.0,3634000000.0,2175000000.0,132000000.0,64000000.0,272000000.0,5885000000.0,1407000000.0,1292000000.0,90000000.0,398000000.0,863000000.0,197000000.0,470000000.0,,189000000.0,271000000.0,125000000.0,44000000.0,4532000000.0,18000000.0,89000000.0,11462000000.0,5667000000.0,3214000000.0,3045000000.0,5667000000.0,5667000000.0,5795000000.0,11462000000.0,7850000000.0,2750000000.0,0.0,-2366000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2012.0,Q1,,2011-06-30,2011-07-22 16:26:55+00:00,104000000.0,597000000.0,413000000.0,-48000000.0,2761000000.0,3621000000.0,2475000000.0,207000000.0,69000000.0,213000000.0,5695000000.0,1275000000.0,1288000000.0,105000000.0,426000000.0,909000000.0,249000000.0,476000000.0,,192000000.0,261000000.0,130000000.0,33000000.0,4321000000.0,19000000.0,84000000.0,11852000000.0,5723000000.0,3841000000.0,3326000000.0,5723000000.0,5723000000.0,6129000000.0,11852000000.0,7585000000.0,2803000000.0,0.0,-2171000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2013.0,FY,,2013-03-31,2014-05-19 16:04:15+00:00,93000000.0,856000000.0,423000000.0,-155000000.0,2593000000.0,3652000000.0,2465000000.0,346000000.0,163000000.0,304000000.0,5864000000.0,1242000000.0,1274000000.0,,311000000.0,969000000.0,77000000.0,462000000.0,,148000000.0,195000000.0,119000000.0,77000000.0,5357000000.0,16000000.0,183000000.0,11815000000.0,5450000000.0,4126000000.0,3541000000.0,5450000000.0,5450000000.0,6365000000.0,11815000000.0,7378000000.0,2824000000.0,0.0,-3404000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2013.0,Q3,,2012-12-31,2013-01-24 16:04:59+00:00,76000000.0,786000000.0,415000000.0,-119000000.0,2353000000.0,3641000000.0,2234000000.0,326000000.0,239000000.0,281000000.0,5856000000.0,1296000000.0,1282000000.0,,339000000.0,957000000.0,21000000.0,465000000.0,,143000000.0,243000000.0,100000000.0,77000000.0,5229000000.0,19000000.0,195000000.0,11558000000.0,5413000000.0,3803000000.0,3341000000.0,5413000000.0,5413000000.0,6145000000.0,11558000000.0,7416000000.0,2804000000.0,0.0,-3338000000.0
CA Inc,CA,Y7ET3D9SDOFUZ515FE28,356028,2013.0,Q2,,2012-09-30,2012-10-26 16:25:49+00:00,90000000.0,584000000.0,435000000.0,-118000000.0,2086000000.0,3625000000.0,2101000000.0,228000000.0,218000000.0,236000000.0,5856000000.0,1312000000.0,1280000000.0,,350000000.0,826000000.0,169000000.0,461000000.0,,144000000.0,249000000.0,110000000.0,39000000.0,5092000000.0,14000000.0,162000000.0,11140000000.0,5330000000.0,3204000000.0,3133000000.0,5330000000.0,5330000000.0,5810000000.0,11140000000.0,7586000000.0,2677000000.0,0.0,-3269000000.0
