company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2007.0,FY,2007-01-01,2007-12-30,2010-02-24 16:17:01+00:00,36086000.0,4.53,4.53,1.42,246275000.0,4.52,72030000.0,473300000.0,1057147000.0,977112000.0,80035000.0,1055612000.0,1535000.0,4164083000.0,7049159000.0,18648000.0,,390301000.0,1270090000.0,4164083000.0,3275377000.0,259825000.0,40693000.0,1624481000.0,1650896000.0,-200484000.0,1450412000.0,7439460000.0,233000000.0,233000000.0,233500000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2008.0,FY,2007-12-31,2008-12-28,2011-02-23 16:20:21+00:00,31211000.0,-29.11,-29.11,1.6,228259000.0,-29.11,7939563000.0,-645273000.0,-6640595000.0,-6619969000.0,-20626000.0,-6647565000.0,6970000.0,3915549000.0,6291546000.0,28430000.0,,348136000.0,1253008000.0,3915549000.0,2724133000.0,190839000.0,-374925000.0,9452041000.0,-6727908000.0,-537334000.0,-7265242000.0,6639682000.0,228400000.0,228400000.0,228400000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2008.0,Q3,2008-06-30,2008-09-28,2009-11-04 12:57:54+00:00,7123000.0,0.69,0.69,0.4,57682000.0,0.69,0.0,56700000.0,159198000.0,159198000.0,,158057000.0,1141000.0,985004000.0,1550683000.0,-2192000.0,,86627000.0,328320000.0,985004000.0,652306000.0,46802000.0,5711000.0,393125000.0,259181000.0,-43283000.0,215898000.0,1637310000.0,229100000.0,229100000.0,229100000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2008.0,Q2,2008-03-31,2008-06-29,2009-07-29 19:35:20+00:00,6475000.0,-10.03,-10.03,0.4,55109000.0,-10.03,2501874000.0,-134200000.0,-2290734000.0,-2290734000.0,,-2290756000.0,22000.0,988538000.0,1626759000.0,5362000.0,,91230000.0,299539000.0,988538000.0,729451000.0,43957000.0,-252793000.0,2862997000.0,-2133546000.0,-291388000.0,-2424934000.0,1717989000.0,228400000.0,228400000.0,228400000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q4,2009-09-28,2009-12-27,,8208000.0,0.57,0.57,0.04,48326000.0,0.56,46265000.0,76007000.0,141112000.0,138512000.0,2600000.0,133602000.0,7510000.0,763665000.0,1369596000.0,190000.0,,62058000.0,310213000.0,763665000.0,667989000.0,44798000.0,4150000.0,413012000.0,254977000.0,-40458000.0,214519000.0,1431654000.0,233683000.0,233683000.0,233683000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,FY,2008-12-29,2009-12-27,2012-02-22 16:03:54+00:00,32983000.0,1.52,1.52,0.16,207652000.0,1.51,132904000.0,191328000.0,382361000.0,378571000.0,3790000.0,355270000.0,27091000.0,3230176000.0,5249832000.0,22799000.0,,259771000.0,1186970000.0,3230176000.0,2279427000.0,175745000.0,3927000.0,1560509000.0,718918000.0,-149019000.0,569899000.0,5509603000.0,233683000.0,233683000.0,233683000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q3YTD,2008-12-29,2009-09-27,,24775000.0,0.95,0.95,0.12,159326000.0,0.95,86639000.0,115321000.0,241249000.0,240059000.0,1190000.0,221668000.0,19581000.0,2466511000.0,3880236000.0,22609000.0,,197713000.0,876757000.0,2466511000.0,1611438000.0,130947000.0,-223000.0,1147497000.0,463941000.0,-108561000.0,355380000.0,4077949000.0,237900000.0,237900000.0,237900000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q3,2009-06-29,2009-09-27,2010-11-01 16:17:36+00:00,8378000.0,0.31,0.31,0.04,50382000.0,0.31,39248000.0,36407000.0,85193000.0,84427000.0,766000.0,73752000.0,11441000.0,779250000.0,1254529000.0,3570000.0,,57607000.0,279177000.0,779250000.0,532886000.0,38064000.0,-373000.0,377185000.0,155701000.0,-34867000.0,120834000.0,1312136000.0,237900000.0,237900000.0,237900000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q2YTD,2008-12-29,2009-06-28,,16397000.0,0.64,0.64,0.08,108944000.0,0.64,47391000.0,78914000.0,156056000.0,155632000.0,424000.0,147916000.0,8140000.0,1687261000.0,2625707000.0,19039000.0,,140106000.0,597580000.0,1687261000.0,1078552000.0,92883000.0,150000.0,770312000.0,308240000.0,-73694000.0,234546000.0,2765813000.0,234900000.0,234900000.0,234900000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q2,2009-03-30,2009-06-28,2010-07-30 16:20:21+00:00,8232000.0,0.3,0.3,0.04,53208000.0,0.3,47391000.0,39614000.0,78307000.0,77883000.0,424000.0,70481000.0,7826000.0,848257000.0,1316619000.0,16582000.0,,70716000.0,288200000.0,848257000.0,539078000.0,43971000.0,2839000.0,397031000.0,142047000.0,-24550000.0,117497000.0,1387335000.0,234900000.0,234900000.0,234900000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q1,2008-12-29,2009-03-29,2010-05-04 16:16:10+00:00,8165000.0,0.34,0.34,0.04,55736000.0,0.34,,39300000.0,77749000.0,77749000.0,,77435000.0,314000.0,839004000.0,1309088000.0,2457000.0,,69390000.0,309380000.0,839004000.0,539474000.0,48912000.0,-2689000.0,373281000.0,166193000.0,-49144000.0,117049000.0,1378478000.0,227800000.0,227800000.0,227800000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q4,2010-09-27,2010-12-26,,7656000.0,1.22,0.73,0.04,44410000.0,0.71,33964000.0,84800000.0,183917000.0,183917000.0,,174135000.0,9782000.0,755451000.0,1393913000.0,1194000.0,,67702000.0,310366000.0,755451000.0,706164000.0,46308000.0,4063000.0,396396000.0,309768000.0,-41051000.0,268717000.0,1461615000.0,238230000.0,238230000.0,238230000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,FY,2009-12-28,2010-12-26,2013-02-26 16:09:09+00:00,31362000.0,2.47,2.47,0.16,182514000.0,2.43,57009000.0,244013000.0,622820000.0,601947000.0,20873000.0,588201000.0,34619000.0,2980465000.0,5185065000.0,111000.0,,253613000.0,1187633000.0,2980465000.0,2458213000.0,172986000.0,19140000.0,1458518000.0,999695000.0,-153735000.0,845960000.0,5438678000.0,238230000.0,238230000.0,238230000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q3YTD,2009-12-28,2010-09-26,,23706000.0,1.25,1.74,0.12,138104000.0,1.72,23045000.0,159213000.0,438903000.0,418030000.0,20873000.0,414066000.0,24837000.0,2225014000.0,3791152000.0,-1083000.0,,185911000.0,877267000.0,2225014000.0,1752049000.0,126678000.0,15077000.0,1062122000.0,689927000.0,-112684000.0,577243000.0,3977063000.0,238467000.0,238467000.0,238467000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q3TTM,2009-09-28,2010-09-26,,31914000.0,1.82,2.31,0.16,186430000.0,2.28,69310000.0,235220000.0,580015000.0,556542000.0,23473000.0,547668000.0,32347000.0,2988679000.0,5160748000.0,-893000.0,,247969000.0,1187480000.0,2988679000.0,2420038000.0,171476000.0,19227000.0,1475134000.0,944904000.0,-153142000.0,791762000.0,5408717000.0,238467000.0,238467000.0,238467000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q3,2010-06-28,2010-09-26,2011-11-02 14:23:10+00:00,7664000.0,0.43,0.43,0.04,44479000.0,0.42,23045000.0,55000000.0,113688000.0,113688000.0,,101409000.0,12279000.0,747416000.0,1254313000.0,2374000.0,,58022000.0,289443000.0,747416000.0,564919000.0,41015000.0,7041000.0,364631000.0,200288000.0,-31600000.0,168688000.0,1312335000.0,238467000.0,238467000.0,238467000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q2YTD,2009-12-28,2010-06-27,,16042000.0,0.82,1.31,0.08,93625000.0,1.3,,104213000.0,325215000.0,304342000.0,20873000.0,312657000.0,12558000.0,1477598000.0,2536839000.0,-3457000.0,,127889000.0,587824000.0,1477598000.0,1187130000.0,85663000.0,8036000.0,697491000.0,489639000.0,-81084000.0,408555000.0,2664728000.0,238122000.0,238122000.0,238122000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q2TTM,2009-06-29,2010-06-27,,32628000.0,1.7,2.19,0.16,192333000.0,2.17,85513000.0,216627000.0,551520000.0,527281000.0,24239000.0,520011000.0,31509000.0,3020513000.0,5160964000.0,303000.0,,247554000.0,1177214000.0,3020513000.0,2388005000.0,168525000.0,11813000.0,1487688000.0,900317000.0,-156409000.0,743908000.0,5408518000.0,238122000.0,238122000.0,238122000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q2,2010-03-29,2010-06-27,2011-08-03 16:09:54+00:00,8080000.0,0.82,0.82,0.04,46274000.0,0.81,,49400000.0,205901000.0,185588000.0,20313000.0,195478000.0,10423000.0,745489000.0,1300378000.0,-2934000.0,,64765000.0,292691000.0,745489000.0,619654000.0,42190000.0,7503000.0,347045000.0,272609000.0,-37621000.0,234988000.0,1365143000.0,238122000.0,238122000.0,238122000.0
