company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2007.0,FY,2007-01-01,2007-12-30,2010-02-24 16:17:01+00:00,-30581000.0,36086000.0,,,249039000.0,,1906000.0,212284000.0,1000000000.0,-1626965000.0,265589000.0,1342463000.0,-1626965000.0,265589000.0,1342463000.0,-17007000.0,1057147000.0,1057147000.0,-212093000.0,12472000.0,,-311605000.0,-39963000.0,-171405000.0,-2112622000.0,-215210000.0,43381000.0,464157000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2008.0,Q4,2008-09-29,2008-12-28,,-31413000.0,31211000.0,,,36756000.0,,-4845000.0,-647884000.0,877019000.0,-176597000.0,-83345000.0,240959000.0,-176597000.0,-83345000.0,240959000.0,-23828000.0,-4700858000.0,-4700858000.0,5521734000.0,,,-91282000.0,-5489000.0,-61021000.0,-962334000.0,,5531000.0,9047000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2008.0,FY,2007-12-31,2008-12-28,2011-02-23 16:20:21+00:00,-168570000.0,31211000.0,,,230987000.0,,-5840000.0,-858991000.0,2187000000.0,-715046000.0,-272759000.0,1015345000.0,-715046000.0,-272759000.0,1015345000.0,21700000.0,-6640595000.0,-6640595000.0,8252733000.0,0.0,,-366948000.0,-46779000.0,-165000000.0,-2462334000.0,-72764000.0,29049000.0,78541000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2008.0,Q3,2008-06-30,2008-09-28,,-125862000.0,,,,64805000.0,,-951000.0,29391000.0,583733000.0,-507690000.0,-183558000.0,237614000.0,-507690000.0,-183558000.0,237614000.0,-454585000.0,159198000.0,159198000.0,-15780000.0,,,-91423000.0,-17292000.0,-45990000.0,-1000000000.0,,5252000.0,334000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2008.0,Q3YTD,2007-12-31,2008-09-28,2009-11-04 12:57:54+00:00,-137157000.0,,,,194231000.0,,-995000.0,-211107000.0,1309981000.0,-538449000.0,-189414000.0,774386000.0,-538449000.0,-189414000.0,774386000.0,45528000.0,-1939737000.0,-1939737000.0,2730999000.0,,,-275666000.0,-41290000.0,-103979000.0,-1500000000.0,-72764000.0,23518000.0,69494000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2008.0,Q2YTD,2007-12-31,2008-06-29,2009-07-29 19:35:20+00:00,-11295000.0,,,,129426000.0,,-44000.0,-240498000.0,726248000.0,-30759000.0,-5856000.0,536772000.0,-30759000.0,-5856000.0,536772000.0,500113000.0,-2098935000.0,-2098935000.0,2746779000.0,,,-184243000.0,-23998000.0,-57989000.0,-500000000.0,-72764000.0,18266000.0,69160000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q4,2009-09-28,2009-12-27,,-2883000.0,32983000.0,,,24616000.0,,-835000.0,-17980000.0,323618000.0,-261426000.0,-11459000.0,248746000.0,-261426000.0,-11459000.0,248746000.0,-24974000.0,141112000.0,141112000.0,68015000.0,402000.0,,-9442000.0,-1400000.0,-21985000.0,-576004000.0,,5057000.0,9752000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,FY,2008-12-29,2009-12-27,2012-02-22 16:03:54+00:00,-9581000.0,32983000.0,,,209826000.0,,702000.0,99666000.0,492618000.0,-832813000.0,-34623000.0,866580000.0,-832813000.0,-34623000.0,866580000.0,-154000.0,382361000.0,382361000.0,141744000.0,402000.0,,-119328000.0,-9674000.0,-67737000.0,-1206505000.0,,20461000.0,31908000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q3TTM,2008-09-29,2009-09-27,,-38111000.0,31211000.0,,,221966000.0,,-3308000.0,-530238000.0,1046019000.0,-747984000.0,-106509000.0,858793000.0,-747984000.0,-106509000.0,858793000.0,992000.0,-4459609000.0,-4459609000.0,5595463000.0,,,-201168000.0,-13763000.0,-106773000.0,-1592835000.0,,20935000.0,31203000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q3,2009-06-29,2009-09-27,,400000.0,,,,59279000.0,,1074000.0,29377000.0,-197000000.0,-206386000.0,3595000.0,221118000.0,-206386000.0,3595000.0,221118000.0,19401000.0,85193000.0,85193000.0,47269000.0,,,-9386000.0,-4550000.0,-12538000.0,,,5736000.0,14547000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q3YTD,2008-12-29,2009-09-27,2010-11-01 16:17:36+00:00,-6698000.0,,,,185210000.0,,1537000.0,117646000.0,169000000.0,-571387000.0,-23164000.0,617834000.0,-571387000.0,-23164000.0,617834000.0,24820000.0,241249000.0,241249000.0,73729000.0,0.0,,-109886000.0,-8274000.0,-45752000.0,-630501000.0,,15404000.0,22156000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q2TTM,2008-06-30,2009-06-28,,-164373000.0,31211000.0,,,227492000.0,,-5333000.0,-530224000.0,1826752000.0,-1049288000.0,-293662000.0,875289000.0,-1049288000.0,-293662000.0,875289000.0,-472994000.0,-4385604000.0,-4385604000.0,5532414000.0,,,-283205000.0,-26505000.0,-140225000.0,-2592835000.0,,20451000.0,16990000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q2,2009-03-30,2009-06-28,,-2019000.0,,,,62030000.0,,620000.0,32801000.0,-181000000.0,-753880000.0,-12095000.0,220668000.0,-753880000.0,-12095000.0,220668000.0,-544687000.0,78307000.0,78307000.0,47530000.0,,,-9276000.0,-897000.0,-14336000.0,-563604000.0,,2807000.0,2350000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q2YTD,2008-12-29,2009-06-28,2010-07-30 16:20:21+00:00,-7098000.0,,,,125931000.0,,463000.0,88269000.0,366000000.0,-365001000.0,-26759000.0,396716000.0,-365001000.0,-26759000.0,396716000.0,5419000.0,156056000.0,156056000.0,26460000.0,0.0,,-100500000.0,-3724000.0,-33214000.0,-630501000.0,,9668000.0,7609000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q1,2008-12-29,2009-03-29,2010-05-04 16:16:10+00:00,-5079000.0,,,,63901000.0,,-157000.0,55468000.0,547000000.0,388879000.0,-14664000.0,176048000.0,388879000.0,-14664000.0,176048000.0,550106000.0,77749000.0,77749000.0,-21070000.0,0.0,,-91224000.0,-2827000.0,-18878000.0,-66897000.0,,6861000.0,5259000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q4,2010-09-27,2010-12-26,,,31362000.0,,,20704000.0,,-298000.0,-69116000.0,493743000.0,-76702000.0,-1619000.0,89201000.0,-76702000.0,-1619000.0,89201000.0,10582000.0,183917000.0,183917000.0,-77666000.0,2210000.0,,-9655000.0,-5668000.0,-32197000.0,-563000000.0,,29091000.0,7155000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,FY,2009-12-28,2010-12-26,2013-02-26 16:09:09+00:00,-15164000.0,31362000.0,,,183322000.0,,-372000.0,14859000.0,493743000.0,-751259000.0,62966000.0,772884000.0,-751259000.0,62966000.0,772884000.0,84219000.0,622820000.0,622820000.0,-79479000.0,3214000.0,,-38216000.0,-10984000.0,-69070000.0,-1210000000.0,0.0,45478000.0,112706000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q3TTM,2009-09-28,2010-09-26,,-18047000.0,32983000.0,,,187234000.0,,-909000.0,65995000.0,323618000.0,-935983000.0,53126000.0,932429000.0,-935983000.0,53126000.0,932429000.0,48663000.0,580015000.0,580015000.0,66202000.0,1406000.0,,-38003000.0,-6716000.0,-58858000.0,-1223004000.0,,21444000.0,115303000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q3,2010-06-28,2010-09-26,,,,,,52146000.0,,750000.0,69226000.0,,-221575000.0,-6215000.0,242264000.0,-221575000.0,-6215000.0,242264000.0,15224000.0,113688000.0,113688000.0,7204000.0,-37000.0,,-9538000.0,-1200000.0,-16973000.0,-212000000.0,,3578000.0,8380000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q3YTD,2009-12-28,2010-09-26,2011-11-02 14:23:10+00:00,-15164000.0,,,,162618000.0,,-74000.0,83975000.0,,-674557000.0,64585000.0,683683000.0,-674557000.0,64585000.0,683683000.0,73637000.0,438903000.0,438903000.0,-1813000.0,1004000.0,,-28561000.0,-5316000.0,-36873000.0,-647000000.0,,16387000.0,105551000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q2TTM,2009-06-29,2010-06-27,,-17647000.0,32983000.0,,,194367000.0,,-585000.0,26146000.0,126618000.0,-920794000.0,62936000.0,911283000.0,-920794000.0,62936000.0,911283000.0,52840000.0,551520000.0,551520000.0,106267000.0,1443000.0,,-37851000.0,-10066000.0,-54423000.0,-1011004000.0,,23602000.0,121470000.0
