company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2008.0,FY,,2008-12-28,2010-02-24 16:17:01+00:00,324573000.0,904989000.0,250271000.0,2385869000.0,-469252000.0,98949000.0,,1067618000.0,272381000.0,29386000.0,0.0,191019000.0,91465000.0,2872888000.0,4607363000.0,582691000.0,3816942000.0,,121484000.0,2221494000.0,118806000.0,227067000.0,460567000.0,,1099654000.0,,,,27432000.0,,248482000.0,413230000.0,,91136000.0,72840000.0,6006753000.0,,7796814000.0,1055882000.0,1245944000.0,1157141000.0,1055882000.0,1174688000.0,6549286000.0,7796814000.0,4329376000.0,5392145000.0,0.0,-5549237000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,FY,,2009-12-27,2011-02-23 16:20:21+00:00,252585000.0,780491000.0,201711000.0,2457041000.0,-316832000.0,98795000.0,,954133000.0,222556000.0,19577000.0,45085000.0,143182000.0,9703000.0,2854247000.0,4428859000.0,565610000.0,3061951000.0,,63752000.0,1971818000.0,143550000.0,206115000.0,302360000.0,,893566000.0,,,0.0,25281000.0,,260918000.0,405355000.0,,86427000.0,78304000.0,6324586000.0,,7148432000.0,1603925000.0,1049042000.0,900103000.0,1603925000.0,1747475000.0,5322653000.0,7148432000.0,4127572000.0,4422550000.0,0.0,-5357962000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q3,,2009-09-27,2009-11-04 12:57:54+00:00,272529000.0,678330000.0,362665000.0,2533637000.0,-403397000.0,123769000.0,,961559000.0,236862000.0,23158000.0,44264000.0,,9642000.0,2868665000.0,4562146000.0,581936000.0,3312856000.0,,63976000.0,2028509000.0,137453000.0,194183000.0,416937000.0,,1036810000.0,,,,,,255835000.0,422224000.0,,111068000.0,76892000.0,6200477000.0,,7318572000.0,1378581000.0,1000301000.0,925962000.0,1378581000.0,1516034000.0,5725646000.0,7318572000.0,4289762000.0,4799684000.0,0.0,-5380058000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2009.0,Q2,,2009-06-28,2009-07-29 19:35:20+00:00,224207000.0,727669000.0,370388000.0,2474217000.0,-390111000.0,104368000.0,,975689000.0,253800000.0,27121000.0,45568000.0,,9605000.0,2871733000.0,4598182000.0,593106000.0,3508634000.0,,61067000.0,2123965000.0,126679000.0,210857000.0,422510000.0,,1040183000.0,,,,,,248710000.0,410879000.0,,79635000.0,75481000.0,6136137000.0,,7422053000.0,1307941000.0,999860000.0,903568000.0,1307941000.0,1434620000.0,5911952000.0,7422053000.0,4298228000.0,5008384000.0,0.0,-5413774000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,FY,,2010-12-26,2012-02-22 16:03:54+00:00,232952000.0,748123000.0,217278000.0,2412629000.0,-365334000.0,183014000.0,0.0,954735000.0,224047000.0,21254000.0,31565000.0,150926000.0,9680000.0,2836960000.0,4170740000.0,518797000.0,2352242000.0,,72025000.0,1758111000.0,170319000.0,137497000.0,170385000.0,,787662000.0,,,19654000.0,26738000.0,,228008000.0,393457000.0,,95064000.0,84176000.0,6874641000.0,,6816844000.0,2163754000.0,1139134000.0,893186000.0,2163754000.0,2334073000.0,4398595000.0,6816844000.0,3919599000.0,3505409000.0,0.0,-5300288000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q3,,2010-09-26,2010-11-01 16:17:36+00:00,228639000.0,675280000.0,405963000.0,2453209000.0,-323008000.0,172432000.0,,951295000.0,230772000.0,16950000.0,27038000.0,,9766000.0,2842250000.0,4244473000.0,544957000.0,2419633000.0,,70063000.0,1791264000.0,162395000.0,162967000.0,234530000.0,,869897000.0,,,19654000.0,,,241980000.0,391869000.0,,106060000.0,82659000.0,6710062000.0,,6865309000.0,2023600000.0,1060439000.0,902178000.0,2023600000.0,2185995000.0,4596655000.0,6865309000.0,4013606000.0,3694477000.0,0.0,-5314749000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q2,,2010-06-27,2010-07-30 16:20:21+00:00,174627000.0,667727000.0,350178000.0,2449865000.0,-346687000.0,157208000.0,,949354000.0,229845000.0,18663000.0,40921000.0,,9756000.0,2834025000.0,4270235000.0,549785000.0,2630035000.0,,62378000.0,1820370000.0,145972000.0,166915000.0,259364000.0,,878830000.0,,,19654000.0,,,240317000.0,383191000.0,,73521000.0,81142000.0,6618191000.0,,6845886000.0,1897348000.0,999151000.0,805327000.0,1897348000.0,2043320000.0,4721424000.0,6845886000.0,4026365000.0,3916097000.0,0.0,-5323510000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2010.0,Q1,,2010-03-28,2010-05-04 16:16:10+00:00,200116000.0,669399000.0,382175000.0,2416357000.0,-345130000.0,104148000.0,,948351000.0,251599000.0,19378000.0,56815000.0,,9745000.0,2841888000.0,4272996000.0,556659000.0,2801459000.0,,64685000.0,1856639000.0,141735000.0,203315000.0,294255000.0,,875536000.0,,,65646000.0,,,252152000.0,395097000.0,,88927000.0,79684000.0,6432241000.0,,6956721000.0,1702390000.0,1012183000.0,900450000.0,1702390000.0,1844125000.0,5032912000.0,6956721000.0,4087899000.0,4132462000.0,0.0,-5333072000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2011.0,FY,,2011-12-25,2013-02-26 16:09:09+00:00,215975000.0,710441000.0,232176000.0,2466454000.0,-595839000.0,166926000.0,0.0,942146000.0,231435000.0,22771000.0,3658000.0,173600000.0,18935000.0,2864885000.0,4106681000.0,502195000.0,1760363000.0,,49122000.0,1640227000.0,184134000.0,112088000.0,208650000.0,,1071809000.0,,,19654000.0,26158000.0,,258228000.0,324948000.0,,106631000.0,0.0,7276200000.0,,6616450000.0,2327891000.0,1075545000.0,901937000.0,2327891000.0,2512025000.0,4104425000.0,6616450000.0,3900678000.0,3202488000.0,0.0,-5294616000.0
Tegna Inc,TGNA,549300YC5EDBGX85AO10,39899,2011.0,Q3,,2011-09-25,2011-11-02 14:23:10+00:00,207395000.0,638956000.0,383109000.0,2495828000.0,-365617000.0,195990000.0,0.0,952830000.0,234711000.0,15555000.0,28985000.0,,19336000.0,2862019000.0,4154524000.0,506960000.0,1918424000.0,,69163000.0,1658696000.0,201938000.0,112812000.0,107188000.0,,738728000.0,,,19654000.0,,,220322000.0,353592000.0,,116956000.0,,7177974000.0,,6544729000.0,2478969000.0,1056274000.0,873536000.0,2478969000.0,2680907000.0,3863822000.0,6544729000.0,3829759000.0,2990286000.0,0.0,-5286218000.0
