company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2009.0,FY,,2009-12-31,2010-10-27 15:37:45+00:00,3308000000.0,2500000000.0,1107000000.0,6360000000.0,-868000000.0,1380000000.0,2172000000.0,295000000.0,501000000.0,1729000000.0,9477000000.0,1796000000.0,2502000000.0,2197000000.0,3117000000.0,96000000.0,,2250000000.0,653000000.0,624000000.0,,,1427000000.0,641000000.0,,4193000000.0,401000000.0,15094000000.0,3664000000.0,7025000000.0,5941000000.0,3664000000.0,3760000000.0,11334000000.0,15094000000.0,4952000000.0,5393000000.0,-1833000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,FY,,2010-12-31,2012-02-22 11:26:36+00:00,3660000000.0,2278000000.0,1097000000.0,,-893000000.0,1368000000.0,2262000000.0,204000000.0,467000000.0,1731000000.0,,1789000000.0,2195000000.0,2792000000.0,3134000000.0,94000000.0,1305000000.0,2129000000.0,,611000000.0,,,310000000.0,791000000.0,673000000.0,4680000000.0,314000000.0,15584000000.0,4226000000.0,7315000000.0,6149000000.0,4226000000.0,4320000000.0,11264000000.0,15584000000.0,5135000000.0,5115000000.0,-1823000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,Q3,,2010-09-30,2010-10-27 15:37:45+00:00,3700000000.0,2552000000.0,1118000000.0,6609000000.0,-944000000.0,901000000.0,2253000000.0,224000000.0,487000000.0,1730000000.0,9686000000.0,1803000000.0,2197000000.0,3084000000.0,3077000000.0,101000000.0,,2208000000.0,697000000.0,691000000.0,,,1531000000.0,744000000.0,,4542000000.0,325000000.0,15599000000.0,4028000000.0,7458000000.0,6321000000.0,4028000000.0,4129000000.0,11470000000.0,15599000000.0,5064000000.0,5149000000.0,-1823000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,Q2,,2010-06-30,2010-07-20 15:53:55+00:00,3499000000.0,2382000000.0,977000000.0,6247000000.0,-1224000000.0,850000000.0,2250000000.0,253000000.0,410000000.0,1729000000.0,9217000000.0,1777000000.0,2195000000.0,2676000000.0,2970000000.0,92000000.0,,2216000000.0,700000000.0,687000000.0,,,1395000000.0,625000000.0,,4496000000.0,332000000.0,14732000000.0,3699000000.0,6861000000.0,5905000000.0,3699000000.0,3791000000.0,10941000000.0,14732000000.0,4901000000.0,5036000000.0,-1823000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2011.0,FY,,2011-12-31,2013-02-19 16:39:18+00:00,3512000000.0,2105000000.0,1380000000.0,,-1226000000.0,1109000000.0,2307000000.0,248000000.0,365000000.0,1727000000.0,,1757000000.0,2129000000.0,2354000000.0,3102000000.0,99000000.0,1893000000.0,1917000000.0,,678000000.0,,,280000000.0,558000000.0,606000000.0,4922000000.0,362000000.0,15181000000.0,4181000000.0,6422000000.0,6297000000.0,4181000000.0,4280000000.0,10901000000.0,15181000000.0,5657000000.0,4604000000.0,-1822000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2011.0,Q3,,2011-09-30,2011-11-02 12:40:34+00:00,3536000000.0,2261000000.0,1310000000.0,,-990000000.0,511000000.0,2295000000.0,225000000.0,355000000.0,1724000000.0,,1767000000.0,2133000000.0,2864000000.0,3081000000.0,98000000.0,1703000000.0,1690000000.0,,664000000.0,,,268000000.0,600000000.0,599000000.0,4755000000.0,378000000.0,15003000000.0,4239000000.0,6460000000.0,6243000000.0,4239000000.0,4337000000.0,10666000000.0,15003000000.0,5462000000.0,4423000000.0,-1821000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2011.0,Q2,,2011-06-30,2011-07-21 17:02:39+00:00,3827000000.0,2455000000.0,1574000000.0,,-687000000.0,845000000.0,2290000000.0,182000000.0,386000000.0,1729000000.0,,1780000000.0,2143000000.0,3071000000.0,3213000000.0,101000000.0,1633000000.0,1777000000.0,,704000000.0,,,344000000.0,626000000.0,662000000.0,4617000000.0,378000000.0,15914000000.0,4398000000.0,7215000000.0,6869000000.0,4398000000.0,4499000000.0,11415000000.0,15914000000.0,5486000000.0,4546000000.0,-1822000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2011.0,Q1,,2011-03-31,2011-04-27 15:01:51+00:00,3572000000.0,2347000000.0,917000000.0,,-803000000.0,1026000000.0,2277000000.0,219000000.0,512000000.0,1732000000.0,,1786000000.0,2193000000.0,2938000000.0,3174000000.0,105000000.0,1393000000.0,2117000000.0,,621000000.0,,,323000000.0,790000000.0,671000000.0,4816000000.0,315000000.0,15609000000.0,4467000000.0,7201000000.0,5937000000.0,4467000000.0,4572000000.0,11037000000.0,15609000000.0,5234000000.0,5100000000.0,-1823000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2012.0,FY,,2012-12-31,2014-02-18 14:40:07+00:00,3698000000.0,2038000000.0,1111000000.0,,-1531000000.0,1168000000.0,2421000000.0,558000000.0,520000000.0,1727000000.0,,1722000000.0,1944000000.0,2354000000.0,3034000000.0,107000000.0,1832000000.0,2058000000.0,,664000000.0,,,254000000.0,517000000.0,709000000.0,5147000000.0,517000000.0,15396000000.0,4260000000.0,6827000000.0,6510000000.0,4260000000.0,4367000000.0,11029000000.0,15396000000.0,5535000000.0,4519000000.0,-1777000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2012.0,Q3,,2012-09-30,2012-10-23 14:37:42+00:00,3588000000.0,2266000000.0,1097000000.0,,-1318000000.0,518000000.0,2349000000.0,508000000.0,450000000.0,1728000000.0,,1732000000.0,1920000000.0,2598000000.0,2947000000.0,108000000.0,1716000000.0,1717000000.0,,695000000.0,,,245000000.0,534000000.0,714000000.0,5083000000.0,530000000.0,14972000000.0,4333000000.0,6604000000.0,6360000000.0,4333000000.0,4441000000.0,10531000000.0,14972000000.0,5421000000.0,4171000000.0,-1781000000.0
