company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2008.0,FY,2008-01-01,2008-12-31,2011-02-14 19:20:31+00:00,28000000.0,5.57,5.57,1.72,5.5,,-201000000.0,447000000.0,447000000.0,418000000.0,29000000.0,16383000000.0,18907000000.0,,,-100000000.0,,149000000.0,1798000000.0,16383000000.0,2524000000.0,203000000.0,,1975000000.0,549000000.0,-303000000.0,246000000.0,18907000000.0,75000000.0,75100000.0,76000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2009.0,FY,2009-01-01,2009-12-31,2011-02-14 19:20:31+00:00,28000000.0,4.39,4.39,1.72,4.34,,-61000000.0,354000000.0,354000000.0,328000000.0,26000000.0,14713000000.0,17099000000.0,,-1000000.0,-175000000.0,,126000000.0,1544000000.0,14713000000.0,2386000000.0,219000000.0,,1698000000.0,688000000.0,-394000000.0,294000000.0,17099000000.0,74700000.0,74600000.0,75600000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2009.0,Q3,2009-07-01,2009-09-30,2010-10-27 15:37:45+00:00,7000000.0,1.17,1.17,0.43,1.15,,-13000000.0,93000000.0,93000000.0,87000000.0,6000000.0,3877000000.0,4497000000.0,,,-51000000.0,,24000000.0,400000000.0,3877000000.0,620000000.0,58000000.0,,431000000.0,189000000.0,-109000000.0,80000000.0,4497000000.0,74400000.0,74700000.0,75700000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2009.0,Q2,2009-04-01,2009-06-30,2010-07-20 15:53:55+00:00,7000000.0,1.05,1.05,0.43,1.04,,-22000000.0,86000000.0,86000000.0,78000000.0,8000000.0,3615000000.0,4169000000.0,,,-12000000.0,,23000000.0,390000000.0,3615000000.0,554000000.0,58000000.0,,420000000.0,134000000.0,-70000000.0,64000000.0,4169000000.0,74300000.0,74500000.0,75000000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,Q4,2010-10-01,2010-12-31,,7000000.0,2.22,2.22,0.43,2.18,,-46000000.0,178000000.0,178000000.0,171000000.0,7000000.0,4375000000.0,5041000000.0,,,-12000000.0,,16000000.0,441000000.0,4375000000.0,666000000.0,58000000.0,,464000000.0,202000000.0,-70000000.0,132000000.0,5041000000.0,76200000.0,76200000.0,77600000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 16:39:18+00:00,28000000.0,8.12,8.12,1.72,7.97,,-64000000.0,650000000.0,650000000.0,619000000.0,31000000.0,15652000000.0,18366000000.0,,,-197000000.0,,74000000.0,1604000000.0,15652000000.0,2714000000.0,225000000.0,,1706000000.0,1008000000.0,-422000000.0,586000000.0,18366000000.0,76200000.0,76200000.0,77600000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,Q3,2010-07-01,2010-09-30,2010-10-27 15:37:45+00:00,7000000.0,1.04,1.04,0.43,1.02,,-7000000.0,83000000.0,83000000.0,79000000.0,4000000.0,3871000000.0,4519000000.0,,,-104000000.0,,16000000.0,391000000.0,3871000000.0,648000000.0,54000000.0,,414000000.0,234000000.0,-158000000.0,76000000.0,4519000000.0,76000000.0,76500000.0,77700000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,Q3YTD,2010-01-01,2010-09-30,,21000000.0,5.9,5.9,1.29,5.79,,-18000000.0,472000000.0,472000000.0,448000000.0,24000000.0,11277000000.0,13325000000.0,,,-185000000.0,,58000000.0,1163000000.0,11277000000.0,2048000000.0,167000000.0,,1242000000.0,806000000.0,-352000000.0,454000000.0,13325000000.0,76000000.0,76500000.0,77700000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,Q2,2010-04-01,2010-06-30,2010-07-20 15:53:55+00:00,7000000.0,2.69,2.69,0.43,2.64,,-8000000.0,215000000.0,215000000.0,205000000.0,10000000.0,3773000000.0,4534000000.0,,,-69000000.0,,22000000.0,401000000.0,3773000000.0,761000000.0,55000000.0,,430000000.0,331000000.0,-124000000.0,207000000.0,4534000000.0,76200000.0,76200000.0,77700000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,Q2YTD,2010-01-01,2010-06-30,,14000000.0,4.86,4.86,0.86,4.77,,-11000000.0,389000000.0,389000000.0,369000000.0,20000000.0,7406000000.0,8806000000.0,,,-81000000.0,,42000000.0,772000000.0,7406000000.0,1400000000.0,113000000.0,,828000000.0,572000000.0,-194000000.0,378000000.0,8806000000.0,76200000.0,76200000.0,77700000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2010.0,Q1,2010-01-01,2010-03-31,2011-04-27 15:01:51+00:00,7000000.0,2.17,2.17,0.43,2.13,,-3000000.0,174000000.0,174000000.0,164000000.0,10000000.0,3633000000.0,4272000000.0,,,-12000000.0,,20000000.0,371000000.0,3633000000.0,639000000.0,58000000.0,,398000000.0,241000000.0,-70000000.0,171000000.0,4272000000.0,75600000.0,75400000.0,76800000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2011.0,Q4,2011-10-01,2011-12-31,,7000000.0,2.65,2.65,0.5,2.65,,-83000000.0,213000000.0,212000000.0,205000000.0,8000000.0,4198000000.0,4910000000.0,1000000.0,,-23000000.0,,78000000.0,422000000.0,4198000000.0,712000000.0,53000000.0,,507000000.0,205000000.0,-76000000.0,129000000.0,4910000000.0,76900000.0,76800000.0,78100000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2011.0,FY,2011-01-01,2011-12-31,2014-02-18 14:40:07+00:00,28000000.0,5.07,5.07,1.93,4.99,,-436000000.0,408000000.0,408000000.0,390000000.0,18000000.0,16089000000.0,18666000000.0,,,-607000000.0,,136000000.0,1621000000.0,16089000000.0,2577000000.0,213000000.0,,1785000000.0,792000000.0,-820000000.0,-28000000.0,18666000000.0,76900000.0,76800000.0,78100000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2011.0,Q3,2011-07-01,2011-09-30,2011-11-02 12:40:34+00:00,7000000.0,2.31,2.31,0.5,2.27,,-123000000.0,181000000.0,181000000.0,177000000.0,4000000.0,4052000000.0,4625000000.0,,,-27000000.0,,36000000.0,394000000.0,4052000000.0,573000000.0,51000000.0,0.0,437000000.0,136000000.0,-78000000.0,58000000.0,4625000000.0,76600000.0,76900000.0,78100000.0
Whirlpool Corp,WHR,WHENKOULSSK7WUM60H03,106640,2011.0,Q3YTD,2011-01-01,2011-09-30,,21000000.0,2.42,2.42,1.43,2.34,,-353000000.0,195000000.0,196000000.0,185000000.0,10000000.0,11891000000.0,13756000000.0,-1000000.0,,-584000000.0,,58000000.0,1199000000.0,11891000000.0,1865000000.0,160000000.0,,1278000000.0,587000000.0,-744000000.0,-157000000.0,13756000000.0,76600000.0,76900000.0,78100000.0
