company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Qorvo Inc,QRVO,,1604778,2014.0,FY,,2014-03-29,2015-05-27 16:15:32+00:00,79783000.0,150598000.0,51824000.0,552901000.0,-785000.0,171898000.0,0.0,1284402000.0,4419000.0,103901000.0,748897000.0,54990000.0,,3841000.0,125703000.0,195996000.0,884000.0,12000.0,1103000.0,,24166000.0,23104000.0,12721000.0,-607266000.0,87263000.0,72067000.0,920312000.0,676351000.0,537418000.0,219973000.0,676351000.0,676351000.0,243961000.0,920312000.0,186898000.0,23988000.0,
Qorvo Inc,QRVO,,1604778,2015.0,FY,,2015-03-28,2016-05-31 17:01:41+00:00,182468000.0,379646000.0,131871000.0,609576000.0,-124000.0,299814000.0,0.0,6584247000.0,150208000.0,2140586000.0,1492947000.0,2307229000.0,0.0,4083000.0,346900000.0,883371000.0,310189000.0,26538000.0,10971000.0,,57005000.0,83720000.0,52169000.0,-410963000.0,,244830000.0,6892379000.0,6173160000.0,1500105000.0,325310000.0,6173160000.0,6173160000.0,719219000.0,6892379000.0,4508903000.0,393909000.0,0.0
Qorvo Inc,QRVO,,1604778,2015.0,Q3,,2014-12-27,2015-02-03 17:13:09+00:00,130461000.0,249755000.0,67569000.0,,1823000.0,118093000.0,,1311184000.0,,103901000.0,,36533000.0,,2150000.0,170019000.0,228579000.0,,7436000.0,21723000.0,,39195000.0,50300000.0,31344000.0,-417445000.0,,178610000.0,1165615000.0,895562000.0,755257000.0,219753000.0,895562000.0,895562000.0,270053000.0,1165615000.0,181779000.0,50300000.0,0.0
Qorvo Inc,QRVO,,1604778,2015.0,Q2,,2014-09-27,2014-11-05 12:36:22+00:00,,,,,0.0,,,100.0,,,,,,,,,,,,-100.0,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,
Qorvo Inc,QRVO,,1604778,2015.0,Q1,,2014-06-28,2014-09-12 16:30:50+00:00,,,,,0.0,,0.0,100.0,,,,,,,,,,,,-100.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,
Qorvo Inc,QRVO,,1604778,2016.0,FY,,2016-04-02,2017-05-23 17:25:24+00:00,205364000.0,363736000.0,137889000.0,,-3133000.0,425881000.0,0.0,5442613000.0,,2135697000.0,,1812515000.0,988130000.0,26050000.0,427551000.0,1046888000.0,152160000.0,41384000.0,30548000.0,,66459000.0,83056000.0,63850000.0,-439808000.0,,186808000.0,6596819000.0,4999672000.0,1509210000.0,373801000.0,4999672000.0,4999672000.0,1597147000.0,6596819000.0,4040721000.0,1223346000.0,0.0
Qorvo Inc,QRVO,,1604778,2016.0,Q3,,2016-01-02,2016-02-10 15:57:24+00:00,188521000.0,327595000.0,111449000.0,,-1353000.0,851597000.0,,5911031000.0,0.0,2135697000.0,,1927366000.0,987888000.0,29287000.0,406692000.0,1012836000.0,143103000.0,24827000.0,715000.0,,62207000.0,85362000.0,59437000.0,-415606000.0,,173569000.0,7011110000.0,5494072000.0,1843717000.0,300685000.0,5494072000.0,5494072000.0,1517038000.0,7011110000.0,4154557000.0,1216353000.0,0.0
Qorvo Inc,QRVO,,1604778,2016.0,Q2,,2015-10-03,2015-11-12 09:00:57+00:00,204857000.0,465511000.0,147326000.0,,-1281000.0,169597000.0,,6117858000.0,143072000.0,2135697000.0,,2055228000.0,75000000.0,28761000.0,393760000.0,972328000.0,303183000.0,22532000.0,3291000.0,,64101000.0,86342000.0,55550000.0,-404479000.0,,25960000.0,6532097000.0,5712098000.0,1275982000.0,355474000.0,5712098000.0,5712098000.0,819999000.0,6532097000.0,4283787000.0,464525000.0,0.0
Qorvo Inc,QRVO,,1604778,2016.0,Q1,,2015-06-27,2015-08-05 16:45:45+00:00,206071000.0,433042000.0,128583000.0,,-1083000.0,325602000.0,,6588201000.0,146669000.0,2136773000.0,,2184013000.0,,4397000.0,363914000.0,940070000.0,309694000.0,24927000.0,842000.0,,64631000.0,86489000.0,53005000.0,-408927000.0,,232827000.0,6909870000.0,6178191000.0,1579986000.0,335496000.0,6178191000.0,6178191000.0,731679000.0,6909870000.0,4389814000.0,396183000.0,0.0
Qorvo Inc,QRVO,,1604778,2017.0,FY,,2017-04-01,2018-05-21 08:32:43+00:00,216246000.0,423195000.0,170584000.0,,-4306000.0,545463000.0,0.0,5357394000.0,,2173914000.0,,1400563000.0,989154000.0,35494000.0,430454000.0,1391932000.0,131511000.0,26264000.0,31998000.0,,58815000.0,86108000.0,36229000.0,-456366000.0,,,6522323000.0,4896722000.0,1461605000.0,418828000.0,4896722000.0,4896722000.0,1625601000.0,6522323000.0,3668786000.0,1206773000.0,0.0
