company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Qorvo Inc,QRVO,,1604778,2013.0,FY,2012-04-01,2013-03-30,2015-05-27 16:15:32+00:00,-0.76,-0.76,-0.76,27100000.0,68674000.0,-52999000.0,-52999000.0,-52999000.0,658332000.0,964147000.0,-1180000.0,9786000.0,178793000.0,64242000.0,658332000.0,305815000.0,9288000.0,249000.0,321495000.0,-15680000.0,-10219000.0,-25899000.0,964147000.0,69700000.0,69650000.0,69650000.0
Qorvo Inc,QRVO,,1604778,2014.0,FY,2013-03-31,2014-03-29,2016-05-31 17:01:41+00:00,0.18,0.18,0.18,11231000.0,74672000.0,12642000.0,12642000.0,12642000.0,743304000.0,1148231000.0,2336000.0,28913000.0,197269000.0,76732000.0,743304000.0,404927000.0,5983000.0,179000.0,377586000.0,27341000.0,-3468000.0,23873000.0,1148231000.0,70200000.0,70499000.0,72019000.0
Qorvo Inc,QRVO,,1604778,2014.0,Q3,2013-09-29,2013-12-28,2015-02-03 17:13:09+00:00,0.09,0.09,0.09,8161000.0,18054000.0,6235000.0,6235000.0,6235000.0,180997000.0,288520000.0,427000.0,5933000.0,50378000.0,17766000.0,180997000.0,107523000.0,1469000.0,46000.0,92131000.0,15392000.0,-996000.0,14396000.0,288520000.0,69300000.0,70610000.0,71980000.0
Qorvo Inc,QRVO,,1604778,2015.0,FY,2014-03-30,2015-03-28,2017-05-23 17:25:24+00:00,2.17,2.17,2.11,-75062000.0,,196303000.0,196303000.0,196303000.0,1021658000.0,1710966000.0,-254000.0,59462000.0,257494000.0,249886000.0,1021658000.0,689308000.0,1421000.0,450000.0,566842000.0,122466000.0,-1225000.0,121241000.0,1710966000.0,90500000.0,90477000.0,93211000.0
Qorvo Inc,QRVO,,1604778,2015.0,Q4,2014-12-28,2015-03-28,,-0.46,-0.46,-0.44,-109975000.0,-56008000.0,6482000.0,6482000.0,6482000.0,446006000.0,634892000.0,-580000.0,30922000.0,115476000.0,201041000.0,446006000.0,188886000.0,555000.0,187000.0,291431000.0,-102545000.0,-948000.0,-103493000.0,634892000.0,90500000.0,90477000.0,93211000.0
Qorvo Inc,QRVO,,1604778,2015.0,Q3,2014-09-28,2014-12-27,2016-02-10 15:57:24+00:00,1.21,1.21,1.18,15568000.0,17939000.0,87863000.0,87863000.0,87863000.0,206384000.0,397086000.0,-195000.0,8237000.0,48865000.0,12026000.0,206384000.0,190702000.0,197000.0,188000.0,87067000.0,103635000.0,-204000.0,103431000.0,397086000.0,72600000.0,72723000.0,74454000.0
Qorvo Inc,QRVO,,1604778,2015.0,Q3YTD,2014-03-30,2014-12-27,,2.63,2.63,2.55,34913000.0,56008000.0,189821000.0,189821000.0,189821000.0,575652000.0,1076074000.0,326000.0,28540000.0,142018000.0,48845000.0,575652000.0,500422000.0,866000.0,263000.0,275411000.0,225011000.0,-277000.0,224734000.0,1076074000.0,72600000.0,72723000.0,74454000.0
Qorvo Inc,QRVO,,1604778,2015.0,Q2YTD,2014-03-30,2014-09-27,,1.42,1.42,1.37,19345000.0,38069000.0,101958000.0,101958000.0,101958000.0,369268000.0,678988000.0,521000.0,20303000.0,93153000.0,36819000.0,369268000.0,309720000.0,669000.0,75000.0,188344000.0,121376000.0,-73000.0,121303000.0,678988000.0,71900000.0,72211000.0,74134000.0
Qorvo Inc,QRVO,,1604778,2015.0,Q2,2014-06-29,2014-09-27,2015-11-12 09:00:57+00:00,0.88,0.88,0.85,11927000.0,19179000.0,63311000.0,63311000.0,63311000.0,195216000.0,362667000.0,137000.0,6695000.0,48567000.0,17754000.0,195216000.0,167451000.0,195000.0,40000.0,92195000.0,75256000.0,-18000.0,75238000.0,362667000.0,71900000.0,72211000.0,74134000.0
Qorvo Inc,QRVO,,1604778,2015.0,Q1,2014-03-30,2014-06-28,2015-08-05 16:45:45+00:00,0.54,0.54,0.52,7418000.0,18890000.0,38647000.0,38647000.0,38647000.0,174052000.0,316321000.0,384000.0,13608000.0,44586000.0,19065000.0,174052000.0,142269000.0,474000.0,35000.0,96149000.0,46120000.0,-55000.0,46065000.0,316321000.0,71600000.0,71564000.0,73659000.0
