company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2008.0,FY,,2008-12-31,2010-03-01 16:28:09+00:00,601200000.0,1023397000.0,422601000.0,41240000.0,1459302000.0,,3931019000.0,42963000.0,339200000.0,44757000.0,103840000.0,123008000.0,,1098025000.0,1449577000.0,927868000.0,528799000.0,193010000.0,74181000.0,226728000.0,56588000.0,126066000.0,330311000.0,21462000.0,71815000.0,,300314000.0,5631000.0,330760000.0,6936831000.0,4272573000.0,4278408000.0,1220992000.0,4272573000.0,4465583000.0,2471248000.0,6936831000.0,2129624000.0,1250256000.0,0.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,FY,,2009-12-31,2011-02-28 16:40:37+00:00,810544000.0,1389534000.0,632675000.0,-5758000.0,1272958000.0,,4377551000.0,122721000.0,569276000.0,167623000.0,132481000.0,1524777000.0,,1155443000.0,2247871000.0,1051771000.0,699970000.0,138093000.0,43026000.0,101498000.0,87383000.0,66891000.0,311885000.0,35918000.0,78111000.0,,1995272000.0,5587000.0,384017000.0,9698559000.0,6367065000.0,4812558000.0,1871631000.0,6367065000.0,6505158000.0,3193401000.0,9698559000.0,4186031000.0,1321770000.0,0.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q3,,2009-09-30,2009-11-05 16:44:04+00:00,742684000.0,1339165000.0,624363000.0,-39199000.0,1024599000.0,,4265124000.0,49362000.0,442201000.0,139536000.0,127691000.0,1555602000.0,,1140887000.0,1936818000.0,1017827000.0,701371000.0,105619000.0,44567000.0,134417000.0,67757000.0,59714000.0,311162000.0,42363000.0,83391000.0,,1420613000.0,205613000.0,330713000.0,8936980000.0,5646538000.0,4297610000.0,1889249000.0,5646538000.0,5752157000.0,3184823000.0,8936980000.0,3937999000.0,1295574000.0,0.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q2,,2009-06-30,2009-08-05 16:44:30+00:00,649999000.0,1242899000.0,494185000.0,23293000.0,1040874000.0,,4146719000.0,46345000.0,387488000.0,73393000.0,108338000.0,1570790000.0,,1126401000.0,1654178000.0,969971000.0,697426000.0,124118000.0,53417000.0,132609000.0,65339000.0,78127000.0,330782000.0,50084000.0,78554000.0,,1019839000.0,405622000.0,203394000.0,8387092000.0,5189851000.0,4001307000.0,1777882000.0,5189851000.0,5313969000.0,3073123000.0,8387092000.0,3688359000.0,1295241000.0,0.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2010.0,FY,,2010-12-31,2012-02-23 16:18:06+00:00,803025000.0,1621966000.0,762911000.0,30911000.0,907879000.0,0.0,4649088000.0,103175000.0,599763000.0,1862000.0,147632000.0,1425592000.0,,2838573000.0,3219403000.0,1203809000.0,701235000.0,258108000.0,32844000.0,153379000.0,107025000.0,116244000.0,384939000.0,27401000.0,67632000.0,,1183730000.0,646345000.0,1190789000.0,11592630000.0,5863729000.0,5708082000.0,2464950000.0,5863729000.0,6121837000.0,5470793000.0,11592630000.0,5183313000.0,3005843000.0,0.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2010.0,Q3,,2010-09-30,2010-11-08 17:02:32+00:00,950813000.0,1670405000.0,740360000.0,7485000.0,1022993000.0,,4576799000.0,95794000.0,590272000.0,38710000.0,132045000.0,1576573000.0,,2818708000.0,2744150000.0,1273389000.0,692032000.0,172458000.0,39446000.0,95291000.0,80797000.0,111651000.0,315598000.0,47760000.0,78699000.0,,1122030000.0,632386000.0,1284538000.0,11455591000.0,5706314000.0,6031947000.0,2590108000.0,5706314000.0,5878772000.0,5576819000.0,11455591000.0,4731612000.0,2986711000.0,0.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2010.0,Q2,,2010-06-30,2010-08-09 06:20:57+00:00,1066433000.0,1482900000.0,668222000.0,189624000.0,1482639000.0,,4541490000.0,116360000.0,544394000.0,24362000.0,106116000.0,1494813000.0,,562612000.0,2216610000.0,1356606000.0,695043000.0,137505000.0,39526000.0,78040000.0,65797000.0,243550000.0,303188000.0,23050000.0,80639000.0,,1831381000.0,1124230000.0,518286000.0,10496708000.0,6562495000.0,5709014000.0,3105723000.0,6562495000.0,6700000000.0,3796708000.0,10496708000.0,4092651000.0,690985000.0,0.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2010.0,Q1,,2010-03-31,2010-05-10 16:16:12+00:00,949084000.0,1491332000.0,659370000.0,83473000.0,936880000.0,,4569844000.0,122240000.0,536988000.0,38490000.0,111379000.0,1509794000.0,,1170099000.0,2967727000.0,1223945000.0,695601000.0,160676000.0,41489000.0,81933000.0,66797000.0,139880000.0,316715000.0,27290000.0,79895000.0,,2688679000.0,7088000.0,715308000.0,10695998000.0,7341996000.0,5124228000.0,1887651000.0,7341996000.0,7502672000.0,3193326000.0,10695998000.0,4876169000.0,1305675000.0,0.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2011.0,FY,,2011-12-31,2013-02-27 16:36:05+00:00,1206052000.0,1951167000.0,1018602000.0,58200000.0,9883777000.0,,4903896000.0,74665000.0,454599000.0,40583000.0,173316000.0,1004102000.0,1062864000.0,7605734000.0,63704000.0,1389983000.0,774406000.0,128493000.0,167525000.0,144015000.0,,,335258000.0,147736000.0,222768000.0,,1776760000.0,1572000.0,16491000.0,17303134000.0,6738856000.0,13918785000.0,2514790000.0,6738856000.0,6867349000.0,10435785000.0,17303134000.0,2609943000.0,7920995000.0,0.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2011.0,Q3,,2011-09-30,2011-11-04 16:50:58+00:00,1063723000.0,1867092000.0,907684000.0,-15541000.0,909359000.0,0.0,4810509000.0,68673000.0,478829000.0,33672000.0,149092000.0,2111003000.0,,3891758000.0,3224981000.0,1337751000.0,761190000.0,116442000.0,151729000.0,82728000.0,,115643000.0,312729000.0,138774000.0,90817000.0,,1321796000.0,1587000.0,1347776000.0,12639898000.0,6116764000.0,6147267000.0,2224431000.0,6116764000.0,6233206000.0,6406692000.0,12639898000.0,5731441000.0,4182261000.0,0.0
