company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 16:28:09+00:00,-46443000.0,64472000.0,565156000.0,7480000.0,36888000.0,-43553000.0,-218997000.0,243427000.0,0.0,-170983000.0,-1302467000.0,1669082000.0,-170983000.0,-1302467000.0,1669082000.0,152079000.0,1575794000.0,1575794000.0,210925000.0,76276000.0,,96316000.0,-3507119000.0,-78648000.0,-99459000.0,-487543000.0,2329743000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:40:37+00:00,-10851000.0,103888000.0,495544000.0,7388000.0,51722000.0,1220000.0,-153099000.0,246125000.0,,-1474569000.0,-178819000.0,2143384000.0,-1474569000.0,-178819000.0,2143384000.0,491216000.0,1970335000.0,1970335000.0,170538000.0,191939000.0,,61275000.0,-3273112000.0,-115005000.0,-4326000.0,-1969582000.0,3220149000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2008.0,Q4,2008-10-01,2008-12-31,,-10851000.0,26219000.0,495544000.0,7388000.0,14174000.0,13439000.0,-41265000.0,69709000.0,,-580423000.0,238575000.0,578287000.0,-580423000.0,238575000.0,578287000.0,249878000.0,557594000.0,557594000.0,21565000.0,36216000.0,,67743000.0,-1021865000.0,-30809000.0,-577000.0,-753514000.0,1302100000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2008.0,Q3,2008-07-01,2008-09-30,,,34331000.0,,,13767000.0,31341000.0,-42327000.0,40852000.0,,-140954000.0,-319078000.0,518516000.0,-140954000.0,-319078000.0,518516000.0,89825000.0,493693000.0,493693000.0,19052000.0,35128000.0,,36701000.0,-943647000.0,-35481000.0,-3556000.0,-250079000.0,660050000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 16:44:04+00:00,0.0,77669000.0,,,37548000.0,-12219000.0,-111834000.0,176416000.0,0.0,-894146000.0,-417394000.0,1565097000.0,-894146000.0,-417394000.0,1565097000.0,241338000.0,1412741000.0,1412741000.0,148973000.0,155723000.0,,-6468000.0,-2251247000.0,-84196000.0,-3749000.0,-1216068000.0,1918049000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-05 16:44:30+00:00,0.0,43338000.0,,,23781000.0,-43560000.0,-69507000.0,135564000.0,0.0,-753192000.0,-98316000.0,1046581000.0,-753192000.0,-98316000.0,1046581000.0,151513000.0,919048000.0,919048000.0,129921000.0,120595000.0,,-43169000.0,-1307600000.0,-48715000.0,-193000.0,-965989000.0,1257999000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q4,2009-10-01,2009-12-31,,,43862000.0,746224000.0,8990000.0,20248000.0,14846000.0,30301000.0,61804000.0,,-324079000.0,-397684000.0,955276000.0,-324079000.0,-397684000.0,955276000.0,248359000.0,799393000.0,799393000.0,61472000.0,20918000.0,,35293000.0,-697548000.0,-26987000.0,-200090000.0,-242004000.0,326851000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 16:18:06+00:00,-1247816000.0,148384000.0,746224000.0,8990000.0,64560000.0,940000.0,-11804000.0,222728000.0,400000000.0,-1051438000.0,-2215900000.0,3080054000.0,-1051438000.0,-2215900000.0,3080054000.0,-186344000.0,2625592000.0,2625592000.0,253322000.0,80186000.0,,-44754000.0,-2614046000.0,-230057000.0,-711103000.0,-998495000.0,1876019000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q3TTM,2008-10-01,2009-09-30,,-1258667000.0,130741000.0,495544000.0,7388000.0,58486000.0,-467000.0,-83370000.0,230633000.0,400000000.0,-1307782000.0,-1579641000.0,2703065000.0,-1307782000.0,-1579641000.0,2703065000.0,-184825000.0,2383793000.0,2383793000.0,213415000.0,95484000.0,,-12304000.0,-2938363000.0,-233879000.0,-511590000.0,-1510005000.0,2851268000.0
Gilead Sciences Inc,GILD,549300WTZWR07K8MNV44,882095,2009.0,Q3,2009-07-01,2009-09-30,,,41567000.0,,,15484000.0,-24832000.0,77503000.0,58831000.0,,-425325000.0,-426649000.0,860531000.0,-425325000.0,-426649000.0,860531000.0,-16275000.0,670478000.0,670478000.0,55499000.0,25585000.0,,-15944000.0,-726221000.0,-18125000.0,-205550000.0,-288247000.0,317697000.0
