company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2008.0,FY,2007-02-01,2008-01-31,2010-03-30 17:07:58+00:00,3.13,3.13,0.88,3.13,6889000000.0,13137000000.0,13269000000.0,-132000000.0,12731000000.0,406000000.0,284137000000.0,373821000000.0,,3202000000.0,70934000000.0,284137000000.0,92886000000.0,2103000000.0,309000000.0,70934000000.0,21952000000.0,-1794000000.0,20158000000.0,377023000000.0,4067400000.0,4066000000.0,4072000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2009.0,FY,2008-02-01,2009-01-31,2011-03-30 17:31:04+00:00,3.4,3.4,0.95,3.39,7133000000.0,13880000000.0,13734000000.0,146000000.0,13381000000.0,499000000.0,303941000000.0,401087000000.0,,3167000000.0,77546000000.0,303941000000.0,100313000000.0,2184000000.0,284000000.0,77546000000.0,22767000000.0,-1900000000.0,20867000000.0,404254000000.0,3935600000.0,3939000000.0,3951000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2009.0,Q3,2008-08-01,2008-10-31,2009-12-07 18:16:25+00:00,0.8,0.8,0.0,0.8,1690000000.0,3251000000.0,3146000000.0,105000000.0,3138000000.0,113000000.0,73621000000.0,98345000000.0,,,19432000000.0,73621000000.0,24724000000.0,537000000.0,81000000.0,19432000000.0,5292000000.0,-456000000.0,4836000000.0,98345000000.0,3922500000.0,3931000000.0,3944000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2009.0,Q2,2008-05-01,2008-07-31,2009-09-09 12:11:29+00:00,0.87,0.87,0.0,0.87,1826000000.0,3579000000.0,3531000000.0,48000000.0,3449000000.0,130000000.0,77118000000.0,102342000000.0,,,19411000000.0,77118000000.0,25224000000.0,527000000.0,71000000.0,19411000000.0,5813000000.0,-456000000.0,5357000000.0,102342000000.0,3964400000.0,3945000000.0,3958000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q4,2009-11-01,2010-01-31,,1.23,1.24,,1.24,1981000000.0,4907000000.0,4964000000.0,-57000000.0,4732000000.0,175000000.0,84747000000.0,110641000000.0,,2953000000.0,21433000000.0,84747000000.0,28847000000.0,522000000.0,53000000.0,21433000000.0,7414000000.0,-469000000.0,6945000000.0,113594000000.0,3862900000.0,3866000000.0,3877000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,FY,2009-02-01,2010-01-31,2012-03-27 17:22:22+00:00,3.72,3.72,1.09,3.71,7156000000.0,14883000000.0,14962000000.0,-79000000.0,14370000000.0,513000000.0,304106000000.0,405132000000.0,,2953000000.0,79977000000.0,304106000000.0,103979000000.0,2065000000.0,181000000.0,79977000000.0,24002000000.0,-1884000000.0,22118000000.0,408085000000.0,3862900000.0,3866000000.0,3877000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q3YTD,2009-02-01,2009-10-31,,2.49,2.48,1.09,2.47,5175000000.0,9976000000.0,9998000000.0,-22000000.0,9638000000.0,338000000.0,219359000000.0,294491000000.0,,,58544000000.0,219359000000.0,75132000000.0,1543000000.0,128000000.0,58544000000.0,16588000000.0,-1415000000.0,15173000000.0,294491000000.0,3742900000.0,3851000000.0,3861000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q3,2009-08-01,2009-10-31,2010-12-06 08:26:47+00:00,0.84,0.82,,0.81,1702000000.0,3258000000.0,3265000000.0,-7000000.0,3144000000.0,114000000.0,73915000000.0,99373000000.0,,,20016000000.0,73915000000.0,25458000000.0,510000000.0,35000000.0,20016000000.0,5442000000.0,-475000000.0,4967000000.0,99373000000.0,3742900000.0,3851000000.0,3861000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q2YTD,2009-02-01,2009-07-31,,1.65,1.66,1.09,1.66,3473000000.0,6718000000.0,6733000000.0,-15000000.0,6494000000.0,224000000.0,145444000000.0,195118000000.0,,,38528000000.0,145444000000.0,49674000000.0,1033000000.0,93000000.0,38528000000.0,11146000000.0,-940000000.0,10206000000.0,195118000000.0,3945500000.0,3891000000.0,3900000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q2,2009-05-01,2009-07-31,2010-09-01 15:50:02+00:00,0.88,0.89,0.0,0.89,1870000000.0,3579000000.0,3586000000.0,-7000000.0,3472000000.0,107000000.0,75056000000.0,100876000000.0,,,19891000000.0,75056000000.0,25820000000.0,515000000.0,42000000.0,19891000000.0,5929000000.0,-473000000.0,5456000000.0,100876000000.0,3945500000.0,3891000000.0,3900000000.0
