company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q2TTM,2008-08-01,2009-07-31,,-1502000000.0,6596000000.0,1787000000.0,6830000000.0,,-887000000.0,2000000000.0,5141000000.0,-8972000000.0,-11963000000.0,22878000000.0,-8972000000.0,-11963000000.0,22878000000.0,1056000000.0,13849000000.0,13759000000.0,120000000.0,289000000.0,1486000000.0,,-4453000000.0,,-12169000000.0,-5531000000.0,-4129000000.0,222000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q2YTD,2009-02-01,2009-07-31,2010-09-01 15:50:02+00:00,,,,3457000000.0,,9000000.0,-25000000.0,2956000000.0,-3434000000.0,-5748000000.0,9895000000.0,-3434000000.0,-5748000000.0,9895000000.0,722000000.0,6692000000.0,6707000000.0,15000000.0,-244000000.0,-4000000.0,,-2585000000.0,,-5744000000.0,-1013000000.0,-2792000000.0,
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q1,2009-02-01,2009-04-30,2010-06-04 11:55:12+00:00,,,,1700000000.0,,-82000000.0,-1084000000.0,1453000000.0,-1503000000.0,-2683000000.0,3571000000.0,-1503000000.0,-2683000000.0,3571000000.0,-697000000.0,3139000000.0,3147000000.0,-8000000.0,-192000000.0,-208000000.0,,-1503000000.0,,-2607000000.0,-567000000.0,-886000000.0,132000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q4,2010-11-01,2011-01-31,,-70000000.0,6984000000.0,2163000000.0,2006000000.0,,3000000.0,3958000000.0,-6304000000.0,-11698000000.0,-2904000000.0,11378000000.0,-11698000000.0,-2904000000.0,11378000000.0,-3221000000.0,6212000000.0,5178000000.0,1034000000.0,236000000.0,299000000.0,,-1076000000.0,,-3380000000.0,-514000000.0,-3804000000.0,247000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,FY,2010-02-01,2011-01-31,2013-03-26 17:09:05+00:00,-202000000.0,6984000000.0,2163000000.0,7641000000.0,,66000000.0,-1044000000.0,11899000000.0,-12028000000.0,-12193000000.0,23643000000.0,-12028000000.0,-12193000000.0,23643000000.0,-512000000.0,16993000000.0,15959000000.0,1034000000.0,1087000000.0,219000000.0,,-4437000000.0,,-12699000000.0,-4714000000.0,-14776000000.0,489000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q3TTM,2009-11-01,2010-10-31,,-132000000.0,7389000000.0,2141000000.0,7537000000.0,,382000000.0,1773000000.0,14809000000.0,-9595000000.0,-12248000000.0,26074000000.0,-9595000000.0,-12248000000.0,26074000000.0,4613000000.0,15714000000.0,15771000000.0,-57000000.0,993000000.0,-742000000.0,,-4379000000.0,,-12618000000.0,-6882000000.0,-13143000000.0,1244000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q3,2010-08-01,2010-10-31,,-24000000.0,,,1887000000.0,,168000000.0,-4244000000.0,7650000000.0,1715000000.0,-3708000000.0,2246000000.0,1715000000.0,-3708000000.0,2246000000.0,421000000.0,3590000000.0,3590000000.0,,1013000000.0,-35000000.0,,-1101000000.0,,-3765000000.0,-974000000.0,-3860000000.0,116000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q3YTD,2010-02-01,2010-10-31,2011-12-08 16:48:43+00:00,-132000000.0,,,5635000000.0,,63000000.0,-5002000000.0,18203000000.0,-330000000.0,-9289000000.0,12265000000.0,-330000000.0,-9289000000.0,12265000000.0,2709000000.0,10781000000.0,10781000000.0,,851000000.0,-80000000.0,,-3361000000.0,,-9319000000.0,-4200000000.0,-10972000000.0,242000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q2TTM,2009-08-01,2010-07-31,,-108000000.0,7389000000.0,2141000000.0,7448000000.0,,80000000.0,3079000000.0,13143000000.0,-12802000000.0,-11453000000.0,26373000000.0,-12802000000.0,-11453000000.0,26373000000.0,2198000000.0,15382000000.0,15446000000.0,-94000000.0,400000000.0,-479000000.0,,-4328000000.0,,-11994000000.0,-10021000000.0,-11596000000.0,1128000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q2,2010-05-01,2010-07-31,,-108000000.0,,,1884000000.0,,-141000000.0,2881000000.0,4283000000.0,-3881000000.0,-3345000000.0,9046000000.0,-3881000000.0,-3345000000.0,9046000000.0,1679000000.0,3747000000.0,3747000000.0,,534000000.0,-249000000.0,,-1124000000.0,,-2991000000.0,-2895000000.0,-4145000000.0,3000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q2YTD,2010-02-01,2010-07-31,2011-09-01 12:55:04+00:00,-108000000.0,,,3748000000.0,,-105000000.0,-758000000.0,10553000000.0,-2045000000.0,-5581000000.0,10019000000.0,-2045000000.0,-5581000000.0,10019000000.0,2288000000.0,7191000000.0,7191000000.0,0.0,-162000000.0,-45000000.0,,-2260000000.0,,-5554000000.0,-3226000000.0,-7112000000.0,126000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q1TTM,2009-05-01,2010-04-30,,,7389000000.0,2141000000.0,7321000000.0,,312000000.0,1257000000.0,10363000000.0,-10852000000.0,-11173000000.0,23651000000.0,-10852000000.0,-11173000000.0,23651000000.0,1938000000.0,15188000000.0,15259000000.0,-71000000.0,-186000000.0,-26000000.0,,-4286000000.0,,-12140000000.0,-7572000000.0,-9357000000.0,993000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q1,2010-02-01,2010-04-30,2011-06-03 17:28:43+00:00,,,,1864000000.0,,36000000.0,-3639000000.0,6270000000.0,1836000000.0,-2236000000.0,973000000.0,1836000000.0,-2236000000.0,973000000.0,609000000.0,3444000000.0,3444000000.0,,-696000000.0,204000000.0,,-1136000000.0,,-2563000000.0,-331000000.0,-2967000000.0,123000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,FY,2011-02-01,2012-01-31,2014-03-21 17:10:49+00:00,-3548000000.0,5899000000.0,2346000000.0,8106000000.0,,-33000000.0,-727000000.0,8069000000.0,-8458000000.0,-16609000000.0,24255000000.0,-8458000000.0,-16609000000.0,24255000000.0,-845000000.0,16387000000.0,16408000000.0,21000000.0,468000000.0,-131000000.0,,-5574000000.0,,-13510000000.0,-4655000000.0,-6298000000.0,580000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,Q3TTM,2010-11-01,2011-10-31,,-3607000000.0,6984000000.0,2163000000.0,8073000000.0,,-145000000.0,-236000000.0,7262000000.0,-11982000000.0,-15718000000.0,24292000000.0,-11982000000.0,-15718000000.0,24292000000.0,-3553000000.0,17192000000.0,16194000000.0,998000000.0,261000000.0,211000000.0,,-4876000000.0,,-12923000000.0,-5607000000.0,-8761000000.0,601000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,Q3,2011-08-01,2011-10-31,,-36000000.0,,,2040000000.0,,-245000000.0,-2565000000.0,3281000000.0,-78000000.0,-3922000000.0,3206000000.0,-78000000.0,-3922000000.0,3206000000.0,-1039000000.0,3493000000.0,3501000000.0,-8000000.0,230000000.0,-256000000.0,,-1259000000.0,,-3872000000.0,-683000000.0,-1417000000.0,242000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,Q3YTD,2011-02-01,2011-10-31,2012-12-04 16:49:27+00:00,-3537000000.0,,,6067000000.0,,-148000000.0,-4194000000.0,13566000000.0,-284000000.0,-12814000000.0,12914000000.0,-284000000.0,-12814000000.0,12914000000.0,-332000000.0,10980000000.0,11016000000.0,-36000000.0,25000000.0,-88000000.0,,-3800000000.0,,-9543000000.0,-5093000000.0,-4957000000.0,354000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,Q2TTM,2010-08-01,2011-07-31,,-3595000000.0,6984000000.0,2163000000.0,7920000000.0,,268000000.0,-1915000000.0,11631000000.0,-10189000000.0,-15504000000.0,23332000000.0,-10189000000.0,-15504000000.0,23332000000.0,-2093000000.0,17289000000.0,16283000000.0,1006000000.0,1044000000.0,432000000.0,,-4718000000.0,,-12816000000.0,-5898000000.0,-11204000000.0,475000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,Q2,2011-05-01,2011-07-31,,-3501000000.0,,,2042000000.0,,-137000000.0,1531000000.0,2936000000.0,-1872000000.0,-7023000000.0,7734000000.0,-1872000000.0,-7023000000.0,7734000000.0,-1298000000.0,3937000000.0,3937000000.0,,224000000.0,-258000000.0,,-1267000000.0,,-3282000000.0,-2130000000.0,-1411000000.0,18000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,Q2YTD,2011-02-01,2011-07-31,2012-09-06 16:25:30+00:00,-3501000000.0,,,4027000000.0,,97000000.0,-1629000000.0,10285000000.0,-206000000.0,-8892000000.0,9708000000.0,-206000000.0,-8892000000.0,9708000000.0,707000000.0,7487000000.0,7515000000.0,-28000000.0,-205000000.0,168000000.0,,-2541000000.0,,-5671000000.0,-4410000000.0,-3540000000.0,112000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,Q1TTM,2010-05-01,2011-04-30,,-202000000.0,6984000000.0,2163000000.0,7762000000.0,,264000000.0,-565000000.0,12978000000.0,-12198000000.0,-11826000000.0,24644000000.0,-12198000000.0,-11826000000.0,24644000000.0,884000000.0,17099000000.0,16093000000.0,1006000000.0,1354000000.0,441000000.0,,-4575000000.0,,-12525000000.0,-6663000000.0,-13938000000.0,460000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,Q1,2011-02-01,2011-04-30,2012-06-01 17:18:21+00:00,,,,1985000000.0,,234000000.0,-3160000000.0,7349000000.0,1666000000.0,-1869000000.0,1974000000.0,1666000000.0,-1869000000.0,1974000000.0,2005000000.0,3550000000.0,3578000000.0,-28000000.0,-429000000.0,426000000.0,,-1274000000.0,,-2389000000.0,-2280000000.0,-2129000000.0,94000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,Q4,2012-11-01,2013-01-31,,716000000.0,7304000000.0,2262000000.0,2174000000.0,,-9000000.0,1183000000.0,-1934000000.0,-7252000000.0,-3285000000.0,9684000000.0,-7252000000.0,-3285000000.0,9684000000.0,-862000000.0,5876000000.0,5863000000.0,13000000.0,464000000.0,-213000000.0,,-1609000000.0,,-3977000000.0,-634000000.0,-3075000000.0,189000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,FY,2012-02-01,2013-01-31,2015-04-01 16:44:17+00:00,,7304000000.0,2262000000.0,8478000000.0,0.0,223000000.0,-1193000000.0,2965000000.0,-11946000000.0,-12637000000.0,25591000000.0,-11946000000.0,-12637000000.0,25591000000.0,1231000000.0,17756000000.0,17704000000.0,52000000.0,602000000.0,-271000000.0,,-5643000000.0,,-12898000000.0,-1536000000.0,-7732000000.0,532000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,Q3TTM,2011-11-01,2012-10-31,,-727000000.0,5899000000.0,2346000000.0,8343000000.0,,347000000.0,1091000000.0,-598000000.0,-12868000000.0,-13147000000.0,27248000000.0,-12868000000.0,-13147000000.0,27248000000.0,1580000000.0,17287000000.0,17233000000.0,96000000.0,581000000.0,-101000000.0,,-5808000000.0,,-12888000000.0,-464000000.0,-5998000000.0,569000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,Q3,2012-08-01,2012-10-31,,-716000000.0,,,2071000000.0,,-34000000.0,-2087000000.0,2688000000.0,84000000.0,-3654000000.0,4312000000.0,84000000.0,-3654000000.0,4312000000.0,708000000.0,3825000000.0,3786000000.0,39000000.0,542000000.0,276000000.0,,-1336000000.0,,-3399000000.0,-40000000.0,-1228000000.0,185000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,Q3YTD,2012-02-01,2012-10-31,2013-12-06 17:17:23+00:00,-716000000.0,,,6304000000.0,,232000000.0,-2376000000.0,4899000000.0,-4694000000.0,-9352000000.0,15907000000.0,-4694000000.0,-9352000000.0,15907000000.0,2093000000.0,11880000000.0,11841000000.0,39000000.0,138000000.0,-58000000.0,,-4034000000.0,,-8921000000.0,-902000000.0,-4657000000.0,343000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,Q2YTD,2012-02-01,2012-07-31,2013-10-21 17:25:31+00:00,,,,4233000000.0,,266000000.0,-289000000.0,2211000000.0,-4778000000.0,-5698000000.0,11595000000.0,-4778000000.0,-5698000000.0,11595000000.0,1385000000.0,8055000000.0,8055000000.0,,-404000000.0,-334000000.0,,-2698000000.0,,-5522000000.0,-862000000.0,-3429000000.0,158000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,Q2TTM,2011-08-01,2012-07-31,,-47000000.0,5899000000.0,2346000000.0,8312000000.0,,136000000.0,613000000.0,-5000000.0,-13030000000.0,-13415000000.0,26142000000.0,-13030000000.0,-13415000000.0,26142000000.0,-167000000.0,16955000000.0,16948000000.0,49000000.0,269000000.0,-633000000.0,,-5731000000.0,,-13361000000.0,-1107000000.0,-6187000000.0,626000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,Q2,2012-05-01,2012-07-31,,,,,2127000000.0,,-110000000.0,-136000000.0,443000000.0,-2971000000.0,-3262000000.0,6161000000.0,-2971000000.0,-3262000000.0,6161000000.0,-182000000.0,4161000000.0,4161000000.0,,9000000.0,-223000000.0,,-1346000000.0,,-3147000000.0,-228000000.0,-1840000000.0,108000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,Q1TTM,2011-05-01,2012-04-30,,-3548000000.0,5899000000.0,2346000000.0,8227000000.0,,109000000.0,2280000000.0,2488000000.0,-11931000000.0,-17176000000.0,27715000000.0,-11931000000.0,-17176000000.0,27715000000.0,-1283000000.0,16731000000.0,16724000000.0,49000000.0,484000000.0,-668000000.0,,-5652000000.0,,-13496000000.0,-3009000000.0,-5758000000.0,536000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2013.0,Q1,2012-02-01,2012-04-30,2013-06-07 17:10:53+00:00,,,,2106000000.0,,376000000.0,-153000000.0,1768000000.0,-1807000000.0,-2436000000.0,5434000000.0,-1807000000.0,-2436000000.0,5434000000.0,1567000000.0,3894000000.0,3894000000.0,,-413000000.0,-111000000.0,,-1352000000.0,,-2375000000.0,-634000000.0,-1589000000.0,50000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,FY,2013-02-01,2014-01-31,2016-03-30 17:18:29+00:00,,8641000000.0,2362000000.0,8870000000.0,0.0,-442000000.0,-3102000000.0,7983000000.0,-10789000000.0,-12526000000.0,23257000000.0,-10789000000.0,-12526000000.0,23257000000.0,-500000000.0,16695000000.0,16551000000.0,144000000.0,938000000.0,-138000000.0,,-6565000000.0,,-13115000000.0,-5228000000.0,-6979000000.0,727000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,Q4,2013-11-01,2014-01-31,,,8641000000.0,2362000000.0,2270000000.0,,-254000000.0,2650000000.0,-5116000000.0,-7753000000.0,-3385000000.0,9937000000.0,-7753000000.0,-3385000000.0,9937000000.0,-1455000000.0,4650000000.0,4544000000.0,106000000.0,473000000.0,18000000.0,,-1575000000.0,,-3609000000.0,-136000000.0,-926000000.0,206000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,Q3TTM,2012-11-01,2013-10-31,,716000000.0,7304000000.0,2262000000.0,8774000000.0,,-197000000.0,-4569000000.0,11165000000.0,-10288000000.0,-12426000000.0,23004000000.0,-10288000000.0,-12426000000.0,23004000000.0,93000000.0,17921000000.0,17870000000.0,51000000.0,929000000.0,-369000000.0,,-6599000000.0,,-13483000000.0,-5726000000.0,-9128000000.0,710000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,Q3,2013-08-01,2013-10-31,,,,,2198000000.0,,-85000000.0,-4630000000.0,5891000000.0,840000000.0,-3104000000.0,2069000000.0,840000000.0,-3104000000.0,2069000000.0,-280000000.0,3885000000.0,3870000000.0,15000000.0,631000000.0,-73000000.0,,-1540000000.0,,-3440000000.0,-1706000000.0,-1805000000.0,409000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,Q3YTD,2013-02-01,2013-10-31,2014-12-01 15:40:18+00:00,,,,6600000000.0,0.0,-188000000.0,-5752000000.0,13099000000.0,-3036000000.0,-9141000000.0,13320000000.0,-3036000000.0,-9141000000.0,13320000000.0,955000000.0,12045000000.0,12007000000.0,38000000.0,465000000.0,-156000000.0,,-4990000000.0,,-9506000000.0,-5092000000.0,-6053000000.0,521000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,Q2TTM,2012-08-01,2013-07-31,,,7304000000.0,2262000000.0,8647000000.0,,-146000000.0,-2026000000.0,7962000000.0,-11044000000.0,-12976000000.0,25247000000.0,-11044000000.0,-12976000000.0,25247000000.0,1081000000.0,17861000000.0,17786000000.0,75000000.0,840000000.0,-20000000.0,,-6395000000.0,,-13442000000.0,-4060000000.0,-8551000000.0,486000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,Q2,2013-05-01,2013-07-31,,,,,2215000000.0,,-20000000.0,-247000000.0,2231000000.0,-3121000000.0,-3055000000.0,6357000000.0,-3121000000.0,-3055000000.0,6357000000.0,161000000.0,4215000000.0,4205000000.0,10000000.0,184000000.0,-34000000.0,,-1901000000.0,,-3098000000.0,-1530000000.0,-1921000000.0,77000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,Q2YTD,2013-02-01,2013-07-31,2014-09-05 17:17:02+00:00,,,,4402000000.0,0.0,-103000000.0,-1122000000.0,7208000000.0,-3876000000.0,-6037000000.0,11251000000.0,-3876000000.0,-6037000000.0,11251000000.0,1235000000.0,8160000000.0,8137000000.0,23000000.0,-166000000.0,-83000000.0,,-3450000000.0,,-6066000000.0,-3386000000.0,-4248000000.0,112000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,Q1TTM,2012-05-01,2013-04-30,,,7304000000.0,2262000000.0,8559000000.0,,-236000000.0,-1915000000.0,6174000000.0,-10894000000.0,-13183000000.0,25051000000.0,-10894000000.0,-13183000000.0,25051000000.0,738000000.0,17807000000.0,17742000000.0,65000000.0,665000000.0,-209000000.0,,-5840000000.0,,-13491000000.0,-2758000000.0,-8470000000.0,517000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2014.0,Q1,2013-02-01,2013-04-30,2014-06-06 17:06:48+00:00,,,,2187000000.0,,-83000000.0,-875000000.0,4977000000.0,-755000000.0,-2982000000.0,4894000000.0,-755000000.0,-2982000000.0,4894000000.0,1074000000.0,3945000000.0,3932000000.0,13000000.0,-350000000.0,-49000000.0,,-1549000000.0,,-2968000000.0,-1856000000.0,-2327000000.0,35000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2015.0,FY,2014-02-01,2015-01-31,2017-03-31 16:54:02+00:00,0.0,8169000000.0,2433000000.0,9173000000.0,671000000.0,-514000000.0,1792000000.0,5174000000.0,-15071000000.0,-11125000000.0,28564000000.0,-15071000000.0,-11125000000.0,28564000000.0,1854000000.0,17099000000.0,16814000000.0,285000000.0,785000000.0,-192000000.0,,-6785000000.0,0.0,-12174000000.0,-10601000000.0,-2859000000.0,570000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2015.0,Q4,2014-11-01,2015-01-31,,,8169000000.0,2433000000.0,2292000000.0,,-496000000.0,5421000000.0,54000000.0,-6213000000.0,-3968000000.0,13094000000.0,-6213000000.0,-3968000000.0,13094000000.0,2417000000.0,5188000000.0,5188000000.0,,193000000.0,-148000000.0,,-1745000000.0,,-3931000000.0,-4482000000.0,-40000000.0,111000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2015.0,Q3YTD,2014-02-01,2014-10-31,2015-12-02 16:49:46+00:00,,,,6881000000.0,671000000.0,-18000000.0,-3629000000.0,5120000000.0,-8858000000.0,-7157000000.0,15470000000.0,-8858000000.0,-7157000000.0,15470000000.0,-563000000.0,11911000000.0,11626000000.0,285000000.0,592000000.0,-44000000.0,,-5040000000.0,,-8243000000.0,-6119000000.0,-2819000000.0,459000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2015.0,Q3TTM,2013-11-01,2014-10-31,,,8641000000.0,2362000000.0,9151000000.0,671000000.0,-272000000.0,-979000000.0,4000000.0,-16611000000.0,-10542000000.0,25407000000.0,-16611000000.0,-10542000000.0,25407000000.0,-2018000000.0,16561000000.0,16170000000.0,391000000.0,1065000000.0,-26000000.0,,-6615000000.0,,-11852000000.0,-6255000000.0,-3745000000.0,665000000.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2015.0,Q3,2014-08-01,2014-10-31,,,,,2354000000.0,,-116000000.0,-2535000000.0,555000000.0,-103000000.0,-2817000000.0,3570000000.0,-103000000.0,-2817000000.0,3570000000.0,534000000.0,3826000000.0,3826000000.0,,-75000000.0,-56000000.0,,-1607000000.0,,-3130000000.0,1115000000.0,-166000000.0,369000000.0
