company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,dividendspayable,goodwill,grossppe,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2009.0,FY,,2009-01-31,2010-03-30 17:07:58+00:00,28849000000.0,3905000000.0,18112000000.0,35508000000.0,-2688000000.0,3200000000.0,7275000000.0,,4313000000.0,677000000.0,,15260000000.0,131161000000.0,31349000000.0,34511000000.0,95653000000.0,1794000000.0,6014000000.0,,,83000000.0,3567000000.0,,3258000000.0,397000000.0,63660000000.0,7669000000.0,163429000000.0,65285000000.0,48949000000.0,55390000000.0,65285000000.0,67079000000.0,95953000000.0,163429000000.0,18827000000.0,40563000000.0,0.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2009.0,Q3,,2008-10-31,2009-12-07 18:16:25+00:00,30782000000.0,3250000000.0,15343000000.0,34048000000.0,1511000000.0,3268000000.0,5920000000.0,,4219000000.0,355000000.0,993000000.0,15416000000.0,130593000000.0,30803000000.0,40416000000.0,96545000000.0,2034000000.0,5575000000.0,,,152000000.0,2789000000.0,,3507000000.0,0.0,59809000000.0,12999000000.0,167843000000.0,65539000000.0,53093000000.0,60624000000.0,65539000000.0,67573000000.0,100270000000.0,167843000000.0,18205000000.0,39646000000.0,
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2009.0,Q2,,2008-07-31,2009-09-09 12:11:29+00:00,29912000000.0,3221000000.0,15607000000.0,33980000000.0,4924000000.0,3544000000.0,6903000000.0,,3986000000.0,555000000.0,1927000000.0,16400000000.0,132029000000.0,34168000000.0,35365000000.0,98049000000.0,2075000000.0,5386000000.0,,,77000000.0,2672000000.0,,4285000000.0,0.0,57883000000.0,6851000000.0,166895000000.0,66793000000.0,49774000000.0,54929000000.0,66793000000.0,68868000000.0,98027000000.0,166895000000.0,19072000000.0,43098000000.0,
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,FY,,2010-01-31,2011-03-30 17:31:04+00:00,30451000000.0,4144000000.0,18734000000.0,41210000000.0,-70000000.0,3170000000.0,7907000000.0,,4181000000.0,1347000000.0,,16126000000.0,143517000000.0,33231000000.0,32713000000.0,102307000000.0,2180000000.0,5508000000.0,,,92000000.0,3942000000.0,,3268000000.0,307000000.0,66357000000.0,4919000000.0,170407000000.0,70468000000.0,48032000000.0,55543000000.0,70468000000.0,72648000000.0,97452000000.0,170407000000.0,20068000000.0,41909000000.0,0.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q3,,2009-10-31,2010-12-06 08:26:47+00:00,30920000000.0,3776000000.0,16638000000.0,39549000000.0,-551000000.0,3207000000.0,6003000000.0,,4134000000.0,786000000.0,1021000000.0,16162000000.0,140770000000.0,34394000000.0,38129000000.0,101221000000.0,1954000000.0,6202000000.0,,,38000000.0,3603000000.0,,3608000000.0,310000000.0,63697000000.0,9752000000.0,172502000000.0,67280000000.0,51516000000.0,59155000000.0,67280000000.0,69234000000.0,102958000000.0,172502000000.0,19765000000.0,43803000000.0,
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2010.0,Q1,,2009-04-30,2010-06-04 11:55:12+00:00,28541000000.0,3356000000.0,15263000000.0,36762000000.0,-3373000000.0,3185000000.0,6578000000.0,,4048000000.0,1810000000.0,3234000000.0,14882000000.0,132866000000.0,32480000000.0,34391000000.0,96104000000.0,1683000000.0,5835000000.0,,,45000000.0,3358000000.0,,3421000000.0,277000000.0,61556000000.0,7506000000.0,162090000000.0,62231000000.0,47746000000.0,56399000000.0,62231000000.0,63914000000.0,97899000000.0,162090000000.0,18240000000.0,41500000000.0,
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,FY,,2011-01-31,2012-03-27 17:22:22+00:00,33676000000.0,5089000000.0,18701000000.0,46611000000.0,646000000.0,3150000000.0,7395000000.0,0.0,3929000000.0,157000000.0,,16763000000.0,154489000000.0,40692000000.0,36437000000.0,107878000000.0,2705000000.0,6682000000.0,,,47000000.0,4129000000.0,,3091000000.0,408000000.0,63967000000.0,6022000000.0,180782000000.0,68542000000.0,52012000000.0,58603000000.0,68542000000.0,71247000000.0,109127000000.0,180782000000.0,20892000000.0,50524000000.0,0.0
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q3,,2010-10-31,2011-12-08 16:48:43+00:00,36208000000.0,4374000000.0,17518000000.0,44974000000.0,105000000.0,3096000000.0,10616000000.0,0.0,3969000000.0,518000000.0,1191000000.0,16586000000.0,151516000000.0,40803000000.0,41059000000.0,106542000000.0,2495000000.0,6197000000.0,,,77000000.0,4194000000.0,,3519000000.0,367000000.0,61451000000.0,12895000000.0,186890000000.0,65525000000.0,59568000000.0,68407000000.0,65525000000.0,68020000000.0,118503000000.0,186890000000.0,20780000000.0,50096000000.0,
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q2,,2010-07-31,2011-09-01 12:55:04+00:00,33953000000.0,4531000000.0,17547000000.0,44029000000.0,-1099000000.0,3073000000.0,10195000000.0,0.0,3999000000.0,1257000000.0,2292000000.0,15993000000.0,147843000000.0,35629000000.0,34793000000.0,103814000000.0,2250000000.0,5368000000.0,,,75000000.0,4092000000.0,,3526000000.0,323000000.0,61746000000.0,10531000000.0,176944000000.0,64646000000.0,53045000000.0,65655000000.0,64646000000.0,66896000000.0,109725000000.0,176944000000.0,20085000000.0,44070000000.0,
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2011.0,Q1,,2010-04-30,2011-06-03 17:28:43+00:00,31372000000.0,4235000000.0,15617000000.0,42596000000.0,-216000000.0,3112000000.0,8516000000.0,,4059000000.0,2704000000.0,3546000000.0,15859000000.0,145524000000.0,32668000000.0,35021000000.0,102928000000.0,2273000000.0,5152000000.0,,,74000000.0,3910000000.0,,3574000000.0,325000000.0,62180000000.0,11177000000.0,174043000000.0,66023000000.0,51346000000.0,64490000000.0,66023000000.0,68296000000.0,105422000000.0,174043000000.0,19769000000.0,40932000000.0,
Walmart Inc,WMT,Y87794H0US1R65VBXU25,104169,2012.0,FY,,2012-01-31,2013-03-26 17:09:05+00:00,36608000000.0,5937000000.0,18180000000.0,48614000000.0,-1410000000.0,3009000000.0,6550000000.0,0.0,4034000000.0,1164000000.0,,20651000000.0,160938000000.0,44070000000.0,40714000000.0,112324000000.0,4446000000.0,7862000000.0,,,,5456000000.0,,1774000000.0,404000000.0,68691000000.0,6348000000.0,193406000000.0,71315000000.0,54975000000.0,62300000000.0,71315000000.0,75761000000.0,117241000000.0,193406000000.0,26107000000.0,54941000000.0,
