company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othergains,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
DexCom Inc,DXCM,,1093557,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 17:25:48+00:00,-1.21,-1.21,-1.21,,-53524000.0,-53524000.0,-53524000.0,26032000.0,29693000.0,0.0,,14294000.0,35200000.0,26032000.0,3661000.0,8045000.0,354000.0,49494000.0,-45833000.0,-7691000.0,-53524000.0,29693000.0,44347000.0,44200000.0,44200000.0
DexCom Inc,DXCM,,1093557,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 17:22:34+00:00,-0.97,-0.97,-0.97,0.0,-55200000.0,-55200000.0,-55200000.0,30200000.0,48600000.0,,,23200000.0,40500000.0,30200000.0,18400000.0,10000000.0,100000.0,63700000.0,-45300000.0,-9900000.0,-55200000.0,48600000.0,56900000.0,56900000.0,56900000.0
DexCom Inc,DXCM,,1093557,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 17:19:39+00:00,-0.23,-0.23,-0.23,,-13398000.0,-13398000.0,-13398000.0,8188000.0,11664000.0,,,6161000.0,10377000.0,8188000.0,3476000.0,356000.0,20000.0,16538000.0,-13062000.0,-336000.0,-13398000.0,11664000.0,58200000.0,58300000.0,58300000.0
DexCom Inc,DXCM,,1093557,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 17:27:01+00:00,-0.2,-0.2,-0.2,,-11687000.0,-11687000.0,-11687000.0,7267000.0,11786000.0,,,5425000.0,10362000.0,7267000.0,4519000.0,442000.0,23000.0,15787000.0,-11268000.0,-419000.0,-11687000.0,11786000.0,57554000.0,58400000.0,58400000.0
DexCom Inc,DXCM,,1093557,2011.0,Q4,2011-10-01,2011-12-31,,-0.18,-0.18,-0.18,,-12205000.0,-12205000.0,-12205000.0,11706000.0,22455000.0,,,8085000.0,14897000.0,11706000.0,10749000.0,-10000.0,18000.0,22982000.0,-12233000.0,28000.0,-12205000.0,22455000.0,65600000.0,65700000.0,65700000.0
DexCom Inc,DXCM,,1093557,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 17:22:00+00:00,-0.68,-0.68,-0.68,0.0,-44700000.0,-44700000.0,-44700000.0,40400000.0,76300000.0,,,29600000.0,51100000.0,40400000.0,35900000.0,0.0,100000.0,80700000.0,-44800000.0,100000.0,-44700000.0,76300000.0,65600000.0,65700000.0,65700000.0
DexCom Inc,DXCM,,1093557,2011.0,Q3YTD,2011-01-01,2011-09-30,,-0.5,-0.5,-0.5,,-32495000.0,-32495000.0,-32495000.0,28694000.0,53845000.0,,,21515000.0,36203000.0,28694000.0,25151000.0,10000.0,82000.0,57718000.0,-32567000.0,72000.0,-32495000.0,53845000.0,67397000.0,66400000.0,66400000.0
DexCom Inc,DXCM,,1093557,2011.0,Q3,2011-07-01,2011-09-30,2012-11-01 17:25:14+00:00,-0.2,-0.2,-0.2,0.0,-13278000.0,-13278000.0,-13278000.0,10090000.0,18254000.0,,,8231000.0,13241000.0,10090000.0,8164000.0,1000.0,31000.0,21472000.0,-13308000.0,30000.0,-13278000.0,18254000.0,67397000.0,66400000.0,66400000.0
DexCom Inc,DXCM,,1093557,2011.0,Q2YTD,2011-01-01,2011-06-30,,-0.3,-0.3,-0.3,,-19217000.0,-19217000.0,-19217000.0,18604000.0,35591000.0,,,13284000.0,22962000.0,18604000.0,16987000.0,9000.0,51000.0,36246000.0,-19259000.0,42000.0,-19217000.0,35591000.0,65096000.0,67000000.0,67000000.0
DexCom Inc,DXCM,,1093557,2011.0,Q2,2011-04-01,2011-06-30,2012-08-06 17:18:17+00:00,-0.11,-0.11,-0.11,0.0,-7367000.0,-7367000.0,-7367000.0,9546000.0,21417000.0,,,7016000.0,12244000.0,9546000.0,11871000.0,3000.0,25000.0,19260000.0,-7389000.0,22000.0,-7367000.0,21417000.0,65096000.0,67000000.0,67000000.0
DexCom Inc,DXCM,,1093557,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 17:25:32+00:00,-0.19,-0.19,-0.19,0.0,-11850000.0,-11850000.0,-11850000.0,9058000.0,14174000.0,,,6268000.0,10718000.0,9058000.0,5116000.0,6000.0,26000.0,16986000.0,-11870000.0,20000.0,-11850000.0,14174000.0,62179000.0,62400000.0,62400000.0
DexCom Inc,DXCM,,1093557,2012.0,Q4,2012-10-01,2012-12-31,,-0.12,-0.12,-0.12,,-8400000.0,-8400000.0,-8400000.0,15700000.0,33300000.0,,,8600000.0,17300000.0,15700000.0,17600000.0,200000.0,100000.0,25900000.0,-8300000.0,-100000.0,-8400000.0,33300000.0,68700000.0,69000000.0,69000000.0
DexCom Inc,DXCM,,1093557,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 17:18:16+00:00,-0.79,-0.79,-0.79,-1300000.0,-54500000.0,-54500000.0,-54500000.0,53300000.0,99900000.0,,,38300000.0,64000000.0,53300000.0,46600000.0,200000.0,100000.0,102300000.0,-55700000.0,-100000.0,-55800000.0,99900000.0,68700000.0,69000000.0,69000000.0
DexCom Inc,DXCM,,1093557,2012.0,Q3YTD,2012-01-01,2012-09-30,,-0.67,-0.67,-0.67,-1300000.0,-46100000.0,-46100000.0,-46100000.0,37600000.0,66600000.0,,,29700000.0,46700000.0,37600000.0,29000000.0,,,76400000.0,-47400000.0,,-47400000.0,66600000.0,69100000.0,69200000.0,69200000.0
DexCom Inc,DXCM,,1093557,2012.0,Q3TTM,2011-10-01,2012-09-30,,-0.85,-0.85,-0.85,-1300000.0,-58305000.0,-58305000.0,-58305000.0,49306000.0,89055000.0,,,37785000.0,61597000.0,49306000.0,39749000.0,-10000.0,18000.0,99382000.0,-59633000.0,28000.0,-59605000.0,89055000.0,69100000.0,69200000.0,69200000.0
DexCom Inc,DXCM,,1093557,2012.0,Q3,2012-07-01,2012-09-30,2013-11-06 17:21:56+00:00,-0.25,-0.25,-0.25,0.0,-17300000.0,-17300000.0,-17300000.0,14700000.0,23100000.0,,,10300000.0,15400000.0,14700000.0,8400000.0,0.0,0.0,25700000.0,-17300000.0,,-17300000.0,23100000.0,69100000.0,69200000.0,69200000.0
DexCom Inc,DXCM,,1093557,2012.0,Q2YTD,2012-01-01,2012-06-30,,-0.42,-0.42,-0.42,-1300000.0,-28800000.0,-28800000.0,-28800000.0,22900000.0,43500000.0,,,19400000.0,31300000.0,22900000.0,20600000.0,,,50700000.0,-30100000.0,,-30100000.0,43500000.0,68600000.0,70000000.0,70000000.0
DexCom Inc,DXCM,,1093557,2012.0,Q2TTM,2011-07-01,2012-06-30,,-0.8,-0.8,-0.8,-1300000.0,-54283000.0,-54283000.0,-54283000.0,44696000.0,84209000.0,,,35716000.0,59438000.0,44696000.0,39513000.0,-9000.0,49000.0,95154000.0,-55641000.0,58000.0,-55583000.0,84209000.0,68600000.0,70000000.0,70000000.0
DexCom Inc,DXCM,,1093557,2012.0,Q2,2012-04-01,2012-06-30,2013-08-07 17:21:20+00:00,-0.21,-0.21,-0.21,0.0,-14700000.0,-14700000.0,-14700000.0,12200000.0,23400000.0,,,10000000.0,15900000.0,12200000.0,11200000.0,0.0,0.0,25900000.0,-14700000.0,,-14700000.0,23400000.0,68600000.0,70000000.0,70000000.0
DexCom Inc,DXCM,,1093557,2012.0,Q1TTM,2011-04-01,2012-03-31,,-0.7,-0.7,-0.7,-1300000.0,-46950000.0,-46950000.0,-46950000.0,42042000.0,82226000.0,,,32732000.0,55782000.0,42042000.0,40184000.0,-6000.0,74000.0,88514000.0,-48330000.0,80000.0,-48250000.0,82226000.0,67800000.0,67100000.0,67100000.0
DexCom Inc,DXCM,,1093557,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 17:21:09+00:00,-0.21,-0.21,-0.21,-1300000.0,-14100000.0,-14100000.0,-14100000.0,10700000.0,20100000.0,,,9400000.0,15400000.0,10700000.0,9400000.0,0.0,0.0,24800000.0,-15400000.0,,-15400000.0,20100000.0,67800000.0,67100000.0,67100000.0
DexCom Inc,DXCM,,1093557,2013.0,FY,2013-01-01,2013-12-31,2016-02-23 17:21:02+00:00,-0.42,-0.42,-0.42,0.0,-29800000.0,-29800000.0,-29800000.0,59900000.0,160000000.0,,,44800000.0,84200000.0,59900000.0,100100000.0,900000.0,,129000000.0,-28900000.0,-900000.0,-29800000.0,160000000.0,71100000.0,71000000.0,71000000.0
DexCom Inc,DXCM,,1093557,2013.0,Q4,2013-10-01,2013-12-31,,-0.04,-0.04,-0.04,,-2600000.0,-2600000.0,-2600000.0,17600000.0,51700000.0,,,12600000.0,23800000.0,17600000.0,34100000.0,300000.0,,36400000.0,-2300000.0,-300000.0,-2600000.0,51700000.0,71100000.0,71000000.0,71000000.0
DexCom Inc,DXCM,,1093557,2013.0,Q3YTD,2013-01-01,2013-09-30,,-0.38,-0.38,-0.38,,-27200000.0,-27200000.0,-27200000.0,42300000.0,108300000.0,,,32200000.0,60400000.0,42300000.0,66000000.0,600000.0,,92600000.0,-26600000.0,-600000.0,-27200000.0,108300000.0,75000000.0,71400000.0,71400000.0
