company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
DexCom Inc,DXCM,,1093557,2010.0,FY,,2010-12-31,2012-02-23 17:25:48+00:00,5350000.0,6671000.0,-66000.0,4889000.0,0.0,407437000.0,3524000.0,5730000.0,,,,8112000.0,10763000.0,0.0,,101000.0,1042000.0,939000.0,2690000.0,,775000.0,-346378000.0,525000.0,42224000.0,77164000.0,60993000.0,65361000.0,15129000.0,60993000.0,60993000.0,16171000.0,77164000.0,1040000.0,1042000.0,0.0,
DexCom Inc,DXCM,,1093557,2011.0,FY,,2011-12-31,2013-02-21 17:22:34+00:00,6300000.0,12500000.0,-100000.0,2600000.0,0.0,495700000.0,1600000.0,6800000.0,0.0,0.0,0.0,8200000.0,15000000.0,300000.0,,100000.0,1000000.0,900000.0,1800000.0,,,-391100000.0,0.0,79400000.0,120500000.0,104500000.0,104500000.0,14700000.0,104500000.0,104500000.0,16000000.0,120500000.0,1000000.0,1300000.0,0.0,
DexCom Inc,DXCM,,1093557,2011.0,Q3,,2011-09-30,2011-11-02 17:19:39+00:00,6045000.0,9003000.0,-94000.0,17523000.0,0.0,492032000.0,1737000.0,6961000.0,,,,6455000.0,12524000.0,,,98000.0,985000.0,939000.0,2457000.0,,0.0,-378873000.0,0.0,79794000.0,128793000.0,113065000.0,115232000.0,14743000.0,113065000.0,113065000.0,15728000.0,128793000.0,1037000.0,985000.0,0.0,
DexCom Inc,DXCM,,1093557,2011.0,Q2,,2011-06-30,2011-08-03 17:27:01+00:00,4965000.0,8694000.0,-101000.0,33889000.0,0.0,487271000.0,2333000.0,6403000.0,,,,6258000.0,12016000.0,,,98000.0,1018000.0,275000.0,3011000.0,,989000.0,-365595000.0,75000.0,71139000.0,136369000.0,121575000.0,123980000.0,13776000.0,121575000.0,121575000.0,14794000.0,136369000.0,373000.0,1018000.0,0.0,
DexCom Inc,DXCM,,1093557,2012.0,FY,,2012-12-31,2014-02-20 17:22:00+00:00,8700000.0,19500000.0,-100000.0,8100000.0,0.0,522700000.0,1400000.0,9200000.0,3200000.0,4200000.0,6800000.0,7400000.0,18900000.0,600000.0,,1100000.0,2100000.0,1000000.0,2000000.0,,,-445600000.0,200000.0,40600000.0,106000000.0,77000000.0,77600000.0,19500000.0,77000000.0,77000000.0,29000000.0,106000000.0,9500000.0,9500000.0,0.0,
DexCom Inc,DXCM,,1093557,2012.0,Q3,,2012-09-30,2012-11-01 17:25:14+00:00,10520000.0,12357000.0,-93000.0,4744000.0,0.0,517488000.0,1222000.0,8662000.0,3162000.0,4313000.0,,7141000.0,18613000.0,569000.0,,98000.0,1570000.0,1039000.0,2688000.0,0.0,,-437142000.0,,48641000.0,102796000.0,80253000.0,75571000.0,20404000.0,80253000.0,80253000.0,22543000.0,102796000.0,8612000.0,2139000.0,,
DexCom Inc,DXCM,,1093557,2012.0,Q2,,2012-06-30,2012-08-06 17:18:17+00:00,7532000.0,12900000.0,-88000.0,5985000.0,0.0,511275000.0,1499000.0,7930000.0,3162000.0,4462000.0,,7378000.0,17768000.0,702000.0,,98000.0,1551000.0,1039000.0,2527000.0,0.0,,-419879000.0,,55203000.0,110522000.0,91308000.0,83993000.0,16961000.0,91308000.0,91308000.0,19214000.0,110522000.0,8761000.0,2253000.0,,
DexCom Inc,DXCM,,1093557,2012.0,Q1,,2012-03-31,2012-05-02 17:25:32+00:00,7980000.0,12543000.0,-103000.0,5119000.0,0.0,504842000.0,1845000.0,6251000.0,3162000.0,4610000.0,,8044000.0,16206000.0,834000.0,,123000.0,1501000.0,1039000.0,2051000.0,,,-405188000.0,,65065000.0,117962000.0,99551000.0,92822000.0,16076000.0,99551000.0,99551000.0,18411000.0,117962000.0,8934000.0,2335000.0,0.0,
DexCom Inc,DXCM,,1093557,2013.0,FY,,2013-12-31,2015-02-25 17:18:16+00:00,14100000.0,26100000.0,-100000.0,43200000.0,0.0,559600000.0,700000.0,15100000.0,3200000.0,3600000.0,4600000.0,9000000.0,20700000.0,,,900000.0,1700000.0,1000000.0,3400000.0,,,-475400000.0,2200000.0,11400000.0,122500000.0,84100000.0,93100000.0,32100000.0,84100000.0,84100000.0,38400000.0,122500000.0,8700000.0,6300000.0,0.0,
DexCom Inc,DXCM,,1093557,2013.0,Q3,,2013-09-30,2013-11-06 17:21:56+00:00,12600000.0,21600000.0,-100000.0,33400000.0,0.0,547600000.0,600000.0,12400000.0,3200000.0,3700000.0,5200000.0,10000000.0,19700000.0,0.0,,800000.0,2800000.0,1000000.0,2500000.0,,,-472800000.0,1800000.0,14200000.0,110100000.0,74700000.0,81700000.0,27400000.0,74700000.0,74700000.0,35400000.0,110100000.0,8700000.0,8000000.0,0.0,
