company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 07:24:52+00:00,4283000.0,-0.64,-0.64,0.85,258113000.0,-0.64,311000.0,,,12920000.0,-91623000.0,-97480000.0,5857000.0,-95858000.0,-4091000.0,,44161000.0,,,,7188000.0,-18665000.0,547820000.0,142194000.0,14274000.0,131806000.0,1138000.0,,47121000.0,,,640598000.0,562094000.0,-78504000.0,562094000.0,149090000.0,149800000.0,149800000.0
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,FY,2010-01-01,2010-12-31,2012-02-27 07:24:52+00:00,3530000.0,-0.68,-0.68,0.73,280458000.0,-0.68,-2533000.0,,,14643000.0,-106588000.0,-115804000.0,9216000.0,-112362000.0,-3689000.0,,48174000.0,,-4204000.0,,9488000.0,,574084000.0,153342000.0,12502000.0,142073000.0,-25000.0,6803000.0,51696000.0,,,700719000.0,586586000.0,-118337000.0,586586000.0,165857000.0,165200000.0,165200000.0
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,Q4,2010-10-01,2010-12-31,,2563000.0,-0.17,-0.17,0.19,66432000.0,-0.17,-2533000.0,,-1787000.0,3194000.0,-29317000.0,-31365000.0,2048000.0,-30825000.0,-1866000.0,1787000.0,11034000.0,1121000.0,-1447000.0,,10493000.0,,132145000.0,37512000.0,6783000.0,35593000.0,-7119000.0,6803000.0,11156000.0,-1787000.0,,174287000.0,140049000.0,-33898000.0,141836000.0,165857000.0,165200000.0,165200000.0
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 14:23:29+00:00,,-0.16,-0.16,0.185,72104000.0,-0.16,,,859000.0,3904000.0,-24605000.0,-28642000.0,4037000.0,-26134000.0,-839000.0,-859000.0,13340000.0,-91000.0,-835000.0,,,,150139000.0,39766000.0,2192000.0,36129000.0,2368000.0,,13945000.0,859000.0,,179188000.0,152240000.0,-28642000.0,151381000.0,165403000.0,163300000.0,163300000.0
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,Q3YTD,2010-01-01,2010-09-30,,967000.0,-0.51,-0.51,0.54,214026000.0,-0.51,,,1787000.0,11449000.0,-77271000.0,-84439000.0,7168000.0,-81537000.0,-1823000.0,-1787000.0,37140000.0,-1121000.0,-2757000.0,,-1005000.0,,441939000.0,115830000.0,5719000.0,106480000.0,7094000.0,,40540000.0,1787000.0,,526432000.0,446537000.0,-84439000.0,444750000.0,165403000.0,163300000.0,163300000.0
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 06:09:26+00:00,,-0.18,-0.18,0.18,71562000.0,-0.18,,,928000.0,3824000.0,-27640000.0,-28501000.0,861000.0,-28968000.0,-1019000.0,-928000.0,12210000.0,-1030000.0,-1185000.0,,,,146647000.0,37729000.0,2056000.0,35218000.0,2347000.0,,13518000.0,928000.0,,174061000.0,147673000.0,-28501000.0,146745000.0,160886000.0,160900000.0,160900000.0
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,Q2YTD,2010-01-01,2010-06-30,,967000.0,-0.35,-0.35,0.36,141922000.0,-0.35,,,928000.0,7545000.0,-52666000.0,-55797000.0,3131000.0,-55403000.0,-984000.0,-928000.0,23800000.0,-1030000.0,-1922000.0,,-1005000.0,,291800000.0,76064000.0,3527000.0,70351000.0,4726000.0,,26595000.0,928000.0,,347244000.0,294297000.0,-55797000.0,293369000.0,160886000.0,160900000.0,160900000.0
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 13:33:10+00:00,967000.0,-0.17,-0.17,0.18,70360000.0,-0.17,,,,3721000.0,-25026000.0,-27296000.0,2270000.0,-26435000.0,35000.0,,11590000.0,,-737000.0,,-1005000.0,,145153000.0,38335000.0,1471000.0,35133000.0,2379000.0,,13077000.0,,,173183000.0,146624000.0,-27296000.0,146624000.0,155500000.0,156131000.0,156131000.0
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2011.0,Q3YTD,2011-01-01,2011-09-30,,718000.0,-0.18,-0.18,0.59,250616000.0,-0.18,59000.0,,359000.0,10387000.0,-27533000.0,-93783000.0,66250000.0,-33653000.0,-226000.0,-359000.0,38840000.0,-4019000.0,-4260000.0,,-832000.0,,479016000.0,124156000.0,12618000.0,112498000.0,7178000.0,,39505000.0,359000.0,,576720000.0,487615000.0,-93724000.0,487256000.0,213816000.0,222300000.0,222300000.0
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2011.0,Q3TTM,2010-10-01,2011-09-30,,3281000.0,-0.35,-0.35,0.77,317048000.0,-0.35,-2474000.0,,-1428000.0,13581000.0,-56850000.0,-125148000.0,68298000.0,-64478000.0,-2092000.0,1428000.0,49874000.0,-2898000.0,-5707000.0,,9661000.0,,611161000.0,161668000.0,19401000.0,148091000.0,59000.0,6803000.0,50661000.0,-1428000.0,,751007000.0,627664000.0,-127622000.0,629092000.0,213816000.0,222300000.0,222300000.0
