company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 17:02:48+00:00,-694000.0,21207000.0,,176087000.0,256850000.0,-28677000.0,186915000.0,685162000.0,-472531000.0,302304000.0,179754000.0,-472537000.0,302304000.0,179754000.0,9521000.0,743867000.0,743867000.0,-815904000.0,-6696000.0,55416000.0,-198078000.0,2411000.0,-1111776000.0,-146483000.0,-978954000.0,-140533000.0,-20347000.0,1505841000.0,
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2009.0,FY,2009-01-01,2009-12-31,2011-02-23 17:02:48+00:00,,19841000.0,,164357000.0,283552000.0,3803000.0,67549000.0,849736000.0,-78091000.0,-158045000.0,228389000.0,-78093000.0,-158045000.0,229383000.0,-6755000.0,-91623000.0,-91623000.0,9246000.0,-8648000.0,-29200000.0,-163054000.0,3570000.0,-237173000.0,-91672000.0,-801371000.0,-798000.0,-21505000.0,200000000.0,
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2009.0,Q4,2009-10-01,2009-12-31,,,0.0,,41780000.0,0.0,0.0,34596000.0,389876000.0,3637000.0,-62338000.0,39733000.0,3636000.0,-62338000.0,39733000.0,-18969000.0,-25785000.0,-25785000.0,65518000.0,-3382000.0,-29200000.0,-31709000.0,0.0,-11637000.0,-21501000.0,-365208000.0,969000.0,-21505000.0,,
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2009.0,Q3,2009-07-01,2009-09-30,,500000.0,4725000.0,,204127000.0,70553000.0,12464000.0,32953000.0,109135000.0,60112000.0,-105797000.0,65656000.0,60112000.0,-105797000.0,65656000.0,19971000.0,-39755000.0,-39755000.0,16860000.0,-1475000.0,,-31661000.0,809000.0,-79495000.0,-26802000.0,-49124000.0,284000.0,,,
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 13:29:41+00:00,,14677000.0,,122577000.0,211477000.0,19001000.0,32953000.0,459860000.0,-81728000.0,-95707000.0,189650000.0,-81729000.0,-95707000.0,189650000.0,12214000.0,-65838000.0,-65838000.0,7698000.0,-5266000.0,0.0,-131345000.0,2635000.0,-225536000.0,-70171000.0,-436163000.0,-1767000.0,0.0,200000000.0,
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-03 12:48:01+00:00,-500000.0,9952000.0,,-81550000.0,140924000.0,6537000.0,0.0,350725000.0,-141840000.0,10090000.0,123994000.0,-141841000.0,10090000.0,123994000.0,-7757000.0,-26083000.0,-26083000.0,-9162000.0,-3791000.0,0.0,-99684000.0,1826000.0,-146041000.0,-43369000.0,-387039000.0,-2051000.0,0.0,200000000.0,
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,Q4,2010-10-01,2010-12-31,,-347582000.0,6204000.0,,34419000.0,83043000.0,2737000.0,548000.0,255547000.0,47578000.0,-104906000.0,56691000.0,47594000.0,-104906000.0,56691000.0,-621000.0,-29317000.0,-29317000.0,-3940000.0,-3220000.0,-730000.0,-37136000.0,-2036000.0,220707000.0,-17964000.0,-168161000.0,,,40663000.0,
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 17:37:37+00:00,-347582000.0,23898000.0,,154843000.0,308289000.0,-4621000.0,473011000.0,467570000.0,373075000.0,-583754000.0,214180000.0,373075000.0,-583754000.0,214180000.0,3501000.0,-106588000.0,-106588000.0,-6798000.0,-8244000.0,,-134531000.0,,-223546000.0,-73977000.0,-424094000.0,,-637000.0,61351000.0,
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-09 13:29:41+00:00,,17694000.0,,120424000.0,225246000.0,-7358000.0,472463000.0,212023000.0,325497000.0,-478848000.0,157489000.0,325481000.0,-478848000.0,157489000.0,4122000.0,-77271000.0,-77271000.0,-2858000.0,-5024000.0,730000.0,-97395000.0,2036000.0,-444253000.0,-56013000.0,-255933000.0,0.0,-637000.0,20688000.0,
UDR Inc,UDR,P3CH2EG5X6Z1XWU1OO74,74208,2010.0,Q3TTM,2009-10-01,2010-09-30,,,0.0,,162204000.0,0.0,0.0,507059000.0,601899000.0,329134000.0,-541186000.0,197222000.0,329117000.0,-541186000.0,197222000.0,-14847000.0,-103056000.0,-103056000.0,300278000.0,-8406000.0,-28470000.0,-129104000.0,0.0,-455890000.0,-77514000.0,-621141000.0,969000.0,-22142000.0,20688000.0,
