company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2012.0,FY,,2012-12-31,2014-02-27 16:08:51+00:00,499900000.0,613300000.0,330500000.0,-1029400000.0,304600000.0,1192700000.0,,24000000.0,,,740100000.0,1463000000.0,1536600000.0,2559900000.0,107500000.0,71500000.0,0.0,1216300000.0,56100000.0,,0.0,0.0,365700000.0,109900000.0,0.0,,2427600000.0,17100000.0,6247800000.0,2479600000.0,2510600000.0,871500000.0,2479600000.0,2587100000.0,3660700000.0,6247800000.0,1177300000.0,2789200000.0,0.0,-111300000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2012.0,Q3,,2012-09-30,2012-11-02 16:32:23+00:00,409300000.0,685700000.0,336700000.0,-875900000.0,281000000.0,1194400000.0,0.0,12900000.0,,,740300000.0,1462500000.0,1460200000.0,2482300000.0,102600000.0,0.0,21800000.0,957600000.0,57900000.0,,,,371400000.0,116300000.0,,,2443600000.0,16800000.0,6078800000.0,2642300000.0,2484800000.0,775700000.0,2642300000.0,2744900000.0,3333900000.0,6078800000.0,1111700000.0,2558200000.0,0.0,-119800000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2013.0,FY,,2013-12-31,2015-02-26 16:05:15+00:00,471800000.0,528200000.0,315800000.0,-713200000.0,1026800000.0,1196900000.0,,3500000.0,,,727900000.0,1527400000.0,1322100000.0,2874100000.0,100500000.0,,206600000.0,810600000.0,73700000.0,,,,345700000.0,148200000.0,,0.0,2490100000.0,419900000.0,6898500000.0,2894200000.0,2950800000.0,1211000000.0,2894200000.0,2994700000.0,3903800000.0,6898500000.0,1073600000.0,2692800000.0,0.0,-79600000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2013.0,Q3,,2013-09-30,2013-11-01 16:07:38+00:00,401900000.0,576900000.0,304900000.0,-982600000.0,535700000.0,1192200000.0,,8200000.0,,,728100000.0,1542200000.0,1344900000.0,2744700000.0,97400000.0,0.0,52100000.0,1177400000.0,120600000.0,,115400000.0,33700000.0,348000000.0,94900000.0,85000000.0,,2335900000.0,419900000.0,6599300000.0,2466700000.0,2693500000.0,1168600000.0,2466700000.0,2564100000.0,4035200000.0,6599300000.0,1161100000.0,2866600000.0,0.0,-78800000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2013.0,Q2,,2013-06-30,2013-08-05 16:36:09+00:00,445600000.0,655500000.0,293100000.0,-1004800000.0,74100000.0,1186100000.0,,27600000.0,,,737000000.0,1053600000.0,1504900000.0,2692400000.0,95700000.0,0.0,4200000.0,1187800000.0,97300000.0,,,,358400000.0,100500000.0,,,2389100000.0,420300000.0,6119600000.0,2491200000.0,2331800000.0,1186600000.0,2491200000.0,2586900000.0,3532700000.0,6119600000.0,1095400000.0,2346100000.0,0.0,-79200000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2013.0,Q1,,2013-03-31,2013-05-06 16:16:03+00:00,479400000.0,681500000.0,280000000.0,-1016200000.0,138000000.0,1179500000.0,0.0,36600000.0,,,736300000.0,1462000000.0,1537500000.0,2597200000.0,109600000.0,31300000.0,0.0,1201500000.0,89400000.0,,,,363100000.0,101000000.0,,,2404900000.0,17100000.0,6174300000.0,2487100000.0,2446400000.0,813100000.0,2487100000.0,2596700000.0,3577600000.0,6174300000.0,1130700000.0,2764500000.0,0.0,-81100000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2014.0,FY,,2014-12-31,2016-02-26 16:03:59+00:00,556700000.0,603600000.0,323200000.0,-931400000.0,269500000.0,1175200000.0,,,,,780400000.0,1498200000.0,1472800000.0,2961800000.0,110900000.0,,143100000.0,1155100000.0,136200000.0,,,,347400000.0,156200000.0,,12100000.0,2398900000.0,17800000.0,6571700000.0,2598400000.0,2482100000.0,897700000.0,2598400000.0,2709300000.0,3850300000.0,6571700000.0,1127800000.0,2952600000.0,0.0,-44300000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2014.0,Q3,,2014-09-30,2014-10-31 09:12:27+00:00,482700000.0,623700000.0,305700000.0,-653600000.0,264200000.0,1172900000.0,,33700000.0,,,782800000.0,1509100000.0,1417700000.0,2937100000.0,108400000.0,,244600000.0,768900000.0,109400000.0,,,,368300000.0,149300000.0,,12100000.0,2396400000.0,17500000.0,6503200000.0,2871200000.0,2415000000.0,839600000.0,2871200000.0,2979600000.0,3511500000.0,6503200000.0,1151100000.0,2671900000.0,0.0,-44500000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2014.0,Q2,,2014-06-30,2014-08-04 16:10:27+00:00,556300000.0,650900000.0,298500000.0,-664200000.0,355100000.0,1167600000.0,,26200000.0,,,785100000.0,1520700000.0,1406500000.0,2916800000.0,102900000.0,,229400000.0,781100000.0,97700000.0,,3600000.0,4600000.0,352000000.0,146000000.0,3200000.0,12100000.0,2416500000.0,17400000.0,6570900000.0,2875700000.0,2513800000.0,903000000.0,2875700000.0,2978600000.0,3580200000.0,6570900000.0,1140300000.0,2677200000.0,0.0,-44200000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2014.0,Q1,,2014-03-31,2014-05-05 16:13:37+00:00,518200000.0,557500000.0,294900000.0,-694300000.0,837700000.0,1171200000.0,,15700000.0,,,775500000.0,1526800000.0,1408500000.0,2889300000.0,100800000.0,,214600000.0,794500000.0,86900000.0,,5100000.0,4900000.0,353600000.0,148600000.0,3400000.0,12200000.0,2440700000.0,420000000.0,6917500000.0,2866300000.0,2895700000.0,1253700000.0,2866300000.0,2967100000.0,3938200000.0,6917500000.0,1132500000.0,2684500000.0,0.0,-51300000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2015.0,FY,,2015-12-31,2017-02-24 14:11:15+00:00,380800000.0,400300000.0,301800000.0,-1014500000.0,149800000.0,1172700000.0,,,,,651400000.0,1491800000.0,1271600000.0,2928200000.0,101600000.0,,75600000.0,1193000000.0,45900000.0,,,,304500000.0,108300000.0,,12100000.0,1945900000.0,3900000.0,5751700000.0,2082800000.0,1867600000.0,686500000.0,2082800000.0,2184400000.0,3555200000.0,5751700000.0,955900000.0,2868700000.0,0.0,-21300000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2015.0,Q3,,2015-09-30,2015-10-29 16:04:44+00:00,367100000.0,497500000.0,329800000.0,-925400000.0,197500000.0,1169800000.0,,36200000.0,,,780200000.0,1501600000.0,1356100000.0,2938200000.0,99800000.0,,190700000.0,1101900000.0,47500000.0,,,,344100000.0,112200000.0,,12100000.0,2181700000.0,4000000.0,6161100000.0,2405700000.0,2098600000.0,737100000.0,2405700000.0,2505500000.0,3643500000.0,6161100000.0,1124300000.0,2906400000.0,0.0,-20400000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2015.0,Q2,,2015-06-30,2015-07-30 16:24:25+00:00,487500000.0,593400000.0,314400000.0,-907300000.0,250900000.0,1165900000.0,,67800000.0,,,781500000.0,1502700000.0,1472900000.0,2946700000.0,116400000.0,,143600000.0,1119200000.0,66300000.0,,,,357600000.0,103000000.0,,12100000.0,2346300000.0,18300000.0,6469300000.0,2584300000.0,2383500000.0,888000000.0,2584300000.0,2700700000.0,3756500000.0,6469300000.0,1139100000.0,2868500000.0,0.0,-20600000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2015.0,Q1,,2015-03-31,2015-05-04 16:03:07+00:00,559500000.0,690900000.0,288800000.0,-930800000.0,238000000.0,1165200000.0,,70800000.0,,,777900000.0,1509100000.0,1472600000.0,2943700000.0,113400000.0,,91300000.0,1137300000.0,64100000.0,,,,369600000.0,162000000.0,,12100000.0,2382400000.0,17900000.0,6556800000.0,2594600000.0,2465600000.0,937000000.0,2594600000.0,2708000000.0,3836700000.0,6556800000.0,1147500000.0,2899700000.0,0.0,-22200000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2016.0,FY,,2016-12-31,2018-02-20 14:30:21+00:00,294300000.0,452100000.0,309300000.0,-1093700000.0,229600000.0,1199800000.0,,,,,641900000.0,1771900000.0,1037000000.0,2498900000.0,89600000.0,,15600000.0,1145600000.0,47800000.0,,,,262700000.0,83400000.0,,,1277100000.0,105100000.0,5170000000.0,1355200000.0,1766500000.0,708700000.0,1355200000.0,1444800000.0,3725200000.0,5170000000.0,904600000.0,3016500000.0,0.0,-28000000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2016.0,Q3,,2016-09-30,2016-11-02 16:03:02+00:00,285200000.0,454000000.0,310900000.0,-961700000.0,188400000.0,1194300000.0,,,,,644400000.0,1870400000.0,1078900000.0,2514400000.0,90900000.0,,51300000.0,1020200000.0,40800000.0,,,,271400000.0,86200000.0,,0.0,1267100000.0,5400000.0,5192300000.0,1471800000.0,1762100000.0,601500000.0,1471800000.0,1562700000.0,3629600000.0,5192300000.0,915800000.0,3028100000.0,0.0,-27900000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2016.0,Q2,,2016-06-30,2016-08-03 16:02:51+00:00,308200000.0,492500000.0,290800000.0,-973700000.0,322300000.0,1189100000.0,,,,,646900000.0,1870100000.0,1094300000.0,2958900000.0,104900000.0,,52800000.0,1143200000.0,43300000.0,,,,302800000.0,89900000.0,,0.0,1806700000.0,6700000.0,5861000000.0,1994400000.0,1952400000.0,605700000.0,1994400000.0,2099300000.0,3761700000.0,5861000000.0,949700000.0,3156000000.0,0.0,-27700000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2016.0,Q1,,2016-03-31,2016-05-06 15:07:25+00:00,340400000.0,442400000.0,291300000.0,-994900000.0,156900000.0,1182900000.0,,,40500000.0,,648600000.0,1492700000.0,1166300000.0,2962100000.0,103200000.0,,59100000.0,1127300000.0,35100000.0,,,,307700000.0,106800000.0,,6100000.0,1835900000.0,156500000.0,5719100000.0,1995200000.0,1800700000.0,828700000.0,1995200000.0,2098400000.0,3614600000.0,5719100000.0,956300000.0,2785900000.0,0.0,-28700000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2017.0,FY,,2017-12-31,2019-02-28 12:20:24+00:00,420100000.0,545300000.0,282400000.0,-1027800000.0,141600000.0,1609000000.0,,,,,531400000.0,1530600000.0,1176100000.0,2495700000.0,105100000.0,,9700000.0,1014800000.0,52700000.0,0.0,,,242600000.0,73200000.0,,,1184300000.0,10100000.0,5185400000.0,1739400000.0,1915700000.0,712600000.0,1739400000.0,1844500000.0,3340900000.0,5185400000.0,774000000.0,2628300000.0,0.0,-26100000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2017.0,Q3,,2017-09-30,2017-11-01 08:10:51+00:00,350500000.0,525900000.0,286700000.0,-1016300000.0,124900000.0,1207400000.0,,,,,531900000.0,1877700000.0,1101100000.0,2490900000.0,99700000.0,,14100000.0,981400000.0,52200000.0,,,,248200000.0,80800000.0,,,1182600000.0,36400000.0,5075100000.0,1347800000.0,1804100000.0,673600000.0,1347800000.0,1447500000.0,3627600000.0,5075100000.0,780100000.0,2954000000.0,0.0,-25900000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2017.0,Q2,,2017-06-30,2017-08-02 16:02:46+00:00,355500000.0,538600000.0,278000000.0,-1067200000.0,154600000.0,1202300000.0,,,,,643500000.0,1876600000.0,1076200000.0,2492300000.0,100900000.0,,20100000.0,990900000.0,30700000.0,,,,250400000.0,83300000.0,,,1303800000.0,67500000.0,5186300000.0,1413500000.0,1800100000.0,701000000.0,1413500000.0,1514400000.0,3671900000.0,5186300000.0,893900000.0,2970900000.0,0.0,-25400000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2017.0,Q1,,2017-03-31,2017-05-02 16:05:16+00:00,346400000.0,504600000.0,276400000.0,-1071400000.0,159800000.0,1198100000.0,,,,,642600000.0,1772500000.0,1051900000.0,2495800000.0,95200000.0,,13000000.0,1001000000.0,46300000.0,,,,253400000.0,82900000.0,,,1294600000.0,172800000.0,5154400000.0,1394200000.0,1762600000.0,795600000.0,1394200000.0,1489400000.0,3665000000.0,5154400000.0,896000000.0,2869400000.0,0.0,-27100000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2018.0,FY,,2018-12-31,2020-02-25 12:44:37+00:00,498800000.0,527800000.0,260100000.0,-1133800000.0,382000000.0,1628100000.0,,,,,534700000.0,1535500000.0,1211100000.0,2475000000.0,105900000.0,,,1048400000.0,125800000.0,71400000.0,,,245400000.0,89400000.0,,,1422000000.0,6600000.0,5501800000.0,1885700000.0,2246700000.0,836900000.0,1885700000.0,1991600000.0,3510200000.0,5501800000.0,780100000.0,2673300000.0,0.0,-30600000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2018.0,Q3,,2018-09-30,2018-10-31 10:51:00+00:00,416100000.0,588300000.0,228700000.0,-991300000.0,153500000.0,1621200000.0,,,,,536400000.0,1535300000.0,1239800000.0,2472600000.0,103000000.0,,12100000.0,953800000.0,140800000.0,69200000.0,,,257600000.0,66700000.0,,,1380900000.0,16600000.0,5389000000.0,1980200000.0,2122400000.0,730600000.0,1980200000.0,2083200000.0,3305800000.0,5389000000.0,794000000.0,2567900000.0,0.0,-30600000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2018.0,Q2,,2018-06-30,2018-08-07 08:48:20+00:00,429300000.0,621900000.0,225300000.0,-991600000.0,122400000.0,1616800000.0,,,,,531000000.0,1535500000.0,1254100000.0,2479000000.0,116900000.0,,9700000.0,983700000.0,127900000.0,70400000.0,,,257000000.0,66600000.0,,,1330400000.0,16300000.0,5393300000.0,1925000000.0,2126300000.0,741300000.0,1925000000.0,2041900000.0,3351400000.0,5393300000.0,788000000.0,2595500000.0,0.0,-30600000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2018.0,Q1,,2018-03-31,2018-05-01 13:04:31+00:00,424700000.0,606400000.0,205300000.0,-992200000.0,109900000.0,1612200000.0,,,,,534200000.0,1535300000.0,1210800000.0,2490700000.0,117200000.0,,10700000.0,998600000.0,124700000.0,66200000.0,,,273300000.0,82200000.0,,,1257800000.0,63700000.0,5350000000.0,1846100000.0,2051800000.0,759900000.0,1846100000.0,1963300000.0,3386700000.0,5350000000.0,807500000.0,2626800000.0,0.0,-31700000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2019.0,FY,,2019-12-31,2020-05-05 11:01:50+00:00,521200000.0,554100000.0,237800000.0,-1201700000.0,490800000.0,1630700000.0,,,,,525800000.0,1387400000.0,1155300000.0,2450100000.0,103100000.0,,,1044000000.0,102800000.0,78700000.0,,,355700000.0,160800000.0,,,1679300000.0,11500000.0,5634600000.0,2090100000.0,2303000000.0,849200000.0,2090100000.0,2193200000.0,3441400000.0,5634600000.0,881500000.0,2592200000.0,0.0,-18200000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2019.0,Q3,,2019-09-30,2019-11-01 09:34:19+00:00,415800000.0,596700000.0,238300000.0,-1061400000.0,511300000.0,1624800000.0,,,,,523800000.0,1541700000.0,1168500000.0,2407500000.0,111900000.0,,15800000.0,903300000.0,145900000.0,97100000.0,,,275200000.0,124900000.0,,,1622800000.0,12100000.0,5628900000.0,2168000000.0,2422400000.0,763300000.0,2168000000.0,2279900000.0,3349000000.0,5628900000.0,799000000.0,2585700000.0,0.0,-18200000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2019.0,Q2,,2019-06-30,2019-08-06 09:33:21+00:00,420600000.0,581400000.0,257800000.0,-1084400000.0,281200000.0,1617300000.0,,,,,524800000.0,1537100000.0,1217500000.0,2404900000.0,112200000.0,,15100000.0,975000000.0,181300000.0,69300000.0,,,358200000.0,124300000.0,,,1511800000.0,11500000.0,5549300000.0,2026400000.0,2261400000.0,759200000.0,2026400000.0,2138600000.0,3410700000.0,5549300000.0,883000000.0,2651500000.0,0.0,-18300000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2019.0,Q1,,2019-03-31,2019-04-30 10:53:07+00:00,455300000.0,565100000.0,220400000.0,-1095500000.0,217000000.0,1612400000.0,,,,,536800000.0,1536200000.0,1254400000.0,2470700000.0,112400000.0,,14500000.0,1010600000.0,141400000.0,77900000.0,,,305600000.0,123100000.0,,,1437000000.0,6400000.0,5491000000.0,1934200000.0,2177900000.0,760000000.0,1934200000.0,2046600000.0,3444400000.0,5491000000.0,842400000.0,2684400000.0,0.0,-19700000.0
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2020.0,Q1,,2020-03-31,2020-05-05 11:01:50+00:00,424600000.0,593400000.0,209600000.0,-1216600000.0,639000000.0,1604800000.0,,,,,520800000.0,1390000000.0,1181100000.0,2445500000.0,104800000.0,,,1001800000.0,94500000.0,114300000.0,,,332800000.0,163500000.0,,,1700400000.0,310700000.0,5807100000.0,2087800000.0,2508000000.0,1059200000.0,2087800000.0,2192600000.0,3614500000.0,5807100000.0,853600000.0,2555300000.0,0.0,-800000.0
