company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 16:26:27+00:00,-9700000.0,102900000.0,,-155300000.0,8300000.0,0.0,-128800000.0,-451700000.0,701500000.0,-128800000.0,-451700000.0,701500000.0,121000000.0,753900000.0,753900000.0,,56200000.0,5400000.0,-58100000.0,-447400000.0,-23900000.0,-111300000.0,
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2008.0,Q4,2008-10-01,2008-12-31,,,-86700000.0,,204100000.0,,-2600000.0,331500000.0,363800000.0,-344600000.0,331500000.0,363800000.0,-344600000.0,350700000.0,-462000000.0,-462000000.0,,7900000.0,-1300000.0,54100000.0,365100000.0,14800000.0,257300000.0,
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 16:24:00+00:00,,86700000.0,,-204100000.0,,2600000.0,-331500000.0,-363800000.0,344600000.0,-331500000.0,-363800000.0,344600000.0,-350700000.0,462000000.0,462000000.0,,-7900000.0,1300000.0,-54100000.0,-365100000.0,-14800000.0,-257300000.0,
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2009.0,Q4,2009-10-01,2009-12-31,,,-96600000.0,,-55200000.0,,-757600000.0,-509600000.0,302600000.0,-149400000.0,-509600000.0,302600000.0,-149400000.0,-356400000.0,2400000.0,2400000.0,,-1400000.0,-5500000.0,36100000.0,308100000.0,212600000.0,700000.0,
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2009.0,Q3TTM,2008-10-01,2009-09-30,,,9900000.0,,259300000.0,,755000000.0,841100000.0,61200000.0,-195200000.0,841100000.0,61200000.0,-195200000.0,707100000.0,-464400000.0,-464400000.0,,9300000.0,4200000.0,18000000.0,57000000.0,-197800000.0,256600000.0,
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2009.0,Q3,2009-07-01,2009-09-30,,,32200000.0,,31900000.0,,2700000.0,-2700000.0,-89800000.0,68100000.0,-2700000.0,-89800000.0,68100000.0,-24400000.0,4000000.0,4000000.0,,500000.0,6800000.0,,-96600000.0,-5900000.0,,
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 16:19:40+00:00,,96600000.0,,55200000.0,,757600000.0,509600000.0,-302600000.0,149400000.0,509600000.0,-302600000.0,149400000.0,356400000.0,-2400000.0,-2400000.0,,1400000.0,5500000.0,-36100000.0,-308100000.0,-212600000.0,-700000.0,
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2009.0,Q2,2009-04-01,2009-06-30,,,32100000.0,,-108000000.0,,754900000.0,535900000.0,-103600000.0,-87600000.0,535900000.0,-103600000.0,-87600000.0,344700000.0,-11700000.0,-11700000.0,,600000.0,-700000.0,-18500000.0,-102900000.0,-201100000.0,,
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 16:27:49+00:00,,64400000.0,,23300000.0,,754900000.0,512300000.0,-212800000.0,81300000.0,512300000.0,-212800000.0,81300000.0,380800000.0,-6400000.0,-6400000.0,,900000.0,-1300000.0,-36100000.0,-211500000.0,-206700000.0,-700000.0,
Allegheny Technologies Inc,ATI,ZW1LRE7C3H17O2ZN9B45,1018963,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:32:35+00:00,,32300000.0,,131300000.0,,,-23600000.0,-109200000.0,168900000.0,-23600000.0,-109200000.0,168900000.0,36100000.0,5300000.0,5300000.0,,300000.0,-600000.0,-17600000.0,-108600000.0,-5600000.0,-700000.0,
