company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Paycom Software Inc,PAYC,,1590955,2013.0,FY,,2013-12-31,2015-02-26 16:21:02+00:00,5020000.0,1705000.0,4372000.0,13362000.0,0.0,34435000.0,1582000.0,3822000.0,,6685000.0,51889000.0,6709000.0,11545000.0,578000.0,38671000.0,-3000.0,10990000.0,,2895000.0,,455779000.0,461000.0,1107000.0,60875000.0,2133000.0,456148000.0,-29349000.0,9545000.0,575478000.0,5086000.0,477748000.0,482983000.0,5086000.0,5083000.0,570395000.0,575478000.0,59059000.0,87412000.0,
Paycom Software Inc,PAYC,,1590955,2014.0,FY,,2014-12-31,2015-11-06 16:29:11+00:00,3042000.0,2794000.0,5121000.0,25144000.0,0.0,68475000.0,2535000.0,2380000.0,,6662000.0,51889000.0,5096000.0,26123000.0,195000.0,47919000.0,,16802000.0,,3107000.0,,660557000.0,645000.0,,,1952000.0,660928000.0,5663000.0,855000.0,798942000.0,74138000.0,693393000.0,678772000.0,74138000.0,74138000.0,724804000.0,798942000.0,57630000.0,46032000.0,
Paycom Software Inc,PAYC,,1590955,2014.0,Q3,,2014-09-30,2014-11-07 09:44:55+00:00,1976000.0,1468000.0,3871000.0,18473000.0,0.0,67459000.0,2186000.0,2422000.0,148000.0,5233000.0,51889000.0,5499000.0,26341000.0,384000.0,46642000.0,,15048000.0,,3059000.0,,393633000.0,595000.0,,,1581000.0,394003000.0,3157000.0,845000.0,522956000.0,70616000.0,418331000.0,407892000.0,70616000.0,70616000.0,452340000.0,522956000.0,57983000.0,44448000.0,
Paycom Software Inc,PAYC,,1590955,2014.0,Q2,,2014-06-30,2014-08-08 10:14:00+00:00,2620000.0,906000.0,3244000.0,13968000.0,0.0,67371000.0,1941000.0,3485000.0,,5071000.0,51889000.0,5902000.0,26528000.0,519000.0,45358000.0,,13350000.0,,3081000.0,,315629000.0,554000.0,,,1615000.0,315999000.0,467000.0,893000.0,440195000.0,67838000.0,336492000.0,329398000.0,67838000.0,67838000.0,372357000.0,440195000.0,58345000.0,42959000.0,
Paycom Software Inc,PAYC,,1590955,2014.0,Q1,,2014-03-31,2014-06-12 09:23:27+00:00,3310000.0,737000.0,6809000.0,13125000.0,0.0,4994000.0,1591000.0,3281000.0,239000.0,3161000.0,51889000.0,6306000.0,11435000.0,452000.0,42514000.0,,11979000.0,,3081000.0,,409218000.0,571000.0,472000.0,60941000.0,3769000.0,409587000.0,1060000.0,13941000.0,532231000.0,6054000.0,430951000.0,438269000.0,6054000.0,6054000.0,526177000.0,532231000.0,58766000.0,87908000.0,
Paycom Software Inc,PAYC,,1590955,2015.0,FY,,2015-12-31,2017-02-21 16:12:11+00:00,4899000.0,2354000.0,9735000.0,50714000.0,0.0,71706000.0,3726000.0,6743000.0,,11585000.0,51889000.0,3484000.0,24856000.0,1093000.0,58858000.0,,25310000.0,,641000.0,,696703000.0,1286000.0,,,3531000.0,696703000.0,26608000.0,886000.0,876655000.0,98314000.0,761138000.0,727534000.0,98314000.0,98314000.0,778341000.0,876655000.0,56659000.0,50807000.0,
Paycom Software Inc,PAYC,,1590955,2015.0,Q3,,2015-09-30,2015-11-06 16:29:11+00:00,3853000.0,3397000.0,7401000.0,48547000.0,0.0,70228000.0,3329000.0,316000.0,1608000.0,8615000.0,51889000.0,3886000.0,25206000.0,639000.0,53674000.0,,22657000.0,,464000.0,,615895000.0,913000.0,,,2426000.0,615895000.0,21451000.0,875000.0,781582000.0,91679000.0,671220000.0,641576000.0,91679000.0,91679000.0,689903000.0,781582000.0,56688000.0,48327000.0,
Paycom Software Inc,PAYC,,1590955,2015.0,Q2,,2015-06-30,2015-08-07 16:19:49+00:00,2968000.0,2562000.0,6467000.0,42667000.0,0.0,68766000.0,2958000.0,373000.0,1931000.0,7503000.0,51889000.0,4290000.0,25435000.0,326000.0,50115000.0,,20077000.0,,1805000.0,,542807000.0,941000.0,,,3212000.0,542807000.0,17604000.0,861000.0,699182000.0,86370000.0,591947000.0,565495000.0,86370000.0,86370000.0,612812000.0,699182000.0,57120000.0,47317000.0,
Paycom Software Inc,PAYC,,1590955,2015.0,Q1,,2015-03-31,2015-05-13 16:19:48+00:00,2527000.0,1684000.0,7309000.0,35673000.0,0.0,68731000.0,2662000.0,869000.0,3353000.0,4728000.0,51889000.0,4693000.0,25652000.0,718000.0,48692000.0,,18114000.0,,2430000.0,,591563000.0,764000.0,,,3044000.0,591563000.0,11658000.0,862000.0,739589000.0,80389000.0,633551000.0,613004000.0,80389000.0,80389000.0,659200000.0,739589000.0,57346000.0,46196000.0,
Paycom Software Inc,PAYC,,1590955,2016.0,FY,,2016-12-31,2018-02-14 17:13:17+00:00,3737000.0,1339000.0,17798000.0,60158000.0,0.0,96037000.0,5230000.0,692000.0,,12772000.0,51889000.0,1871000.0,28711000.0,675000.0,96848000.0,,34481000.0,1207000.0,,,858244000.0,1215000.0,,,4475000.0,858244000.0,70448000.0,1113000.0,1078613000.0,116527000.0,925583000.0,898894000.0,116527000.0,116527000.0,962086000.0,1078613000.0,56182000.0,63192000.0,-49958000.0
Paycom Software Inc,PAYC,,1590955,2016.0,Q3,,2016-09-30,2016-11-03 16:15:18+00:00,4850000.0,1479000.0,13031000.0,74496000.0,0.0,91997000.0,4821000.0,4316000.0,,12061000.0,51889000.0,2274000.0,29000000.0,355000.0,87285000.0,,32064000.0,859000.0,,,593041000.0,1010000.0,,,3991000.0,593041000.0,61815000.0,1090000.0,820995000.0,131037000.0,677678000.0,628894000.0,131037000.0,131037000.0,689958000.0,820995000.0,56032000.0,61064000.0,-22775000.0
Paycom Software Inc,PAYC,,1590955,2016.0,Q2,,2016-06-30,2016-08-03 16:12:18+00:00,5530000.0,2775000.0,12392000.0,80893000.0,0.0,76688000.0,4389000.0,,5371000.0,9590000.0,51889000.0,2677000.0,28349000.0,441000.0,76627000.0,,29322000.0,4295000.0,,,1034314000.0,936000.0,,,4136000.0,1034314000.0,55617000.0,911000.0,1258983000.0,128815000.0,1122559000.0,1072497000.0,128815000.0,128815000.0,1130168000.0,1258983000.0,59797000.0,57671000.0,-3490000.0
Paycom Software Inc,PAYC,,1590955,2016.0,Q1,,2016-03-31,2016-05-05 16:50:51+00:00,5694000.0,2580000.0,11983000.0,72075000.0,0.0,73168000.0,3994000.0,,6582000.0,7021000.0,51889000.0,3081000.0,24650000.0,736000.0,66990000.0,,26825000.0,3003000.0,,,1125619000.0,866000.0,,,4793000.0,1125619000.0,45196000.0,900000.0,1331632000.0,118364000.0,1205803000.0,1161793000.0,118364000.0,118364000.0,1213268000.0,1331632000.0,58839000.0,51475000.0,
Paycom Software Inc,PAYC,,1590955,2017.0,FY,,2017-12-31,2019-02-14 16:13:03+00:00,6490000.0,1576000.0,19991000.0,46077000.0,0.0,162410000.0,6982000.0,7047000.0,,16600000.0,51889000.0,958000.0,34414000.0,979000.0,147705000.0,,44642000.0,,49129000.0,26403000.0,1089201000.0,173321000.0,554000.0,,4982000.0,1089201000.0,258525000.0,888000.0,1550138000.0,281247000.0,1176265000.0,1140152000.0,281247000.0,281247000.0,1268891000.0,1550138000.0,226168000.0,128739000.0,-139688000.0
Paycom Software Inc,PAYC,,1590955,2017.0,Q3,,2017-09-30,2017-11-02 16:10:29+00:00,2505000.0,1444000.0,18817000.0,66610000.0,0.0,130369000.0,6526000.0,9247000.0,,15878000.0,51889000.0,1011000.0,33218000.0,750000.0,133765000.0,,41841000.0,5440000.0,,,792734000.0,1341000.0,,,5705000.0,792734000.0,124350000.0,1152000.0,1069936000.0,157265000.0,876490000.0,837612000.0,157265000.0,157265000.0,912671000.0,1069936000.0,59681000.0,75059000.0,-97454000.0
Paycom Software Inc,PAYC,,1590955,2017.0,Q2,,2017-06-30,2017-08-02 17:08:09+00:00,3439000.0,1803000.0,19726000.0,68117000.0,0.0,114882000.0,6040000.0,3547000.0,,11093000.0,51889000.0,1065000.0,33479000.0,520000.0,116957000.0,,38964000.0,7967000.0,,,787015000.0,1326000.0,,,5737000.0,787015000.0,110283000.0,1139000.0,1045943000.0,145048000.0,866739000.0,828452000.0,145048000.0,145048000.0,900895000.0,1045943000.0,62247000.0,72443000.0,-80117000.0
Paycom Software Inc,PAYC,,1590955,2017.0,Q1,,2017-03-31,2017-05-04 16:15:00+00:00,3134000.0,1847000.0,17587000.0,92915000.0,0.0,100075000.0,5611000.0,,16577000.0,10414000.0,51889000.0,1468000.0,30389000.0,499000.0,106485000.0,,36555000.0,5687000.0,,,950980000.0,1369000.0,,,5413000.0,950980000.0,96062000.0,1126000.0,1218552000.0,146179000.0,1051654000.0,1005429000.0,146179000.0,146179000.0,1072373000.0,1218552000.0,60413000.0,66944000.0,-49958000.0
Paycom Software Inc,PAYC,,1590955,2018.0,FY,,2018-12-31,2020-02-13 17:01:49+00:00,6288000.0,3414000.0,43852000.0,45718000.0,0.0,204287000.0,8980000.0,3962000.0,,,51889000.0,,32614000.0,797000.0,176962000.0,,55671000.0,,70206000.0,35286000.0,967787000.0,228453000.0,,,7658000.0,967787000.0,395590000.0,1775000.0,1521926000.0,334753000.0,1064622000.0,1028682000.0,334753000.0,334753000.0,1187173000.0,1521926000.0,280342000.0,158491000.0,-265124000.0
Paycom Software Inc,PAYC,,1590955,2018.0,Q3,,2018-09-30,2018-11-01 16:08:41+00:00,6173000.0,2213000.0,19654000.0,85048000.0,0.0,198861000.0,8409000.0,6456000.0,,19391000.0,51889000.0,798000.0,33049000.0,574000.0,168397000.0,,52405000.0,,64206000.0,32562000.0,902747000.0,209568000.0,,,7934000.0,902747000.0,364176000.0,1775000.0,1468186000.0,360377000.0,1037534000.0,958149000.0,360377000.0,360377000.0,1107809000.0,1468186000.0,262255000.0,149660000.0,-202660000.0
Paycom Software Inc,PAYC,,1590955,2018.0,Q2,,2018-06-30,2018-08-02 16:14:57+00:00,4995000.0,2414000.0,18796000.0,54630000.0,0.0,193894000.0,7867000.0,5602000.0,,13336000.0,51889000.0,852000.0,33486000.0,477000.0,165370000.0,,49322000.0,,59363000.0,30597000.0,900287000.0,198822000.0,,,8025000.0,900287000.0,335407000.0,1775000.0,1418965000.0,329738000.0,1002032000.0,947056000.0,329738000.0,329738000.0,1089227000.0,1418965000.0,251563000.0,142171000.0,-199563000.0
Paycom Software Inc,PAYC,,1590955,2018.0,Q1,,2018-03-31,2018-05-03 16:22:47+00:00,3421000.0,2350000.0,20145000.0,68121000.0,0.0,189906000.0,7358000.0,3034000.0,,13927000.0,51889000.0,905000.0,33935000.0,420000.0,159561000.0,,46419000.0,,53401000.0,28933000.0,1095160000.0,190756000.0,,,7001000.0,1095160000.0,299685000.0,1331000.0,1608130000.0,333033000.0,1205019000.0,1141342000.0,333033000.0,333033000.0,1275097000.0,1608130000.0,243550000.0,133755000.0,-156558000.0
Paycom Software Inc,PAYC,,1590955,2019.0,FY,,2019-12-31,2020-04-30 16:13:44+00:00,5051000.0,9298000.0,72813000.0,133667000.0,0.0,258114000.0,11105000.0,4020000.0,0.0,,51889000.0,,30858000.0,1158000.0,238458000.0,,65139000.0,,91217000.0,46618000.0,1662778000.0,325470000.0,19553000.0,,13561000.0,1662778000.0,576166000.0,1775000.0,2486917000.0,526628000.0,1871100000.0,1753522000.0,526628000.0,526628000.0,1960289000.0,2486917000.0,377359000.0,206767000.0,-307652000.0
Paycom Software Inc,PAYC,,1590955,2019.0,Q3,,2019-09-30,2019-10-31 17:28:43+00:00,4693000.0,2609000.0,65458000.0,108127000.0,0.0,251465000.0,10634000.0,9512000.0,,,51889000.0,,31293000.0,700000.0,224035000.0,,62731000.0,,85921000.0,43385000.0,835918000.0,303128000.0,18706000.0,,12724000.0,835918000.0,530786000.0,1775000.0,1592027000.0,474898000.0,1012975000.0,918478000.0,474898000.0,474898000.0,1117129000.0,1592027000.0,355017000.0,198651000.0,-307353000.0
Paycom Software Inc,PAYC,,1590955,2019.0,Q2,,2019-06-30,2019-08-01 16:34:34+00:00,3622000.0,2850000.0,39530000.0,94814000.0,0.0,246681000.0,10082000.0,10615000.0,,19461000.0,51900000.0,,31727000.0,767000.0,196371000.0,,59922000.0,,79642000.0,40868000.0,1126808000.0,289946000.0,18861000.0,,11264000.0,1126808000.0,491634000.0,1775000.0,1826192000.0,434762000.0,1287986000.0,1201278000.0,434762000.0,434762000.0,1391430000.0,1826192000.0,341846000.0,190152000.0,-303553000.0
