company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Paycom Software Inc,PAYC,,1590955,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 16:21:02+00:00,162000.0,74000.0,6834000.0,5522000.0,5193000.0,2409000.0,18148000.0,72192000.0,-76983000.0,10974000.0,72192000.0,-76983000.0,10974000.0,6183000.0,-406000.0,-406000.0,503000.0,71001000.0,-71118000.0,-18965000.0,,-5971000.0,-401000.0,,,106000.0
Paycom Software Inc,PAYC,,1590955,2013.0,FY,2013-01-01,2013-12-31,2016-02-22 16:37:32+00:00,258000.0,378000.0,9298000.0,5486000.0,9947000.0,,6979000.0,131375000.0,-148432000.0,16984000.0,131375000.0,-148432000.0,16984000.0,-73000.0,607000.0,607000.0,686000.0,131513000.0,-131514000.0,-6470000.0,,-17176000.0,,-647000.0,,258000.0
Paycom Software Inc,PAYC,,1590955,2013.0,Q4,2013-10-01,2013-12-31,,80000.0,378000.0,9298000.0,1450000.0,5561000.0,,5229000.0,211818000.0,-224482000.0,4888000.0,211818000.0,-224482000.0,4888000.0,-7776000.0,-1964000.0,-1964000.0,-239000.0,212645000.0,-213807000.0,-5409000.0,,-10933000.0,,-647000.0,,258000.0
Paycom Software Inc,PAYC,,1590955,2013.0,Q3,2013-07-01,2013-09-30,,62000.0,,,1453000.0,2018000.0,,1750000.0,-39950000.0,40122000.0,3190000.0,-39950000.0,40122000.0,3190000.0,3362000.0,-424000.0,-424000.0,81000.0,-40836000.0,43526000.0,-1061000.0,,-3404000.0,197000.0,,,
Paycom Software Inc,PAYC,,1590955,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-07 09:44:55+00:00,178000.0,,,4036000.0,4386000.0,,1750000.0,-80443000.0,76050000.0,12096000.0,-80443000.0,76050000.0,12096000.0,7703000.0,2571000.0,2571000.0,925000.0,-81132000.0,82293000.0,-1061000.0,,-6243000.0,,,,
Paycom Software Inc,PAYC,,1590955,2013.0,Q2,2013-04-01,2013-06-30,,59000.0,,,1288000.0,2553000.0,,,-67018000.0,63185000.0,4382000.0,-67018000.0,63185000.0,4382000.0,549000.0,360000.0,360000.0,122000.0,-66921000.0,64797000.0,,,-1612000.0,-97000.0,,,
Paycom Software Inc,PAYC,,1590955,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-08 10:14:00+00:00,116000.0,,,2583000.0,2368000.0,,,-40493000.0,35928000.0,8906000.0,-40493000.0,35928000.0,8906000.0,4341000.0,2995000.0,2995000.0,844000.0,-40296000.0,38767000.0,,,-2839000.0,-197000.0,,,
Paycom Software Inc,PAYC,,1590955,2013.0,Q1,2013-01-01,2013-03-31,2014-06-12 09:23:27+00:00,57000.0,,,1295000.0,-185000.0,,,26525000.0,-27257000.0,4524000.0,26525000.0,-27257000.0,4524000.0,3792000.0,2635000.0,2635000.0,722000.0,26625000.0,-26030000.0,,,-1227000.0,-100000.0,,,
Paycom Software Inc,PAYC,,1590955,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 16:12:11+00:00,133000.0,2013000.0,3482000.0,7162000.0,4616000.0,62840000.0,6538000.0,208495000.0,-219050000.0,22337000.0,208495000.0,-219050000.0,22337000.0,11782000.0,5663000.0,5663000.0,4763000.0,204778000.0,-204780000.0,,,-14270000.0,-65661000.0,,,
Paycom Software Inc,PAYC,,1590955,2014.0,Q4,2014-10-01,2014-12-31,,66000.0,2013000.0,3482000.0,1964000.0,4150000.0,-3000.0,-1000.0,266884000.0,-269249000.0,9036000.0,266884000.0,-269249000.0,9036000.0,6671000.0,2506000.0,2506000.0,350000.0,266924000.0,-266927000.0,183000.0,,-2322000.0,-219000.0,,,
