company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2010.0,FY,,2010-04-30,2011-06-28 16:18:21+00:00,179509000.0,238867000.0,,541827000.0,-20581000.0,283570000.0,4604907000.0,,75977000.0,60080000.0,47648000.0,2807730000.0,1400140000.0,3026515000.0,900000000.0,654939000.0,858313000.0,1101506000.0,132560000.0,46254000.0,105683000.0,-4069000.0,58665000.0,35570000.0,746063000.0,10000000.0,,7974853000.0,5326320000.0,1223630000.0,478897000.0,5326320000.0,5326320000.0,2648533000.0,7974853000.0,5892910000.0,2169636000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,FY,,2011-04-30,2012-06-25 16:11:38+00:00,234916000.0,344410000.0,62588000.0,656590000.0,3629000.0,319845000.0,4425135000.0,,,62313000.0,50236000.0,2812746000.0,1524472000.0,2940010000.0,1304039000.0,863579000.0,867882000.0,1042823000.0,158511000.0,109165000.0,72623000.0,-3334000.0,66948000.0,44173000.0,866933000.0,0.0,,8324585000.0,5292363000.0,1636999000.0,482676000.0,5292363000.0,5292363000.0,3032222000.0,8324585000.0,5819704000.0,2549546000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q3,,2011-01-31,2011-03-11 17:12:59+00:00,174882000.0,289548000.0,,639285000.0,-10906000.0,549583000.0,4489697000.0,23782000.0,0.0,,,2808684000.0,1480352000.0,2955305000.0,1300000000.0,735275000.0,841067000.0,1104498000.0,,52273000.0,247875000.0,-3334000.0,64632000.0,168192000.0,887844000.0,0.0,38599000.0,8358748000.0,5363301000.0,1689060000.0,422757000.0,5363301000.0,5363301000.0,2995447000.0,8358748000.0,5828621000.0,2572690000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q2,,2010-10-31,2010-12-10 16:00:46+00:00,194194000.0,415826000.0,,612161000.0,-17787000.0,487463000.0,4622602000.0,32028000.0,0.0,,,2807418000.0,1453256000.0,2989374000.0,1300000000.0,822614000.0,841095000.0,1103991000.0,,48169000.0,282725000.0,-3334000.0,61277000.0,168431000.0,902528000.0,0.0,48086000.0,8553350000.0,5504009000.0,1854186000.0,476919000.0,5504009000.0,5504009000.0,3049341000.0,8553350000.0,5858069000.0,2572422000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q1,,2010-07-31,2010-09-09 16:33:56+00:00,183600000.0,305418000.0,,578027000.0,-19781000.0,522773000.0,4617652000.0,,,,,2806888000.0,1425219000.0,3007187000.0,1300000000.0,765927000.0,847192000.0,1104285000.0,,49435000.0,260636000.0,-3334000.0,57209000.0,165475000.0,800571000.0,10000000.0,57075000.0,8419104000.0,5395108000.0,1700628000.0,454236000.0,5395108000.0,5395108000.0,3023996000.0,8419104000.0,5871284000.0,2569760000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,FY,,2012-04-30,2013-06-21 08:34:19+00:00,274700000.0,347500000.0,62100000.0,757000000.0,-84000000.0,229700000.0,4288800000.0,,,83300000.0,52900000.0,3054600000.0,1853100000.0,3187000000.0,2020500000.0,961600000.0,1096100000.0,992700000.0,216400000.0,104700000.0,93900000.0,-2600000.0,134000000.0,105300000.0,961200000.0,50000000.0,,9115200000.0,5163400000.0,1643500000.0,616900000.0,5163400000.0,5163400000.0,3951800000.0,9115200000.0,6375600000.0,3334900000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q3,,2012-01-31,2012-03-09 17:00:03+00:00,232415000.0,364724000.0,54091000.0,757641000.0,-32726000.0,370428000.0,4400862000.0,,,,,3033531000.0,1821940000.0,3233960000.0,2071202000.0,990815000.0,1064299000.0,1029921000.0,,80026000.0,207829000.0,-2572000.0,98091000.0,256276000.0,1018576000.0,,,9235874000.0,5384140000.0,1805993000.0,494335000.0,5384140000.0,5384140000.0,3851734000.0,9235874000.0,6365582000.0,3357399000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q2,,2011-10-31,2011-12-09 16:42:58+00:00,260653000.0,462169000.0,97023000.0,729535000.0,-29851000.0,496288000.0,4418068000.0,,,,,2897981000.0,1677760000.0,3099067000.0,2071852000.0,1143951000.0,948225000.0,1031280000.0,,91299000.0,187245000.0,-2572000.0,76440000.0,204018000.0,977704000.0,,,9215420000.0,5363349000.0,2193707000.0,544921000.0,5363349000.0,5363349000.0,3852071000.0,9215420000.0,6073488000.0,3307150000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q1,,2011-07-31,2011-09-08 17:09:27+00:00,288082000.0,350293000.0,,699293000.0,-7538000.0,102475000.0,4435420000.0,,38375000.0,,,2903713000.0,1624980000.0,3132761000.0,1318489000.0,1213821000.0,925687000.0,1038319000.0,,73183000.0,242077000.0,-2572000.0,80090000.0,201727000.0,922944000.0,306700000.0,,8782023000.0,5348254000.0,1739772000.0,875234000.0,5348254000.0,5348254000.0,3433769000.0,8782023000.0,6116564000.0,2558535000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,FY,,2013-04-30,2014-06-23 16:24:12+00:00,285800000.0,313700000.0,57400000.0,842800000.0,-76600000.0,256400000.0,4151700000.0,,,69500000.0,55400000.0,3052900000.0,1985300000.0,3089400000.0,1967800000.0,945500000.0,1142500000.0,987200000.0,230100000.0,79600000.0,78700000.0,-1800000.0,151800000.0,101100000.0,1075500000.0,50000000.0,,9031800000.0,5148800000.0,1595200000.0,596800000.0,5148800000.0,5148800000.0,3883000000.0,9031800000.0,6294100000.0,3286200000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q3,,2013-01-31,2013-03-01 16:26:28+00:00,251584000.0,360205000.0,89829000.0,814014000.0,-74859000.0,438814000.0,4225834000.0,,,,,3053746000.0,1935629000.0,3114024000.0,2018508000.0,878156000.0,1121615000.0,999324000.0,,68770000.0,202050000.0,-1781000.0,149124000.0,312923000.0,1111042000.0,50000000.0,,9184454000.0,5260236000.0,1745945000.0,593463000.0,5260236000.0,5260236000.0,3924218000.0,9184454000.0,6316894000.0,3330755000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q2,,2012-10-31,2012-12-04 16:23:31+00:00,290054000.0,469367000.0,131233000.0,811829000.0,-80213000.0,203555000.0,4221500000.0,,,,,3053549000.0,1925275000.0,3138056000.0,2019196000.0,975427000.0,1113446000.0,996874000.0,,87713000.0,234779000.0,-1781000.0,147640000.0,313870000.0,1013241000.0,50000000.0,,9188753000.0,5152747000.0,1736062000.0,706066000.0,5152747000.0,5152747000.0,4036006000.0,9188753000.0,6339245000.0,3329940000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q1,,2012-07-31,2012-09-06 16:18:42+00:00,283201000.0,390924000.0,115040000.0,789981000.0,-84386000.0,311474000.0,4295789000.0,,,,,3053246000.0,1891017000.0,3162025000.0,2019875000.0,1019339000.0,1101036000.0,995391000.0,,78591000.0,262228000.0,-1781000.0,145475000.0,312922000.0,1013831000.0,50000000.0,,9262110000.0,5223453000.0,1800328000.0,710469000.0,5223453000.0,5223453000.0,4038657000.0,9262110000.0,6360746000.0,3328188000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,FY,,2014-04-30,2015-06-25 16:40:57+00:00,289200000.0,309400000.0,58500000.0,898000000.0,-51600000.0,153500000.0,3991200000.0,,,57300000.0,59000000.0,3098200000.0,2163600000.0,3024300000.0,1873100000.0,931000000.0,1265600000.0,1020700000.0,194200000.0,145200000.0,78600000.0,-1000000.0,133000000.0,56800000.0,1091000000.0,343200000.0,,9060200000.0,5029600000.0,1539100000.0,885800000.0,5029600000.0,5029600000.0,4030600000.0,9060200000.0,6255500000.0,3144800000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q3,,2014-01-31,2014-02-27 16:18:41+00:00,220200000.0,365200000.0,55300000.0,889200000.0,-94300000.0,168600000.0,4099100000.0,,,,,3096600000.0,2074500000.0,3048500000.0,1879400000.0,864800000.0,1185300000.0,1004400000.0,,109500000.0,182800000.0,-1000000.0,150500000.0,292100000.0,1201000000.0,150000000.0,,8989000000.0,5204800000.0,1508100000.0,608300000.0,5204800000.0,5204800000.0,3784200000.0,8989000000.0,6295600000.0,3175900000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q2,,2013-10-31,2013-11-27 07:57:15+00:00,261600000.0,464200000.0,71400000.0,893500000.0,-83000000.0,150500000.0,4118700000.0,,,,,3100700000.0,2056700000.0,3076200000.0,1883600000.0,1023700000.0,1163200000.0,999800000.0,,123900000.0,206000000.0,-1000000.0,143600000.0,298700000.0,1133200000.0,357000000.0,,9246000000.0,5167900000.0,1762300000.0,896000000.0,5167900000.0,5167900000.0,4078100000.0,9246000000.0,6320500000.0,3182100000.0,
