company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q1,,2013-07-31,2013-08-28 16:25:26+00:00,264800000.0,357300000.0,83100000.0,872600000.0,-79300000.0,157500000.0,4114600000.0,,,,,3051300000.0,2011800000.0,3064000000.0,1867100000.0,1059300000.0,1139200000.0,979800000.0,,55800000.0,220200000.0,-1000000.0,149500000.0,308800000.0,1040800000.0,235000000.0,,9033900000.0,5075100000.0,1629900000.0,803100000.0,5075100000.0,5075100000.0,3958800000.0,9033900000.0,6264800000.0,3155700000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,FY,,2015-04-30,2016-06-21 16:28:03+00:00,402800000.0,430100000.0,104900000.0,1020800000.0,-109800000.0,125600000.0,6037600000.0,,,100400000.0,76500000.0,6011600000.0,2699100000.0,6950300000.0,5944900000.0,1163600000.0,1678300000.0,2397000000.0,263500000.0,264600000.0,112000000.0,-100000.0,182200000.0,91400000.0,1159200000.0,226000000.0,,16806300000.0,7086900000.0,1983900000.0,1022600000.0,7086900000.0,7086900000.0,9719400000.0,16806300000.0,13144100000.0,8696800000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q3,,2015-01-31,2015-02-27 16:20:23+00:00,232300000.0,373900000.0,17400000.0,985900000.0,-109500000.0,111700000.0,4007800000.0,,,,,3134900000.0,2309200000.0,2973900000.0,1891800000.0,944200000.0,1323300000.0,1025600000.0,,85800000.0,172400000.0,-100000.0,147900000.0,243900000.0,1326000000.0,288000000.0,,9095600000.0,5224200000.0,1515600000.0,710100000.0,5224200000.0,5224200000.0,3871400000.0,9095600000.0,6256700000.0,3161300000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q2,,2014-10-31,2014-11-26 08:26:34+00:00,251300000.0,453200000.0,37200000.0,963300000.0,-74200000.0,105300000.0,4008300000.0,,,,,3142600000.0,2268300000.0,3003700000.0,1890800000.0,1065200000.0,1305000000.0,1028200000.0,,102100000.0,169700000.0,-100000.0,157700000.0,246700000.0,1231000000.0,545900000.0,,9334800000.0,5165000000.0,1725800000.0,1004100000.0,5165000000.0,5165000000.0,4169800000.0,9334800000.0,6304000000.0,3165700000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q1,,2014-07-31,2014-08-27 16:13:24+00:00,279400000.0,392500000.0,59900000.0,932300000.0,-56900000.0,149400000.0,4003700000.0,,,,,3098600000.0,2207000000.0,2999700000.0,1881100000.0,1084500000.0,1274700000.0,1019900000.0,,101800000.0,210000000.0,-100000.0,149000000.0,245500000.0,1137700000.0,470000000.0,,9250200000.0,5084400000.0,1728200000.0,1019300000.0,5084400000.0,5084400000.0,4165800000.0,9250200000.0,6247300000.0,3146500000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2016.0,FY,,2016-04-30,2017-06-19 16:09:55+00:00,459400000.0,450100000.0,112300000.0,1176600000.0,-148400000.0,109800000.0,5889200000.0,,,139600000.0,77900000.0,6091100000.0,2804300000.0,6494400000.0,5146000000.0,899400000.0,1627700000.0,2230300000.0,298200000.0,114100000.0,139800000.0,,197500000.0,88100000.0,1267700000.0,284000000.0,,15984100000.0,7008500000.0,1573400000.0,1213000000.0,7008500000.0,7008500000.0,8975600000.0,15984100000.0,12783000000.0,7762600000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2016.0,Q3,,2016-01-31,2016-03-03 08:12:32+00:00,371000000.0,503800000.0,145300000.0,1132800000.0,-146800000.0,140500000.0,6057300000.0,,,,,5944900000.0,2756700000.0,6715000000.0,5146300000.0,942000000.0,1623900000.0,2461800000.0,,212100000.0,351700000.0,0.0,199300000.0,341900000.0,1415000000.0,138000000.0,,16281500000.0,7325500000.0,1798400000.0,1006000000.0,7325500000.0,7325500000.0,8956000000.0,16281500000.0,12859200000.0,7950000000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2016.0,Q2,,2015-10-31,2015-12-04 16:19:58+00:00,341400000.0,605400000.0,140500000.0,1114800000.0,-128800000.0,139000000.0,6052100000.0,,,,,6001700000.0,2776300000.0,6839200000.0,5494500000.0,1051400000.0,1661500000.0,2477300000.0,,210200000.0,280800000.0,0.0,186400000.0,357100000.0,1309900000.0,370000000.0,,16694800000.0,7233200000.0,2006000000.0,1132700000.0,7233200000.0,7233200000.0,9461600000.0,16694800000.0,13027300000.0,8328900000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2016.0,Q1,,2015-07-31,2015-09-02 16:10:38+00:00,347100000.0,507900000.0,113500000.0,1069600000.0,-130900000.0,133600000.0,6046900000.0,,,,,6001400000.0,2726400000.0,6891700000.0,5694700000.0,1150800000.0,1656800000.0,2522200000.0,,233200000.0,295900000.0,0.0,183000000.0,352400000.0,1214000000.0,302600000.0,,16758400000.0,7130000000.0,2025500000.0,1059100000.0,7130000000.0,7130000000.0,9628400000.0,16758400000.0,13076100000.0,8569300000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2017.0,FY,,2017-04-30,2018-06-18 16:07:02+00:00,477200000.0,438700000.0,106000000.0,1364200000.0,-143400000.0,166800000.0,5753100000.0,,,88200000.0,85100000.0,6077100000.0,2981700000.0,6149900000.0,4445500000.0,905700000.0,1617500000.0,2167000000.0,256400000.0,130600000.0,123100000.0,,153400000.0,88000000.0,1240500000.0,953000000.0,,15639700000.0,6850200000.0,1641800000.0,1832600000.0,6850200000.0,6850200000.0,8789500000.0,15639700000.0,12380400000.0,6956900000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2017.0,Q3,,2017-01-31,2017-02-24 08:56:20+00:00,428500000.0,421400000.0,147600000.0,1326200000.0,-146400000.0,139600000.0,5907600000.0,,,,,6084700000.0,2900500000.0,6262000000.0,4945000000.0,995600000.0,1574300000.0,2246300000.0,,134300000.0,279100000.0,,199800000.0,381300000.0,1480700000.0,142000000.0,,15811700000.0,7241900000.0,1690900000.0,997200000.0,7241900000.0,7241900000.0,8569800000.0,15811700000.0,12546500000.0,7572600000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2017.0,Q2,,2016-10-31,2016-11-22 16:13:34+00:00,435800000.0,517800000.0,180000000.0,1274000000.0,-156100000.0,121800000.0,5902800000.0,,,,,6080000000.0,2860700000.0,6387300000.0,4945400000.0,1028400000.0,1586700000.0,2245000000.0,,137200000.0,284500000.0,,199000000.0,381400000.0,1433400000.0,406000000.0,,16058200000.0,7180100000.0,1805200000.0,1306300000.0,7180100000.0,7180100000.0,8878100000.0,16058200000.0,12666300000.0,7571800000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2017.0,Q1,,2016-07-31,2016-08-30 08:19:51+00:00,452000000.0,523000000.0,176300000.0,1225400000.0,-145900000.0,109600000.0,5898300000.0,,,,,6084600000.0,2823900000.0,6440500000.0,5045700000.0,1014600000.0,1598500000.0,2245100000.0,,93500000.0,354100000.0,,197500000.0,386700000.0,1343500000.0,306000000.0,,16061800000.0,7095900000.0,1740700000.0,1288400000.0,7095900000.0,7095900000.0,8965900000.0,16061800000.0,12722600000.0,7677500000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2018.0,FY,,2018-04-30,2019-06-17 16:07:13+00:00,512100000.0,385600000.0,101600000.0,1527200000.0,-116700000.0,192600000.0,5768600000.0,,,79800000.0,88600000.0,5942200000.0,3256300000.0,5916500000.0,4688000000.0,854400000.0,1729100000.0,1377200000.0,206000000.0,122400000.0,107700000.0,,158400000.0,105100000.0,2239200000.0,144000000.0,,15301200000.0,7891100000.0,1555000000.0,1033800000.0,7891100000.0,7891100000.0,7410100000.0,15301200000.0,12017100000.0,6376300000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2018.0,Q3,,2018-01-31,2018-02-23 08:20:24+00:00,471200000.0,422700000.0,117300000.0,1496100000.0,-91100000.0,186200000.0,5768600000.0,,,,,5949400000.0,3129800000.0,5970800000.0,4688500000.0,909100000.0,1633700000.0,1380600000.0,,91900000.0,247400000.0,,165400000.0,366000000.0,2126700000.0,254000000.0,,15329200000.0,7804200000.0,1609900000.0,1089900000.0,7804200000.0,7804200000.0,7525000000.0,15329200000.0,12085600000.0,6435100000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2018.0,Q2,,2017-10-31,2017-11-22 07:41:59+00:00,507400000.0,481600000.0,138200000.0,1462000000.0,-113700000.0,180300000.0,5766200000.0,,,,,6086500000.0,3077700000.0,6051100000.0,4294100000.0,1011700000.0,1615700000.0,2172200000.0,,112200000.0,245400000.0,,162900000.0,344900000.0,1383800000.0,963500000.0,,15702000000.0,7036300000.0,1785800000.0,1854500000.0,7036300000.0,7036300000.0,8665700000.0,15702000000.0,12300500000.0,6811200000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2018.0,Q1,,2017-07-31,2017-08-31 16:11:06+00:00,477600000.0,433700000.0,162400000.0,1416900000.0,-106700000.0,183200000.0,5760800000.0,,,,,6092100000.0,3012600000.0,6104300000.0,4444800000.0,981300000.0,1595700000.0,2170100000.0,,93900000.0,327700000.0,,157400000.0,343900000.0,1277800000.0,783200000.0,,15641600000.0,6931900000.0,1692100000.0,1750900000.0,6931900000.0,6931900000.0,8709700000.0,15641600000.0,12353800000.0,6958800000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2019.0,FY,,2019-04-30,2020-06-19 16:12:34+00:00,591000000.0,503800000.0,142700000.0,1619700000.0,-181800000.0,101300000.0,5784700000.0,,,85000000.0,96700000.0,6310900000.0,3532100000.0,6718800000.0,4686300000.0,910300000.0,1912400000.0,1398600000.0,204100000.0,109800000.0,201600000.0,,144000000.0,110300000.0,2367600000.0,1224500000.0,,16711300000.0,7970500000.0,1625200000.0,2341500000.0,7970500000.0,7970500000.0,8740800000.0,16711300000.0,13173700000.0,6399300000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2019.0,Q3,,2019-01-31,2019-02-26 16:09:02+00:00,519600000.0,502600000.0,117100000.0,1575000000.0,-153300000.0,206500000.0,5782300000.0,,,,,6438900000.0,3422900000.0,6759000000.0,5285800000.0,924700000.0,1847900000.0,1449600000.0,,92400000.0,376400000.0,,155600000.0,354200000.0,2392600000.0,803300000.0,,16927600000.0,8021600000.0,1726200000.0,1816400000.0,8021600000.0,8021600000.0,8906000000.0,16927600000.0,13353500000.0,7089600000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2019.0,Q2,,2018-10-31,2018-11-28 16:14:51+00:00,552400000.0,561900000.0,119200000.0,1524300000.0,-116400000.0,171200000.0,5778800000.0,,,,,6474700000.0,3343000000.0,6925500000.0,5885100000.0,966200000.0,1818700000.0,1525300000.0,,87900000.0,372900000.0,,168100000.0,299300000.0,2367600000.0,390000000.0,,17174200000.0,8030000000.0,1787200000.0,1434500000.0,8030000000.0,8030000000.0,9144200000.0,17174200000.0,13568300000.0,7709700000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2019.0,Q1,,2018-07-31,2018-08-27 16:19:22+00:00,532100000.0,504200000.0,141600000.0,1568400000.0,-118800000.0,192000000.0,5774000000.0,,,,,6621900000.0,3396300000.0,7095100000.0,6184900000.0,1017400000.0,1827900000.0,1550200000.0,,92200000.0,340300000.0,,162300000.0,303100000.0,2275600000.0,530000000.0,,17513000000.0,7930800000.0,1805800000.0,1544000000.0,7930800000.0,7930800000.0,9582200000.0,17513000000.0,13879300000.0,8038200000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2020.0,FY,,2020-04-30,2020-06-19 16:12:34+00:00,782000000.0,551400000.0,167500000.0,1768900000.0,-379000000.0,391100000.0,5823100000.0,,,99800000.0,100300000.0,6304500000.0,3738300000.0,6429000000.0,5373300000.0,895300000.0,1969400000.0,1351600000.0,249300000.0,134900000.0,189500000.0,,294800000.0,218200000.0,2746800000.0,248000000.0,,16970400000.0,8190900000.0,1972700000.0,1587100000.0,8190900000.0,8190900000.0,8779500000.0,16970400000.0,13028300000.0,7192400000.0,0.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2020.0,Q3,,2020-01-31,2020-02-27 07:46:31+00:00,575000000.0,477300000.0,198700000.0,1734100000.0,-266300000.0,74400000.0,5816200000.0,,,,,6312800000.0,3645800000.0,6491400000.0,4583300000.0,958800000.0,1911700000.0,1364200000.0,,92200000.0,493900000.0,,317600000.0,440900000.0,2620500000.0,809800000.0,,16636200000.0,8170400000.0,1602700000.0,2077400000.0,8170400000.0,8170400000.0,8465800000.0,16636200000.0,13121800000.0,6388400000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2020.0,Q2,,2019-10-31,2019-11-22 16:18:19+00:00,521800000.0,522400000.0,214200000.0,1687100000.0,-248400000.0,48800000.0,5810700000.0,,,,,6313600000.0,3602600000.0,6602700000.0,4584500000.0,1013300000.0,1915500000.0,1377600000.0,,74700000.0,446700000.0,,300000000.0,423500000.0,2533000000.0,1127400000.0,,16791000000.0,8095300000.0,1659200000.0,2310100000.0,8095300000.0,8095300000.0,8695700000.0,16791000000.0,13216300000.0,6385600000.0,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2020.0,Q1,,2019-07-31,2019-08-27 16:11:09+00:00,503100000.0,473700000.0,205300000.0,1648600000.0,-216700000.0,48800000.0,5802500000.0,,,,,6313300000.0,3557800000.0,6661100000.0,4685300000.0,1013300000.0,1909200000.0,1387200000.0,,77700000.0,487500000.0,,294500000.0,420600000.0,2421900000.0,1094900000.0,,16791600000.0,8007700000.0,1613500000.0,2290800000.0,8007700000.0,8007700000.0,8783900000.0,16791600000.0,13268900000.0,6493100000.0,
