company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q3TTM,2010-02-01,2011-01-31,,,73911000.0,154944000.0,19554000.0,3979000.0,-167673000.0,405102000.0,-26996000.0,-149245000.0,596284000.0,-26996000.0,-149245000.0,596284000.0,424022000.0,505208000.0,505208000.0,29894000.0,10072000.0,-5000.0,-184703000.0,-75637000.0,-135452000.0,-10000000.0,-247467000.0,37100000.0,5195000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q3,2010-11-01,2011-01-31,,,18515000.0,43652000.0,,1821000.0,156516000.0,2517000.0,-279528000.0,-35007000.0,374834000.0,-279528000.0,-35007000.0,374834000.0,62120000.0,131995000.0,131995000.0,24156000.0,7869000.0,-110000.0,-47732000.0,-18600000.0,-49060000.0,,-242182000.0,28100000.0,4663000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q3YTD,2010-05-01,2011-01-31,2012-03-09 17:00:03+00:00,0.0,55513000.0,121738000.0,0.0,1832000.0,-197979000.0,404993000.0,14568000.0,-144767000.0,394380000.0,14568000.0,-144767000.0,394380000.0,266013000.0,384602000.0,384602000.0,30506000.0,9969000.0,-99000.0,-143065000.0,-75637000.0,-111133000.0,-10000000.0,-247329000.0,37100000.0,5002000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q2TTM,2009-11-01,2010-10-31,,,73966000.0,139033000.0,19554000.0,3206000.0,-198609000.0,404022000.0,-333192000.0,-137471000.0,545212000.0,-333192000.0,-137471000.0,545212000.0,77755000.0,508692000.0,508692000.0,22130000.0,6841000.0,91000.0,-178564000.0,-57037000.0,-109623000.0,-560000000.0,-5491000.0,9000000.0,544000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q2,2010-08-01,2010-10-31,,,18501000.0,39273000.0,,828000.0,-168299000.0,263000.0,-56815000.0,-26107000.0,46784000.0,-56815000.0,-26107000.0,46784000.0,-35310000.0,149726000.0,149726000.0,7583000.0,775000.0,-29000.0,-47739000.0,,-35127000.0,-10000000.0,-114000.0,9000000.0,49000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q2YTD,2010-05-01,2010-10-31,2011-12-09 16:42:58+00:00,0.0,36998000.0,78086000.0,0.0,11000.0,-354495000.0,402476000.0,294096000.0,-109760000.0,19546000.0,294096000.0,-109760000.0,19546000.0,203893000.0,252607000.0,252607000.0,6350000.0,2100000.0,11000.0,-95333000.0,-57037000.0,-62073000.0,-10000000.0,-5147000.0,9000000.0,339000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q1TTM,2009-08-01,2010-07-31,,,73777000.0,125637000.0,19554000.0,2254000.0,-8379000.0,403332000.0,-318272000.0,-163069000.0,712088000.0,-318272000.0,-163069000.0,712088000.0,233001000.0,498956000.0,498956000.0,22097000.0,6536000.0,-538000.0,-172411000.0,-57037000.0,-136658000.0,-550000000.0,-5729000.0,11115000.0,495000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q1,2010-05-01,2010-07-31,2011-09-08 17:09:27+00:00,0.0,18497000.0,38813000.0,,-817000.0,-186196000.0,402213000.0,350911000.0,-83653000.0,-27238000.0,350911000.0,-83653000.0,-27238000.0,239203000.0,102881000.0,102881000.0,-1233000.0,1325000.0,40000.0,-47594000.0,-57037000.0,-26946000.0,,-5033000.0,0.0,290000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q4,2012-02-01,2012-04-30,,-30845000.0,25275000.0,43395000.0,32000.0,1794000.0,77784000.0,40000.0,-277853000.0,-126285000.0,261661000.0,-277853000.0,-126285000.0,261661000.0,-140683000.0,104086000.0,104086000.0,11121000.0,1081000.0,-19379000.0,-54311000.0,,-77309000.0,615000.0,-225278000.0,,1216000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,FY,2011-05-01,2012-04-30,2014-06-23 16:24:12+00:00,-773200000.0,88100000.0,158900000.0,9300000.0,-4700000.0,-42500000.0,748600000.0,219600000.0,-1035900000.0,730900000.0,219600000.0,-1035900000.0,730900000.0,-90100000.0,459700000.0,459700000.0,66700000.0,2800000.0,-20400000.0,-213700000.0,,-274200000.0,-2300000.0,-315800000.0,18600000.0,4000000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q3TTM,2011-02-01,2012-01-31,,-742355000.0,81112000.0,159567000.0,9268000.0,-426000.0,-302805000.0,751767000.0,312485000.0,-957748000.0,466459000.0,312485000.0,-957748000.0,466459000.0,-179230000.0,450512000.0,450512000.0,78073000.0,6250000.0,-1022000.0,-210324000.0,37000.0,-265858000.0,-2915000.0,-232293000.0,38600000.0,3582000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q3,2011-11-01,2012-01-31,,-379509000.0,22031000.0,36582000.0,,-475000.0,224323000.0,,-97107000.0,-437583000.0,409305000.0,-97107000.0,-437583000.0,409305000.0,-125860000.0,116844000.0,116844000.0,9525000.0,1201000.0,1229000.0,-54564000.0,,-61184000.0,2186000.0,-45930000.0,,1881000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q3YTD,2011-05-01,2012-01-31,2013-03-01 16:26:28+00:00,-742355000.0,62825000.0,115505000.0,9268000.0,-6494000.0,-120284000.0,748560000.0,497453000.0,-909615000.0,469239000.0,497453000.0,-909615000.0,469239000.0,50583000.0,355614000.0,355614000.0,55579000.0,1719000.0,-1021000.0,-159389000.0,,-196891000.0,-2915000.0,-90522000.0,18600000.0,2784000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q2TTM,2010-11-01,2011-10-31,,-362846000.0,77596000.0,166637000.0,9268000.0,1870000.0,-370612000.0,754284000.0,130064000.0,-555172000.0,431988000.0,130064000.0,-555172000.0,431988000.0,8750000.0,465663000.0,465663000.0,92704000.0,12918000.0,-2361000.0,-203492000.0,-18563000.0,-253734000.0,-5101000.0,-428545000.0,66700000.0,6364000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q2,2011-08-01,2011-10-31,,,20559000.0,40939000.0,9268000.0,-4721000.0,-108961000.0,439326000.0,340628000.0,-60266000.0,118172000.0,340628000.0,-60266000.0,118172000.0,393813000.0,127247000.0,127247000.0,38388000.0,276000.0,-2232000.0,-54666000.0,,-68075000.0,-5101000.0,-39207000.0,,773000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q2YTD,2011-05-01,2011-10-31,2012-12-04 16:23:31+00:00,-362846000.0,40794000.0,78923000.0,9268000.0,-6019000.0,-344607000.0,748560000.0,594560000.0,-472032000.0,59934000.0,594560000.0,-472032000.0,59934000.0,176443000.0,238770000.0,238770000.0,46054000.0,518000.0,-2250000.0,-104825000.0,,-135707000.0,-5101000.0,-44592000.0,18600000.0,903000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q1TTM,2010-08-01,2011-07-31,,-362846000.0,75538000.0,164971000.0,,7419000.0,-429950000.0,315221000.0,-267379000.0,-521013000.0,360600000.0,-267379000.0,-521013000.0,360600000.0,-420373000.0,488142000.0,488142000.0,61899000.0,13417000.0,-158000.0,-196565000.0,-18563000.0,-220786000.0,-10000000.0,-389452000.0,75700000.0,5640000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q1,2011-05-01,2011-07-31,2012-09-06 16:18:42+00:00,-362846000.0,20235000.0,37984000.0,,-1298000.0,-235646000.0,309234000.0,253932000.0,-411766000.0,-58238000.0,253932000.0,-411766000.0,-58238000.0,-217370000.0,111523000.0,111523000.0,7666000.0,242000.0,-18000.0,-50159000.0,,-67632000.0,,-5385000.0,18600000.0,130000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q4,2013-02-01,2013-04-30,,,24200000.0,39100000.0,,-1400000.0,-27700000.0,,-293800000.0,-59400000.0,172200000.0,-293800000.0,-59400000.0,172200000.0,-182400000.0,130300000.0,130300000.0,6300000.0,300000.0,400000.0,-56300000.0,,-60000000.0,-49100000.0,-188700000.0,,200000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,FY,2012-05-01,2013-04-30,2015-06-25 16:40:57+00:00,0.0,96800000.0,154100000.0,,-2500000.0,35200000.0,0.0,-641000000.0,-185600000.0,855800000.0,-641000000.0,-185600000.0,855800000.0,26700000.0,544200000.0,544200000.0,25500000.0,2200000.0,17600000.0,-222800000.0,,-206500000.0,-56200000.0,-364200000.0,0.0,3300000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q3YTD,2012-05-01,2013-01-31,2014-02-27 16:18:41+00:00,,72600000.0,115000000.0,0.0,-1100000.0,62900000.0,,-347200000.0,-126200000.0,683600000.0,-347200000.0,-126200000.0,683600000.0,209100000.0,413900000.0,413900000.0,19200000.0,1900000.0,17200000.0,-166500000.0,,-146500000.0,-7100000.0,-175500000.0,,3100000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q3TTM,2012-02-01,2013-01-31,,-30845000.0,97875000.0,158395000.0,32000.0,694000.0,140684000.0,40000.0,-625053000.0,-252485000.0,945261000.0,-625053000.0,-252485000.0,945261000.0,68417000.0,517986000.0,517986000.0,30321000.0,2981000.0,-2179000.0,-220811000.0,,-223809000.0,-6485000.0,-400778000.0,,4316000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q3,2012-11-01,2013-01-31,,,24200000.0,37200000.0,,300000.0,102400000.0,,-54900000.0,-34200000.0,324000000.0,-54900000.0,-34200000.0,324000000.0,235200000.0,154200000.0,154200000.0,6000000.0,1100000.0,11300000.0,-56300000.0,,-48000000.0,500000.0,-200000.0,,2500000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q2YTD,2012-05-01,2012-10-31,2013-11-27 07:57:15+00:00,,48400000.0,77800000.0,0.0,-1400000.0,-39500000.0,,-292300000.0,-92000000.0,359600000.0,-292300000.0,-92000000.0,359600000.0,-26100000.0,259700000.0,259700000.0,13200000.0,800000.0,5900000.0,-110200000.0,,-98500000.0,-7600000.0,-175300000.0,,600000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q2TTM,2011-11-01,2012-10-31,,-410354000.0,95706000.0,157777000.0,32000.0,-81000.0,262607000.0,40000.0,-667260000.0,-655868000.0,1030566000.0,-667260000.0,-655868000.0,1030566000.0,-292643000.0,480630000.0,480630000.0,33846000.0,3082000.0,-12250000.0,-219075000.0,,-236993000.0,-4799000.0,-446508000.0,,3697000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q2,2012-08-01,2012-10-31,,,24200000.0,38100000.0,,600000.0,-36100000.0,,-227700000.0,-63700000.0,182900000.0,-227700000.0,-63700000.0,182900000.0,-107900000.0,148800000.0,148800000.0,7900000.0,600000.0,-11800000.0,-57400000.0,,-52200000.0,200000.0,-171100000.0,,300000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q1,2012-05-01,2012-07-31,2013-08-28 16:25:26+00:00,,24200000.0,39700000.0,,-2000000.0,-3400000.0,0.0,-64600000.0,-28300000.0,176700000.0,-64600000.0,-28300000.0,176700000.0,81800000.0,110900000.0,110900000.0,5300000.0,200000.0,17700000.0,-52800000.0,,-46300000.0,-7800000.0,-4200000.0,,300000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2013.0,Q1TTM,2011-08-01,2012-07-31,,-410354000.0,92065000.0,160616000.0,9300000.0,-5402000.0,189746000.0,439366000.0,-98932000.0,-652434000.0,965838000.0,-98932000.0,-652434000.0,965838000.0,209070000.0,459077000.0,459077000.0,64334000.0,2758000.0,-2682000.0,-216341000.0,,-252868000.0,-10100000.0,-314615000.0,,4170000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,FY,2013-05-01,2014-04-30,2016-06-21 16:28:03+00:00,-101800000.0,98900000.0,157500000.0,0.0,-13100000.0,12400000.0,248400000.0,-575500000.0,-370300000.0,856000000.0,-575500000.0,-370300000.0,856000000.0,-102900000.0,565200000.0,565200000.0,22000000.0,,-9700000.0,-238000000.0,,-279500000.0,-77400000.0,-508500000.0,10000000.0,10700000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q4,2014-02-01,2014-04-30,,,24800000.0,40300000.0,,1400000.0,81000000.0,248400000.0,-170300000.0,-113100000.0,266900000.0,-170300000.0,-113100000.0,266900000.0,-15100000.0,118500000.0,118500000.0,2300000.0,-400000.0,-1400000.0,-60600000.0,,-130600000.0,-76200000.0,-281500000.0,10000000.0,8900000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q3TTM,2013-02-01,2014-01-31,,-101800000.0,98300000.0,156300000.0,,-15900000.0,-96300000.0,,-699000000.0,-316600000.0,761300000.0,-699000000.0,-316600000.0,761300000.0,-270200000.0,577000000.0,577000000.0,26000000.0,700000.0,-7900000.0,-233700000.0,,-208900000.0,-50300000.0,-415700000.0,,2000000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q3,2013-11-01,2014-01-31,,200000.0,24900000.0,40100000.0,,-9400000.0,183000000.0,-207000000.0,-329300000.0,-64300000.0,421100000.0,-329300000.0,-64300000.0,421100000.0,18100000.0,166700000.0,166700000.0,6400000.0,100000.0,600000.0,-61000000.0,,-65500000.0,100000.0,-61500000.0,,400000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q3YTD,2013-05-01,2014-01-31,2015-02-27 16:20:23+00:00,-101800000.0,74100000.0,117200000.0,,-14500000.0,-68600000.0,0.0,-405200000.0,-257200000.0,589100000.0,-405200000.0,-257200000.0,589100000.0,-87800000.0,446700000.0,446700000.0,19700000.0,400000.0,-8300000.0,-177400000.0,,-148900000.0,-1200000.0,-227000000.0,,1800000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q2TTM,2012-11-01,2013-10-31,,-102000000.0,97600000.0,153400000.0,,-6200000.0,-176900000.0,207000000.0,-424600000.0,-286500000.0,664200000.0,-424600000.0,-286500000.0,664200000.0,-53100000.0,564500000.0,564500000.0,25600000.0,1700000.0,2800000.0,-229000000.0,,-191400000.0,-49900000.0,-354400000.0,,4100000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q2,2013-08-01,2013-10-31,,-102000000.0,24700000.0,39500000.0,,-2000000.0,-139200000.0,121900000.0,59700000.0,-150600000.0,85900000.0,59700000.0,-150600000.0,85900000.0,-7000000.0,153400000.0,153400000.0,7500000.0,200000.0,-1800000.0,-61000000.0,,-47100000.0,-1300000.0,-100000.0,,300000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q2YTD,2013-05-01,2013-10-31,2014-11-26 08:26:34+00:00,-102000000.0,49200000.0,77100000.0,,-5100000.0,-251600000.0,207000000.0,-75900000.0,-192900000.0,168000000.0,-75900000.0,-192900000.0,168000000.0,-105900000.0,280000000.0,280000000.0,13300000.0,300000.0,-8900000.0,-116400000.0,,-83400000.0,-1300000.0,-165500000.0,,1400000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q1TTM,2012-08-01,2013-07-31,,,97100000.0,152000000.0,,-3600000.0,-73800000.0,85100000.0,-712000000.0,-199600000.0,761200000.0,-712000000.0,-199600000.0,761200000.0,-154000000.0,559900000.0,559900000.0,26000000.0,2100000.0,-7200000.0,-225400000.0,,-196500000.0,-48400000.0,-525400000.0,,4100000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2014.0,Q1,2013-05-01,2013-07-31,2014-08-27 16:13:24+00:00,,24500000.0,37600000.0,,-3100000.0,-112400000.0,85100000.0,-135600000.0,-42300000.0,82100000.0,-135600000.0,-42300000.0,82100000.0,-98900000.0,126600000.0,126600000.0,5800000.0,100000.0,-7100000.0,-55400000.0,,-36300000.0,0.0,-165400000.0,,1100000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,FY,2014-05-01,2015-04-30,2017-06-19 16:09:55+00:00,-1320500000.0,109700000.0,157500000.0,0.0,-28600000.0,-108500000.0,5382500000.0,857300000.0,-1595700000.0,739100000.0,857300000.0,-1595700000.0,739100000.0,-27900000.0,344900000.0,344900000.0,235500000.0,,-30100000.0,-254000000.0,,-247700000.0,-4246900000.0,-24300000.0,,2600000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q4,2015-02-01,2015-04-30,,-1240000000.0,34400000.0,43400000.0,,-6600000.0,77600000.0,5356600000.0,1135700000.0,-1342700000.0,227500000.0,1135700000.0,-1342700000.0,227500000.0,13900000.0,-90300000.0,-90300000.0,162400000.0,,-18100000.0,-65000000.0,,-85600000.0,-4146900000.0,-9000000.0,,1000000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q3YTD,2014-05-01,2015-01-31,2016-03-03 08:12:32+00:00,-80500000.0,75300000.0,114100000.0,0.0,-22000000.0,-186100000.0,25900000.0,-278400000.0,-253000000.0,511600000.0,-278400000.0,-253000000.0,511600000.0,-41800000.0,435200000.0,435200000.0,73100000.0,,-12000000.0,-189000000.0,,-162100000.0,-100000000.0,-15300000.0,,1600000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q3TTM,2014-02-01,2015-01-31,,-80500000.0,100100000.0,154400000.0,,-20600000.0,-105100000.0,274300000.0,-448700000.0,-366100000.0,778500000.0,-448700000.0,-366100000.0,778500000.0,-56900000.0,553700000.0,553700000.0,75400000.0,-400000.0,-13400000.0,-249600000.0,,-292700000.0,-176200000.0,-296800000.0,10000000.0,10500000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q3,2014-11-01,2015-01-31,,-200000.0,25200000.0,37900000.0,,-12300000.0,144500000.0,-281000000.0,-350100000.0,-58900000.0,427700000.0,-350100000.0,-58900000.0,427700000.0,6400000.0,160900000.0,160900000.0,59200000.0,,-10700000.0,-65100000.0,,-48400000.0,,-4000000.0,,400000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q2TTM,2013-11-01,2014-10-31,,-80100000.0,99800000.0,156600000.0,,-17700000.0,-66600000.0,348300000.0,-427900000.0,-371500000.0,771900000.0,-427900000.0,-371500000.0,771900000.0,-45200000.0,559500000.0,559500000.0,22600000.0,-300000.0,-2100000.0,-245500000.0,,-309800000.0,-176100000.0,-354300000.0,10000000.0,10500000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q2,2014-08-01,2014-10-31,,-80300000.0,25200000.0,37900000.0,,-5900000.0,-136000000.0,77500000.0,11800000.0,-142000000.0,92000000.0,11800000.0,-142000000.0,92000000.0,-44100000.0,158300000.0,158300000.0,6600000.0,,3000000.0,-65000000.0,,-64700000.0,,-700000.0,,
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q2YTD,2014-05-01,2014-10-31,2015-12-04 16:19:58+00:00,-80300000.0,50100000.0,76200000.0,,-9700000.0,-330600000.0,306900000.0,71700000.0,-194100000.0,83900000.0,71700000.0,-194100000.0,83900000.0,-48200000.0,274300000.0,274300000.0,13900000.0,,-1300000.0,-123900000.0,,-113700000.0,-100000000.0,-11300000.0,,1200000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q1TTM,2013-08-01,2014-07-31,,-101800000.0,99300000.0,158200000.0,,-13800000.0,-69800000.0,392700000.0,-380000000.0,-380100000.0,765800000.0,-380000000.0,-380100000.0,765800000.0,-8100000.0,554600000.0,554600000.0,23500000.0,-100000.0,-6900000.0,-241500000.0,,-292200000.0,-177400000.0,-353700000.0,10000000.0,10800000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2015.0,Q1,2014-05-01,2014-07-31,2015-09-02 16:10:38+00:00,0.0,24900000.0,38300000.0,,-3800000.0,-194600000.0,229400000.0,59900000.0,-52100000.0,-8100000.0,59900000.0,-52100000.0,-8100000.0,-4100000.0,116000000.0,116000000.0,7300000.0,,-4300000.0,-58900000.0,,-49000000.0,-100000000.0,-10600000.0,,1200000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2016.0,FY,2015-05-01,2016-04-30,2018-06-18 16:07:02+00:00,-16000000.0,208400000.0,221700000.0,201600000.0,400000.0,329500000.0,58800000.0,-1498900000.0,21700000.0,1461000000.0,-1498900000.0,21700000.0,1461000000.0,-15800000.0,688700000.0,688700000.0,12700000.0,,33500000.0,-316600000.0,,-201400000.0,-800000000.0,-441100000.0,,4000000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2016.0,Q4,2016-02-01,2016-04-30,,,50200000.0,56200000.0,,9300000.0,30000000.0,58200000.0,-367200000.0,-9000000.0,336200000.0,-367200000.0,-9000000.0,336200000.0,-30700000.0,191000000.0,191000000.0,8800000.0,,27800000.0,-80100000.0,,-40600000.0,88000000.0,-433300000.0,,3800000.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2016.0,Q3YTD,2015-05-01,2016-01-31,2017-02-24 08:56:20+00:00,-16000000.0,158200000.0,165500000.0,201600000.0,-8900000.0,299500000.0,600000.0,-1131700000.0,30700000.0,1124800000.0,-1131700000.0,30700000.0,1124800000.0,14900000.0,497700000.0,497700000.0,3900000.0,,5700000.0,-236500000.0,,-160800000.0,-888000000.0,-7800000.0,,200000.0
