company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2009.0,FY,2008-05-01,2009-04-30,2011-06-28 16:18:21+00:00,38823000.0,3.11,3.11,6.31,3.11,1491000.0,130112000.0,265953000.0,265953000.0,265953000.0,2506504000.0,3757933000.0,-725000.0,2380000.0,82895000.0,673565000.0,2506504000.0,1251429000.0,62478000.0,6993000.0,799154000.0,452275000.0,-56210000.0,396065000.0,3757933000.0,85448592.0,85448592.0,85448592.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2010.0,Q4,2010-02-01,2010-04-30,,18398000.0,1.0,1.0,0.4,1.0,1851000.0,46750000.0,120606000.0,120606000.0,120606000.0,638972000.0,1069079000.0,14061000.0,6577000.0,6237000.0,229648000.0,638972000.0,430107000.0,14527000.0,426000.0,262711000.0,167396000.0,-40000.0,167356000.0,1069079000.0,118951434.0,118951434.0,118951434.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2010.0,FY,2009-05-01,2010-04-30,2012-06-25 16:11:38+00:00,73657000.0,4.15,4.15,1.45,4.15,11658000.0,236615000.0,494138000.0,494138000.0,494138000.0,2818599000.0,4605289000.0,15845000.0,10319000.0,35533000.0,878221000.0,2818599000.0,1786690000.0,65187000.0,2793000.0,1009388000.0,777302000.0,-46549000.0,730753000.0,4605289000.0,118951434.0,118951434.0,118951434.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2010.0,Q3YTD,2009-05-01,2010-01-31,,55259000.0,3.15,3.15,1.05,3.15,9807000.0,189865000.0,373532000.0,373532000.0,373532000.0,2179627000.0,3536210000.0,1784000.0,3742000.0,29296000.0,648573000.0,2179627000.0,1356583000.0,50660000.0,2367000.0,746677000.0,609906000.0,-46509000.0,563397000.0,3536210000.0,119069183.0,119069183.0,119069183.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2010.0,Q3,2009-11-01,2010-01-31,2011-03-11 17:12:59+00:00,18570000.0,1.14,1.14,0.35,1.14,9807000.0,61682000.0,135479000.0,135479000.0,135479000.0,747635000.0,1205939000.0,1221000.0,978000.0,4672000.0,214411000.0,747635000.0,458304000.0,14236000.0,310000.0,248438000.0,209866000.0,-12705000.0,197161000.0,1205939000.0,119069183.0,119069183.0,119069183.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2010.0,Q2YTD,2009-05-01,2009-10-31,,36689000.0,2.01,2.01,0.7,2.01,,128183000.0,238053000.0,238053000.0,238053000.0,1431992000.0,2330271000.0,563000.0,2764000.0,24624000.0,434162000.0,1431992000.0,898279000.0,36424000.0,2057000.0,498239000.0,400040000.0,-33804000.0,366236000.0,2330271000.0,118956181.0,118956181.0,118956181.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2010.0,Q2,2009-08-01,2009-10-31,2010-12-10 16:00:46+00:00,18312000.0,1.18,1.18,0.35,1.18,,75012000.0,139990000.0,139990000.0,139990000.0,786495000.0,1278745000.0,583000.0,1599000.0,8148000.0,232985000.0,786495000.0,492250000.0,17473000.0,686000.0,261044000.0,231206000.0,-16204000.0,215002000.0,1278745000.0,118956181.0,118956181.0,118956181.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2010.0,Q1,2009-05-01,2009-07-31,2010-09-09 16:33:56+00:00,18377000.0,0.83,0.83,0.35,0.83,,53171000.0,98063000.0,98063000.0,98063000.0,645497000.0,1051526000.0,-20000.0,1165000.0,16476000.0,201177000.0,645497000.0,406029000.0,18951000.0,1371000.0,237195000.0,168834000.0,-17600000.0,151234000.0,1051526000.0,118664653.0,118664653.0,118664653.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q4,2011-02-01,2011-04-30,,18287000.0,0.83,0.83,0.44,0.83,445000.0,55042000.0,94898000.0,94898000.0,94898000.0,766143000.0,1187124000.0,-487000.0,-2641000.0,16062000.0,222693000.0,766143000.0,420981000.0,13924000.0,-1784000.0,254846000.0,166135000.0,-16195000.0,149940000.0,1187124000.0,118165751.0,118165751.0,118165751.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,FY,2010-05-01,2011-04-30,2013-06-21 08:34:19+00:00,73800000.0,4.06,4.06,1.68,4.05,17600000.0,237700000.0,479500000.0,479500000.0,479500000.0,3027200000.0,4825700000.0,0.0,600000.0,59100000.0,863100000.0,3027200000.0,1798500000.0,67100000.0,,1014200000.0,784300000.0,-67100000.0,717200000.0,4825700000.0,118165751.0,118165751.0,118165751.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q3YTD,2010-05-01,2011-01-31,,55513000.0,3.23,3.23,1.24,3.22,17155000.0,182658000.0,384602000.0,384602000.0,384602000.0,2261057000.0,3638576000.0,487000.0,3241000.0,43038000.0,640407000.0,2261057000.0,1377519000.0,53176000.0,1784000.0,759354000.0,618165000.0,-50905000.0,567260000.0,3638576000.0,118331034.0,118331034.0,118331034.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q3TTM,2010-02-01,2011-01-31,,73911000.0,4.23,4.23,1.64,4.22,19006000.0,229408000.0,505208000.0,505208000.0,505208000.0,2900029000.0,4707655000.0,14548000.0,9818000.0,49275000.0,870055000.0,2900029000.0,1807626000.0,67703000.0,2210000.0,1022065000.0,785561000.0,-50945000.0,734616000.0,4707655000.0,118331034.0,118331034.0,118331034.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q3,2010-11-01,2011-01-31,2012-03-09 17:00:03+00:00,18515000.0,1.12,1.12,0.44,1.11,17155000.0,63784000.0,131995000.0,131995000.0,131995000.0,837937000.0,1312351000.0,170000.0,297000.0,11160000.0,214325000.0,837937000.0,474414000.0,18132000.0,779000.0,261452000.0,212962000.0,-17183000.0,195779000.0,1312351000.0,118331034.0,118331034.0,118331034.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q2YTD,2010-05-01,2010-10-31,,36998000.0,2.11,2.11,0.8,2.11,,118874000.0,252607000.0,252607000.0,252607000.0,1423120000.0,2326225000.0,317000.0,2944000.0,31878000.0,426082000.0,1423120000.0,903105000.0,35044000.0,1005000.0,497902000.0,405203000.0,-33722000.0,371481000.0,2326225000.0,119512001.0,119512001.0,119512001.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q2TTM,2009-11-01,2010-10-31,,73966000.0,4.25,4.25,1.55,4.25,11658000.0,227306000.0,508692000.0,508692000.0,508692000.0,2809727000.0,4601243000.0,15599000.0,10499000.0,42787000.0,870141000.0,2809727000.0,1791516000.0,63807000.0,1741000.0,1009051000.0,782465000.0,-46467000.0,735998000.0,4601243000.0,119512001.0,119512001.0,119512001.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q2,2010-08-01,2010-10-31,2011-12-09 16:42:58+00:00,18501000.0,1.25,1.25,0.4,1.25,,72001000.0,149726000.0,149726000.0,149726000.0,784243000.0,1278913000.0,-376000.0,2194000.0,11118000.0,222821000.0,784243000.0,494670000.0,18505000.0,572000.0,254634000.0,240036000.0,-18309000.0,221727000.0,1278913000.0,119512001.0,119512001.0,119512001.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q1TTM,2009-08-01,2010-07-31,,73777000.0,4.18,4.18,1.5,4.18,11658000.0,230317000.0,498956000.0,498956000.0,498956000.0,2811979000.0,4601075000.0,16558000.0,9904000.0,39817000.0,880305000.0,2811979000.0,1789096000.0,62775000.0,1855000.0,1015461000.0,773635000.0,-44362000.0,729273000.0,4601075000.0,119300926.0,119300926.0,119300926.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2011.0,Q1,2010-05-01,2010-07-31,2011-09-08 17:09:27+00:00,18497000.0,0.86,0.86,0.4,0.86,,46873000.0,102881000.0,102881000.0,102881000.0,638877000.0,1047312000.0,693000.0,750000.0,20760000.0,203261000.0,638877000.0,408435000.0,16539000.0,433000.0,243268000.0,165167000.0,-15413000.0,149754000.0,1047312000.0,119300926.0,119300926.0,119300926.0
J M Smucker Co,SJM,5493000WDH6A0LHDJD55,91419,2012.0,Q4,2012-02-01,2012-04-30,,25275000.0,0.93,0.93,0.48,0.93,4600000.0,59852000.0,104086000.0,104086000.0,104086000.0,905609000.0,1355371000.0,12029000.0,9758000.0,21269000.0,214530000.0,905609000.0,449762000.0,21331000.0,-1090000.0,275432000.0,174330000.0,-10392000.0,163938000.0,1355371000.0,113200000.0,113200000.0,113200000.0
