company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:21:35+00:00,26000000.0,2.67,2.67,0.9,271000000.0,2.57,183000000.0,543000000.0,533000000.0,-1000000.0,542000000.0,1000000.0,1860000000.0,5999000000.0,11000000.0,-44000000.0,2532000000.0,53000000.0,416000000.0,1860000000.0,4139000000.0,147000000.0,66000000.0,3298000000.0,841000000.0,-125000000.0,716000000.0,5999000000.0,203000000.0,203000000.0,211000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2008.0,FY,2008-01-01,2008-12-31,2011-03-11 16:24:30+00:00,32000000.0,1.81,1.81,0.9,281000000.0,1.77,72000000.0,329000000.0,249000000.0,75000000.0,329000000.0,0.0,2042000000.0,5754000000.0,5000000.0,-98000000.0,2271000000.0,141000000.0,377000000.0,2042000000.0,3712000000.0,207000000.0,16000000.0,3102000000.0,610000000.0,-289000000.0,321000000.0,5754000000.0,181800000.0,181000000.0,185000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2008.0,Q3,2008-07-01,2008-09-30,2009-10-30 08:03:48+00:00,10000000.0,0.63,0.63,,73000000.0,0.62,38000000.0,114000000.0,114000000.0,0.0,113000000.0,1000000.0,516000000.0,1535000000.0,,-12000000.0,592000000.0,22000000.0,113000000.0,516000000.0,1019000000.0,48000000.0,3000000.0,810000000.0,209000000.0,-57000000.0,152000000.0,1535000000.0,179400000.0,180000000.0,183000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 16:23:12+00:00,9000000.0,0.57,0.57,,72000000.0,0.56,42000000.0,106000000.0,108000000.0,-2000000.0,105000000.0,1000000.0,541000000.0,1573000000.0,,1000000.0,613000000.0,1000000.0,138000000.0,541000000.0,1032000000.0,55000000.0,5000000.0,833000000.0,199000000.0,-49000000.0,150000000.0,1573000000.0,184200000.0,184000000.0,188000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 21:52:40+00:00,35000000.0,0.41,0.41,0.2,274000000.0,0.41,-293000000.0,71000000.0,-3000000.0,74000000.0,73000000.0,-2000000.0,1931000000.0,4696000000.0,,-91000000.0,1737000000.0,379000000.0,314000000.0,1931000000.0,2765000000.0,227000000.0,-4000000.0,2739000000.0,26000000.0,-322000000.0,-296000000.0,4696000000.0,178000000.0,180000000.0,180000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q3,2009-07-01,2009-09-30,2010-10-28 15:40:38+00:00,11000000.0,0.22,0.22,,69000000.0,0.22,-36000000.0,40000000.0,36000000.0,4000000.0,40000000.0,0.0,479000000.0,1156000000.0,,-23000000.0,425000000.0,2000000.0,84000000.0,479000000.0,677000000.0,60000000.0,-3000000.0,591000000.0,86000000.0,-86000000.0,,1156000000.0,181800000.0,180000000.0,185000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q2,2009-04-01,2009-06-30,2010-07-28 21:18:54+00:00,7000000.0,0.75,0.75,,69000000.0,0.74,-112000000.0,134000000.0,140000000.0,-7000000.0,134000000.0,0.0,489000000.0,1167000000.0,1000000.0,-21000000.0,420000000.0,5000000.0,78000000.0,489000000.0,678000000.0,53000000.0,3000000.0,579000000.0,99000000.0,-71000000.0,28000000.0,1167000000.0,178700000.0,180000000.0,183000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2010.0,Q4,2010-10-01,2010-12-31,,9000000.0,1.85,1.85,0.3,56000000.0,1.77,-5000000.0,339000000.0,206000000.0,132000000.0,339000000.0,,536000000.0,1340000000.0,1000000.0,-4000000.0,470000000.0,-73000000.0,86000000.0,536000000.0,804000000.0,56000000.0,5000000.0,548000000.0,256000000.0,-55000000.0,201000000.0,1340000000.0,182800000.0,183000000.0,190000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 17:19:02+00:00,33000000.0,2.61,2.61,0.3,252000000.0,2.51,27000000.0,475000000.0,308000000.0,167000000.0,477000000.0,-2000000.0,2117000000.0,5071000000.0,,-39000000.0,1800000000.0,-75000000.0,344000000.0,2117000000.0,2954000000.0,236000000.0,10000000.0,2354000000.0,600000000.0,-265000000.0,335000000.0,5071000000.0,182800000.0,183000000.0,190000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2010.0,Q3YTD,2010-01-01,2010-09-30,,24000000.0,0.76,0.76,,196000000.0,0.74,32000000.0,136000000.0,102000000.0,35000000.0,138000000.0,-2000000.0,1581000000.0,3731000000.0,-1000000.0,-35000000.0,1330000000.0,-2000000.0,258000000.0,1581000000.0,2150000000.0,180000000.0,5000000.0,1806000000.0,344000000.0,-210000000.0,134000000.0,3731000000.0,200000000.0,183000000.0,183000000.0
