company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:21:35+00:00,-74000000.0,-77000000.0,128000000.0,164000000.0,306000000.0,,11000000.0,342000000.0,1741000000.0,-712000000.0,-215000000.0,882000000.0,-712000000.0,-215000000.0,884000000.0,-32000000.0,543000000.0,542000000.0,1000000.0,-231000000.0,236000000.0,135000000.0,-90000000.0,-49000000.0,-384000000.0,-812000000.0,-1787000000.0,157000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2008.0,Q4,2008-10-01,2008-12-31,,,-15000000.0,-32000000.0,54000000.0,81000000.0,,13000000.0,-66000000.0,9000000.0,-60000000.0,141000000.0,176000000.0,-60000000.0,141000000.0,176000000.0,270000000.0,78000000.0,-46000000.0,124000000.0,222000000.0,1000000.0,300000000.0,,-38000000.0,-139000000.0,-70000000.0,,18000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2008.0,FY,2008-01-01,2008-12-31,2011-03-11 16:24:30+00:00,0.0,-78000000.0,58000000.0,170000000.0,323000000.0,,7000000.0,-79000000.0,986000000.0,-243000000.0,-172000000.0,646000000.0,-243000000.0,-172000000.0,646000000.0,238000000.0,329000000.0,254000000.0,75000000.0,226000000.0,136000000.0,298000000.0,-172000000.0,-38000000.0,-476000000.0,-600000000.0,-593000000.0,44000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2008.0,Q3,2008-07-01,2008-09-30,,,-21000000.0,25000000.0,21000000.0,83000000.0,,-15000000.0,57000000.0,,-105000000.0,-102000000.0,226000000.0,-105000000.0,-102000000.0,226000000.0,4000000.0,114000000.0,114000000.0,,-7000000.0,,11000000.0,,,-121000000.0,29000000.0,-134000000.0,8000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 08:03:48+00:00,,-63000000.0,90000000.0,116000000.0,242000000.0,,-6000000.0,-13000000.0,977000000.0,-183000000.0,-313000000.0,470000000.0,-183000000.0,-313000000.0,470000000.0,-32000000.0,251000000.0,300000000.0,-49000000.0,4000000.0,135000000.0,-2000000.0,-172000000.0,,-337000000.0,-530000000.0,-593000000.0,26000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 16:23:12+00:00,,-42000000.0,65000000.0,95000000.0,159000000.0,,9000000.0,-70000000.0,977000000.0,-78000000.0,-211000000.0,244000000.0,-78000000.0,-211000000.0,244000000.0,-36000000.0,137000000.0,186000000.0,-49000000.0,11000000.0,135000000.0,-13000000.0,-172000000.0,,-216000000.0,-559000000.0,-459000000.0,18000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 21:52:40+00:00,,-72000000.0,12000000.0,214000000.0,317000000.0,310000000.0,4000000.0,-73000000.0,953000000.0,-993000000.0,116000000.0,571000000.0,-993000000.0,116000000.0,571000000.0,-302000000.0,71000000.0,71000000.0,,328000000.0,2000000.0,-30000000.0,-165000000.0,-5000000.0,-196000000.0,-1783000000.0,0.0,37000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q4,2009-10-01,2009-12-31,,,-11000000.0,21000000.0,98000000.0,79000000.0,310000000.0,,20000000.0,244000000.0,-402000000.0,152000000.0,224000000.0,-402000000.0,152000000.0,224000000.0,-26000000.0,-107000000.0,-111000000.0,4000000.0,247000000.0,1000000.0,-114000000.0,,-4000000.0,-52000000.0,-647000000.0,,12000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q3TTM,2008-10-01,2009-09-30,,,-76000000.0,-41000000.0,170000000.0,319000000.0,,17000000.0,-159000000.0,718000000.0,-651000000.0,105000000.0,523000000.0,-651000000.0,105000000.0,523000000.0,-6000000.0,256000000.0,136000000.0,120000000.0,303000000.0,2000000.0,384000000.0,-165000000.0,-39000000.0,-283000000.0,-1206000000.0,,43000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q3,2009-07-01,2009-09-30,,,-21000000.0,6000000.0,28000000.0,82000000.0,,1000000.0,11000000.0,227000000.0,-149000000.0,59000000.0,123000000.0,-149000000.0,59000000.0,123000000.0,34000000.0,40000000.0,36000000.0,4000000.0,15000000.0,1000000.0,87000000.0,-1000000.0,-1000000.0,-32000000.0,-376000000.0,,5000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 15:40:38+00:00,0.0,-61000000.0,-9000000.0,116000000.0,238000000.0,,4000000.0,-93000000.0,709000000.0,-591000000.0,-36000000.0,347000000.0,-591000000.0,-36000000.0,347000000.0,-276000000.0,178000000.0,182000000.0,-4000000.0,81000000.0,1000000.0,84000000.0,-165000000.0,-1000000.0,-144000000.0,-1136000000.0,,25000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q2TTM,2008-07-01,2009-06-30,,,-76000000.0,-22000000.0,163000000.0,320000000.0,,1000000.0,-113000000.0,491000000.0,-607000000.0,-56000000.0,626000000.0,-607000000.0,-56000000.0,626000000.0,-36000000.0,330000000.0,214000000.0,116000000.0,281000000.0,1000000.0,308000000.0,-164000000.0,-38000000.0,-372000000.0,-801000000.0,-134000000.0,46000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-28 21:18:54+00:00,0.0,-40000000.0,-15000000.0,88000000.0,156000000.0,,3000000.0,-104000000.0,482000000.0,-442000000.0,-95000000.0,224000000.0,-442000000.0,-95000000.0,224000000.0,-310000000.0,138000000.0,146000000.0,-8000000.0,66000000.0,0.0,-3000000.0,-164000000.0,,-112000000.0,-760000000.0,,20000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2010.0,Q4,2010-10-01,2010-12-31,,,-8000000.0,-215000000.0,86000000.0,65000000.0,148000000.0,-2000000.0,148000000.0,,-1000000.0,-62000000.0,461000000.0,-1000000.0,-62000000.0,461000000.0,396000000.0,339000000.0,207000000.0,132000000.0,49000000.0,105000000.0,-146000000.0,-56000000.0,-7000000.0,-108000000.0,-50000000.0,,51000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 17:19:02+00:00,-18000000.0,-68000000.0,-171000000.0,244000000.0,285000000.0,148000000.0,-1000000.0,91000000.0,283000000.0,-26000000.0,-71000000.0,764000000.0,-26000000.0,-71000000.0,764000000.0,666000000.0,475000000.0,307000000.0,168000000.0,149000000.0,169000000.0,7000000.0,-93000000.0,-32000000.0,-227000000.0,-385000000.0,,51000000.0
