company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2008.0,FY,,2008-12-31,2010-02-25 17:21:35+00:00,171000000.0,552000000.0,1274000000.0,-391000000.0,389000000.0,,495000000.0,,391000000.0,346000000.0,2161000000.0,3502000000.0,372000000.0,986000000.0,3347000000.0,23000000.0,639000000.0,26000000.0,,,,,682000000.0,1843000000.0,336000000.0,,143000000.0,96000000.0,1517000000.0,506000000.0,9703000000.0,1621000000.0,2166000000.0,2688000000.0,1621000000.0,1644000000.0,8059000000.0,9703000000.0,4190000000.0,5371000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,FY,,2009-12-31,2011-03-11 16:24:30+00:00,139000000.0,445000000.0,1212000000.0,-283000000.0,87000000.0,,554000000.0,,368000000.0,303000000.0,2063000000.0,2955000000.0,368000000.0,783000000.0,3350000000.0,21000000.0,982000000.0,31000000.0,0.0,0.0,,,438000000.0,1903000000.0,71000000.0,,127000000.0,47000000.0,1553000000.0,5000000.0,8761000000.0,1824000000.0,1489000000.0,2027000000.0,1824000000.0,1845000000.0,6916000000.0,8761000000.0,3922000000.0,4889000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q3,,2009-09-30,2009-10-30 08:03:48+00:00,130000000.0,466000000.0,1164000000.0,-307000000.0,113000000.0,,530000000.0,,360000000.0,310000000.0,2190000000.0,3357000000.0,335000000.0,1048000000.0,3475000000.0,21000000.0,753000000.0,29000000.0,,,,,641000000.0,1977000000.0,82000000.0,,136000000.0,35000000.0,1698000000.0,5000000.0,9274000000.0,1921000000.0,1798000000.0,1969000000.0,1921000000.0,1942000000.0,7332000000.0,9274000000.0,4001000000.0,5363000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2009.0,Q2,,2009-06-30,2009-08-06 16:23:12+00:00,142000000.0,476000000.0,1092000000.0,-357000000.0,79000000.0,0.0,510000000.0,,394000000.0,286000000.0,2237000000.0,3422000000.0,345000000.0,1035000000.0,3593000000.0,22000000.0,734000000.0,27000000.0,,,,,615000000.0,1779000000.0,0.0,,149000000.0,41000000.0,1657000000.0,330000000.0,9304000000.0,1810000000.0,1780000000.0,2244000000.0,1810000000.0,1832000000.0,7472000000.0,9304000000.0,3931000000.0,5228000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2010.0,FY,,2010-12-31,2012-02-17 21:52:40+00:00,138000000.0,513000000.0,1104000000.0,-283000000.0,753000000.0,0.0,807000000.0,315000000.0,377000000.0,410000000.0,2067000000.0,3215000000.0,312000000.0,802000000.0,3323000000.0,15000000.0,664000000.0,24000000.0,408000000.0,59000000.0,,,381000000.0,1886000000.0,,,126000000.0,53000000.0,1947000000.0,136000000.0,9776000000.0,2471000000.0,2621000000.0,2165000000.0,2471000000.0,2486000000.0,7290000000.0,9776000000.0,3832000000.0,5125000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2010.0,Q3,,2010-09-30,2010-10-28 15:40:38+00:00,148000000.0,508000000.0,1183000000.0,-290000000.0,357000000.0,,684000000.0,,323000000.0,387000000.0,2067000000.0,3251000000.0,314000000.0,778000000.0,3262000000.0,16000000.0,988000000.0,33000000.0,439000000.0,60000000.0,,,409000000.0,1861000000.0,0.0,,159000000.0,61000000.0,1665000000.0,141000000.0,9402000000.0,2059000000.0,1923000000.0,2182000000.0,2059000000.0,2075000000.0,7327000000.0,9402000000.0,4217000000.0,5145000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2010.0,Q2,,2010-06-30,2010-07-28 21:18:54+00:00,142000000.0,521000000.0,1118000000.0,-385000000.0,90000000.0,,649000000.0,,317000000.0,326000000.0,2064000000.0,3239000000.0,308000000.0,749000000.0,3312000000.0,16000000.0,971000000.0,30000000.0,346000000.0,49000000.0,,,493000000.0,1875000000.0,0.0,,146000000.0,64000000.0,1671000000.0,115000000.0,9113000000.0,1935000000.0,1619000000.0,2018000000.0,1935000000.0,1951000000.0,7162000000.0,9113000000.0,4182000000.0,5144000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2011.0,FY,,2011-12-31,2013-02-21 17:19:02+00:00,144000000.0,569000000.0,1177000000.0,-348000000.0,454000000.0,0.0,965000000.0,278000000.0,163000000.0,375000000.0,2053000000.0,2596000000.0,259000000.0,812000000.0,3232000000.0,1000000.0,639000000.0,46000000.0,446000000.0,64000000.0,,,355000000.0,1971000000.0,42000000.0,,125000000.0,232000000.0,2337000000.0,133000000.0,9560000000.0,2954000000.0,2534000000.0,1992000000.0,2954000000.0,2955000000.0,6605000000.0,9560000000.0,3794000000.0,4613000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2011.0,Q3,,2011-09-30,2011-10-28 14:29:22+00:00,125000000.0,561000000.0,1251000000.0,-319000000.0,987000000.0,0.0,927000000.0,,151000000.0,345000000.0,2055000000.0,2470000000.0,256000000.0,857000000.0,3234000000.0,1000000.0,801000000.0,52000000.0,325000000.0,54000000.0,,,478000000.0,1950000000.0,0.0,,179000000.0,150000000.0,2269000000.0,715000000.0,9937000000.0,2877000000.0,2788000000.0,2587000000.0,2877000000.0,2878000000.0,7059000000.0,9937000000.0,3915000000.0,4472000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2011.0,Q2,,2011-06-30,2011-07-28 16:07:50+00:00,140000000.0,584000000.0,1226000000.0,-207000000.0,999000000.0,,903000000.0,,302000000.0,341000000.0,2047000000.0,2489000000.0,294000000.0,848000000.0,3129000000.0,1000000.0,988000000.0,30000000.0,351000000.0,56000000.0,,,440000000.0,1935000000.0,0.0,,185000000.0,78000000.0,2106000000.0,733000000.0,9999000000.0,2802000000.0,2750000000.0,2742000000.0,2802000000.0,2803000000.0,7196000000.0,9999000000.0,4120000000.0,4454000000.0
Starwood Hotels & Resorts Worldwide Inc,HOT,G9NTPG5SQ5TCKT3TNP18,316206,2011.0,Q1,,2011-03-31,2011-04-29 16:51:15+00:00,140000000.0,558000000.0,1185000000.0,-232000000.0,675000000.0,,863000000.0,,354000000.0,314000000.0,2068000000.0,3178000000.0,291000000.0,819000000.0,3273000000.0,14000000.0,988000000.0,29000000.0,381000000.0,58000000.0,,,399000000.0,1905000000.0,100000000.0,,176000000.0,73000000.0,1975000000.0,134000000.0,9859000000.0,2606000000.0,2359000000.0,2127000000.0,2606000000.0,2620000000.0,7239000000.0,9859000000.0,4227000000.0,5112000000.0
