company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 10:34:38+00:00,-324000000.0,703000000.0,57000000.0,214000000.0,0.0,122000000.0,-944000000.0,,47000000.0,150000000.0,-575000000.0,1188000000.0,,,,150000000.0,-575000000.0,1188000000.0,885000000.0,1353000000.0,1353000000.0,565000000.0,114000000.0,1000000.0,,0.0,-252000000.0,-11000000.0,
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 15:06:50+00:00,-3008000000.0,1261000000.0,76000000.0,402000000.0,801000000.0,-46000000.0,-969000000.0,,2731000000.0,-74000000.0,-2473000000.0,2294000000.0,,,,-74000000.0,-2473000000.0,2294000000.0,-299000000.0,1968000000.0,1968000000.0,893000000.0,115000000.0,113000000.0,,,-379000000.0,-2920000000.0,
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2008.0,Q4,2008-10-01,2008-12-31,,-20000000.0,340000000.0,24000000.0,118000000.0,,-34000000.0,-312000000.0,,3000000.0,-642000000.0,-134000000.0,588000000.0,,,,-642000000.0,-134000000.0,588000000.0,-222000000.0,590000000.0,590000000.0,192000000.0,-6000000.0,1000000.0,,,-115000000.0,-639000000.0,
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2008.0,Q3,2008-07-01,2008-09-30,,-43000000.0,545000000.0,22000000.0,116000000.0,17000000.0,-25000000.0,-324000000.0,,151000000.0,-194000000.0,-130000000.0,462300000.0,,,,-194000000.0,-130000000.0,462300000.0,113300000.0,553000000.0,553000000.0,117300000.0,8000000.0,,,,-104000000.0,-353000000.0,
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 11:28:40+00:00,-2988000000.0,921000000.0,52000000.0,284000000.0,801000000.0,-12000000.0,-657000000.0,,2728000000.0,568000000.0,-2339000000.0,1706000000.0,,,,568000000.0,-2339000000.0,1706000000.0,-77000000.0,1378000000.0,1378000000.0,701000000.0,121000000.0,112000000.0,,,-264000000.0,-2281000000.0,
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 19:49:20+00:00,-2945000000.0,376000000.0,30000000.0,168000000.0,784000000.0,13000000.0,-333000000.0,,2577000000.0,762000000.0,-2209000000.0,1243700000.0,,,,762000000.0,-2209000000.0,1243700000.0,-190300000.0,825000000.0,825000000.0,583700000.0,113000000.0,112000000.0,,,-160000000.0,-1928000000.0,
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q4,2009-10-01,2009-12-31,,-181000000.0,326000000.0,19000000.0,126000000.0,-251000000.0,3000000.0,71000000.0,,-3000000.0,-466000000.0,-233000000.0,126000000.0,,,,-466000000.0,-233000000.0,126000000.0,-570000000.0,391000000.0,391000000.0,-462000000.0,9000000.0,263000000.0,,-460000000.0,-64000000.0,-12000000.0,
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 13:26:07+00:00,-573000000.0,929000000.0,56000000.0,490000000.0,,27000000.0,997000000.0,,7000000.0,-491000000.0,-552000000.0,2095000000.0,,,,-491000000.0,-552000000.0,2095000000.0,1079000000.0,1473000000.0,1473000000.0,-865000000.0,9000000.0,271000000.0,,-460000000.0,-250000000.0,-47000000.0,
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q3TTM,2008-10-01,2009-09-30,,-412000000.0,943000000.0,61000000.0,482000000.0,251000000.0,-10000000.0,614000000.0,,13000000.0,-667000000.0,-453000000.0,2557000000.0,,,,-667000000.0,-453000000.0,2557000000.0,1427000000.0,1672000000.0,1672000000.0,-211000000.0,-6000000.0,9000000.0,,,-301000000.0,-674000000.0,
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q3,2009-07-01,2009-09-30,,-3000000.0,194000000.0,10000000.0,126000000.0,251000000.0,9000000.0,706000000.0,,9000000.0,8000000.0,205000000.0,684000000.0,,,,8000000.0,205000000.0,684000000.0,906000000.0,387000000.0,387000000.0,-535000000.0,,,,,-43000000.0,-1000000.0,
