company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2008.0,FY,,2008-12-31,2010-02-26 10:34:38+00:00,852000000.0,3754000000.0,2376000000.0,-161000000.0,1543000000.0,,7993000000.0,2161000000.0,271000000.0,230000000.0,5225000000.0,4300000000.0,870000000.0,421000000.0,3806000000.0,1677000000.0,96000000.0,126000000.0,2134000000.0,,,,73000000.0,128000000.0,283000000.0,4796000000.0,4000000.0,21479000000.0,12628000000.0,9657000000.0,5623000000.0,12628000000.0,12724000000.0,8755000000.0,21479000000.0,10145000000.0,3132000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,FY,,2009-12-31,2011-02-23 15:06:50+00:00,584000000.0,2927000000.0,2267000000.0,90000000.0,2622000000.0,,8218000000.0,1090000000.0,290000000.0,566000000.0,5489000000.0,4052000000.0,876000000.0,393000000.0,3490000000.0,1836000000.0,115000000.0,92000000.0,1751000000.0,,,,72000000.0,163000000.0,269000000.0,5805000000.0,7000000.0,21532000000.0,14113000000.0,9598000000.0,4514000000.0,14113000000.0,14228000000.0,7304000000.0,21532000000.0,10098000000.0,2790000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q3,,2009-09-30,2009-11-06 11:28:40+00:00,510000000.0,2816000000.0,2454000000.0,92000000.0,3192000000.0,,8207000000.0,1615000000.0,227000000.0,401000000.0,5405000000.0,4103000000.0,875000000.0,389000000.0,3767000000.0,1753000000.0,109000000.0,189000000.0,2098000000.0,,,,116000000.0,121000000.0,405000000.0,5871000000.0,9000000.0,22362000000.0,14170000000.0,10407000000.0,4989000000.0,14170000000.0,14279000000.0,8083000000.0,22362000000.0,10202000000.0,3094000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q2,,2009-06-30,2009-08-07 19:49:20+00:00,760000000.0,3193000000.0,2082000000.0,0.0,2286000000.0,,8031000000.0,2081000000.0,215000000.0,236000000.0,5466000000.0,4134000000.0,873000000.0,387000000.0,3825000000.0,1758000000.0,88000000.0,195000000.0,2150000000.0,,,,89000000.0,144000000.0,391000000.0,5486000000.0,8000000.0,21939000000.0,13517000000.0,9910000000.0,5167000000.0,13517000000.0,13605000000.0,8334000000.0,21939000000.0,10271000000.0,3167000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2010.0,FY,,2010-12-31,2012-02-23 13:26:07+00:00,628000000.0,3240000000.0,2105000000.0,91000000.0,3333000000.0,0.0,8357000000.0,511000000.0,316000000.0,919000000.0,5790000000.0,4103000000.0,514000000.0,386000000.0,3388000000.0,1840000000.0,114000000.0,341000000.0,1885000000.0,,,,55000000.0,253000000.0,258000000.0,7300000000.0,373000000.0,23050000000.0,15748000000.0,10535000000.0,4536000000.0,15748000000.0,15862000000.0,7188000000.0,23050000000.0,10675000000.0,2652000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2010.0,Q3,,2010-09-30,2010-11-05 11:36:47+00:00,585000000.0,3177000000.0,2289000000.0,109000000.0,3070000000.0,,8271000000.0,293000000.0,232000000.0,351000000.0,5525000000.0,3877000000.0,516000000.0,365000000.0,3562000000.0,1808000000.0,118000000.0,269000000.0,2197000000.0,,,,61000000.0,242000000.0,285000000.0,6906000000.0,354000000.0,22231000000.0,15286000000.0,10326000000.0,3872000000.0,15286000000.0,15404000000.0,6827000000.0,22231000000.0,10097000000.0,2955000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2010.0,Q2,,2010-06-30,2010-08-06 11:47:02+00:00,598000000.0,3189000000.0,2300000000.0,-67000000.0,2688000000.0,,8251000000.0,454000000.0,230000000.0,233000000.0,5532000000.0,3928000000.0,519000000.0,358000000.0,3443000000.0,1792000000.0,109000000.0,169000000.0,2091000000.0,,,,43000000.0,264000000.0,276000000.0,6544000000.0,352000000.0,21648000000.0,14728000000.0,9826000000.0,3937000000.0,14728000000.0,14837000000.0,6811000000.0,21648000000.0,10030000000.0,2874000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2010.0,Q1,,2010-03-31,2010-05-07 15:44:13+00:00,538000000.0,3029000000.0,2245000000.0,50000000.0,2608000000.0,,8232000000.0,681000000.0,228000000.0,124000000.0,5544000000.0,3987000000.0,724000000.0,390000000.0,3423000000.0,1810000000.0,113000000.0,131000000.0,2166000000.0,,,,59000000.0,252000000.0,257000000.0,6185000000.0,156000000.0,21466000000.0,14467000000.0,9545000000.0,3744000000.0,14467000000.0,14580000000.0,6886000000.0,21466000000.0,10111000000.0,3142000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2011.0,FY,,2011-12-31,2013-02-22 11:24:42+00:00,901000000.0,3884000000.0,2376000000.0,-23000000.0,3535000000.0,0.0,8539000000.0,865000000.0,336000000.0,923000000.0,6151000000.0,4073000000.0,159000000.0,391000000.0,4030000000.0,2445000000.0,109000000.0,267000000.0,1852000000.0,,,,78000000.0,360000000.0,325000000.0,9103000000.0,351000000.0,25515000000.0,17619000000.0,12110000000.0,5416000000.0,17619000000.0,17728000000.0,7787000000.0,25515000000.0,10960000000.0,2371000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2011.0,Q3,,2011-09-30,2011-11-04 13:41:31+00:00,802000000.0,3640000000.0,2154000000.0,37000000.0,3870000000.0,0.0,8517000000.0,1117000000.0,282000000.0,669000000.0,5942000000.0,3995000000.0,510000000.0,371000000.0,3907000000.0,1967000000.0,105000000.0,194000000.0,1776000000.0,,,,37000000.0,275000000.0,339000000.0,8580000000.0,2000000.0,24544000000.0,17134000000.0,12038000000.0,4744000000.0,17134000000.0,17239000000.0,7305000000.0,24544000000.0,10539000000.0,2561000000.0
