company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 10:34:38+00:00,3.77,3.77,,3.76,0.0,676000000.0,1353000000.0,1353000000.0,,1337000000.0,16000000.0,6959000000.0,9789000000.0,-18000000.0,,786000000.0,6959000000.0,2830000000.0,50000000.0,53000000.0,786000000.0,2044000000.0,-15000000.0,2029000000.0,9789000000.0,354600000.0,354000000.0,355000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 15:06:50+00:00,4.91,4.91,,4.9,,993000000.0,1968000000.0,1968000000.0,,1952000000.0,16000000.0,9359000000.0,13431000000.0,23000000.0,,1154000000.0,9359000000.0,4072000000.0,67000000.0,87000000.0,1154000000.0,2918000000.0,43000000.0,2961000000.0,13431000000.0,397600000.0,397000000.0,399000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 11:28:40+00:00,,1.32,,1.31,0.0,264000000.0,553000000.0,553000000.0,,548000000.0,5000000.0,2511000000.0,3611000000.0,15000000.0,,310000000.0,2511000000.0,1100000000.0,19000000.0,31000000.0,310000000.0,790000000.0,27000000.0,817000000.0,3611000000.0,,416000000.0,418000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 19:49:20+00:00,,1.05,,1.04,0.0,255000000.0,425000000.0,425000000.0,,421000000.0,4000000.0,2344000000.0,3325000000.0,-14000000.0,,290000000.0,2344000000.0,981000000.0,24000000.0,27000000.0,290000000.0,691000000.0,-11000000.0,680000000.0,3325000000.0,,402000000.0,404000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q4,2009-10-01,2009-12-31,,0.95,0.95,1.11,0.95,,184000000.0,391000000.0,391000000.0,,394000000.0,-3000000.0,2155000000.0,3134000000.0,-23000000.0,,371000000.0,2155000000.0,979000000.0,13000000.0,3000000.0,371000000.0,608000000.0,-33000000.0,575000000.0,3134000000.0,416100000.0,416000000.0,417000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 13:26:07+00:00,3.53,3.53,1.1,3.52,147000000.0,735000000.0,1473000000.0,1473000000.0,,1469000000.0,4000000.0,8928000000.0,12712000000.0,-110000000.0,,1322000000.0,8928000000.0,3784000000.0,53000000.0,56000000.0,1469000000.0,2315000000.0,-107000000.0,2208000000.0,12712000000.0,416100000.0,416000000.0,417000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.58,2.58,,2.58,147000000.0,551000000.0,1082000000.0,1082000000.0,,1075000000.0,7000000.0,6773000000.0,9578000000.0,-87000000.0,,951000000.0,6773000000.0,2805000000.0,40000000.0,53000000.0,1098000000.0,1707000000.0,-74000000.0,1633000000.0,9578000000.0,414000000.0,416000000.0,418000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 11:36:47+00:00,0.93,0.93,,0.92,,192000000.0,387000000.0,387000000.0,,385000000.0,2000000.0,2196000000.0,3087000000.0,-13000000.0,,290000000.0,2196000000.0,891000000.0,14000000.0,5000000.0,290000000.0,601000000.0,-22000000.0,579000000.0,3087000000.0,414000000.0,416000000.0,418000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.66,1.66,,1.66,147000000.0,359000000.0,695000000.0,695000000.0,,690000000.0,5000000.0,4577000000.0,6491000000.0,-74000000.0,,661000000.0,4577000000.0,1914000000.0,26000000.0,48000000.0,808000000.0,1106000000.0,-52000000.0,1054000000.0,6491000000.0,415100000.0,416000000.0,418000000.0
National Oilwell Varco Inc,NOV,549300EHF3IW1AR6U008,1021860,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 11:47:02+00:00,0.53,0.53,,0.53,147000000.0,131000000.0,222000000.0,222000000.0,,220000000.0,2000000.0,2135000000.0,3010000000.0,-38000000.0,,342000000.0,2135000000.0,875000000.0,13000000.0,18000000.0,489000000.0,386000000.0,-33000000.0,353000000.0,3010000000.0,415100000.0,416000000.0,418000000.0
