company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,restructuringcharge,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Duke Realty Corp,DRE,,783280,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:28:01+00:00,-0.07,-0.07,,80577000.0,-0.07,,,56167000.0,2648000.0,-7479000.0,10127000.0,-15264000.0,-451000.0,-56167000.0,46407000.0,,-203000.0,,,,211918000.0,151753000.0,113641000.0,-2069000.0,18363000.0,0.0,56167000.0,276668000.0,325559000.0,-7479000.0,269392000.0,218100000.0,224153000.0,224153000.0
Duke Realty Corp,DRE,,783280,2011.0,Q4,2011-10-01,2011-12-31,,0.17,0.17,0.68,-53281000.0,0.17,12931000.0,,-33815000.0,74105000.0,-14024000.0,88129000.0,74713000.0,1444000.0,33815000.0,-39506000.0,-66911000.0,173000.0,,,,-147670000.0,-42487000.0,-24420000.0,-68057000.0,-1968000.0,-589000.0,-33815000.0,-190989000.0,-239001000.0,-14024000.0,-205186000.0,285600000.0,252694000.0,259598000.0
Duke Realty Corp,DRE,,783280,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 15:17:46+00:00,0.11,0.11,0.68,305070000.0,0.11,12931000.0,-194000.0,206770000.0,96309000.0,-3096000.0,99405000.0,31416000.0,744000.0,-206770000.0,125152000.0,,-530000.0,,,,686242000.0,628187000.0,520559000.0,-68549000.0,64149000.0,,206770000.0,1002791000.0,1206801000.0,-3290000.0,1000031000.0,285600000.0,252694000.0,259598000.0
Duke Realty Corp,DRE,,783280,2011.0,Q3,2011-07-01,2011-09-30,2011-11-04 16:16:41+00:00,-0.13,-0.13,,96909000.0,-0.13,0.0,-194000.0,66875000.0,-14869000.0,-16921000.0,2052000.0,-32076000.0,-825000.0,-66875000.0,46843000.0,-1437000.0,-170000.0,,,,233555000.0,166144000.0,127708000.0,,18032000.0,,66875000.0,309896000.0,359826000.0,-17115000.0,292951000.0,246700000.0,252802000.0,252802000.0
Duke Realty Corp,DRE,,783280,2011.0,Q3YTD,2011-01-01,2011-09-30,,-0.06,-0.06,,358351000.0,-0.06,,-194000.0,240585000.0,22204000.0,10928000.0,11276000.0,-43297000.0,-700000.0,-240585000.0,164658000.0,66911000.0,-703000.0,,,,833912000.0,670674000.0,544979000.0,-492000.0,66117000.0,589000.0,240585000.0,1193780000.0,1445802000.0,10734000.0,1205217000.0,246700000.0,252802000.0,252802000.0
Duke Realty Corp,DRE,,783280,2011.0,Q3TTM,2010-10-01,2011-09-30,,,,0.68,377540000.0,,,-194000.0,248732000.0,48023000.0,36275000.0,11748000.0,-33814000.0,-674000.0,-248732000.0,152026000.0,67036000.0,-2421000.0,,,,847029000.0,775738000.0,645950000.0,-33112000.0,82427000.0,589000.0,248732000.0,1272781000.0,1560015000.0,36081000.0,1311283000.0,246700000.0,252802000.0,252802000.0
Duke Realty Corp,DRE,,783280,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 13:29:10+00:00,-0.12,-0.12,,166702000.0,-0.12,0.0,,107628000.0,-27716000.0,-25494000.0,-2222000.0,-58790000.0,-958000.0,-107628000.0,61998000.0,492000.0,-620000.0,,,,360018000.0,320272000.0,270724000.0,-492000.0,31948000.0,,107628000.0,548480000.0,631234000.0,-25494000.0,523606000.0,259849000.0,252640000.0,252640000.0
Duke Realty Corp,DRE,,783280,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.07,0.07,,261442000.0,0.07,,,173710000.0,37073000.0,27849000.0,9224000.0,-11221000.0,125000.0,-173710000.0,117815000.0,68348000.0,-533000.0,,84000.0,,600357000.0,504530000.0,417271000.0,-492000.0,48085000.0,589000.0,173710000.0,883884000.0,1085976000.0,27849000.0,912266000.0,259849000.0,252640000.0,252640000.0
Duke Realty Corp,DRE,,783280,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.26,0.26,0.68,377954000.0,0.26,1860000.0,-1126000.0,245906000.0,120327000.0,99577000.0,20750000.0,32326000.0,1144000.0,-245906000.0,154864000.0,68348000.0,55244000.0,,,,852394000.0,780067000.0,650593000.0,-33112000.0,86773000.0,589000.0,245906000.0,1282222000.0,1571335000.0,98451000.0,1325429000.0,259849000.0,252640000.0,252640000.0
Duke Realty Corp,DRE,,783280,2011.0,Q1,2011-01-01,2011-03-31,2011-05-06 16:28:01+00:00,0.19,0.19,,94740000.0,0.19,,,66082000.0,64789000.0,53343000.0,11446000.0,47569000.0,1083000.0,-66082000.0,55817000.0,67856000.0,87000.0,,,,240339000.0,184258000.0,146547000.0,,16137000.0,589000.0,66082000.0,335404000.0,454742000.0,53343000.0,388660000.0,250400000.0,252406000.0,258837000.0
Duke Realty Corp,DRE,,783280,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.19,0.19,0.68,290208000.0,0.19,9834000.0,-1126000.0,196322000.0,127403000.0,100113000.0,27290000.0,48725000.0,998000.0,-196322000.0,136296000.0,67856000.0,40295000.0,,,,697964000.0,659739000.0,548267000.0,-37593000.0,77680000.0,589000.0,196322000.0,1059073000.0,1314087000.0,98987000.0,1117765000.0,250400000.0,252406000.0,258837000.0
Duke Realty Corp,DRE,,783280,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 09:17:21+00:00,-0.48,-0.48,0.68,348268000.0,-0.48,0.0,-103000.0,229417000.0,-75868000.0,-85619000.0,9751000.0,-126145000.0,-1891000.0,-229417000.0,132955000.0,,514000.0,,,,770008000.0,416194000.0,274438000.0,-344000.0,52168000.0,4192000.0,229417000.0,901265000.0,1044446000.0,-85722000.0,815029000.0,262800000.0,267900000.0,267900000.0
Duke Realty Corp,DRE,,783280,2012.0,Q3YTD,2012-01-01,2012-09-30,,-0.36,-0.61,,275928000.0,-0.61,,-206000.0,182058000.0,-106774000.0,-124954000.0,20269000.0,-187940000.0,-1371000.0,-182058000.0,106156000.0,522000.0,-4732000.0,-2089000.0,30231000.0,-41667000.0,610658000.0,277894000.0,226507000.0,32000.0,52168000.0,,182058000.0,697200000.0,837687000.0,-83493000.0,655629000.0,517400000.0,270289000.0,270289000.0
Duke Realty Corp,DRE,,783280,2012.0,Q3TTM,2011-10-01,2012-09-30,,-0.19,-0.44,0.68,222647000.0,-0.44,12931000.0,-206000.0,148243000.0,-32669000.0,-138978000.0,108398000.0,-113227000.0,73000.0,-148243000.0,66650000.0,-66389000.0,-4559000.0,-2089000.0,30231000.0,-41667000.0,462988000.0,235407000.0,202087000.0,-68025000.0,50200000.0,-589000.0,148243000.0,506211000.0,598686000.0,-97517000.0,450443000.0,517400000.0,270289000.0,270289000.0
Duke Realty Corp,DRE,,783280,2012.0,Q2YTD,2012-01-01,2012-06-30,,-0.25,-0.39,,180811000.0,-0.39,,,120519000.0,-71676000.0,-86868000.0,17167000.0,-131021000.0,-971000.0,-120519000.0,68777000.0,119000.0,-2974000.0,-1975000.0,19091000.0,-41667000.0,401701000.0,206080000.0,132575000.0,435000.0,41087000.0,,120519000.0,456103000.0,534395000.0,-45201000.0,413876000.0,271317000.0,266748000.0,266748000.0
Duke Realty Corp,DRE,,783280,2012.0,Q2TTM,2011-07-01,2012-06-30,,-0.21,-0.35,0.68,224439000.0,-0.35,12931000.0,-194000.0,153579000.0,-12440000.0,-117813000.0,107348000.0,-88384000.0,-352000.0,-153579000.0,76114000.0,-68229000.0,-2971000.0,-1975000.0,19091000.0,-41667000.0,487586000.0,329737000.0,235863000.0,-67622000.0,57151000.0,-589000.0,153579000.0,575010000.0,655220000.0,-76340000.0,501641000.0,271317000.0,266748000.0,266748000.0
Duke Realty Corp,DRE,,783280,2012.0,Q1TTM,2011-04-01,2012-03-31,,-0.22,-0.36,0.68,298420000.0,-0.36,12931000.0,-194000.0,199987000.0,-4700000.0,-102159000.0,99185000.0,-89744000.0,-982000.0,-199987000.0,103584000.0,-67856000.0,-1631000.0,-1726000.0,19091000.0,-22003000.0,642596000.0,550101000.0,442980000.0,-67995000.0,66935000.0,-589000.0,199987000.0,896452000.0,1017720000.0,-80350000.0,817733000.0,525700000.0,258365000.0,258365000.0
Duke Realty Corp,DRE,,783280,2013.0,FY,2013-01-01,2013-12-31,2014-02-21 15:17:46+00:00,0.47,0.47,0.68,393450000.0,0.47,3777000.0,-5080000.0,228895000.0,196549000.0,61546000.0,135003000.0,153044000.0,5957000.0,-228895000.0,104892000.0,,-10639000.0,,,,875194000.0,343320000.0,207066000.0,-59179000.0,37548000.0,,228895000.0,786260000.0,1082260000.0,56466000.0,853365000.0,325600000.0,322133000.0,326712000.0
Duke Realty Corp,DRE,,783280,2013.0,Q4,2013-10-01,2013-12-31,,0.21,-0.05,0.68,-4592000.0,-0.05,-3777000.0,3920000.0,-3712000.0,-34035000.0,34724000.0,-69428000.0,-15038000.0,4328000.0,3712000.0,-8701000.0,,-8443000.0,669000.0,-17392000.0,-27570000.0,-14045000.0,-25048000.0,-16651000.0,-58071000.0,-5933000.0,-1452000.0,-3712000.0,-101641000.0,-30696000.0,66214000.0,-26984000.0,325600000.0,322133000.0,326712000.0
Duke Realty Corp,DRE,,783280,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.26,0.52,,398042000.0,0.52,7554000.0,-9000000.0,232607000.0,230584000.0,26822000.0,204431000.0,168082000.0,1629000.0,-232607000.0,113593000.0,,-2196000.0,-669000.0,17392000.0,27570000.0,889239000.0,368368000.0,223717000.0,-1108000.0,43481000.0,1452000.0,232607000.0,887901000.0,1112956000.0,-9748000.0,880349000.0,611300000.0,654178000.0,654178000.0
Duke Realty Corp,DRE,,783280,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.14,0.65,0.68,470382000.0,0.65,7554000.0,-8897000.0,279966000.0,261490000.0,66157000.0,193913000.0,229877000.0,1109000.0,-279966000.0,140392000.0,-522000.0,3050000.0,1420000.0,-12839000.0,69237000.0,1048589000.0,506668000.0,271648000.0,-1484000.0,43481000.0,5644000.0,279966000.0,1091966000.0,1319715000.0,-11977000.0,1039749000.0,611300000.0,654178000.0,654178000.0
Duke Realty Corp,DRE,,783280,2013.0,Q3,2013-07-01,2013-09-30,2014-10-31 11:36:39+00:00,-0.02,-0.04,,202382000.0,-0.04,0.0,-9000000.0,113236000.0,2674000.0,-17204000.0,19878000.0,-12226000.0,48000.0,-113236000.0,82372000.0,,290000.0,,140000.0,,443310000.0,195882000.0,125520000.0,0.0,14712000.0,1452000.0,113236000.0,482088000.0,568830000.0,-26204000.0,455594000.0,611300000.0,654178000.0,654178000.0
Duke Realty Corp,DRE,,783280,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.28,0.56,,195660000.0,0.56,7554000.0,,119371000.0,227910000.0,44026000.0,184553000.0,180308000.0,1581000.0,-119371000.0,31221000.0,,-2486000.0,-669000.0,17252000.0,27570000.0,445929000.0,172486000.0,98197000.0,-1108000.0,28769000.0,,119371000.0,405813000.0,544126000.0,16456000.0,424755000.0,651700000.0,322489000.0,327098000.0
Duke Realty Corp,DRE,,783280,2013.0,Q1TTM,2012-04-01,2013-03-31,,-0.25,-0.02,0.68,357293000.0,-0.02,,-103000.0,230193000.0,48598000.0,31837000.0,15734000.0,3924000.0,-650000.0,-230193000.0,91041000.0,,2967000.0,1027000.0,-9335000.0,57228000.0,794579000.0,394261000.0,252874000.0,-1066000.0,54659000.0,4192000.0,230193000.0,845721000.0,1047453000.0,-25494000.0,817260000.0,627500000.0,314936000.0,319571000.0
Duke Realty Corp,DRE,,783280,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 09:56:00+00:00,0.6,0.6,0.68,346275000.0,0.6,49106000.0,-844000.0,196186000.0,246455000.0,215590000.0,30865000.0,204893000.0,2867000.0,-196186000.0,41961000.0,,963000.0,,,,822351000.0,353965000.0,217309000.0,-162715000.0,38695000.0,1100000.0,196186000.0,629692000.0,1039660000.0,214746000.0,843474000.0,341500000.0,335777000.0,340446000.0
Duke Realty Corp,DRE,,783280,2014.0,Q4,2014-10-01,2014-12-31,,-0.02,-0.02,0.68,83705000.0,-0.02,40215000.0,-3440000.0,48056000.0,12800000.0,11207000.0,1593000.0,-3011000.0,-16000.0,-48056000.0,20195000.0,,166000.0,,,,206858000.0,74529000.0,38270000.0,-29401000.0,15827000.0,229000.0,48056000.0,189472000.0,245128000.0,7767000.0,197072000.0,341500000.0,335777000.0,340446000.0
Duke Realty Corp,DRE,,783280,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.62,0.62,,262570000.0,0.62,8891000.0,2596000.0,148130000.0,233655000.0,204383000.0,29272000.0,207904000.0,2883000.0,-148130000.0,21766000.0,,797000.0,,,,615493000.0,279436000.0,179039000.0,-133314000.0,22868000.0,871000.0,148130000.0,440220000.0,794532000.0,206979000.0,646402000.0,341900000.0,341165000.0,345826000.0
Duke Realty Corp,DRE,,783280,2014.0,Q3TTM,2013-10-01,2014-09-30,,0.83,0.57,0.68,257978000.0,0.57,5114000.0,6516000.0,144418000.0,199620000.0,239107000.0,-40156000.0,192866000.0,7211000.0,-144418000.0,13065000.0,,-7646000.0,669000.0,-17392000.0,-27570000.0,601448000.0,254388000.0,162388000.0,-191385000.0,16935000.0,-581000.0,144418000.0,338579000.0,763836000.0,273193000.0,619418000.0,341900000.0,341165000.0,345826000.0
Duke Realty Corp,DRE,,783280,2014.0,Q3,2014-07-01,2014-09-30,2015-11-04 11:03:40+00:00,0.18,0.18,,85772000.0,0.18,6368000.0,-442000.0,47421000.0,71557000.0,68161000.0,3396000.0,61533000.0,756000.0,-47421000.0,10651000.0,,356000.0,,,,202067000.0,89435000.0,57910000.0,-47143000.0,9268000.0,110000.0,47421000.0,145193000.0,259977000.0,67719000.0,212556000.0,341900000.0,341165000.0,345826000.0
Duke Realty Corp,DRE,,783280,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.44,0.44,,176798000.0,0.44,2523000.0,3038000.0,100709000.0,162098000.0,136222000.0,25876000.0,146371000.0,2127000.0,-100709000.0,11115000.0,,441000.0,,,,413426000.0,190001000.0,121129000.0,-86171000.0,13600000.0,761000.0,100709000.0,295027000.0,534555000.0,139260000.0,433846000.0,336000000.0,331753000.0,336414000.0
Duke Realty Corp,DRE,,783280,2014.0,Q2TTM,2013-07-01,2014-06-30,,0.63,0.35,0.68,374588000.0,0.35,-1254000.0,-2042000.0,210233000.0,130737000.0,153742000.0,-23674000.0,119107000.0,6503000.0,-210233000.0,84786000.0,,-7712000.0,669000.0,-17252000.0,-27570000.0,842691000.0,360835000.0,229998000.0,-144242000.0,22379000.0,761000.0,210233000.0,675474000.0,1072689000.0,179270000.0,862456000.0,336000000.0,331753000.0,336414000.0
Duke Realty Corp,DRE,,783280,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 09:42:24+00:00,0.38,0.38,,88500000.0,0.38,2523000.0,364000.0,51448000.0,136527000.0,128751000.0,7776000.0,127688000.0,1793000.0,-51448000.0,-28605000.0,,90000.0,,,,204780000.0,98985000.0,67525000.0,-70318000.0,7046000.0,747000.0,51448000.0,91832000.0,272305000.0,129115000.0,220857000.0,336000000.0,331753000.0,336414000.0
Duke Realty Corp,DRE,,783280,2014.0,Q1TTM,2013-04-01,2014-03-31,,0.44,0.35,0.68,384633000.0,0.35,3777000.0,-2406000.0,218081000.0,133874000.0,-2719000.0,135894000.0,115249000.0,5693000.0,-218081000.0,152277000.0,,-11727000.0,699000.0,-9756000.0,-35225000.0,862576000.0,350097000.0,213266000.0,-74864000.0,22688000.0,14000.0,218081000.0,815934000.0,1075842000.0,30100000.0,857761000.0,311400000.0,327106000.0,331716000.0
Duke Realty Corp,DRE,,783280,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 10:58:39+00:00,0.06,0.06,,88298000.0,0.06,,2674000.0,49261000.0,25571000.0,7471000.0,18100000.0,18683000.0,334000.0,-49261000.0,39720000.0,,351000.0,,,,208646000.0,91016000.0,53604000.0,-15853000.0,6554000.0,14000.0,49261000.0,203195000.0,262250000.0,10145000.0,212989000.0,311400000.0,327106000.0,331716000.0
Duke Realty Corp,DRE,,783280,2015.0,FY,2015-01-01,2015-12-31,2018-02-16 16:12:33+00:00,1.77,1.77,0.69,245764000.0,1.77,22932000.0,-3928000.0,138258000.0,621861000.0,188248000.0,433613000.0,615310000.0,6551000.0,-138258000.0,96726000.0,,-81046000.0,,,,658809000.0,238386000.0,127420000.0,-229702000.0,,8499000.0,138258000.0,382605000.0,786229000.0,184320000.0,647971000.0,347600000.0,345057000.0,352197000.0
Duke Realty Corp,DRE,,783280,2015.0,Q4,2015-10-01,2015-12-31,,0.06,-0.16,0.2,-74269000.0,-0.16,12610000.0,3486000.0,-37558000.0,-52689000.0,-61443000.0,8754000.0,-52933000.0,267000.0,37558000.0,-18573000.0,,-2920000.0,,,,-159678000.0,-36860000.0,-10453000.0,43710000.0,,-4154000.0,-37558000.0,-77536000.0,-170131000.0,-57957000.0,-132573000.0,347600000.0,345057000.0,352197000.0
Duke Realty Corp,DRE,,783280,2015.0,Q3,2015-07-01,2015-09-30,2016-10-28 10:41:28+00:00,0.22,0.44,,159796000.0,0.44,4852000.0,-6610000.0,83230000.0,154416000.0,154280000.0,136000.0,153619000.0,774000.0,-83230000.0,70450000.0,,2814000.0,,,,401876000.0,134154000.0,64264000.0,-142518000.0,,11320000.0,83230000.0,238054000.0,466140000.0,147670000.0,382910000.0,698300000.0,694016000.0,704300000.0
Duke Realty Corp,DRE,,783280,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.71,1.93,,320033000.0,1.93,10322000.0,-7414000.0,175816000.0,674550000.0,249691000.0,424859000.0,668243000.0,6284000.0,-175816000.0,115299000.0,,-78126000.0,,,,818487000.0,275246000.0,137873000.0,-273412000.0,,12653000.0,175816000.0,460141000.0,956360000.0,242277000.0,780544000.0,698300000.0,694016000.0,704300000.0
Duke Realty Corp,DRE,,783280,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.69,1.91,0.68,403738000.0,1.91,50537000.0,-10854000.0,223872000.0,687350000.0,260898000.0,426452000.0,665232000.0,6268000.0,-223872000.0,135494000.0,,-77960000.0,,,,1025345000.0,349775000.0,176143000.0,-302813000.0,15827000.0,12882000.0,223872000.0,649613000.0,1201488000.0,250044000.0,977616000.0,698300000.0,694016000.0,704300000.0
Duke Realty Corp,DRE,,783280,2015.0,Q2,2015-04-01,2015-06-30,2016-08-03 09:10:27+00:00,1.3,1.3,,78334000.0,1.3,5470000.0,-2288000.0,42976000.0,454165000.0,57995000.0,396170000.0,449380000.0,4785000.0,-42976000.0,14971000.0,,-81278000.0,,,,201996000.0,51711000.0,22346000.0,-107410000.0,,1305000.0,42976000.0,44381000.0,224342000.0,55707000.0,181366000.0,345700000.0,345098000.0,349161000.0
Duke Realty Corp,DRE,,783280,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.49,1.49,,160237000.0,1.49,5470000.0,-804000.0,92586000.0,520134000.0,95411000.0,424723000.0,514624000.0,5510000.0,-92586000.0,44849000.0,,-80940000.0,,,,416611000.0,141092000.0,73609000.0,-130894000.0,,1333000.0,92586000.0,222087000.0,490220000.0,94607000.0,397634000.0,345700000.0,345098000.0,349161000.0
Duke Realty Corp,DRE,,783280,2015.0,Q2TTM,2014-07-01,2015-06-30,,1.65,1.65,0.68,329714000.0,1.65,52053000.0,-4686000.0,188063000.0,604491000.0,174779000.0,429712000.0,573146000.0,6250000.0,-188063000.0,75695000.0,,-80418000.0,,,,825536000.0,305056000.0,169789000.0,-207438000.0,25095000.0,1672000.0,188063000.0,556752000.0,995325000.0,170093000.0,807262000.0,345700000.0,345098000.0,349161000.0
Duke Realty Corp,DRE,,783280,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 10:19:01+00:00,0.19,0.19,,81903000.0,0.19,0.0,1484000.0,49610000.0,65969000.0,37416000.0,28553000.0,65244000.0,725000.0,-49610000.0,29878000.0,,338000.0,,,,214615000.0,89381000.0,51263000.0,-23484000.0,,28000.0,49610000.0,177706000.0,265878000.0,38900000.0,216268000.0,343400000.0,344597000.0,348653000.0
Duke Realty Corp,DRE,,783280,2015.0,Q1TTM,2014-04-01,2015-03-31,,0.73,0.73,0.68,339880000.0,0.73,49106000.0,-2034000.0,196535000.0,286853000.0,245535000.0,41318000.0,251454000.0,3258000.0,-196535000.0,32119000.0,,950000.0,,,,828320000.0,352330000.0,214968000.0,-170346000.0,32141000.0,1114000.0,196535000.0,604203000.0,1043288000.0,243501000.0,846753000.0,343400000.0,344597000.0,348653000.0
Duke Realty Corp,DRE,,783280,2016.0,FY,2016-01-01,2016-12-31,2019-02-22 12:27:53+00:00,0.89,0.89,0.73,242557000.0,0.88,18018000.0,-589000.0,112757000.0,315278000.0,298421000.0,16857000.0,312143000.0,3135000.0,-112757000.0,26920000.0,,-29899000.0,,,,668001000.0,224929000.0,84946000.0,-192790000.0,,-7176000.0,112757000.0,312458000.0,752947000.0,297832000.0,640190000.0,350700000.0,349942000.0,357076000.0
Duke Realty Corp,DRE,,783280,2016.0,Q4,2016-10-01,2016-12-31,,0.26,0.26,0.73,-35995000.0,0.25,-3485000.0,-759000.0,-19497000.0,4424000.0,-5033000.0,9457000.0,4010000.0,425000.0,19497000.0,-6322000.0,,-27346000.0,,,,-82136000.0,-24221000.0,-2017000.0,-8927000.0,,-7261000.0,-19497000.0,-86211000.0,-84153000.0,-5792000.0,-64656000.0,350700000.0,349942000.0,357076000.0
Duke Realty Corp,DRE,,783280,2016.0,Q3,2016-07-01,2016-09-30,2017-10-27 10:35:43+00:00,0.32,0.32,,61820000.0,0.32,3042000.0,-359000.0,27283000.0,113159000.0,108591000.0,4568000.0,112014000.0,1145000.0,-27283000.0,4923000.0,,-5736000.0,,,,164534000.0,54116000.0,17927000.0,-82698000.0,,7000.0,27283000.0,41210000.0,182461000.0,108232000.0,155178000.0,350000000.0,351856000.0,358981000.0
