company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2008.0,FY,,2008-12-31,2010-03-01 15:17:40+00:00,21165000.0,139612000.0,66132000.0,-24350000.0,156074000.0,,4540848000.0,11506000.0,4542000.0,441258000.0,92995000.0,199855000.0,440996000.0,174483000.0,1251000.0,223718000.0,,1653000.0,5592000.0,10619000.0,27124000.0,-2947728000.0,0.0,174557000.0,1880951000.0,1568770000.0,501909000.0,100456000.0,1568770000.0,1568770000.0,312181000.0,1880951000.0,1204559000.0,211725000.0,0.0,0.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2009.0,FY,,2009-12-31,2011-03-01 12:47:11+00:00,23997000.0,154269000.0,68566000.0,-10682000.0,181305000.0,,4617520000.0,34184000.0,8514000.0,441347000.0,76273000.0,,494743000.0,182404000.0,2677000.0,127154000.0,,791000.0,4416000.0,18818000.0,31649000.0,-2801815000.0,199755000.0,385436000.0,2087510000.0,1738722000.0,761173000.0,327293000.0,1738722000.0,1738722000.0,348788000.0,2087510000.0,1143933000.0,21495000.0,0.0,-66301000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2009.0,Q3,,2009-09-30,2009-11-09 16:03:07+00:00,24142000.0,152132000.0,54871000.0,-9527000.0,202802000.0,,4601094000.0,30423000.0,4542000.0,441875000.0,80415000.0,199755000.0,391206000.0,179826000.0,2954000.0,154246000.0,,869000.0,4531000.0,17211000.0,37828000.0,-2841895000.0,,379268000.0,2028671000.0,1698446000.0,776572000.0,110305000.0,1698446000.0,1698446000.0,330225000.0,2028671000.0,1072273000.0,219920000.0,0.0,-51226000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2009.0,Q2,,2009-06-30,2009-09-04 16:01:01+00:00,19279000.0,144537000.0,41419000.0,-12500000.0,321083000.0,,4583025000.0,28082000.0,4542000.0,441875000.0,84518000.0,199855000.0,306752000.0,174742000.0,3494000.0,173749000.0,,1148000.0,5068000.0,14802000.0,33161000.0,-2874640000.0,,298943000.0,1988970000.0,1680891000.0,802266000.0,89928000.0,1680891000.0,1680891000.0,308079000.0,1988970000.0,1011962000.0,218151000.0,0.0,-14994000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,FY,,2010-12-31,2012-02-29 11:20:49+00:00,26375000.0,175366000.0,94661000.0,-5741000.0,231866000.0,0.0,4972202000.0,23808000.0,28201000.0,452914000.0,62456000.0,,636531000.0,255929000.0,3642000.0,75226000.0,,307000.0,11153000.0,26278000.0,48029000.0,-2630595000.0,,375005000.0,2352676000.0,2177605000.0,858467000.0,145151000.0,2177605000.0,2177605000.0,175071000.0,2352676000.0,1238280000.0,29920000.0,0.0,-158261000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,Q3,,2010-09-30,2010-11-09 15:00:45+00:00,29649000.0,158115000.0,84338000.0,-5389000.0,197567000.0,,4854010000.0,27790000.0,13658000.0,452950000.0,66723000.0,,582609000.0,239508000.0,2017000.0,52969000.0,,768000.0,12185000.0,25423000.0,76439000.0,-2683105000.0,58620000.0,410029000.0,2262752000.0,2034147000.0,855808000.0,201165000.0,2034147000.0,2034147000.0,228605000.0,2262752000.0,1167436000.0,27440000.0,0.0,-131369000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,Q2,,2010-06-30,2010-08-09 16:01:56+00:00,33529000.0,164574000.0,70165000.0,-13118000.0,120506000.0,,4817643000.0,31696000.0,35945000.0,452950000.0,70853000.0,,608087000.0,227888000.0,2988000.0,53431000.0,,882000.0,11622000.0,27088000.0,73460000.0,-2722814000.0,63562000.0,383682000.0,2202998000.0,1973088000.0,778167000.0,199834000.0,1973088000.0,1973088000.0,229910000.0,2202998000.0,1196943000.0,30076000.0,0.0,-108623000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2011.0,FY,,2011-12-31,2013-03-01 16:20:00+00:00,38247000.0,210936000.0,85371000.0,-1259000.0,559197000.0,0.0,5070194000.0,21344000.0,6444000.0,452914000.0,45386000.0,,380729000.0,293043000.0,2470000.0,43485000.0,,3430000.0,7924000.0,38389000.0,55414000.0,-2429691000.0,,290029000.0,2345501000.0,2156250000.0,1122020000.0,148392000.0,2156250000.0,2156250000.0,189251000.0,2345501000.0,930438000.0,40859000.0,0.0,-482994000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2011.0,Q3,,2011-09-30,2011-11-09 14:27:26+00:00,30349000.0,182665000.0,85265000.0,-9299000.0,355599000.0,0.0,5027744000.0,23201000.0,7163000.0,452914000.0,49702000.0,,503429000.0,285476000.0,3055000.0,76747000.0,,63000.0,9210000.0,38013000.0,47085000.0,-2489772000.0,,331967000.0,2301957000.0,2122011000.0,924479000.0,138878000.0,2122011000.0,2122011000.0,179946000.0,2301957000.0,1092002000.0,41068000.0,0.0,-406662000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2011.0,Q2,,2011-06-30,2011-08-09 14:26:08+00:00,29053000.0,178260000.0,86909000.0,298000.0,205629000.0,0.0,5011611000.0,22412000.0,28069000.0,452914000.0,53887000.0,,788197000.0,274377000.0,3433000.0,74281000.0,,334000.0,9540000.0,33693000.0,47348000.0,-2532057000.0,,291647000.0,2404149000.0,2228315000.0,750953000.0,138708000.0,2228315000.0,2228315000.0,175834000.0,2404149000.0,1378819000.0,37126000.0,0.0,-251537000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2011.0,Q1,,2011-03-31,2011-05-10 16:01:06+00:00,28548000.0,169656000.0,84778000.0,-2458000.0,217174000.0,,4993701000.0,20447000.0,28134000.0,452914000.0,58179000.0,,693668000.0,266968000.0,3942000.0,74831000.0,,322000.0,11425000.0,26574000.0,55455000.0,-2579978000.0,,346395000.0,2374799000.0,2210188000.0,816814000.0,134095000.0,2210188000.0,2210188000.0,164611000.0,2374799000.0,1291017000.0,30516000.0,0.0,-201077000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2012.0,FY,,2012-12-31,2014-03-03 16:16:52+00:00,43291000.0,218777000.0,133087000.0,-1640000.0,201989000.0,0.0,5197558000.0,26291000.0,20422000.0,723701000.0,84554000.0,,657659000.0,345091000.0,2565000.0,21427000.0,0.0,275000.0,39811000.0,49364000.0,51604000.0,-2225702000.0,,235592000.0,2600627000.0,2345754000.0,728384000.0,202944000.0,2345754000.0,2345754000.0,254873000.0,2600627000.0,1527152000.0,51929000.0,0.0,-624462000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2012.0,Q3,,2012-09-30,2012-11-09 13:12:26+00:00,52749000.0,236232000.0,131616000.0,483000.0,182650000.0,0.0,5148092000.0,27927000.0,6444000.0,721601000.0,82375000.0,,593105000.0,331218000.0,2097000.0,42101000.0,,628000.0,15365000.0,64499000.0,45784000.0,-2293994000.0,,282579000.0,2539454000.0,2259938000.0,753689000.0,212920000.0,2259938000.0,2259938000.0,279516000.0,2539454000.0,1454547000.0,66596000.0,0.0,-594643000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2012.0,Q2,,2012-06-30,2012-08-09 15:00:00+00:00,44546000.0,206316000.0,94608000.0,-4108000.0,182996000.0,0.0,5119086000.0,26072000.0,6444000.0,709668000.0,84056000.0,,521885000.0,315866000.0,1842000.0,43182000.0,,626000.0,14314000.0,63249000.0,47285000.0,-2342225000.0,,313564000.0,2445576000.0,2214633000.0,756605000.0,165852000.0,2214633000.0,2214633000.0,230943000.0,2445576000.0,1373105000.0,65091000.0,0.0,-558120000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2012.0,Q1,,2012-03-31,2012-05-10 13:12:57+00:00,32944000.0,215855000.0,91076000.0,-307000.0,144724000.0,0.0,5078867000.0,23192000.0,6444000.0,709628000.0,89519000.0,,574178000.0,303518000.0,2227000.0,43274000.0,,1326000.0,14460000.0,62165000.0,52700000.0,-2386464000.0,,259818000.0,2414118000.0,2201188000.0,679541000.0,148538000.0,2201188000.0,2201188000.0,212930000.0,2414118000.0,1431059000.0,64392000.0,0.0,-490908000.0
