company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othergains,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 15:17:40+00:00,11414000.0,0.62,0.62,0.56,67238000.0,147556000.0,100967000.0,100967000.0,100967000.0,167444000.0,636406000.0,,527000.0,44141000.0,-178000.0,121101000.0,167444000.0,468962000.0,3089000.0,25839000.0,324034000.0,144928000.0,23277000.0,168205000.0,636406000.0,162900000.0,162959000.0,185094000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 12:47:11+00:00,13905000.0,0.87,0.87,0.79,89397000.0,164365000.0,145138000.0,145138000.0,145138000.0,222610000.0,790924000.0,,461000.0,39243000.0,2509000.0,136028000.0,222610000.0,568314000.0,2825000.0,24635000.0,356050000.0,212264000.0,22271000.0,234535000.0,790924000.0,166800000.0,167673000.0,186685000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2008.0,Q3,2008-07-01,2008-09-30,2009-11-09 16:03:07+00:00,3173000.0,0.2,0.2,0.18,23558000.0,42027000.0,33360000.0,33360000.0,33360000.0,56659000.0,197347000.0,,154000.0,9943000.0,0.0,33776000.0,56659000.0,140688000.0,684000.0,5679000.0,88919000.0,51769000.0,5149000.0,56918000.0,197347000.0,166800000.0,168474000.0,187769000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2008.0,Q2,2008-04-01,2008-06-30,2009-09-04 16:01:01+00:00,3491000.0,0.21,0.21,0.19,21855000.0,41188000.0,34334000.0,34334000.0,34334000.0,53688000.0,194004000.0,,-970000.0,9519000.0,0.0,33803000.0,53688000.0,140316000.0,710000.0,5554000.0,88001000.0,52315000.0,3874000.0,56189000.0,194004000.0,163500000.0,167417000.0,187641000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 11:20:49+00:00,16722000.0,0.85,0.85,0.78,91319000.0,179421000.0,145913000.0,145913000.0,145913000.0,249938000.0,859773000.0,,163000.0,43658000.0,454000.0,146100000.0,249938000.0,609835000.0,2839000.0,16428000.0,386355000.0,223480000.0,13752000.0,237232000.0,859773000.0,171700000.0,171425000.0,188658000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 15:00:45+00:00,4103000.0,0.19,0.19,0.18,20148000.0,44106000.0,32745000.0,32745000.0,32745000.0,61987000.0,206500000.0,,-659000.0,10904000.0,,34655000.0,61987000.0,144513000.0,710000.0,3517000.0,93768000.0,50745000.0,2148000.0,52893000.0,206500000.0,172300000.0,171686000.0,188273000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 16:01:56+00:00,4238000.0,0.21,0.21,0.19,22025000.0,41437000.0,36007000.0,36007000.0,36007000.0,60009000.0,204600000.0,,184000.0,9378000.0,,35144000.0,60009000.0,144591000.0,710000.0,4164000.0,90197000.0,54394000.0,3638000.0,58032000.0,204600000.0,171500000.0,172561000.0,189556000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,Q4,2010-10-01,2010-12-31,,4297000.0,0.29,0.29,0.27,21475000.0,66230000.0,52510000.0,52510000.0,52510000.0,86277000.0,284688000.0,,-1149000.0,13775000.0,,41793000.0,86277000.0,198411000.0,153000.0,2941000.0,126095000.0,72346000.0,1639000.0,73985000.0,284688000.0,176500000.0,177309000.0,190650000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 16:20:00+00:00,16657000.0,0.97,0.97,0.9,91152000.0,226704000.0,171220000.0,171220000.0,171220000.0,303403000.0,1023586000.0,,-2468000.0,54766000.0,0.0,167779000.0,303403000.0,720183000.0,1996000.0,12559000.0,465906000.0,254277000.0,8095000.0,262372000.0,1023586000.0,176500000.0,177309000.0,190650000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,Q3YTD,2010-01-01,2010-09-30,,12360000.0,0.68,0.68,0.63,69677000.0,160474000.0,118710000.0,118710000.0,118710000.0,217126000.0,738898000.0,,-1319000.0,40991000.0,,125986000.0,217126000.0,521772000.0,1843000.0,9618000.0,339811000.0,181931000.0,6456000.0,188387000.0,738898000.0,180500000.0,181457000.0,191271000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,Q3,2010-07-01,2010-09-30,2011-11-09 14:27:26+00:00,4100000.0,0.22,0.22,0.21,20603000.0,55603000.0,39709000.0,39709000.0,39709000.0,77812000.0,253551000.0,,-1366000.0,14235000.0,0.0,42729000.0,77812000.0,175739000.0,222000.0,2858000.0,116667000.0,59042000.0,1270000.0,60312000.0,253551000.0,180500000.0,181457000.0,191271000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,Q2YTD,2010-01-01,2010-06-30,,8260000.0,0.46,0.46,0.42,49074000.0,104871000.0,79001000.0,79001000.0,79001000.0,139314000.0,485347000.0,,47000.0,26756000.0,,83257000.0,139314000.0,346033000.0,1621000.0,6760000.0,223144000.0,122889000.0,5186000.0,128075000.0,485347000.0,173300000.0,173317000.0,190479000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,Q2,2010-04-01,2010-06-30,2011-08-09 14:26:08+00:00,4152000.0,0.22,0.22,0.2,21315000.0,55203000.0,38123000.0,38123000.0,38123000.0,71840000.0,245318000.0,,122000.0,13577000.0,,43707000.0,71840000.0,173478000.0,912000.0,3389000.0,116639000.0,56839000.0,2599000.0,59438000.0,245318000.0,173300000.0,173317000.0,190479000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 16:01:06+00:00,4108000.0,0.24,0.24,0.22,27759000.0,49668000.0,40878000.0,40878000.0,40878000.0,67474000.0,240029000.0,,-75000.0,13179000.0,,39550000.0,67474000.0,172555000.0,709000.0,3371000.0,106505000.0,66050000.0,2587000.0,68637000.0,240029000.0,170300000.0,171101000.0,189013000.0
Akamai Technologies Inc,AKAM,OC1LZNN2LF5WTJ5RIL89,1086222,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 16:16:52+00:00,17070000.0,1.09,1.09,1.07,106291000.0,163017000.0,200904000.0,200904000.0,200904000.0,453705000.0,1158538000.0,,6125000.0,52333000.0,4886000.0,176878000.0,453705000.0,704833000.0,,10421000.0,414184000.0,290649000.0,16546000.0,307195000.0,1158538000.0,184300000.0,183866000.0,187556000.0
