company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NVR Inc,NVR,,906163,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 17:03:03+00:00,33.1,33.1,31.26,106234000.0,192180000.0,192180000.0,192180000.0,2185733000.0,2743848000.0,629000.0,,8697000.0,260626000.0,2185733000.0,566812000.0,11380000.0,2979000.0,260626000.0,306186000.0,-7772000.0,298414000.0,2752545000.0,5800000.0,5807000.0,6149000.0
NVR Inc,NVR,,906163,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 15:30:11+00:00,12.29,12.29,11.59,41313000.0,72127000.0,72127000.0,72127000.0,636642000.0,814016000.0,215000.0,,2222000.0,64148000.0,636642000.0,179596000.0,3110000.0,887000.0,64148000.0,115448000.0,-2008000.0,113440000.0,816238000.0,5900000.0,5866000.0,6223000.0
NVR Inc,NVR,,906163,2009.0,Q2,2009-04-01,2009-06-30,2010-08-02 16:54:03+00:00,7.17,7.17,6.79,28403000.0,41426000.0,41426000.0,41426000.0,494240000.0,625431000.0,154000.0,,1750000.0,61139000.0,494240000.0,132941000.0,2738000.0,611000.0,61139000.0,71802000.0,-1973000.0,69829000.0,627181000.0,5800000.0,5777000.0,6101000.0
NVR Inc,NVR,,906163,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 15:13:22+00:00,5.29,5.29,5.01,20644000.0,32087000.0,32087000.0,32087000.0,471069000.0,590214000.0,166000.0,,2369000.0,67270000.0,471069000.0,121514000.0,2435000.0,756000.0,67270000.0,54244000.0,-1513000.0,52731000.0,592583000.0,6100000.0,6066000.0,6399000.0
NVR Inc,NVR,,906163,2011.0,Q3YTD,2011-01-01,2011-09-30,,17.45,17.45,16.98,60103000.0,97028000.0,97028000.0,97028000.0,1548903000.0,1917861000.0,311000.0,,3662000.0,218066000.0,1548903000.0,372620000.0,1523000.0,3789000.0,218066000.0,154554000.0,2577000.0,157131000.0,1921523000.0,5300000.0,5301000.0,5437000.0
NVR Inc,NVR,,906163,2011.0,Q3,2011-07-01,2011-09-30,2012-11-01 11:51:10+00:00,8.19,8.19,7.98,25533000.0,43409000.0,43409000.0,43409000.0,572382000.0,707476000.0,151000.0,,842000.0,68258000.0,572382000.0,135936000.0,476000.0,1589000.0,68258000.0,67678000.0,1264000.0,68942000.0,708318000.0,5300000.0,5301000.0,5437000.0
NVR Inc,NVR,,906163,2011.0,Q2YTD,2011-01-01,2011-06-30,,9.26,9.26,9.0,34570000.0,53619000.0,53619000.0,53619000.0,976521000.0,1210385000.0,160000.0,,2820000.0,149808000.0,976521000.0,236684000.0,1047000.0,2200000.0,149808000.0,86876000.0,1313000.0,88189000.0,1213205000.0,5800000.0,5785000.0,5929000.0
NVR Inc,NVR,,906163,2011.0,Q2,2011-04-01,2011-06-30,2012-07-27 13:35:51+00:00,6.65,6.65,6.48,24909000.0,38445000.0,38445000.0,38445000.0,558601000.0,695881000.0,121000.0,,1362000.0,75943000.0,558601000.0,138642000.0,551000.0,1085000.0,75943000.0,62699000.0,655000.0,63354000.0,697243000.0,5800000.0,5785000.0,5929000.0
NVR Inc,NVR,,906163,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 15:16:40+00:00,2.61,2.61,2.52,9661000.0,15174000.0,15174000.0,15174000.0,417920000.0,514504000.0,39000.0,,1458000.0,73865000.0,417920000.0,98042000.0,496000.0,1115000.0,73865000.0,24177000.0,658000.0,24835000.0,515962000.0,5800000.0,5823000.0,6020000.0
NVR Inc,NVR,,906163,2012.0,Q3,2012-07-01,2012-09-30,2013-11-01 13:59:53+00:00,10.6,10.6,10.33,31133000.0,53000000.0,53000000.0,53000000.0,702436000.0,870637000.0,161000.0,,599000.0,84342000.0,702436000.0,168800000.0,1511000.0,1025000.0,84342000.0,84458000.0,-325000.0,84133000.0,871236000.0,5000000.0,4999000.0,5132000.0
