company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,customerdeposits,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,notereceivable,othercurrentassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
NVR Inc,NVR,,906163,2009.0,FY,,2009-12-31,2011-02-25 11:42:28+00:00,139770000.0,7995000.0,221352000.0,2166000.0,1250150000.0,,830737000.0,63591000.0,,133370000.0,,418718000.0,20661000.0,200340000.0,40097000.0,,0.0,238274000.0,65915000.0,,3823067000.0,12344000.0,219535000.0,2395770000.0,1757262000.0,1936495000.0,437057000.0,1757262000.0,1757262000.0,638508000.0,2395770000.0,438614000.0,201451000.0,-2896542000.0
NVR Inc,NVR,,906163,2010.0,FY,,2010-12-31,2012-02-22 17:03:03+00:00,128749000.0,6948000.0,237052000.0,1751000.0,1193392000.0,0.0,951440000.0,53705000.0,,7592000.0,,431329000.0,42844000.0,184930000.0,177244000.0,,0.0,223374000.0,500000.0,,4029072000.0,90338000.0,,2260061000.0,1740374000.0,1808913000.0,509844000.0,1740374000.0,1740374000.0,519687000.0,2260061000.0,408304000.0,9843000.0,-3240138000.0
NVR Inc,NVR,,906163,2010.0,Q3,,2010-09-30,2010-11-03 15:30:11+00:00,168092000.0,10714000.0,215507000.0,1895000.0,1055469000.0,,937829000.0,70462000.0,,7944000.0,,562314000.0,19600000.0,,170601000.0,,0.0,406121000.0,0.0,,3970374000.0,99241000.0,25000000.0,2249819000.0,1686678000.0,1824098000.0,553302000.0,1686678000.0,1686678000.0,563141000.0,2249819000.0,406121000.0,9839000.0,-3221525000.0
NVR Inc,NVR,,906163,2010.0,Q2,,2010-06-30,2010-08-02 16:54:03+00:00,186320000.0,15011000.0,207281000.0,1999000.0,1090882000.0,,914791000.0,69344000.0,,0.0,,420701000.0,19896000.0,,244313000.0,,0.0,393632000.0,,,3926430000.0,79025000.0,175000000.0,2359435000.0,1815466000.0,1945907000.0,541970000.0,1815466000.0,1815466000.0,543969000.0,2359435000.0,393632000.0,1999000.0,-3025755000.0
NVR Inc,NVR,,906163,2011.0,FY,,2011-12-31,2013-02-19 15:22:17+00:00,152044000.0,6789000.0,185423000.0,,480332000.0,0.0,1072985000.0,61223000.0,,4983000.0,,533150000.0,45119000.0,155881000.0,252352000.0,,0.0,305862000.0,1013000.0,,4158492000.0,,,1779485000.0,1374799000.0,1272623000.0,398690000.0,1374799000.0,1374799000.0,404686000.0,1779485000.0,461743000.0,5996000.0,-3856678000.0
NVR Inc,NVR,,906163,2011.0,Q3,,2011-09-30,2011-10-28 16:59:46+00:00,175257000.0,7281000.0,203297000.0,1666000.0,496448000.0,0.0,1054440000.0,66640000.0,,5685000.0,,581213000.0,45854000.0,,192203000.0,,0.0,476617000.0,1052000.0,,4126100000.0,0.0,,1799616000.0,1346019000.0,1277145000.0,445194000.0,1346019000.0,1346019000.0,453597000.0,1799616000.0,476617000.0,8403000.0,-3834521000.0
NVR Inc,NVR,,906163,2011.0,Q2,,2011-06-30,2011-08-08 11:06:21+00:00,173549000.0,7871000.0,184615000.0,1696000.0,929445000.0,0.0,1037505000.0,67593000.0,,6535000.0,,535179000.0,47633000.0,,181525000.0,,0.0,474022000.0,1242000.0,,4082691000.0,89649000.0,,2175675000.0,1650796000.0,1654020000.0,515406000.0,1650796000.0,1650796000.0,524879000.0,2175675000.0,474022000.0,9473000.0,-3469400000.0
NVR Inc,NVR,,906163,2011.0,Q1,,2011-03-31,2011-05-03 15:13:22+00:00,136382000.0,7378000.0,172608000.0,1714000.0,1220225000.0,,1014223000.0,62894000.0,,7587000.0,,492244000.0,19850000.0,,105611000.0,,0.0,430420000.0,995000.0,,4044246000.0,75347000.0,,2275728000.0,1818201000.0,1825458000.0,447231000.0,1818201000.0,1818201000.0,457527000.0,2275728000.0,430420000.0,10296000.0,-3240268000.0
NVR Inc,NVR,,906163,2012.0,FY,,2012-12-31,2014-02-20 15:46:01+00:00,184132000.0,9421000.0,234804000.0,,1152601000.0,0.0,1169905000.0,99687000.0,9219000.0,603562000.0,,678131000.0,45107000.0,145618000.0,188929000.0,,0.0,375816000.0,2180000.0,,4339080000.0,,,2604842000.0,1480477000.0,2029082000.0,518623000.0,1480477000.0,1480477000.0,1124365000.0,2604842000.0,530653000.0,605742000.0,-4028508000.0
NVR Inc,NVR,,906163,2012.0,Q3,,2012-09-30,2012-11-01 11:51:10+00:00,178540000.0,9973000.0,226750000.0,,1077543000.0,0.0,1134512000.0,94940000.0,,599832000.0,,700176000.0,45523000.0,,128452000.0,,0.0,519059000.0,1356000.0,,4278453000.0,,,2480726000.0,1379308000.0,1916144000.0,500230000.0,1379308000.0,1379308000.0,1101418000.0,2480726000.0,519059000.0,601188000.0,-4033657000.0
NVR Inc,NVR,,906163,2012.0,Q2,,2012-06-30,2012-07-27 13:35:51+00:00,185711000.0,9612000.0,190377000.0,,592652000.0,0.0,1113324000.0,90255000.0,,1050000.0,,701163000.0,43709000.0,,150378000.0,,0.0,493446000.0,1743000.0,,4225453000.0,,,1990960000.0,1521824000.0,1453805000.0,466343000.0,1521824000.0,1521824000.0,469136000.0,1990960000.0,493446000.0,2793000.0,-3816953000.0
NVR Inc,NVR,,906163,2012.0,Q1,,2012-03-31,2012-04-27 15:16:40+00:00,163797000.0,6028000.0,186024000.0,,574383000.0,0.0,1074421000.0,79374000.0,,2348000.0,,635746000.0,43512000.0,,113723000.0,,0.0,477520000.0,1128000.0,,4178615000.0,,,1850912000.0,1418241000.0,1329880000.0,429195000.0,1418241000.0,1418241000.0,432671000.0,1850912000.0,477520000.0,3476000.0,-3834795000.0
NVR Inc,NVR,,906163,2013.0,FY,,2013-12-31,2015-02-19 15:22:09+00:00,203461000.0,9529000.0,316227000.0,,865585000.0,0.0,1212256000.0,101022000.0,6747000.0,602440000.0,,738565000.0,44566000.0,162378000.0,210641000.0,,0.0,448137000.0,1646000.0,,4605557000.0,,,2486148000.0,1261352000.0,1824320000.0,620710000.0,1261352000.0,1261352000.0,1224796000.0,2486148000.0,617262000.0,604086000.0,-4556461000.0
NVR Inc,NVR,,906163,2013.0,Q3,,2013-09-30,2013-11-01 13:59:53+00:00,248738000.0,13137000.0,270750000.0,,811589000.0,0.0,1208859000.0,122227000.0,7520000.0,599612000.0,,917070000.0,45595000.0,,153928000.0,,0.0,570058000.0,2476000.0,,4507746000.0,,,2518897000.0,1275094000.0,1895724000.0,641715000.0,1275094000.0,1275094000.0,1243803000.0,2518897000.0,577578000.0,602088000.0,-4441511000.0
NVR Inc,NVR,,906163,2013.0,Q2,,2013-06-30,2013-07-30 15:35:58+00:00,222223000.0,14822000.0,247965000.0,,777265000.0,0.0,1196591000.0,137765000.0,8294000.0,600635000.0,,940280000.0,42910000.0,,176285000.0,,0.0,571311000.0,2300000.0,,4424811000.0,,,2531167000.0,1320279000.0,1908652000.0,607953000.0,1320279000.0,1320279000.0,1210888000.0,2531167000.0,579605000.0,602935000.0,-4301123000.0
NVR Inc,NVR,,906163,2013.0,Q1,,2013-03-31,2013-04-29 12:09:34+00:00,191373000.0,14536000.0,193004000.0,,1087188000.0,0.0,1185167000.0,124862000.0,8819000.0,601549000.0,,841850000.0,42005000.0,,128050000.0,,0.0,542607000.0,2175000.0,,4374121000.0,,,2665055000.0,1552092000.0,2071624000.0,509239000.0,1552092000.0,1552092000.0,1112963000.0,2665055000.0,551426000.0,603724000.0,-4007196000.0
NVR Inc,NVR,,906163,2014.0,FY,,2014-12-31,2016-02-17 16:03:38+00:00,230419000.0,10021000.0,289058000.0,,544938000.0,0.0,1325701000.0,106755000.0,5364000.0,599230000.0,298266000.0,869486000.0,52431000.0,165189000.0,205664000.0,,0.0,199976000.0,1618000.0,,4887187000.0,,,2351335000.0,1124255000.0,1630109000.0,626232000.0,1124255000.0,1124255000.0,1227080000.0,2351335000.0,668795000.0,600848000.0,-5088633000.0
NVR Inc,NVR,,906163,2014.0,Q3,,2014-09-30,2014-10-30 16:50:00+00:00,250439000.0,11465000.0,289696000.0,,463695000.0,0.0,1299739000.0,119423000.0,5710000.0,599804000.0,,1013733000.0,59056000.0,,198597000.0,,0.0,660820000.0,2320000.0,,4787736000.0,,,2413076000.0,1151394000.0,1687490000.0,659558000.0,1151394000.0,1151394000.0,1261682000.0,2413076000.0,666530000.0,602124000.0,-4936081000.0
NVR Inc,NVR,,906163,2014.0,Q2,,2014-06-30,2014-08-01 12:33:31+00:00,255828000.0,15196000.0,296045000.0,,551859000.0,0.0,1277961000.0,128320000.0,6055000.0,600378000.0,,952505000.0,57487000.0,,170470000.0,,0.0,628491000.0,2277000.0,,4697584000.0,,,2382063000.0,1099215000.0,1690030000.0,680193000.0,1099215000.0,1099215000.0,1282848000.0,2382063000.0,634546000.0,602655000.0,-4876330000.0
NVR Inc,NVR,,906163,2014.0,Q1,,2014-03-31,2014-05-02 16:03:55+00:00,204755000.0,10055000.0,271875000.0,,878539000.0,0.0,1259616000.0,119101000.0,6401000.0,601251000.0,,841998000.0,45908000.0,,123833000.0,,0.0,618019000.0,1689000.0,,4629406000.0,,,2524753000.0,1326082000.0,1854425000.0,595731000.0,1326082000.0,1326082000.0,1198671000.0,2524753000.0,624420000.0,602940000.0,-4562940000.0
NVR Inc,NVR,,906163,2015.0,FY,,2015-12-31,2017-02-15 15:26:26+00:00,259728000.0,11482000.0,304922000.0,,424326000.0,0.0,1448001000.0,110965000.0,3982000.0,595847000.0,,1006526000.0,51713000.0,,319553000.0,,0.0,694136000.0,1091000.0,,5270114000.0,,,2511718000.0,1239165000.0,1761887000.0,675615000.0,1239165000.0,1239165000.0,1272553000.0,2511718000.0,698118000.0,596938000.0,-5478950000.0
NVR Inc,NVR,,906163,2015.0,Q3,,2015-09-30,2015-11-06 14:06:58+00:00,295670000.0,9850000.0,301594000.0,,386293000.0,0.0,1420420000.0,132072000.0,4327000.0,599237000.0,,1161455000.0,52212000.0,,260074000.0,,0.0,696471000.0,1619000.0,,5136110000.0,,,2570682000.0,1240490000.0,1817672000.0,729336000.0,1240490000.0,1240490000.0,1330192000.0,2570682000.0,700798000.0,600856000.0,-5316040000.0
