company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
NVR Inc,NVR,,906163,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 11:42:28+00:00,,65128000.0,12656000.0,13641000.0,145501000.0,,26571000.0,-5498000.0,462361000.0,26571000.0,-5498000.0,462361000.0,483434000.0,100892000.0,100892000.0,202327000.0,102318000.0,,,-6899000.0,-75619000.0,-128000.0,,1401000.0
NVR Inc,NVR,,906163,2009.0,Q4,2009-10-01,2009-12-31,,22000000.0,4777000.0,3993000.0,2017000.0,-11701000.0,-30832000.0,-49809000.0,60582000.0,123706000.0,-49809000.0,60582000.0,123706000.0,134479000.0,60639000.0,60639000.0,72751000.0,13582000.0,,-50000000.0,-1498000.0,-32559000.0,,89871000.0,209000.0
NVR Inc,NVR,,906163,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 17:03:03+00:00,,-28807000.0,10010000.0,9713000.0,36528000.0,,82482000.0,-221617000.0,241642000.0,82482000.0,-221617000.0,241642000.0,102507000.0,192180000.0,192180000.0,3221000.0,144991000.0,,-858362000.0,-3044000.0,-62509000.0,,638827000.0,962000.0
NVR Inc,NVR,,906163,2009.0,Q3,2009-07-01,2009-09-30,,-22000000.0,719000.0,755000.0,2719000.0,53925000.0,-21508000.0,15904000.0,376170000.0,140329000.0,15904000.0,376170000.0,140329000.0,532403000.0,72127000.0,72127000.0,11558000.0,39412000.0,,-100000000.0,-921000.0,-2000000.0,,498956000.0,135000.0
NVR Inc,NVR,,906163,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 15:30:11+00:00,-22000000.0,-33584000.0,6017000.0,7696000.0,48229000.0,30832000.0,132291000.0,-282199000.0,117936000.0,132291000.0,-282199000.0,117936000.0,-31972000.0,131541000.0,131541000.0,-69530000.0,131409000.0,,-808362000.0,-1546000.0,-29950000.0,,548956000.0,753000.0
NVR Inc,NVR,,906163,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-02 16:54:03+00:00,,-34303000.0,5262000.0,4977000.0,-5696000.0,52340000.0,116387000.0,-658369000.0,-22393000.0,116387000.0,-658369000.0,-22393000.0,-564375000.0,59414000.0,59414000.0,-81088000.0,91997000.0,,-708362000.0,-625000.0,-27950000.0,,50000000.0,618000.0
NVR Inc,NVR,,906163,2010.0,Q4,2010-10-01,2010-12-31,,,23245000.0,651000.0,1715000.0,75277000.0,-5232000.0,-26787000.0,23707000.0,140987000.0,-26787000.0,23707000.0,140987000.0,137907000.0,58698000.0,58698000.0,5297000.0,22398000.0,,,-2635000.0,-4167000.0,-39786000.0,26193000.0,149000.0
NVR Inc,NVR,,906163,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 15:22:17+00:00,-2000000.0,40669000.0,5805000.0,7263000.0,-11451000.0,89338000.0,-324228000.0,212440000.0,55388000.0,-324228000.0,212440000.0,55388000.0,-56400000.0,206005000.0,206005000.0,-146429000.0,141050000.0,,-150000000.0,-6943000.0,-137537000.0,-417079000.0,370728000.0,655000.0
NVR Inc,NVR,,906163,2010.0,Q3TTM,2009-10-01,2010-09-30,,20000000.0,22201000.0,9147000.0,7565000.0,-98429000.0,63738000.0,-347250000.0,249315000.0,38107000.0,-347250000.0,249315000.0,38107000.0,-59828000.0,207946000.0,207946000.0,-78975000.0,132234000.0,,-200000000.0,-5806000.0,-165929000.0,-377293000.0,434406000.0,715000.0
NVR Inc,NVR,,906163,2010.0,Q3,2010-07-01,2010-09-30,,,7714000.0,627000.0,1820000.0,-152322000.0,28056000.0,-164600000.0,148854000.0,-19293000.0,-164600000.0,148854000.0,-19293000.0,-35039000.0,43944000.0,43944000.0,87265000.0,8553000.0,,,-1387000.0,,-201209000.0,150000000.0,241000.0
NVR Inc,NVR,,906163,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-28 16:59:46+00:00,-2000000.0,17424000.0,5154000.0,5548000.0,-86728000.0,94570000.0,-297441000.0,188733000.0,-85599000.0,-297441000.0,188733000.0,-85599000.0,-194307000.0,147307000.0,147307000.0,-151726000.0,118652000.0,,-150000000.0,-4308000.0,-133370000.0,-377293000.0,344535000.0,506000.0
NVR Inc,NVR,,906163,2010.0,Q2TTM,2009-07-01,2010-06-30,,-2000000.0,15206000.0,9275000.0,8464000.0,107818000.0,14174000.0,-166746000.0,476631000.0,197729000.0,-166746000.0,476631000.0,197729000.0,507614000.0,236129000.0,236129000.0,-154682000.0,163093000.0,,-300000000.0,-5340000.0,-167929000.0,-176084000.0,783362000.0,609000.0
NVR Inc,NVR,,906163,2010.0,Q2,2010-04-01,2010-06-30,,-1000000.0,1024000.0,3940000.0,1847000.0,145049000.0,22675000.0,-250377000.0,-52890000.0,51857000.0,-250377000.0,-52890000.0,51857000.0,-251410000.0,71276000.0,71276000.0,-166315000.0,36402000.0,,-50000000.0,-2040000.0,-133370000.0,-176084000.0,,150000.0
NVR Inc,NVR,,906163,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-08 11:06:21+00:00,-2000000.0,9710000.0,4527000.0,3728000.0,65594000.0,66514000.0,-132841000.0,39879000.0,-66306000.0,-132841000.0,39879000.0,-66306000.0,-159268000.0,103363000.0,103363000.0,-238991000.0,110099000.0,,-150000000.0,-2921000.0,-133370000.0,-176084000.0,194535000.0,265000.0
NVR Inc,NVR,,906163,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 15:13:22+00:00,-1000000.0,8686000.0,587000.0,1881000.0,-79455000.0,43839000.0,117536000.0,92769000.0,-118163000.0,117536000.0,92769000.0,-118163000.0,92142000.0,32087000.0,32087000.0,-72676000.0,73697000.0,,-100000000.0,-881000.0,,,194535000.0,115000.0
