company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 17:06:09+00:00,1.57,1.57,,2459000000.0,1.5,-2270000000.0,2890000000.0,2890000000.0,2890000000.0,4703000000.0,13778000000.0,29000000.0,,,4860000000.0,4703000000.0,9075000000.0,1165000000.0,7319000000.0,1756000000.0,-1136000000.0,620000000.0,13778000000.0,1840800000.0,1829244000.0,1915167000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2008.0,FY,2008-01-01,2008-12-31,2010-02-16 17:06:09+00:00,0.38,0.38,,2354000000.0,0.37,399000000.0,652000000.0,652000000.0,652000000.0,4585000000.0,13475000000.0,23000000.0,,,4439000000.0,4585000000.0,8890000000.0,1069000000.0,6793000000.0,2097000000.0,-1046000000.0,1051000000.0,13475000000.0,1715800000.0,1728731000.0,1730206000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2008.0,Q3,2008-07-01,2008-09-30,2009-10-28 17:24:57+00:00,0.08,0.08,,599000000.0,0.08,73000000.0,145000000.0,145000000.0,145000000.0,1232000000.0,3379000000.0,27000000.0,,,1094000000.0,1232000000.0,2147000000.0,263000000.0,1693000000.0,454000000.0,-236000000.0,218000000.0,3379000000.0,1812500000.0,1713127000.0,1713745000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2008.0,Q2,2008-04-01,2008-06-30,2009-07-31 16:55:48+00:00,0.1,0.1,,578000000.0,0.1,118000000.0,180000000.0,180000000.0,180000000.0,1149000000.0,3382000000.0,4000000.0,,0.0,1091000000.0,1149000000.0,2233000000.0,270000000.0,1669000000.0,564000000.0,-266000000.0,298000000.0,3382000000.0,1800000000.0,1742294000.0,1744961000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2009.0,Q4,2009-10-01,2009-12-31,,0.06,0.06,,579000000.0,0.06,69000000.0,108000000.0,108000000.0,108000000.0,647000000.0,2994000000.0,6000000.0,,,1318000000.0,647000000.0,2347000000.0,279000000.0,1897000000.0,450000000.0,-273000000.0,177000000.0,2994000000.0,1742100000.0,1709346000.0,1713498000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2009.0,FY,2009-01-01,2009-12-31,2010-02-16 17:06:09+00:00,0.38,0.38,,2311000000.0,0.38,241000000.0,662000000.0,662000000.0,662000000.0,3718000000.0,12311000000.0,17000000.0,,,4307000000.0,3718000000.0,8593000000.0,1089000000.0,6618000000.0,1975000000.0,-1072000000.0,903000000.0,12311000000.0,1742100000.0,1709346000.0,1713498000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.32,0.32,,1732000000.0,0.32,172000000.0,554000000.0,554000000.0,554000000.0,3071000000.0,9317000000.0,11000000.0,,,2989000000.0,3071000000.0,6246000000.0,810000000.0,4721000000.0,1525000000.0,-799000000.0,726000000.0,9317000000.0,1700000000.0,1711954000.0,1719502000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 13:20:38+00:00,0.08,0.08,,581000000.0,0.08,75000000.0,136000000.0,136000000.0,136000000.0,1029000000.0,3054000000.0,0.0,,,959000000.0,1029000000.0,2025000000.0,274000000.0,1540000000.0,485000000.0,-274000000.0,211000000.0,3054000000.0,1700000000.0,1711954000.0,1719502000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.24,0.24,,1151000000.0,0.24,97000000.0,418000000.0,418000000.0,418000000.0,2042000000.0,6263000000.0,11000000.0,,,2030000000.0,2042000000.0,4221000000.0,536000000.0,3181000000.0,1040000000.0,-525000000.0,515000000.0,6263000000.0,1766700000.0,1707928000.0,1722770000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 13:59:10+00:00,0.12,0.12,,578000000.0,0.12,5000000.0,212000000.0,212000000.0,212000000.0,1028000000.0,3090000000.0,2000000.0,,,993000000.0,1028000000.0,2062000000.0,276000000.0,1571000000.0,491000000.0,-274000000.0,217000000.0,3090000000.0,1766700000.0,1707928000.0,1722770000.0
