company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2008.0,FY,,2008-12-31,2009-10-28 17:24:57+00:00,820000000.0,1465000000.0,1641000000.0,,-487000000.0,565000000.0,0.0,42184000000.0,572000000.0,572000000.0,,,,,,875000000.0,12735000000.0,13045000000.0,519000000.0,2168000000.0,,3232000000.0,,1083000000.0,1188000000.0,,368000000.0,-43063000000.0,820000000.0,,20141000000.0,-1386000000.0,2970000000.0,3853000000.0,-1386000000.0,-1386000000.0,21527000000.0,20141000000.0,4126000000.0,17674000000.0,0.0,-20000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2009.0,FY,,2009-12-31,2011-02-15 17:10:19+00:00,765000000.0,1302000000.0,1580000000.0,,-489000000.0,2406000000.0,0.0,42286000000.0,556000000.0,538000000.0,,,,,,911000000.0,12004000000.0,12299000000.0,486000000.0,1971000000.0,,3296000000.0,,585000000.0,675000000.0,,368000000.0,-42953000000.0,2196000000.0,,20380000000.0,-1178000000.0,4614000000.0,5097000000.0,-1178000000.0,-1178000000.0,21558000000.0,20380000000.0,3467000000.0,16461000000.0,0.0,-22000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2009.0,Q3,,2009-09-30,2009-10-28 17:24:57+00:00,754000000.0,1343000000.0,1355000000.0,,-487000000.0,2074000000.0,0.0,42262000000.0,547000000.0,569000000.0,,,,,,888000000.0,13210000000.0,12399000000.0,502000000.0,2003000000.0,,3270000000.0,,588000000.0,693000000.0,,361000000.0,-42784000000.0,925000000.0,,20225000000.0,-1031000000.0,4347000000.0,3581000000.0,-1031000000.0,-1031000000.0,21256000000.0,20225000000.0,3479000000.0,17675000000.0,0.0,-22000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2009.0,Q2,,2009-06-30,2009-07-31 16:55:48+00:00,767000000.0,1331000000.0,1385000000.0,,-485000000.0,1796000000.0,0.0,42239000000.0,551000000.0,576000000.0,,,,,,885000000.0,13038000000.0,12622000000.0,509000000.0,2063000000.0,,3259000000.0,,608000000.0,683000000.0,,345000000.0,-42783000000.0,1085000000.0,,20226000000.0,-1051000000.0,4048000000.0,3788000000.0,-1051000000.0,-1051000000.0,21277000000.0,20226000000.0,3556000000.0,17489000000.0,0.0,-22000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2010.0,Q3,,2010-09-30,2010-11-03 13:20:38+00:00,759000000.0,1259000000.0,1752000000.0,,-475000000.0,1967000000.0,0.0,42205000000.0,546000000.0,536000000.0,,,,,,923000000.0,10788000000.0,11830000000.0,463000000.0,1537000000.0,,3257000000.0,,584000000.0,628000000.0,,323000000.0,-43125000000.0,2191000000.0,,18959000000.0,-1425000000.0,4085000000.0,5248000000.0,-1425000000.0,-1425000000.0,20384000000.0,18959000000.0,3044000000.0,15136000000.0,0.0,-30000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2010.0,Q2,,2010-06-30,2010-08-06 13:59:10+00:00,686000000.0,1247000000.0,1523000000.0,,-481000000.0,1118000000.0,0.0,42164000000.0,541000000.0,538000000.0,,,,,,917000000.0,11529000000.0,11929000000.0,465000000.0,1658000000.0,,3267000000.0,,575000000.0,635000000.0,,316000000.0,-42896000000.0,1554000000.0,661000000.0,18959000000.0,-1241000000.0,3880000000.0,4304000000.0,-1241000000.0,-1241000000.0,20200000000.0,18959000000.0,3150000000.0,15896000000.0,0.0,-28000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2010.0,Q1,,2010-03-31,2010-05-05 16:18:48+00:00,658000000.0,1245000000.0,1344000000.0,,-487000000.0,1196000000.0,0.0,42311000000.0,542000000.0,527000000.0,,,,,,912000000.0,11500000000.0,12078000000.0,475000000.0,1772000000.0,,3278000000.0,,595000000.0,639000000.0,,381000000.0,-42915000000.0,2046000000.0,656000000.0,19362000000.0,-1120000000.0,4005000000.0,4590000000.0,-1120000000.0,-1120000000.0,20482000000.0,19362000000.0,3279000000.0,15892000000.0,0.0,-29000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2011.0,FY,,2011-12-31,2013-03-12 17:12:41+00:00,1367000000.0,1943000000.0,104000000.0,1218000000.0,-446000000.0,48000000.0,0.0,12273000000.0,400000000.0,559000000.0,263000000.0,469000000.0,200000000.0,10123000000.0,10679000000.0,8375000000.0,12179000000.0,9461000000.0,777000000.0,,630000000.0,3198000000.0,175000000.0,381000000.0,,,265000000.0,-551000000.0,117000000.0,,31155000000.0,11276000000.0,2815000000.0,3095000000.0,11276000000.0,11276000000.0,19879000000.0,31155000000.0,18879000000.0,16784000000.0,0.0,0.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2011.0,Q3,,2011-09-30,2011-11-08 14:42:08+00:00,1033000000.0,2444000000.0,105000000.0,808000000.0,0.0,70000000.0,0.0,12273000000.0,374000000.0,183000000.0,279000000.0,507000000.0,200000000.0,10135000000.0,10189000000.0,8794000000.0,12236000000.0,9381000000.0,932000000.0,0.0,568000000.0,2801000000.0,200000000.0,340000000.0,,,253000000.0,-580000000.0,672000000.0,,31600000000.0,11693000000.0,2950000000.0,3370000000.0,11693000000.0,11693000000.0,19907000000.0,31600000000.0,19269000000.0,16537000000.0,0.0,0.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2011.0,Q2,,2011-06-30,2011-08-09 16:25:49+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0
