company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2010.0,Q4,2010-10-01,2010-12-31,,,,,2200000000.0,429000000.0,67000000.0,775000000.0,-3913000000.0,-1488000000.0,3367000000.0,-3913000000.0,-1488000000.0,3367000000.0,-2034000000.0,-55000000.0,-55000000.0,793000000.0,-640000000.0,1000000.0,-555000000.0,-944000000.0,-1488000000.0,-3424000000.0,-136000000.0,943000000.0,
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2010.0,FY,2010-01-01,2010-12-31,2011-02-15 17:10:19+00:00,,,,2200000000.0,429000000.0,67000000.0,775000000.0,-3913000000.0,-1488000000.0,3367000000.0,-3913000000.0,-1488000000.0,3367000000.0,-2034000000.0,-55000000.0,-55000000.0,793000000.0,-640000000.0,1000000.0,-555000000.0,-944000000.0,-1488000000.0,-3424000000.0,-136000000.0,943000000.0,
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-08 14:42:08+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 16:25:49+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2012.0,Q4,2012-10-01,2012-12-31,,-17000000.0,3000000.0,251000000.0,742000000.0,254000000.0,,38000000.0,-558000000.0,-198000000.0,789000000.0,-558000000.0,-198000000.0,789000000.0,33000000.0,111000000.0,111000000.0,-301000000.0,937000000.0,270000000.0,-750000000.0,,-468000000.0,-783000000.0,,133000000.0,-133000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2012.0,FY,2012-01-01,2012-12-31,2013-03-12 17:12:41+00:00,-84000000.0,2000000.0,836000000.0,2948000000.0,-176000000.0,0.0,2919000000.0,-1553000000.0,-1214000000.0,2806000000.0,-1553000000.0,-1214000000.0,2806000000.0,39000000.0,308000000.0,308000000.0,-190000000.0,0.0,242000000.0,-750000000.0,0.0,-1589000000.0,-3722000000.0,0.0,133000000.0,0.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2012.0,Q2,2012-04-01,2012-06-30,,-19000000.0,1000000.0,453000000.0,738000000.0,-220000000.0,-48000000.0,1480000000.0,-343000000.0,-266000000.0,601000000.0,-343000000.0,-266000000.0,601000000.0,-8000000.0,37000000.0,37000000.0,65000000.0,-187000000.0,-73000000.0,,,-326000000.0,-1588000000.0,,,133000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-14 14:03:29+00:00,-47000000.0,1000000.0,453000000.0,1479000000.0,-251000000.0,,1480000000.0,-1135000000.0,50000000.0,1078000000.0,-1135000000.0,50000000.0,1078000000.0,-7000000.0,114000000.0,114000000.0,-217000000.0,-187000000.0,669000000.0,0.0,0.0,-752000000.0,-2428000000.0,0.0,0.0,133000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2012.0,Q1TTM,2011-04-01,2012-03-31,,-28000000.0,,,741000000.0,-31000000.0,48000000.0,,-792000000.0,316000000.0,477000000.0,-792000000.0,316000000.0,477000000.0,1000000.0,77000000.0,77000000.0,-282000000.0,,742000000.0,,,-426000000.0,-840000000.0,,,
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2012.0,Q1,2012-01-01,2012-03-31,2012-05-15 17:08:25+00:00,-28000000.0,0.0,0.0,741000000.0,-31000000.0,48000000.0,0.0,-792000000.0,316000000.0,477000000.0,-792000000.0,316000000.0,477000000.0,1000000.0,77000000.0,77000000.0,-282000000.0,0.0,742000000.0,0.0,0.0,-426000000.0,-840000000.0,0.0,0.0,
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2013.0,Q3TTM,2012-10-01,2013-09-30,,-64000000.0,4000000.0,752000000.0,2791000000.0,426000000.0,,1466000000.0,15000000.0,-3171000000.0,3214000000.0,15000000.0,-3171000000.0,3214000000.0,58000000.0,305000000.0,305000000.0,-244000000.0,917000000.0,-1437000000.0,-750000000.0,,-1734000000.0,-1618000000.0,,133000000.0,-133000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2013.0,Q3,2013-07-01,2013-09-30,,-13000000.0,-3000000.0,148000000.0,687000000.0,242000000.0,,45000000.0,21000000.0,-849000000.0,879000000.0,21000000.0,-849000000.0,879000000.0,51000000.0,-61000000.0,-61000000.0,24000000.0,,-384000000.0,,,-465000000.0,-24000000.0,,,
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-11-13 17:20:27+00:00,-47000000.0,1000000.0,501000000.0,2049000000.0,172000000.0,,1428000000.0,573000000.0,-2973000000.0,2425000000.0,573000000.0,-2973000000.0,2425000000.0,25000000.0,194000000.0,194000000.0,57000000.0,-20000000.0,-1707000000.0,,,-1266000000.0,-835000000.0,,,0.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2013.0,Q2TTM,2012-07-01,2013-06-30,,-71000000.0,5000000.0,736000000.0,2831000000.0,5000000.0,,2822000000.0,134000000.0,-3388000000.0,3274000000.0,134000000.0,-3388000000.0,3274000000.0,20000000.0,449000000.0,449000000.0,60000000.0,167000000.0,-1750000000.0,-750000000.0,,-1638000000.0,-2105000000.0,,133000000.0,-133000000.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2013.0,Q2,2013-04-01,2013-06-30,,-17000000.0,-29000000.0,211000000.0,680000000.0,-92000000.0,,795000000.0,23000000.0,-750000000.0,727000000.0,23000000.0,-750000000.0,727000000.0,,138000000.0,138000000.0,18000000.0,-20000000.0,-296000000.0,,,-454000000.0,-773000000.0,21000000.0,,
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-08-14 14:03:29+00:00,-34000000.0,4000000.0,353000000.0,1362000000.0,-70000000.0,,1383000000.0,552000000.0,-2124000000.0,1546000000.0,552000000.0,-2124000000.0,1546000000.0,-26000000.0,255000000.0,255000000.0,33000000.0,-20000000.0,-1323000000.0,0.0,0.0,-801000000.0,-811000000.0,0.0,0.0,0.0
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2013.0,Q1TTM,2012-04-01,2013-03-31,,-73000000.0,35000000.0,978000000.0,2889000000.0,-123000000.0,-48000000.0,3507000000.0,-232000000.0,-2904000000.0,3148000000.0,-232000000.0,-2904000000.0,3148000000.0,12000000.0,348000000.0,348000000.0,107000000.0,,-1527000000.0,-750000000.0,,-1510000000.0,-2920000000.0,-21000000.0,133000000.0,
QWEST COMMUNICATIONS INTERNATIONAL INC,Q,,1037949,2013.0,Q1,2013-01-01,2013-03-31,2013-05-15 15:37:30+00:00,-17000000.0,33000000.0,142000000.0,682000000.0,22000000.0,0.0,588000000.0,529000000.0,-1374000000.0,819000000.0,529000000.0,-1374000000.0,819000000.0,-26000000.0,117000000.0,117000000.0,15000000.0,0.0,-1027000000.0,0.0,0.0,-347000000.0,-38000000.0,-21000000.0,0.0,0.0
