company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repurchaseofcommonequity,saleofinvestments
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-26 16:11:36+00:00,,,9483000.0,,574000.0,-30458000.0,,-55455000.0,-54337000.0,69118000.0,-55455000.0,-54337000.0,69118000.0,-40100000.0,80486000.0,80486000.0,9607000.0,-6773000.0,,-24535000.0,,-143247000.0,-12444000.0,-24147000.0,101354000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q2TTM,2016-07-01,2017-06-30,,,58268000.0,18100000.0,,-1999000.0,1917000.0,,-92589000.0,-109505000.0,178961000.0,-92589000.0,-109505000.0,178961000.0,-25132000.0,144569000.0,144569000.0,14375000.0,-6200000.0,,-43717000.0,,-216620000.0,-20901000.0,-42672000.0,128016000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q2,2017-04-01,2017-06-30,,,,4790000.0,,999000.0,-7688000.0,,-23750000.0,-25330000.0,38569000.0,-23750000.0,-25330000.0,38569000.0,-9512000.0,38023000.0,38023000.0,3444000.0,369000.0,,-12179000.0,,-75076000.0,-5123000.0,-11940000.0,54869000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q1,2017-01-01,2017-03-31,2018-04-26 16:21:21+00:00,,,4693000.0,,-425000.0,-22770000.0,,-31705000.0,-29007000.0,30549000.0,-31705000.0,-29007000.0,30549000.0,-30588000.0,42463000.0,42463000.0,6163000.0,-7142000.0,,-12356000.0,,-68171000.0,-7321000.0,-12207000.0,46485000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q1TTM,2016-04-01,2017-03-31,,,58268000.0,17850000.0,,-3179000.0,-1083000.0,,-81674000.0,-88526000.0,173039000.0,-81674000.0,-88526000.0,173039000.0,-340000.0,139672000.0,139672000.0,16600000.0,-5617000.0,,-41124000.0,,-149609000.0,-20137000.0,-34933000.0,81220000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,FY,2018-01-01,2018-12-31,2020-02-18 09:40:30+00:00,,47208000.0,23080000.0,,-1640000.0,11988000.0,,-92673000.0,-50296000.0,224850000.0,-92673000.0,-50296000.0,223917000.0,79308000.0,172852000.0,172852000.0,16930000.0,-5070000.0,,-62432000.0,,-336533000.0,-47593000.0,-25171000.0,333830000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-25 09:12:11+00:00,,,17232000.0,,-1326000.0,-4159000.0,,-72431000.0,-36984000.0,153812000.0,-72431000.0,-36984000.0,153812000.0,43071000.0,127021000.0,127021000.0,13718000.0,-6553000.0,,-46893000.0,,-260318000.0,-32992000.0,-18985000.0,256326000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q3TTM,2017-10-01,2018-09-30,,,43997000.0,22440000.0,,-1277000.0,-4908000.0,,-105164000.0,-22730000.0,200264000.0,-105164000.0,-22730000.0,200264000.0,71093000.0,160494000.0,160494000.0,22238000.0,-21006000.0,,-59064000.0,,-279345000.0,-41210000.0,-25094000.0,297825000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q3,2018-07-01,2018-09-30,,,,6173000.0,,-472000.0,19572000.0,,-20551000.0,-7572000.0,67994000.0,-20551000.0,-7572000.0,67994000.0,39399000.0,38594000.0,38594000.0,3655000.0,1073000.0,,-15543000.0,,-101126000.0,-10421000.0,-6081000.0,103975000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-07-25 16:28:38+00:00,,,11059000.0,,-854000.0,-23731000.0,,-51880000.0,-29412000.0,85818000.0,-51880000.0,-29412000.0,85818000.0,3672000.0,88427000.0,88427000.0,10063000.0,-7626000.0,,-31350000.0,,-159192000.0,-22571000.0,-12904000.0,152351000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q2TTM,2017-07-01,2018-06-30,,,43997000.0,20850000.0,,29000.0,-13726000.0,,-113493000.0,-28728000.0,184735000.0,-113493000.0,-28728000.0,184735000.0,42543000.0,156030000.0,156030000.0,21581000.0,-26572000.0,,-55703000.0,,-231835000.0,-35684000.0,-31218000.0,238791000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q2,2018-04-01,2018-06-30,,,,5790000.0,,-744000.0,3865000.0,,-22435000.0,-16683000.0,54379000.0,-22435000.0,-16683000.0,54379000.0,14517000.0,40487000.0,40487000.0,4237000.0,-263000.0,,-15536000.0,,-101329000.0,-16703000.0,-6636000.0,101349000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q1,2018-01-01,2018-03-31,2019-04-25 16:22:21+00:00,,,5269000.0,,-110000.0,-27596000.0,,-29445000.0,-12729000.0,31439000.0,-29445000.0,-12729000.0,31439000.0,-10845000.0,47940000.0,47940000.0,5826000.0,-7363000.0,,-15814000.0,,-57863000.0,-5868000.0,-6268000.0,51002000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q1TTM,2017-04-01,2018-03-31,,,43997000.0,19850000.0,,1772000.0,-25279000.0,,-114808000.0,-37375000.0,168925000.0,-114808000.0,-37375000.0,168925000.0,18514000.0,153566000.0,153566000.0,20788000.0,-25940000.0,,-52346000.0,,-205582000.0,-24104000.0,-36522000.0,192311000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q4,2019-10-01,2019-12-31,,1491000.0,51766000.0,7730000.0,,2272000.0,22485000.0,,-32041000.0,-106761000.0,89141000.0,-32041000.0,-106761000.0,89141000.0,-47389000.0,50273000.0,50273000.0,7162000.0,-7227000.0,-97430000.0,-18998000.0,,-11282000.0,-12154000.0,-5816000.0,14105000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,FY,2019-01-01,2019-12-31,2020-02-18 09:40:30+00:00,5795000.0,51766000.0,26857000.0,,1011000.0,1191000.0,,-118100000.0,-122051000.0,265935000.0,-118100000.0,-122051000.0,265935000.0,26795000.0,204902000.0,204902000.0,27190000.0,-24613000.0,-97430000.0,-76231000.0,,-160857000.0,-34700000.0,-17256000.0,170936000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q3TTM,2018-10-01,2019-09-30,,4304000.0,47208000.0,24975000.0,,-1575000.0,-5147000.0,,-106301000.0,-28602000.0,247832000.0,-106301000.0,-28602000.0,246899000.0,110421000.0,200460000.0,200460000.0,23240000.0,-15903000.0,,-72772000.0,,-225790000.0,-37147000.0,-17626000.0,234335000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q3,2019-07-01,2019-09-30,,1469000.0,,6700000.0,,-1282000.0,-2047000.0,,-27527000.0,-4554000.0,67692000.0,-27527000.0,-4554000.0,67692000.0,34329000.0,54002000.0,54002000.0,7568000.0,-5847000.0,,-18910000.0,,-21386000.0,-9122000.0,-2770000.0,25954000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-25 09:12:11+00:00,4304000.0,,19127000.0,,-1261000.0,-21294000.0,,-86059000.0,-15290000.0,176794000.0,-86059000.0,-15290000.0,176794000.0,74184000.0,154629000.0,154629000.0,20028000.0,-17386000.0,,-57233000.0,,-149575000.0,-22546000.0,-11440000.0,156831000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q2TTM,2018-07-01,2019-06-30,,2835000.0,47208000.0,24448000.0,,-765000.0,16472000.0,,-99325000.0,-31620000.0,248134000.0,-99325000.0,-31620000.0,247201000.0,115491000.0,185052000.0,185052000.0,19327000.0,-8983000.0,,-69405000.0,,-305530000.0,-38446000.0,-20937000.0,312356000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q2,2019-04-01,2019-06-30,,1544000.0,,6345000.0,,-922000.0,6364000.0,,-22305000.0,-21298000.0,69733000.0,-22305000.0,-21298000.0,69733000.0,25208000.0,48105000.0,48105000.0,7375000.0,92000.0,,-18911000.0,,-74981000.0,-9591000.0,-3486000.0,63274000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-07-25 16:28:38+00:00,2835000.0,,12427000.0,,21000.0,-19247000.0,,-58532000.0,-10736000.0,109102000.0,-58532000.0,-10736000.0,109102000.0,39855000.0,100627000.0,100627000.0,12460000.0,-11539000.0,,-38323000.0,,-128189000.0,-13424000.0,-8670000.0,130877000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q1,2019-01-01,2019-03-31,2020-05-01 16:21:49+00:00,1291000.0,,6082000.0,,943000.0,-25611000.0,,-36227000.0,10562000.0,39369000.0,-36227000.0,10562000.0,39369000.0,14647000.0,52522000.0,52522000.0,5085000.0,-11631000.0,,-19412000.0,,-53208000.0,-3833000.0,-5184000.0,67603000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q1TTM,2018-04-01,2019-03-31,,1291000.0,47208000.0,23893000.0,,-587000.0,13973000.0,,-99455000.0,-27005000.0,232780000.0,-99455000.0,-27005000.0,231847000.0,104800000.0,177434000.0,177434000.0,16189000.0,-9338000.0,,-66030000.0,,-331878000.0,-45558000.0,-24087000.0,350431000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2020.0,Q1TTM,2019-04-01,2020-03-31,,6149000.0,51766000.0,28842000.0,,-3292000.0,51774000.0,,-131695000.0,-108056000.0,347513000.0,-131695000.0,-108056000.0,346935000.0,103892000.0,227196000.0,227196000.0,33552000.0,-34145000.0,-97963000.0,-80063000.0,,-116644000.0,-41936000.0,-17487000.0,148487000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2020.0,Q1,2020-01-01,2020-03-31,2020-05-01 16:21:49+00:00,1645000.0,,8067000.0,,-3360000.0,24972000.0,,-49822000.0,24557000.0,120947000.0,-49822000.0,24557000.0,120369000.0,91744000.0,74816000.0,74816000.0,11447000.0,-21163000.0,-533000.0,-23244000.0,,-8995000.0,-11069000.0,-5415000.0,45154000.0
