company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:34:52+00:00,76000000.0,366000000.0,3357000000.0,77000000.0,-1357000000.0,113000000.0,3000000.0,-2726000000.0,2996000000.0,-303000000.0,-2726000000.0,2996000000.0,-303000000.0,44000000.0,2489000000.0,2489000000.0,-1877000000.0,0.0,-413000000.0,-206000000.0,-378000000.0,-1120000000.0,-1309000000.0,212000000.0,11000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2008.0,Q4,2008-10-01,2008-12-31,,19000000.0,83000000.0,,-321000000.0,87000000.0,13000000.0,,-94000000.0,2000000.0,637000000.0,-94000000.0,2000000.0,637000000.0,224000000.0,83000000.0,83000000.0,365000000.0,-39000000.0,-104000000.0,-10000000.0,-52000000.0,-2000000.0,38000000.0,64000000.0,
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 18:23:55+00:00,72000000.0,332000000.0,56000000.0,-397000000.0,-357000000.0,68000000.0,,-643000000.0,-348000000.0,940000000.0,-643000000.0,-348000000.0,940000000.0,-448000000.0,-62000000.0,-62000000.0,955000000.0,-39000000.0,-412000000.0,-126000000.0,-386000000.0,-260000000.0,,97000000.0,11000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2008.0,Q3,2008-07-01,2008-09-30,,17000000.0,81000000.0,6000000.0,-121000000.0,533000000.0,30000000.0,,-88000000.0,-115000000.0,620000000.0,-88000000.0,-115000000.0,620000000.0,296000000.0,-5000000.0,-5000000.0,-6000000.0,,-102000000.0,-26000000.0,-110000000.0,-2000000.0,-14000000.0,6000000.0,9000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 16:05:25+00:00,53000000.0,249000000.0,56000000.0,-76000000.0,-444000000.0,55000000.0,0.0,-549000000.0,-350000000.0,303000000.0,-549000000.0,-350000000.0,303000000.0,-672000000.0,-145000000.0,-145000000.0,590000000.0,0.0,-308000000.0,-116000000.0,-334000000.0,-258000000.0,-38000000.0,33000000.0,11000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-10 17:10:45+00:00,36000000.0,168000000.0,50000000.0,45000000.0,-977000000.0,25000000.0,0.0,-461000000.0,-235000000.0,-317000000.0,-461000000.0,-235000000.0,-317000000.0,-968000000.0,-140000000.0,-140000000.0,596000000.0,0.0,-206000000.0,-90000000.0,-224000000.0,-256000000.0,-24000000.0,27000000.0,2000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2009.0,Q4,2009-10-01,2009-12-31,,10000000.0,78000000.0,,-43000000.0,75000000.0,6000000.0,,-106000000.0,-122000000.0,235000000.0,-106000000.0,-122000000.0,235000000.0,-36000000.0,25000000.0,25000000.0,47000000.0,-1000000.0,-109000000.0,-66000000.0,-96000000.0,-2000000.0,,40000000.0,
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:38:19+00:00,58000000.0,307000000.0,75000000.0,152000000.0,-357000000.0,34000000.0,398000000.0,-464000000.0,-236000000.0,640000000.0,-464000000.0,-236000000.0,640000000.0,92000000.0,241000000.0,241000000.0,391000000.0,-57000000.0,-431000000.0,-73000000.0,-305000000.0,-408000000.0,0.0,60000000.0,7000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2009.0,Q3TTM,2008-10-01,2009-09-30,,67000000.0,312000000.0,75000000.0,-126000000.0,-345000000.0,41000000.0,398000000.0,-452000000.0,-112000000.0,1042000000.0,-452000000.0,-112000000.0,1042000000.0,352000000.0,299000000.0,299000000.0,709000000.0,-95000000.0,-426000000.0,-17000000.0,-261000000.0,-408000000.0,38000000.0,84000000.0,7000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2009.0,Q3,2009-07-01,2009-09-30,,16000000.0,78000000.0,5000000.0,55000000.0,312000000.0,8000000.0,,-120000000.0,-54000000.0,641000000.0,-120000000.0,-54000000.0,641000000.0,522000000.0,225000000.0,225000000.0,10000000.0,-32000000.0,-115000000.0,-1000000.0,-66000000.0,-2000000.0,21000000.0,5000000.0,3000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 15:44:47+00:00,48000000.0,229000000.0,75000000.0,195000000.0,-432000000.0,28000000.0,398000000.0,-358000000.0,-114000000.0,405000000.0,-358000000.0,-114000000.0,405000000.0,128000000.0,216000000.0,216000000.0,344000000.0,-56000000.0,-322000000.0,-7000000.0,-209000000.0,-406000000.0,,20000000.0,7000000.0
