company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,accruedinvestmentincome,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,treasurystock,unearnedpremiumsdebit
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2011.0,Q2,,2011-06-30,2011-08-05 15:20:45+00:00,110000000.0,,-2078000000.0,1659000000.0,0.0,1653000000.0,7000000000.0,,2773000000.0,823000000.0,53000000.0,5871000000.0,2656000000.0,2752000000.0,7688000000.0,380000000.0,15451000000.0,6727000000.0,6727000000.0,6780000000.0,8671000000.0,15451000000.0,0.0,-536000000.0,98000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2011.0,Q1,,2011-03-31,2011-05-06 16:13:31+00:00,49000000.0,,-2183000000.0,1330000000.0,,1611000000.0,6993000000.0,,2771000000.0,828000000.0,58000000.0,5835000000.0,2726000000.0,2463000000.0,7528000000.0,377000000.0,15073000000.0,6629000000.0,6629000000.0,6687000000.0,8386000000.0,15073000000.0,0.0,-327000000.0,87000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2012.0,FY,,2012-12-31,2014-02-27 15:12:00+00:00,110000000.0,2858000000.0,-3307000000.0,2301000000.0,0.0,1668000000.0,,7261000000.0,2658000000.0,809000000.0,64000000.0,2997000000.0,3460000000.0,3194000000.0,8628000000.0,260000000.0,16288000000.0,6542000000.0,6542000000.0,6606000000.0,9682000000.0,16288000000.0,0.0,-447000000.0,62000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2012.0,Q3,,2012-09-30,2012-11-08 13:32:29+00:00,154000000.0,,-3005000000.0,2044000000.0,0.0,1637000000.0,7113000000.0,,2660000000.0,807000000.0,70000000.0,2838000000.0,2990000000.0,2967000000.0,8371000000.0,385000000.0,15736000000.0,6510000000.0,6510000000.0,6580000000.0,9156000000.0,15736000000.0,0.0,-493000000.0,2934000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2012.0,Q2,,2012-06-30,2012-08-08 15:37:09+00:00,111000000.0,,-3115000000.0,1504000000.0,0.0,1614000000.0,7086000000.0,,2663000000.0,800000000.0,71000000.0,2841000000.0,3025000000.0,2674000000.0,8257000000.0,385000000.0,15202000000.0,6273000000.0,6273000000.0,6344000000.0,8858000000.0,15202000000.0,0.0,-483000000.0,2971000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2012.0,Q1,,2012-03-31,2012-05-08 13:54:57+00:00,80000000.0,,-3023000000.0,1410000000.0,0.0,1579000000.0,7129000000.0,,2664000000.0,795000000.0,67000000.0,2795000000.0,3049000000.0,2572000000.0,8053000000.0,380000000.0,15010000000.0,6198000000.0,6198000000.0,6265000000.0,8745000000.0,15010000000.0,0.0,-411000000.0,2881000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2013.0,FY,,2013-12-31,2015-02-26 15:14:36+00:00,148000000.0,3065000000.0,-2621000000.0,2303000000.0,0.0,1589000000.0,,7365000000.0,2621000000.0,828000000.0,70000000.0,3358000000.0,2575000000.0,3327000000.0,9452000000.0,334000000.0,16980000000.0,7905000000.0,7905000000.0,7975000000.0,9005000000.0,16980000000.0,0.0,-515000000.0,61000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2013.0,Q3,,2013-09-30,2013-11-07 16:13:15+00:00,148000000.0,3120000000.0,-3213000000.0,2174000000.0,0.0,1571000000.0,,7353000000.0,2623000000.0,824000000.0,78000000.0,3443000000.0,3340000000.0,3024000000.0,9151000000.0,721000000.0,16976000000.0,7042000000.0,7042000000.0,7120000000.0,9856000000.0,16976000000.0,0.0,-467000000.0,62000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2013.0,Q2,,2013-06-30,2013-08-08 15:10:11+00:00,171000000.0,,-3435000000.0,1230000000.0,0.0,1563000000.0,7281000000.0,,2703000000.0,804000000.0,67000000.0,3297000000.0,3325000000.0,2644000000.0,9036000000.0,149000000.0,15838000000.0,6779000000.0,6779000000.0,6846000000.0,8992000000.0,15838000000.0,0.0,-385000000.0,3226000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2013.0,Q1,,2013-03-31,2013-05-08 18:18:59+00:00,148000000.0,,-3379000000.0,1263000000.0,0.0,1554000000.0,7199000000.0,,2705000000.0,793000000.0,73000000.0,3212000000.0,3279000000.0,2554000000.0,8786000000.0,138000000.0,15537000000.0,6640000000.0,6640000000.0,6713000000.0,8824000000.0,15537000000.0,0.0,-321000000.0,3070000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2014.0,FY,,2014-12-31,2016-02-24 15:51:04+00:00,150000000.0,3142000000.0,-3847000000.0,1958000000.0,0.0,1491000000.0,,7933000000.0,3368000000.0,809000000.0,79000000.0,3901000000.0,3615000000.0,3516000000.0,10335000000.0,11000000.0,17793000000.0,7054000000.0,7054000000.0,7133000000.0,10660000000.0,17793000000.0,0.0,-925000000.0,50000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2014.0,Q3,,2014-09-30,2014-11-04 17:03:16+00:00,199000000.0,3266000000.0,-2895000000.0,2649000000.0,0.0,1483000000.0,,7814000000.0,3379000000.0,822000000.0,82000000.0,3359000000.0,2563000000.0,3138000000.0,10042000000.0,793000000.0,17987000000.0,7833000000.0,7833000000.0,7915000000.0,10072000000.0,17987000000.0,0.0,-797000000.0,77000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2014.0,Q2,,2014-06-30,2014-08-04 16:20:22+00:00,209000000.0,3461000000.0,-2607000000.0,2005000000.0,0.0,1475000000.0,,7871000000.0,3212000000.0,843000000.0,77000000.0,3349000000.0,2618000000.0,2834000000.0,9897000000.0,487000000.0,17588000000.0,8151000000.0,8151000000.0,8228000000.0,9360000000.0,17588000000.0,0.0,-614000000.0,59000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2014.0,Q1,,2014-03-31,2014-05-08 16:04:10+00:00,176000000.0,3209000000.0,-2708000000.0,1380000000.0,0.0,1470000000.0,,7799000000.0,2619000000.0,825000000.0,82000000.0,3309000000.0,2572000000.0,2596000000.0,9620000000.0,571000000.0,16577000000.0,7961000000.0,7961000000.0,8043000000.0,8534000000.0,16577000000.0,0.0,-421000000.0,55000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2015.0,FY,,2015-12-31,2017-02-24 14:08:14+00:00,154000000.0,3198000000.0,-4220000000.0,1374000000.0,0.0,1422000000.0,,8925000000.0,4402000000.0,773000000.0,89000000.0,3895000000.0,3504000000.0,3542000000.0,11302000000.0,12000000.0,18216000000.0,6513000000.0,6513000000.0,6602000000.0,11614000000.0,18216000000.0,0.0,-1991000000.0,51000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2015.0,Q3,,2015-09-30,2015-10-29 17:15:50+00:00,107000000.0,3255000000.0,-4122000000.0,1330000000.0,0.0,1412000000.0,,8342000000.0,4422000000.0,786000000.0,95000000.0,3951000000.0,3555000000.0,3072000000.0,10928000000.0,225000000.0,17724000000.0,6248000000.0,6248000000.0,6343000000.0,11381000000.0,17724000000.0,0.0,-1970000000.0,60000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2015.0,Q2,,2015-06-30,2015-07-31 12:16:08+00:00,209000000.0,3404000000.0,-3923000000.0,930000000.0,0.0,1403000000.0,,8155000000.0,3825000000.0,807000000.0,89000000.0,4063000000.0,3508000000.0,2722000000.0,10768000000.0,277000000.0,17413000000.0,6783000000.0,6783000000.0,6872000000.0,10541000000.0,17413000000.0,0.0,-1465000000.0,54000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2015.0,Q1,,2015-03-31,2015-05-04 15:02:39+00:00,136000000.0,3135000000.0,-4090000000.0,1104000000.0,0.0,1398000000.0,,7832000000.0,3828000000.0,794000000.0,91000000.0,3913000000.0,3390000000.0,2405000000.0,10515000000.0,212000000.0,16834000000.0,6772000000.0,6772000000.0,6863000000.0,9971000000.0,16834000000.0,0.0,-1051000000.0,56000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2016.0,FY,,2016-12-31,2018-02-22 16:18:46+00:00,146000000.0,3370000000.0,-5093000000.0,1026000000.0,0.0,1403000000.0,,9495000000.0,4495000000.0,725000000.0,80000000.0,3491000000.0,3341000000.0,3624000000.0,12388000000.0,312000000.0,18190000000.0,6192000000.0,6192000000.0,6272000000.0,11918000000.0,18190000000.0,0.0,-2506000000.0,83000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2016.0,Q3,,2016-09-30,2016-10-28 13:36:14+00:00,213000000.0,3316000000.0,-4289000000.0,1388000000.0,0.0,1373000000.0,,8882000000.0,4494000000.0,717000000.0,83000000.0,4002000000.0,3285000000.0,3172000000.0,11953000000.0,440000000.0,18358000000.0,6671000000.0,6671000000.0,6754000000.0,11604000000.0,18358000000.0,0.0,-2366000000.0,53000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2016.0,Q2,,2016-06-30,2016-08-01 16:46:00+00:00,182000000.0,3473000000.0,-4301000000.0,974000000.0,0.0,1350000000.0,,8900000000.0,4496000000.0,736000000.0,81000000.0,3946000000.0,3371000000.0,2883000000.0,11751000000.0,439000000.0,18076000000.0,6624000000.0,6624000000.0,6705000000.0,11371000000.0,18076000000.0,0.0,-2176000000.0,47000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2016.0,Q1,,2016-03-31,2016-05-02 16:34:56+00:00,128000000.0,3357000000.0,-4097000000.0,918000000.0,0.0,1338000000.0,,8985000000.0,4748000000.0,757000000.0,92000000.0,4051000000.0,3450000000.0,2603000000.0,11460000000.0,428000000.0,18128000000.0,6679000000.0,6679000000.0,6771000000.0,11357000000.0,18128000000.0,0.0,-2022000000.0,60000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2017.0,FY,,2017-12-31,2019-02-21 16:24:23+00:00,199000000.0,3777000000.0,-4043000000.0,1205000000.0,0.0,1345000000.0,9089000000.0,1274000000.0,5225000000.0,712000000.0,83000000.0,4307000000.0,3500000000.0,3801000000.0,13140000000.0,262000000.0,20429000000.0,7359000000.0,7359000000.0,7442000000.0,12987000000.0,20429000000.0,0.0,-3083000000.0,65000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2017.0,Q3,,2017-09-30,2017-10-27 16:15:38+00:00,229000000.0,3651000000.0,-4560000000.0,1078000000.0,0.0,1344000000.0,,10420000000.0,5475000000.0,728000000.0,85000000.0,3761000000.0,3270000000.0,3379000000.0,13113000000.0,206000000.0,19690000000.0,7046000000.0,7046000000.0,7131000000.0,12559000000.0,19690000000.0,0.0,-2851000000.0,52000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2017.0,Q2,,2017-06-30,2017-07-28 11:45:23+00:00,193000000.0,3740000000.0,-4541000000.0,966000000.0,0.0,1324000000.0,,10054000000.0,5479000000.0,721000000.0,81000000.0,3912000000.0,3240000000.0,3100000000.0,12915000000.0,356000000.0,19442000000.0,6993000000.0,6993000000.0,7074000000.0,12368000000.0,19442000000.0,0.0,-2705000000.0,49000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2017.0,Q1,,2017-03-31,2017-04-28 15:47:06+00:00,202000000.0,3564000000.0,-4837000000.0,930000000.0,0.0,1294000000.0,,10060000000.0,5479000000.0,722000000.0,87000000.0,3640000000.0,3283000000.0,2798000000.0,12606000000.0,588000000.0,18969000000.0,6532000000.0,6532000000.0,6619000000.0,12350000000.0,18969000000.0,0.0,-2531000000.0,53000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2018.0,FY,,2018-12-31,2020-02-20 16:43:56+00:00,157000000.0,3984000000.0,-4647000000.0,1066000000.0,0.0,1378000000.0,9599000000.0,1437000000.0,5510000000.0,701000000.0,73000000.0,4712000000.0,3560000000.0,4012000000.0,14347000000.0,755000000.0,21578000000.0,7511000000.0,7511000000.0,7584000000.0,13994000000.0,21578000000.0,0.0,-3567000000.0,79000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2018.0,Q3,,2018-09-30,2018-10-26 08:33:30+00:00,179000000.0,4077000000.0,-4488000000.0,951000000.0,0.0,1332000000.0,9435000000.0,1329000000.0,5512000000.0,707000000.0,85000000.0,4574000000.0,3352000000.0,3699000000.0,14196000000.0,849000000.0,21129000000.0,7453000000.0,7453000000.0,7538000000.0,13591000000.0,21129000000.0,0.0,-3587000000.0,56000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2018.0,Q2,,2018-06-30,2018-07-27 09:26:03+00:00,216000000.0,4288000000.0,-4265000000.0,1036000000.0,0.0,1293000000.0,9177000000.0,1234000000.0,5813000000.0,698000000.0,81000000.0,4664000000.0,3333000000.0,3349000000.0,14131000000.0,651000000.0,21159000000.0,7716000000.0,7716000000.0,7797000000.0,13362000000.0,21159000000.0,0.0,-3443000000.0,62000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2018.0,Q1,,2018-03-31,2018-04-27 16:03:05+00:00,261000000.0,4217000000.0,-3905000000.0,1168000000.0,0.0,1243000000.0,,10450000000.0,5815000000.0,713000000.0,81000000.0,4761000000.0,3421000000.0,3156000000.0,13812000000.0,705000000.0,21379000000.0,7940000000.0,7940000000.0,8021000000.0,13358000000.0,21379000000.0,0.0,-3210000000.0,70000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2019.0,FY,,2019-12-31,2020-05-01 07:32:34+00:00,179000000.0,4608000000.0,-5055000000.0,1155000000.0,0.0,1423000000.0,14671000000.0,2774000000.0,10741000000.0,858000000.0,150000000.0,7168000000.0,5994000000.0,5285000000.0,15199000000.0,1215000000.0,31357000000.0,7793000000.0,7793000000.0,7943000000.0,23414000000.0,31357000000.0,0.0,-3774000000.0,123000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2019.0,Q3,,2019-09-30,2019-10-30 08:08:40+00:00,251000000.0,4636000000.0,-4931000000.0,1213000000.0,0.0,1357000000.0,14286000000.0,2869000000.0,11429000000.0,816000000.0,177000000.0,7151000000.0,5667000000.0,4582000000.0,14811000000.0,1371000000.0,31097000000.0,7620000000.0,7620000000.0,7797000000.0,23300000000.0,31097000000.0,0.0,-3617000000.0,126000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2019.0,Q2,,2019-06-30,2019-08-02 08:18:35+00:00,165000000.0,5057000000.0,-4527000000.0,1294000000.0,0.0,1297000000.0,14479000000.0,3083000000.0,11459000000.0,799000000.0,272000000.0,7313000000.0,5938000000.0,4322000000.0,14741000000.0,1895000000.0,32116000000.0,8065000000.0,8065000000.0,8337000000.0,23779000000.0,32116000000.0,0.0,-3446000000.0,91000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2019.0,Q1,,2019-03-31,2019-04-26 09:34:14+00:00,256000000.0,4315000000.0,-4590000000.0,1117000000.0,0.0,1242000000.0,9739000000.0,1464000000.0,11472000000.0,716000000.0,77000000.0,12727000000.0,4940000000.0,3710000000.0,14642000000.0,1773000000.0,30137000000.0,7909000000.0,7909000000.0,7986000000.0,22151000000.0,30137000000.0,0.0,-3385000000.0,59000000.0
Marsh & McLennan Companies Inc,MMC,549300XMP3KDCKJXIU47,62709,2020.0,Q1,,2020-03-31,2020-05-01 07:32:34+00:00,256000000.0,5028000000.0,-5847000000.0,1480000000.0,0.0,1307000000.0,14412000000.0,2663000000.0,11231000000.0,850000000.0,156000000.0,6845000000.0,5850000000.0,3963000000.0,15490000000.0,2640000000.0,31391000000.0,7295000000.0,7295000000.0,7451000000.0,23940000000.0,31391000000.0,0.0,-3655000000.0,113000000.0
