company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2008.0,FY,,2008-12-31,2010-02-18 19:40:30+00:00,794000000.0,1471000000.0,10821000000.0,-1380000000.0,1335000000.0,1335000000.0,545000000.0,,5504000000.0,283000000.0,333000000.0,,5575000000.0,28544000000.0,,9100000000.0,1309000000.0,605000000.0,17723000000.0,32000000.0,2163000000.0,1884000000.0,149000000.0,1098000000.0,,,5861000000.0,2291000000.0,,,,,4159000000.0,4873000000.0,33521000000.0,8283000000.0,3053000000.0,7098000000.0,8283000000.0,8315000000.0,25206000000.0,33521000000.0,12745000000.0,18108000000.0,
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2009.0,FY,,2009-12-31,2011-02-16 16:16:59+00:00,829000000.0,1397000000.0,11397000000.0,-1415000000.0,1425000000.0,1255000000.0,874000000.0,,5479000000.0,248000000.0,314000000.0,293000000.0,5575000000.0,30561000000.0,,12008000000.0,1164000000.0,647000000.0,19164000000.0,-2000000.0,2468000000.0,1534000000.0,154000000.0,837000000.0,,,5081000000.0,1869000000.0,,,,,4495000000.0,2915000000.0,34304000000.0,8559000000.0,3320000000.0,5188000000.0,8559000000.0,8557000000.0,25747000000.0,34304000000.0,11820000000.0,20559000000.0,
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2009.0,Q3,,2009-09-30,2009-11-06 17:42:59+00:00,692000000.0,1392000000.0,11267000000.0,-1401000000.0,1401000000.0,1275000000.0,838000000.0,,5469000000.0,585000000.0,257000000.0,,5575000000.0,30016000000.0,,11647000000.0,1251000000.0,621000000.0,18749000000.0,1000000.0,2562000000.0,1500000000.0,334000000.0,1114000000.0,,,5329000000.0,2060000000.0,,,,,4424000000.0,3673000000.0,34674000000.0,8492000000.0,3770000000.0,5736000000.0,8492000000.0,8493000000.0,26181000000.0,34674000000.0,12155000000.0,20445000000.0,
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2009.0,Q2,,2009-06-30,2009-08-03 16:33:55+00:00,806000000.0,1440000000.0,11113000000.0,-1048000000.0,1379000000.0,1295000000.0,900000000.0,0.0,5496000000.0,457000000.0,259000000.0,,5575000000.0,29622000000.0,,10399000000.0,1249000000.0,644000000.0,18509000000.0,28000000.0,2447000000.0,1473000000.0,209000000.0,782000000.0,,,5323000000.0,2084000000.0,,,,,4525000000.0,4381000000.0,34306000000.0,8973000000.0,3650000000.0,6228000000.0,8973000000.0,9001000000.0,25305000000.0,34306000000.0,12147000000.0,19077000000.0,
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2010.0,FY,,2010-12-31,2012-02-28 16:23:58+00:00,872000000.0,1568000000.0,11283000000.0,425000000.0,1407000000.0,959000000.0,1019000000.0,0.0,5475000000.0,199000000.0,332000000.0,315000000.0,5575000000.0,31793000000.0,,12579000000.0,1029000000.0,638000000.0,20510000000.0,-32000000.0,3160000000.0,1868000000.0,274000000.0,999000000.0,,,4719000000.0,1902000000.0,,,,,3084000000.0,2186000000.0,35531000000.0,8984000000.0,3698000000.0,4704000000.0,8984000000.0,8952000000.0,26579000000.0,35531000000.0,11323000000.0,21875000000.0,
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2010.0,Q3,,2010-09-30,2010-10-26 16:53:48+00:00,813000000.0,1564000000.0,11206000000.0,-1350000000.0,1394000000.0,1196000000.0,632000000.0,,5476000000.0,291000000.0,230000000.0,,5575000000.0,30744000000.0,,12104000000.0,1050000000.0,652000000.0,19538000000.0,-26000000.0,2824000000.0,1541000000.0,252000000.0,1339000000.0,,,5153000000.0,1985000000.0,,,,,4591000000.0,2590000000.0,34707000000.0,8717000000.0,3391000000.0,4972000000.0,8717000000.0,8691000000.0,26016000000.0,34707000000.0,11778000000.0,21044000000.0,
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2010.0,Q2,,2010-06-30,2010-08-03 16:32:08+00:00,848000000.0,1555000000.0,11724000000.0,-1379000000.0,1372000000.0,1215000000.0,281000000.0,,5471000000.0,397000000.0,256000000.0,,5575000000.0,31274000000.0,,11861000000.0,1075000000.0,675000000.0,19550000000.0,-20000000.0,2710000000.0,1531000000.0,206000000.0,907000000.0,,,5152000000.0,1913000000.0,,,,,4747000000.0,3034000000.0,34466000000.0,8839000000.0,3114000000.0,5045000000.0,8839000000.0,8819000000.0,25647000000.0,34466000000.0,11802000000.0,20602000000.0,
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2010.0,Q1,,2010-03-31,2010-05-04 17:04:45+00:00,772000000.0,1395000000.0,11554000000.0,-1399000000.0,1449000000.0,1235000000.0,310000000.0,,5463000000.0,236000000.0,266000000.0,,5575000000.0,30911000000.0,,11847000000.0,1104000000.0,699000000.0,19357000000.0,-11000000.0,2602000000.0,1527000000.0,214000000.0,1179000000.0,,,5188000000.0,1997000000.0,,,,,4482000000.0,2669000000.0,34078000000.0,8546000000.0,2854000000.0,4886000000.0,8546000000.0,8535000000.0,25543000000.0,34078000000.0,11867000000.0,20657000000.0,
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2011.0,FY,,2011-12-31,2013-02-25 15:09:18+00:00,1174000000.0,1794000000.0,11839000000.0,426000000.0,1497000000.0,925000000.0,202000000.0,0.0,9807000000.0,191000000.0,558000000.0,384000000.0,6441000000.0,42176000000.0,,15716000000.0,1410000000.0,811000000.0,30337000000.0,19000000.0,5670000000.0,2823000000.0,357000000.0,1118000000.0,,,5783000000.0,2541000000.0,,,,,3047000000.0,1621000000.0,47326000000.0,13280000000.0,3355000000.0,4855000000.0,13280000000.0,13299000000.0,34027000000.0,47326000000.0,13634000000.0,29172000000.0,
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2011.0,Q3,,2011-09-30,2011-11-01 15:29:04+00:00,1009000000.0,1880000000.0,11803000000.0,-1436000000.0,1473000000.0,934000000.0,291000000.0,0.0,9824000000.0,214000000.0,482000000.0,350000000.0,6448000000.0,41070000000.0,910000000.0,15823000000.0,854000000.0,822000000.0,29267000000.0,-31000000.0,5315000000.0,2045000000.0,384000000.0,1182000000.0,,,5189000000.0,2792000000.0,402000000.0,401000000.0,,,4658000000.0,1840000000.0,46661000000.0,13046000000.0,3591000000.0,4863000000.0,13046000000.0,13015000000.0,33646000000.0,46661000000.0,13803000000.0,28783000000.0,
