company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2007.0,FY,2007-01-01,2007-12-31,2010-02-18 19:40:30+00:00,1019000000.0,4.27,4.27,,638000000.0,4.22,,883000000.0,1312000000.0,1312000000.0,,1309000000.0,3000000.0,5014000000.0,12802000000.0,32000000.0,230000000.0,,3083000000.0,5014000000.0,7788000000.0,775000000.0,120000000.0,4970000000.0,2818000000.0,-623000000.0,2195000000.0,12802000000.0,306600000.0,306000000.0,310000000.0
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2008.0,FY,2008-01-01,2008-12-31,2010-02-18 19:40:30+00:00,1053000000.0,4.41,4.41,,677000000.0,4.38,,777000000.0,1339000000.0,1339000000.0,,1342000000.0,-3000000.0,5631000000.0,13627000000.0,52000000.0,462000000.0,,3045000000.0,5631000000.0,7996000000.0,754000000.0,59000000.0,5237000000.0,2759000000.0,-643000000.0,2116000000.0,13627000000.0,304300000.0,304000000.0,307000000.0
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 17:42:59+00:00,291000000.0,1.55,1.55,1.1,168000000.0,1.54,,238000000.0,471000000.0,471000000.0,,471000000.0,,1662000000.0,3904000000.0,15000000.0,143000000.0,,794000000.0,1662000000.0,2242000000.0,192000000.0,40000000.0,1396000000.0,846000000.0,-137000000.0,709000000.0,3904000000.0,303900000.0,304000000.0,307000000.0
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2008.0,Q2,2008-04-01,2008-06-30,2009-08-03 16:33:55+00:00,246000000.0,0.86,0.86,0.0,168000000.0,0.85,,160000000.0,263000000.0,263000000.0,,263000000.0,0.0,1386000000.0,3245000000.0,13000000.0,82000000.0,0.0,781000000.0,1386000000.0,1859000000.0,188000000.0,16000000.0,1277000000.0,582000000.0,-159000000.0,423000000.0,3245000000.0,305800000.0,304000000.0,307000000.0
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2009.0,Q4,2009-10-01,2009-12-31,,114000000.0,0.35,0.35,-1.65,207000000.0,0.33,6000000.0,-246000000.0,103000000.0,103000000.0,,109000000.0,-6000000.0,1513000000.0,2960000000.0,35000000.0,625000000.0,,447000000.0,1513000000.0,1447000000.0,223000000.0,-3000000.0,1399000000.0,48000000.0,-191000000.0,-143000000.0,2960000000.0,303800000.0,304000000.0,306000000.0
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:23:58+00:00,1019000000.0,2.87,2.87,,757000000.0,2.85,6000000.0,184000000.0,856000000.0,856000000.0,,872000000.0,-16000000.0,5883000000.0,12973000000.0,131000000.0,1074000000.0,,2551000000.0,5883000000.0,7090000000.0,978000000.0,204000000.0,5407000000.0,1683000000.0,-643000000.0,1040000000.0,12973000000.0,303800000.0,304000000.0,306000000.0
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2009.0,Q3,2009-07-01,2009-09-30,2009-11-06 17:42:59+00:00,261000000.0,0.77,0.77,1.1,188000000.0,0.77,,128000000.0,230000000.0,230000000.0,,230000000.0,,1615000000.0,3408000000.0,35000000.0,192000000.0,,665000000.0,1615000000.0,1793000000.0,355000000.0,191000000.0,1306000000.0,487000000.0,-129000000.0,358000000.0,3408000000.0,298700000.0,304000000.0,306000000.0
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2009.0,Q3YTD,2009-01-01,2009-09-30,,905000000.0,2.52,2.52,1.65,550000000.0,2.52,,430000000.0,753000000.0,753000000.0,,763000000.0,-10000000.0,4370000000.0,10013000000.0,96000000.0,449000000.0,,2104000000.0,4370000000.0,5643000000.0,755000000.0,207000000.0,4008000000.0,1635000000.0,-452000000.0,1183000000.0,10013000000.0,298700000.0,304000000.0,306000000.0
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2009.0,Q2,2009-04-01,2009-06-30,2009-08-03 16:33:55+00:00,233000000.0,1.36,1.36,0.0,185000000.0,1.36,,248000000.0,408000000.0,408000000.0,,414000000.0,-6000000.0,1300000000.0,3271000000.0,33000000.0,139000000.0,0.0,612000000.0,1300000000.0,1971000000.0,206000000.0,27000000.0,1169000000.0,802000000.0,-146000000.0,656000000.0,3271000000.0,304400000.0,304000000.0,305000000.0
FirstEnergy Corp,FE,549300SVYJS666PQJH88,1031296,2009.0,Q2YTD,2009-01-01,2009-06-30,,644000000.0,1.75,1.75,0.55,362000000.0,1.75,,302000000.0,523000000.0,523000000.0,,533000000.0,-10000000.0,2755000000.0,6605000000.0,61000000.0,257000000.0,,1439000000.0,2755000000.0,3850000000.0,400000000.0,16000000.0,2702000000.0,1148000000.0,-323000000.0,825000000.0,6605000000.0,304400000.0,304000000.0,305000000.0
