company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2009.0,FY,,2009-12-31,2010-11-09 16:26:42+00:00,60568000.0,118659000.0,119521000.0,-3000000.0,,202141000.0,,2290272000.0,60758000.0,65980000.0,8040000.0,350630000.0,172080000.0,,,30489000.0,253700000.0,43793000.0,4384000.0,24052000.0,36828000.0,35985000.0,1319000.0,-454673000.0,159878000.0,598014000.0,1834224000.0,1321629000.0,1022941000.0,408765000.0,1321629000.0,1321629000.0,476610000.0,1834224000.0,780794000.0,67845000.0,-510970000.0
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2010.0,FY,,2010-12-31,2012-02-27 16:59:00+00:00,90311000.0,162426000.0,243767000.0,-32889000.0,,358967000.0,0.0,2417530000.0,136915000.0,70559000.0,,510894000.0,232030000.0,476230000.0,,39739000.0,151408000.0,56440000.0,14418000.0,42990000.0,61211000.0,45789000.0,1050000.0,69110000.0,175000.0,1303251000.0,2905953000.0,1813336000.0,1957464000.0,471168000.0,1813336000.0,1813336000.0,1046828000.0,2905953000.0,908750000.0,575660000.0,-640415000.0
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2010.0,Q3,,2010-09-30,2010-11-09 16:26:42+00:00,112753000.0,248946000.0,195936000.0,-19048000.0,,533121000.0,,2355531000.0,117800000.0,73257000.0,79666000.0,453618000.0,243243000.0,471071000.0,,35905000.0,158888000.0,59402000.0,14833000.0,28481000.0,41631000.0,44263000.0,1155000.0,-62861000.0,174000.0,941948000.0,2746545000.0,1636999000.0,1840058000.0,506329000.0,1636999000.0,1636999000.0,1065283000.0,2746545000.0,870582000.0,558954000.0,-636623000.0
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2010.0,Q2,,2010-06-30,2010-08-04 17:27:03+00:00,119138000.0,208056000.0,163046000.0,-94673000.0,,356035000.0,,2401391000.0,141611000.0,57598000.0,,426324000.0,236547000.0,465987000.0,,34988000.0,174236000.0,59179000.0,15968000.0,26894000.0,70521000.0,43419000.0,1302000.0,-285841000.0,41981000.0,864164000.0,2445739000.0,1384484000.0,1557676000.0,465776000.0,1384484000.0,1384484000.0,1017836000.0,2445739000.0,853075000.0,552060000.0,-636393000.0
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2011.0,Q3,,2011-09-30,2011-11-07 17:03:15+00:00,169545000.0,345339000.0,305745000.0,-59835000.0,,421166000.0,,2394480000.0,213802000.0,32248000.0,,510154000.0,210693000.0,,,53843000.0,137462000.0,47448000.0,21444000.0,37119000.0,95906000.0,159446000.0,3851000.0,858438000.0,492169000.0,1983467000.0,3815573000.0,2390299000.0,2881977000.0,1181261000.0,2390299000.0,2390299000.0,1265828000.0,3815573000.0,879753000.0,84567000.0,-802784000.0
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2011.0,Q2,,2011-06-30,2011-08-05 16:06:11+00:00,127794000.0,321358000.0,267888000.0,19476000.0,,611249000.0,,2372729000.0,243733000.0,51859000.0,,529594000.0,228885000.0,,,49346000.0,158658000.0,54679000.0,17157000.0,33858000.0,52721000.0,155718000.0,1079000.0,396528000.0,486778000.0,1338169000.0,3360075000.0,1989627000.0,2376435000.0,1126193000.0,1989627000.0,1989627000.0,1214730000.0,3360075000.0,934294000.0,88537000.0,-799106000.0
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2011.0,Q1,,2011-03-31,2011-05-06 16:18:51+00:00,115512000.0,221978000.0,322735000.0,10360000.0,,551074000.0,,2348173000.0,166805000.0,80360000.0,,525801000.0,234063000.0,,,44386000.0,137969000.0,55938000.0,17462000.0,47209000.0,56682000.0,151107000.0,1064000.0,163545000.0,481644000.0,1194512000.0,3065351000.0,1724401000.0,2105670000.0,1086696000.0,1724401000.0,1724401000.0,1189843000.0,3065351000.0,915295000.0,103147000.0,-797677000.0
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2012.0,FY,,2012-12-31,2014-02-20 16:38:33+00:00,184648000.0,367512000.0,387911000.0,-23676000.0,,1536349000.0,0.0,2612647000.0,368823000.0,40738000.0,,522672000.0,208113000.0,881996000.0,,89269000.0,31485000.0,45159000.0,35828000.0,68944000.0,84290000.0,214942000.0,6641000.0,2368611000.0,520344000.0,3646845000.0,6569742000.0,3896975000.0,5682375000.0,1461726000.0,3896975000.0,3896975000.0,2457825000.0,6569742000.0,798098000.0,996099000.0,-1060607000.0
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2012.0,Q3,,2012-09-30,2012-11-01 16:38:09+00:00,240176000.0,493777000.0,377326000.0,-62872000.0,,898470000.0,,2594333000.0,343296000.0,44019000.0,,517721000.0,192488000.0,876809000.0,,81931000.0,23230000.0,46305000.0,36710000.0,47813000.0,152722000.0,193678000.0,7214000.0,2105386000.0,514542000.0,3769527000.0,6217809000.0,3577864000.0,5365729000.0,1475340000.0,3577864000.0,3577864000.0,2446267000.0,6217809000.0,770149000.0,970927000.0,-1058983000.0
Booking Holdings Inc,BKNG,FXM8FAOHMYDIPD38UZ17,1075531,2012.0,Q2,,2012-06-30,2012-08-07 17:18:58+00:00,201203000.0,429520000.0,272087000.0,-107647000.0,,812786000.0,,2569573000.0,384519000.0,35083000.0,,508331000.0,196037000.0,871667000.0,,78616000.0,29040000.0,45237000.0,38483000.0,41122000.0,164745000.0,176358000.0,6609000.0,1524615000.0,508826000.0,3129556000.0,5428806000.0,2927787000.0,4578299000.0,1366635000.0,2927787000.0,2927787000.0,2324661000.0,5428806000.0,771891000.0,958026000.0,-1058754000.0
