company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2009.0,FY,,2009-12-31,2011-03-01 14:03:37+00:00,66765000.0,125236000.0,54640000.0,536045000.0,-138105000.0,416737000.0,,1224290000.0,104439000.0,18944000.0,,55356000.0,,,,782407000.0,152192000.0,141100000.0,55130000.0,90836000.0,246362000.0,2318000.0,,8041000.0,115101000.0,,,,,19361000.0,20841000.0,,,63606000.0,-421606000.0,2157000.0,46933000.0,1235337000.0,664579000.0,762292000.0,283357000.0,664579000.0,664579000.0,570758000.0,1235337000.0,226683000.0,287401000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,FY,,2010-12-31,2012-02-29 09:54:12+00:00,81142000.0,168756000.0,57145000.0,542266000.0,-128216000.0,397737000.0,0.0,1292280000.0,105568000.0,22730000.0,8465000.0,105374000.0,,13981000.0,0.0,1546748000.0,122941000.0,150182000.0,248696000.0,116841000.0,231108000.0,71558000.0,,9849000.0,72071000.0,,,8713000.0,3560000.0,16542000.0,19448000.0,469000.0,1355000.0,52780000.0,-41876000.0,2450000.0,409061000.0,1810355000.0,1122188000.0,1176618000.0,363704000.0,1122188000.0,1122188000.0,688167000.0,1810355000.0,402629000.0,324463000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,Q3,,2010-10-03,2010-11-10 17:04:46+00:00,133330000.0,306522000.0,57566000.0,547268000.0,-114225000.0,433915000.0,,1283577000.0,101584000.0,20017000.0,14625000.0,91780000.0,,23405000.0,,779616000.0,130231000.0,147287000.0,201486000.0,102848000.0,232348000.0,80818000.0,,10271000.0,68663000.0,,,,,16038000.0,15954000.0,,,60920000.0,-102016000.0,2397000.0,263881000.0,1791611000.0,1067336000.0,1188103000.0,401282000.0,1067336000.0,1067336000.0,724275000.0,1791611000.0,371160000.0,322993000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,Q2,,2010-07-04,2010-08-12 14:29:38+00:00,96044000.0,248018000.0,62619000.0,541802000.0,-117631000.0,403996000.0,,1275743000.0,41451000.0,19711000.0,11346000.0,80592000.0,,,,777494000.0,137522000.0,145497000.0,95487000.0,83820000.0,235692000.0,,,10136000.0,69757000.0,,,,,15307000.0,20836000.0,,,47994000.0,-249356000.0,2291000.0,161778000.0,1449325000.0,908756000.0,965317000.0,294343000.0,908756000.0,908756000.0,540569000.0,1449325000.0,248316000.0,246226000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,FY,,2011-12-31,2013-03-01 16:35:41+00:00,69842000.0,129330000.0,62420000.0,,4746000.0,573736000.0,0.0,1316078000.0,78670000.0,53948000.0,860000.0,90427000.0,,8840000.0,352778000.0,,392975000.0,159956000.0,84407000.0,160063000.0,232207000.0,33541000.0,,16049000.0,76638000.0,,68892000.0,,,17545000.0,23711000.0,,,86308000.0,184236000.0,2573000.0,96502000.0,2188639000.0,1505060000.0,1099887000.0,373684000.0,1505060000.0,1505060000.0,683579000.0,2188639000.0,856545000.0,309895000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q3,,2011-10-02,2011-11-14 15:28:45+00:00,77768000.0,143523000.0,52554000.0,568383000.0,-122925000.0,1095163000.0,0.0,1306281000.0,79464000.0,23176000.0,5135000.0,75495000.0,,14684000.0,,800959000.0,101604000.0,156839000.0,40712000.0,133339000.0,232576000.0,39358000.0,,9946000.0,74718000.0,,,,,17277000.0,18908000.0,,,64087000.0,186531000.0,2605000.0,96536000.0,1962677000.0,1369887000.0,1555824000.0,293021000.0,1369887000.0,1369887000.0,592790000.0,1962677000.0,174277000.0,299769000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q2,,2011-07-03,2011-08-12 16:13:44+00:00,106993000.0,207823000.0,59889000.0,562346000.0,-124094000.0,455398000.0,0.0,1315977000.0,98723000.0,22801000.0,9888000.0,75018000.0,,14456000.0,,795778000.0,108357000.0,154821000.0,281978000.0,141518000.0,233432000.0,50064000.0,,9973000.0,77154000.0,,,,,16644000.0,19359000.0,,,61946000.0,142055000.0,2475000.0,453942000.0,1998295000.0,1333938000.0,1343428000.0,352986000.0,1333938000.0,1333938000.0,664357000.0,1998295000.0,421435000.0,311371000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q1,,2011-04-03,2011-05-13 14:15:47+00:00,109988000.0,186254000.0,56613000.0,556584000.0,-123842000.0,420267000.0,,1298278000.0,94216000.0,22634000.0,8199000.0,62036000.0,,14345000.0,,789553000.0,115649000.0,151748000.0,244466000.0,129692000.0,232969000.0,58357000.0,,9756000.0,74435000.0,,,,,16472000.0,19501000.0,,,56375000.0,52996000.0,2417000.0,435575000.0,1874698000.0,1227432000.0,1250797000.0,333469000.0,1227432000.0,1227432000.0,647266000.0,1874698000.0,390932000.0,313797000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,FY,,2012-12-31,2014-02-28 15:51:24+00:00,58324000.0,153423000.0,57249000.0,,5820000.0,338920000.0,0.0,1371250000.0,81357000.0,77305000.0,12306000.0,86264000.0,,3282000.0,349272000.0,,318867000.0,171059000.0,235872000.0,139410000.0,265782000.0,16227000.0,5372000.0,50201000.0,94373000.0,4556000.0,,,,14837000.0,21302000.0,,,90931000.0,401285000.0,2328000.0,431516000.0,2429345000.0,1778355000.0,1236061000.0,297828000.0,1778355000.0,1778355000.0,650990000.0,2429345000.0,927502000.0,353162000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,Q3,,2012-09-30,2012-11-09 14:54:50+00:00,74187000.0,205464000.0,61220000.0,586593000.0,6343000.0,485692000.0,0.0,1361072000.0,70968000.0,58517000.0,43573000.0,78929000.0,,7711000.0,349373000.0,847711000.0,337688000.0,167556000.0,178281000.0,134757000.0,261118000.0,30592000.0,,30932000.0,80504000.0,,16513000.0,,,17853000.0,19211000.0,,,81987000.0,417828000.0,3863000.0,344850000.0,2463291000.0,1785243000.0,1311267000.0,349253000.0,1785243000.0,1785243000.0,678048000.0,2463291000.0,890906000.0,328795000.0
