company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 14:03:37+00:00,-574342000.0,23505000.0,17952000.0,1063000.0,71255000.0,,-802000.0,39908000.0,17817000.0,119674000.0,46299000.0,-449098000.0,163167000.0,,768000.0,46299000.0,-449098000.0,163935000.0,-239666000.0,-394227000.0,-394995000.0,768000.0,423494000.0,0.0,14832000.0,,-135475000.0,-87202000.0,0.0,-91192000.0,289017000.0,44072000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 09:54:12+00:00,-3741000.0,45817000.0,-5838000.0,7106000.0,58594000.0,,,76146000.0,15703000.0,172914000.0,66097000.0,-93304000.0,114437000.0,-626000.0,7428000.0,66097000.0,-93930000.0,121865000.0,94032000.0,-133837000.0,-135363000.0,1526000.0,69243000.0,1049000.0,1076000.0,,-90369000.0,-41306000.0,-123569000.0,,41036000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2009.0,Q4,2009-10-05,2009-12-31,,,12568000.0,-5838000.0,7106000.0,12877000.0,,-908000.0,7187000.0,447000.0,,1496000.0,-55671000.0,58277000.0,-626000.0,7428000.0,1496000.0,-56297000.0,65705000.0,9996000.0,16924000.0,15398000.0,1526000.0,10247000.0,1049000.0,,,-58899000.0,-14723000.0,,,17951000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2009.0,Q3,2009-07-06,2009-10-04,,,11906000.0,,,15466000.0,,-686000.0,50329000.0,984000.0,,-85000.0,-29486000.0,102917000.0,,,-85000.0,-29486000.0,102917000.0,72660000.0,6675000.0,6675000.0,,18541000.0,,,,-31470000.0,-9155000.0,-1069000.0,,11139000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2009.0,Q3YTD,2009-01-01,2009-10-04,2010-11-10 17:04:46+00:00,-3741000.0,33249000.0,,,45717000.0,,908000.0,68959000.0,15256000.0,172914000.0,64601000.0,-37633000.0,56160000.0,,,64601000.0,-37633000.0,56160000.0,84036000.0,-150761000.0,-150761000.0,,58996000.0,,1076000.0,,-31470000.0,-26583000.0,-123569000.0,,23085000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2009.0,Q2YTD,2009-01-01,2009-07-05,2010-08-12 14:29:38+00:00,-3741000.0,21343000.0,,,30251000.0,,1594000.0,18630000.0,14272000.0,172914000.0,64686000.0,-8147000.0,-46757000.0,,,64686000.0,-8147000.0,-46757000.0,11376000.0,-157436000.0,-157436000.0,,40455000.0,,1076000.0,,,-17428000.0,-122500000.0,,11946000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,FY,2010-01-01,2010-12-31,2012-02-29 09:54:12+00:00,,46217000.0,-2091000.0,9745000.0,52810000.0,,,52787000.0,44679000.0,,42374000.0,-627660000.0,561329000.0,,4957000.0,42374000.0,-627660000.0,566286000.0,-19000000.0,379730000.0,374602000.0,5128000.0,32841000.0,,1091000.0,,-870777000.0,-76044000.0,-2305000.0,,318070000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,Q4,2010-10-04,2010-12-31,,,,-2091000.0,9745000.0,,,228000.0,,2454000.0,,2454000.0,-215128000.0,171311000.0,,4957000.0,2454000.0,-215128000.0,176268000.0,-36178000.0,0.0,,0.0,,,-23750000.0,,-392517000.0,-22085000.0,,,223224000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,Q3YTD,2010-01-01,2010-10-03,2010-11-10 17:04:46+00:00,,34740000.0,,,40055000.0,,-228000.0,-125445000.0,42225000.0,,39920000.0,-412532000.0,390018000.0,,,39920000.0,-412532000.0,390018000.0,17178000.0,319589000.0,319589000.0,,121079000.0,,24841000.0,,-478260000.0,-53959000.0,-2305000.0,,94846000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,Q3TTM,2009-10-05,2010-10-03,,,47308000.0,-5838000.0,7106000.0,52932000.0,,-1136000.0,-118258000.0,42672000.0,,41416000.0,-468203000.0,448295000.0,-626000.0,7428000.0,41416000.0,-468829000.0,455723000.0,27174000.0,336513000.0,334987000.0,1526000.0,131326000.0,1049000.0,24841000.0,,-537159000.0,-68682000.0,-2305000.0,,112797000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,Q3,2010-07-05,2010-10-03,,,11549000.0,,,13115000.0,,619000.0,-7496000.0,352000.0,,-830000.0,-225064000.0,255194000.0,,,-830000.0,-225064000.0,255194000.0,29919000.0,147340000.0,147340000.0,,90686000.0,1123000.0,223870000.0,,-478260000.0,-18253000.0,-2305000.0,,47579000.0,
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,Q2YTD,2010-01-01,2010-07-04,2010-08-12 14:29:38+00:00,,23191000.0,,,26940000.0,,-847000.0,-117949000.0,41873000.0,,40750000.0,-187468000.0,134824000.0,,,40750000.0,-187468000.0,134824000.0,-12741000.0,172249000.0,172249000.0,,30393000.0,-1123000.0,-199029000.0,,,-35706000.0,,,47267000.0,
