company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2010.0,Q1,2010-01-01,2010-04-04,2011-05-13 14:15:47+00:00,7356000.0,0.28,0.28,,0.24,,4830000.0,50100000.0,49099000.0,1001000.0,50100000.0,149461000.0,319338000.0,,,,47937000.0,904000.0,54686000.0,149461000.0,169877000.0,5567000.0,502000.0,110883000.0,58994000.0,-5065000.0,53929000.0,319338000.0,178900000.0,176867000.0,226277000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 15:51:24+00:00,40465000.0,2.0,2.0,,1.63,,-129536000.0,369873000.0,343957000.0,25916000.0,369873000.0,717238000.0,1429061000.0,,,,201024000.0,6743000.0,232093000.0,717238000.0,711823000.0,23694000.0,6617000.0,480325000.0,231498000.0,-17077000.0,214421000.0,1429061000.0,184900000.0,184683000.0,226820000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q3,2011-07-04,2011-10-02,2011-11-14 15:28:45+00:00,6754000.0,0.3,0.3,,0.25,,1759000.0,54745000.0,54745000.0,,54745000.0,174544000.0,344389000.0,,,,46799000.0,1465000.0,55304000.0,174544000.0,169845000.0,6068000.0,3049000.0,110322000.0,59523000.0,-3019000.0,56504000.0,344389000.0,182500000.0,185102000.0,221892000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q3YTD,2011-01-01,2011-10-02,,21336000.0,1.29,1.29,,1.05,,15084000.0,238675000.0,212759000.0,1545000.0,238675000.0,554729000.0,1132069000.0,24371000.0,,,142169000.0,3157000.0,171014000.0,554729000.0,577340000.0,17560000.0,5739000.0,337676000.0,239664000.0,-11821000.0,227843000.0,1132069000.0,182500000.0,185102000.0,221892000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q3TTM,2010-10-04,2011-10-02,,28626000.0,1.66,1.66,,1.35,,10690000.0,303906000.0,273863000.0,5672000.0,303906000.0,687063000.0,1422031000.0,24371000.0,,,185580000.0,-2388000.0,222209000.0,687063000.0,734968000.0,22339000.0,5951000.0,434027000.0,300941000.0,-16388000.0,284553000.0,1422031000.0,182500000.0,185102000.0,221892000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q2,2011-04-04,2011-07-03,2011-08-12 16:13:44+00:00,7291000.0,0.48,0.48,,0.39,,7839000.0,89058000.0,89890000.0,,89058000.0,195433000.0,410519000.0,-832000.0,,,47393000.0,1279000.0,57481000.0,195433000.0,215086000.0,5316000.0,1403000.0,113444000.0,101642000.0,-3913000.0,97729000.0,410519000.0,185500000.0,185367000.0,230452000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q2YTD,2011-01-01,2011-07-03,,14582000.0,0.99,0.99,,0.8,,13325000.0,183930000.0,158014000.0,1545000.0,183930000.0,380185000.0,787680000.0,24371000.0,,,95370000.0,1692000.0,115710000.0,380185000.0,407495000.0,11492000.0,2690000.0,227354000.0,180141000.0,-8802000.0,171339000.0,787680000.0,185500000.0,185367000.0,230452000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q2TTM,2010-07-05,2011-07-03,,29163000.0,2.17,2.17,,1.76,,15607000.0,396501000.0,366458000.0,5672000.0,396501000.0,738830000.0,1579728000.0,24371000.0,,,188903000.0,-4712000.0,228014000.0,738830000.0,840898000.0,21833000.0,4368000.0,441368000.0,399530000.0,-17465000.0,382065000.0,1579728000.0,185500000.0,185367000.0,230452000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q1,2011-01-01,2011-04-03,2011-05-13 14:15:47+00:00,7291000.0,0.51,0.51,,0.41,,5486000.0,94872000.0,68124000.0,1545000.0,94872000.0,184752000.0,377161000.0,25203000.0,,,47977000.0,413000.0,58229000.0,184752000.0,192409000.0,6176000.0,1287000.0,113910000.0,78499000.0,-4889000.0,73610000.0,377161000.0,186000000.0,184720000.0,232080000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2011.0,Q1TTM,2010-04-05,2011-04-03,,29185000.0,2.37,2.37,,1.92,,17311000.0,429592000.0,398717000.0,5672000.0,429592000.0,743870000.0,1623985000.0,25203000.0,,,191903000.0,-4291000.0,228876000.0,743870000.0,880115000.0,25060000.0,6646000.0,445673000.0,434442000.0,-18414000.0,416028000.0,1623985000.0,186000000.0,184720000.0,232080000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,Q4,2012-10-01,2012-12-31,,18221000.0,-0.09,-0.09,,-0.09,,-13742000.0,-16543000.0,-16543000.0,,-16543000.0,122999000.0,248404000.0,,-948000.0,,62807000.0,-317000.0,69289000.0,122999000.0,125405000.0,5998000.0,1256000.0,150000000.0,-24595000.0,-5690000.0,-30285000.0,248404000.0,187100000.0,186878000.0,230246000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 09:59:41+00:00,73508000.0,1.16,1.16,,0.94,,48927000.0,217049000.0,217049000.0,,217049000.0,770713000.0,1656750000.0,,-948000.0,,255866000.0,-7721000.0,277016000.0,770713000.0,886037000.0,24534000.0,4090000.0,598669000.0,287368000.0,-21392000.0,265976000.0,1656750000.0,187100000.0,186878000.0,230246000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,Q3,2012-07-02,2012-09-30,2013-11-08 13:56:01+00:00,18429000.0,0.47,0.47,,0.39,,14384000.0,88641000.0,88641000.0,,88641000.0,203194000.0,463394000.0,,,,63946000.0,683000.0,69030000.0,203194000.0,260200000.0,6154000.0,1067000.0,152088000.0,108112000.0,-5087000.0,103025000.0,463394000.0,188600000.0,187364000.0,229210000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,Q3YTD,2012-01-01,2012-09-30,,55287000.0,1.25,1.25,,1.03,,62669000.0,233592000.0,233592000.0,,233592000.0,647714000.0,1408346000.0,,,,193059000.0,-7404000.0,207727000.0,647714000.0,760632000.0,18536000.0,2834000.0,448669000.0,311963000.0,-15702000.0,296261000.0,1408346000.0,188600000.0,187364000.0,229210000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,Q3TTM,2011-10-03,2012-09-30,,74416000.0,1.96,1.96,,1.61,,-81951000.0,364790000.0,364790000.0,24371000.0,364790000.0,810223000.0,1705338000.0,-24371000.0,,,251914000.0,-3818000.0,268806000.0,810223000.0,895115000.0,24670000.0,3712000.0,591318000.0,303797000.0,-20958000.0,282839000.0,1705338000.0,188600000.0,187364000.0,229210000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,Q2,2012-04-02,2012-07-01,2013-08-09 14:10:29+00:00,18429000.0,0.6,0.6,,0.49,,40605000.0,111387000.0,111387000.0,,111387000.0,238778000.0,548284000.0,,,,67834000.0,-6262000.0,72064000.0,238778000.0,309506000.0,6323000.0,874000.0,152065000.0,157441000.0,-5449000.0,151992000.0,548284000.0,185600000.0,186573000.0,229646000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,Q2YTD,2012-01-01,2012-07-01,,36858000.0,0.78,0.78,,0.64,,48285000.0,144951000.0,144951000.0,,144951000.0,444520000.0,944952000.0,,,,129113000.0,-8087000.0,138697000.0,444520000.0,500432000.0,12382000.0,1767000.0,296581000.0,203851000.0,-10615000.0,193236000.0,944952000.0,185600000.0,186573000.0,229646000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,Q2TTM,2011-07-04,2012-07-01,,62741000.0,1.79,1.79,,1.47,,-94576000.0,330894000.0,330894000.0,24371000.0,330894000.0,781573000.0,1586333000.0,-24371000.0,,,234767000.0,-3036000.0,255080000.0,781573000.0,804760000.0,24584000.0,5694000.0,549552000.0,255208000.0,-18890000.0,236318000.0,1586333000.0,185600000.0,186573000.0,229646000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2012.0,Q1,2012-01-01,2012-04-01,2013-05-10 13:05:24+00:00,18429000.0,0.18,0.18,,0.15,,7680000.0,33564000.0,33564000.0,,33564000.0,205742000.0,396668000.0,,,,61279000.0,-1825000.0,66633000.0,205742000.0,190926000.0,6059000.0,893000.0,144516000.0,46410000.0,-5166000.0,41244000.0,396668000.0,186500000.0,185838000.0,231153000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2013.0,Q4,2013-09-30,2013-12-31,,18284000.0,0.12,0.12,,0.1,,13096000.0,22343000.0,22343000.0,,22343000.0,125444000.0,285301000.0,,53493000.0,,64613000.0,600000.0,69523000.0,125444000.0,159857000.0,26097000.0,1206000.0,153020000.0,6837000.0,28602000.0,35439000.0,285301000.0,191800000.0,190772000.0,235599000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2013.0,FY,2013-01-01,2013-12-31,2015-02-27 09:59:41+00:00,72447000.0,0.86,0.86,,0.7,,36975000.0,164947000.0,164947000.0,,164947000.0,619132000.0,1427933000.0,,33231000.0,,264055000.0,2080000.0,279560000.0,619132000.0,808801000.0,26097000.0,4129000.0,618142000.0,190659000.0,11263000.0,201922000.0,1427933000.0,191800000.0,190772000.0,235599000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2013.0,Q3,2013-07-01,2013-09-29,2013-11-08 13:56:01+00:00,18064000.0,0.36,0.36,,0.29,,18093000.0,69459000.0,69459000.0,,69459000.0,179082000.0,433376000.0,,-6902000.0,,68918000.0,889000.0,72917000.0,179082000.0,254294000.0,,948000.0,160788000.0,93506000.0,-5954000.0,87552000.0,433376000.0,192900000.0,191307000.0,235828000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2013.0,Q3TTM,2012-10-01,2013-09-29,,72384000.0,0.65,0.65,,0.51,,10137000.0,126061000.0,126061000.0,,126061000.0,616687000.0,1391036000.0,,-21210000.0,,262249000.0,1163000.0,279326000.0,616687000.0,774349000.0,5998000.0,4179000.0,615122000.0,159227000.0,-23029000.0,136198000.0,1391036000.0,192900000.0,191307000.0,235828000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2013.0,Q2,2013-04-01,2013-06-30,2013-08-09 14:10:29+00:00,18063000.0,0.35,0.35,,0.28,,13801000.0,66556000.0,66556000.0,,66556000.0,187656000.0,428889000.0,,-6454000.0,,67773000.0,259000.0,69230000.0,187656000.0,241233000.0,,903000.0,155325000.0,85908000.0,-5551000.0,80357000.0,428889000.0,190200000.0,190569000.0,234909000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2013.0,Q2YTD,2013-01-01,2013-06-30,,36099000.0,0.38,0.38,,0.31,,5786000.0,73145000.0,73145000.0,,73145000.0,314606000.0,709256000.0,,-13360000.0,,130524000.0,591000.0,137120000.0,314606000.0,394650000.0,,1975000.0,304334000.0,90316000.0,-11385000.0,78931000.0,709256000.0,190200000.0,190569000.0,234909000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2013.0,Q2TTM,2012-07-02,2013-06-30,,72749000.0,0.76,0.76,,0.61,,6428000.0,145243000.0,145243000.0,,145243000.0,640799000.0,1421054000.0,,-14308000.0,,257277000.0,957000.0,275439000.0,640799000.0,780255000.0,12152000.0,4298000.0,606422000.0,173833000.0,-22162000.0,151671000.0,1421054000.0,190200000.0,190569000.0,234909000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2013.0,Q1,2013-01-01,2013-03-31,2013-05-10 13:05:24+00:00,18036000.0,0.03,0.03,,0.03,,-8015000.0,6589000.0,6589000.0,,6589000.0,126950000.0,280367000.0,,-6906000.0,,62751000.0,332000.0,67890000.0,126950000.0,153417000.0,,1072000.0,149009000.0,4408000.0,-5834000.0,-1426000.0,280367000.0,219600000.0,189686000.0,234757000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2013.0,Q1TTM,2012-04-02,2013-03-31,,73115000.0,1.01,1.01,,0.82,,33232000.0,190074000.0,190074000.0,,190074000.0,691921000.0,1540449000.0,,-7854000.0,,257338000.0,-5564000.0,278273000.0,691921000.0,848528000.0,18475000.0,4269000.0,603162000.0,245366000.0,-22060000.0,223306000.0,1540449000.0,219600000.0,189686000.0,234757000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,FY,2014-01-01,2014-12-31,2017-03-01 12:10:57+00:00,70771000.0,0.4,0.4,0.18,0.37,98897000.0,14104000.0,81272000.0,81272000.0,,81272000.0,769016000.0,1647824000.0,,-372000.0,,291639000.0,1365000.0,319713000.0,769016000.0,878808000.0,6934000.0,6259000.0,782385000.0,96423000.0,-1047000.0,95376000.0,1647824000.0,203200000.0,202908000.0,222550000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,Q4,2014-09-29,2014-12-31,,15958000.0,-0.52,-0.52,0.06,-0.48,98897000.0,-21002000.0,-103811000.0,-103811000.0,,-103811000.0,163010000.0,323237000.0,,5953000.0,,79187000.0,1198000.0,91157000.0,163010000.0,160227000.0,6631000.0,2035000.0,286397000.0,-126170000.0,1357000.0,-124813000.0,323237000.0,203200000.0,202908000.0,222550000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,Q3,2014-06-30,2014-09-28,2015-11-13 10:59:58+00:00,18271000.0,0.4,0.4,0.06,0.38,,17721000.0,82949000.0,82949000.0,,82949000.0,216889000.0,478010000.0,,654000.0,,71953000.0,-405000.0,73064000.0,216889000.0,261121000.0,144000.0,1922000.0,162883000.0,98238000.0,2432000.0,100670000.0,478010000.0,207400000.0,207381000.0,218333000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,Q3YTD,2014-01-01,2014-09-28,,54813000.0,0.92,0.92,0.12,0.85,,35106000.0,185083000.0,185083000.0,,185083000.0,606006000.0,1324587000.0,,-6325000.0,,212452000.0,167000.0,228556000.0,606006000.0,718581000.0,303000.0,4224000.0,495988000.0,222593000.0,-2404000.0,220189000.0,1324587000.0,207400000.0,207381000.0,218333000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,Q3TTM,2013-09-30,2014-09-28,,73097000.0,1.04,1.04,0.12,0.95,,48202000.0,207426000.0,207426000.0,,207426000.0,731450000.0,1609888000.0,,47168000.0,,277065000.0,767000.0,298079000.0,731450000.0,878438000.0,26400000.0,5430000.0,649008000.0,229430000.0,26198000.0,255628000.0,1609888000.0,207400000.0,207381000.0,218333000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,Q2YTD,2014-01-01,2014-06-29,,36542000.0,0.52,0.52,0.06,0.47,,17385000.0,102134000.0,102134000.0,,102134000.0,389117000.0,846577000.0,,-6979000.0,,140499000.0,572000.0,155492000.0,389117000.0,457460000.0,159000.0,2302000.0,333105000.0,124355000.0,-4836000.0,119519000.0,846577000.0,194600000.0,194408000.0,216568000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,Q2TTM,2013-07-01,2014-06-29,,72890000.0,1.0,1.0,0.06,0.86,,48574000.0,193936000.0,193936000.0,,193936000.0,693643000.0,1565254000.0,,39612000.0,,274030000.0,2061000.0,297932000.0,693643000.0,871611000.0,26256000.0,4456000.0,646913000.0,224698000.0,17812000.0,242510000.0,1565254000.0,194600000.0,194408000.0,216568000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,Q2,2014-03-31,2014-06-29,2015-08-14 13:29:26+00:00,18271000.0,0.52,0.52,,0.47,,20187000.0,101205000.0,101205000.0,,101205000.0,235154000.0,525567000.0,,-382000.0,,73414000.0,572000.0,77489000.0,235154000.0,290413000.0,159000.0,1266000.0,169746000.0,120667000.0,725000.0,121392000.0,525567000.0,194600000.0,194408000.0,216568000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,Q1,2014-01-01,2014-03-30,2014-05-07 15:43:27+00:00,18271000.0,0.0,0.0,0.06,0.0,,-2802000.0,929000.0,929000.0,,929000.0,153963000.0,321010000.0,,-6597000.0,,67085000.0,,78003000.0,153963000.0,167047000.0,,1036000.0,163359000.0,3688000.0,-5561000.0,-1873000.0,321010000.0,,193311000.0,236484000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2014.0,Q1TTM,2013-04-01,2014-03-30,,72682000.0,0.83,0.83,0.06,0.67,,42188000.0,159287000.0,159287000.0,,159287000.0,646145000.0,1468576000.0,,33540000.0,,268389000.0,1748000.0,289673000.0,646145000.0,822431000.0,26097000.0,4093000.0,632492000.0,189939000.0,11536000.0,201475000.0,1468576000.0,,193311000.0,236484000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,FY,2015-01-01,2015-12-31,2018-03-01 14:14:00+00:00,69031000.0,0.98,0.98,0.24,0.97,,46647000.0,206477000.0,206477000.0,,206477000.0,723935000.0,1639578000.0,,4817000.0,,292250000.0,5080000.0,306313000.0,723935000.0,915643000.0,1876000.0,7214000.0,672674000.0,242969000.0,10155000.0,253124000.0,1639578000.0,210700000.0,211544000.0,213321000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,Q4,2015-10-05,2015-12-31,,19912000.0,0.01,0.01,0.06,0.01,,-8216000.0,-642000.0,-642000.0,,-642000.0,152418000.0,318444000.0,,-363000.0,,70941000.0,5204000.0,79718000.0,152418000.0,166026000.0,762000.0,2016000.0,175775000.0,-9749000.0,891000.0,-8858000.0,318444000.0,210700000.0,211544000.0,213321000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,Q3,2015-07-06,2015-10-04,2016-11-10 11:47:52+00:00,20053000.0,0.34,0.34,0.06,0.34,,15955000.0,71453000.0,71453000.0,,71453000.0,207368000.0,465994000.0,,-596000.0,,74027000.0,261000.0,77481000.0,207368000.0,258626000.0,508000.0,1708000.0,171822000.0,86804000.0,604000.0,87408000.0,465994000.0,210200000.0,210032000.0,211736000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,Q3YTD,2015-01-01,2015-10-04,,49119000.0,0.97,0.97,0.18,0.97,,54863000.0,207119000.0,207119000.0,,207119000.0,571517000.0,1321134000.0,,5180000.0,,221309000.0,-124000.0,226595000.0,571517000.0,749617000.0,1114000.0,5198000.0,496899000.0,252718000.0,9264000.0,261982000.0,1321134000.0,210200000.0,210032000.0,211736000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,Q3TTM,2014-09-29,2015-10-04,,65077000.0,0.45,0.45,0.24,0.49,98897000.0,33861000.0,103308000.0,103308000.0,,103308000.0,734527000.0,1644371000.0,,11133000.0,,300496000.0,1074000.0,317752000.0,734527000.0,909844000.0,7745000.0,7233000.0,783296000.0,126548000.0,10621000.0,137169000.0,1644371000.0,210200000.0,210032000.0,211736000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,Q2,2015-04-06,2015-07-05,2016-08-12 12:23:22+00:00,15258000.0,0.48,0.48,0.06,0.48,,29257000.0,102879000.0,102879000.0,,102879000.0,214171000.0,512739000.0,,116000.0,,75832000.0,-385000.0,77073000.0,214171000.0,298568000.0,444000.0,1674000.0,167778000.0,130790000.0,1346000.0,132136000.0,512739000.0,214300000.0,213845000.0,215496000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,Q2YTD,2015-01-01,2015-07-05,,29066000.0,0.63,0.63,0.12,0.63,,38908000.0,135666000.0,135666000.0,,135666000.0,364149000.0,855140000.0,,5776000.0,,147282000.0,-385000.0,149114000.0,364149000.0,490991000.0,606000.0,3490000.0,325077000.0,165914000.0,8660000.0,174574000.0,855140000.0,214300000.0,213845000.0,215496000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,Q2TTM,2014-06-30,2015-07-05,,63295000.0,0.51,0.51,0.24,0.53,98897000.0,35627000.0,114804000.0,114804000.0,,114804000.0,744048000.0,1656387000.0,,12383000.0,,298422000.0,408000.0,313335000.0,744048000.0,912339000.0,7381000.0,7447000.0,774357000.0,137982000.0,12449000.0,150431000.0,1656387000.0,214300000.0,213845000.0,215496000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,Q1,2015-01-01,2015-04-05,2016-05-13 06:06:58+00:00,13808000.0,0.15,0.15,0.06,0.15,,9651000.0,32787000.0,32787000.0,,32787000.0,149978000.0,342401000.0,,5660000.0,,71450000.0,,72041000.0,149978000.0,192423000.0,162000.0,1816000.0,157299000.0,35124000.0,7314000.0,42438000.0,342401000.0,218600000.0,217187000.0,218812000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2015.0,Q1TTM,2014-03-31,2015-04-05,,66308000.0,0.55,0.55,0.18,0.52,98897000.0,26557000.0,113130000.0,113130000.0,,113130000.0,765031000.0,1669215000.0,,11885000.0,,296004000.0,1365000.0,313751000.0,765031000.0,904184000.0,7096000.0,7039000.0,776325000.0,127859000.0,11828000.0,139687000.0,1669215000.0,218600000.0,217187000.0,218812000.0
Teradyne Inc,TER,C3X4YJ278QNZHRJULN75,97210,2016.0,FY,2016-01-01,2016-12-31,2019-03-01 12:03:21+00:00,52648000.0,-0.21,-0.21,0.24,-0.21,338285000.0,-11639000.0,-43421000.0,-43421000.0,,-43421000.0,794642000.0,1753250000.0,,2251000.0,,292159000.0,21942000.0,316544000.0,794642000.0,958608000.0,3637000.0,9296000.0,1021578000.0,-62970000.0,7910000.0,-55060000.0,1753250000.0,206800000.0,202578000.0,202578000.0
