company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q3YTD,2014-01-01,2014-09-30,,152000000.0,3.55,3.55,0.95,3.48,31000000.0,404000000.0,3109000000.0,3174000000.0,-66000000.0,3109000000.0,,11457000000.0,19834000000.0,,,-140000000.0,,-451000000.0,346000000.0,3713000000.0,11457000000.0,8377000000.0,868000000.0,3791000000.0,4586000000.0,-1008000000.0,3578000000.0,19834000000.0,855800000.0,850900000.0,870200000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q3TTM,2013-10-01,2014-09-30,,200000000.0,4.62,4.62,1.24,4.54,57000000.0,852000000.0,4092000000.0,4118000000.0,-27000000.0,4092000000.0,,15576000000.0,26706000000.0,,,-191000000.0,,-450000000.0,344000000.0,4651000000.0,15576000000.0,11130000000.0,1167000000.0,4802000000.0,6328000000.0,-1358000000.0,4970000000.0,26706000000.0,855800000.0,850900000.0,870200000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q2YTD,2014-01-01,2014-06-30,,100000000.0,2.42,2.42,0.64,2.37,26000000.0,841000000.0,2142000000.0,2208000000.0,-66000000.0,2142000000.0,,7776000000.0,13591000000.0,,,-5000000.0,,-456000000.0,43000000.0,2487000000.0,7776000000.0,5815000000.0,561000000.0,2200000000.0,3615000000.0,-566000000.0,3049000000.0,13591000000.0,876300000.0,874800000.0,894200000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q2TTM,2013-07-01,2014-06-30,,198000000.0,4.78,4.78,1.21,4.69,57000000.0,1740000000.0,4308000000.0,4110000000.0,198000000.0,4308000000.0,,15053000000.0,26505000000.0,,,-76000000.0,,-568000000.0,97000000.0,4582000000.0,15053000000.0,11452000000.0,1160000000.0,4366000000.0,7086000000.0,-1236000000.0,5850000000.0,26505000000.0,876300000.0,874800000.0,894200000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 12:11:44+00:00,50000000.0,0.97,0.97,0.3175,0.95,14000000.0,434000000.0,850000000.0,843000000.0,7000000.0,850000000.0,,3925000000.0,6788000000.0,,,6000000.0,,-2000000.0,17000000.0,1217000000.0,3925000000.0,2863000000.0,296000000.0,1296000000.0,1567000000.0,-290000000.0,1277000000.0,6788000000.0,876300000.0,874800000.0,894200000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q1TTM,2013-04-01,2014-03-31,,199000000.0,4.64,4.64,1.18,4.55,46000000.0,1639000000.0,4229000000.0,3965000000.0,264000000.0,4229000000.0,,15036000000.0,26325000000.0,,,-138000000.0,,-575000000.0,129000000.0,4584000000.0,15036000000.0,11289000000.0,1164000000.0,4383000000.0,6906000000.0,-1302000000.0,5604000000.0,26325000000.0,891000000.0,891000000.0,910600000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q1,2014-01-01,2014-03-31,2015-04-29 12:41:24+00:00,50000000.0,1.45,1.45,0.3175,1.42,12000000.0,407000000.0,1292000000.0,1365000000.0,-73000000.0,1292000000.0,,3851000000.0,6803000000.0,,,-11000000.0,,-454000000.0,26000000.0,1270000000.0,3851000000.0,2952000000.0,265000000.0,904000000.0,2048000000.0,-276000000.0,1772000000.0,6803000000.0,891000000.0,891000000.0,910600000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 12:46:45+00:00,189000000.0,4.69,4.69,1.4,4.62,25000000.0,1651000000.0,3833000000.0,3795000000.0,,3832000000.0,-1000000.0,16154000000.0,28118000000.0,37000000.0,,-256000000.0,,1000000.0,60000000.0,4824000000.0,16154000000.0,11964000000.0,1163000000.0,5099000000.0,6865000000.0,-1419000000.0,5446000000.0,28118000000.0,817100000.0,814900000.0,829500000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q4,2015-10-01,2015-12-31,,51000000.0,1.07,1.07,0.35,1.05,17000000.0,280000000.0,894000000.0,857000000.0,,857000000.0,,4352000000.0,7079000000.0,37000000.0,37000000.0,40000000.0,,,29000000.0,1244000000.0,4352000000.0,2727000000.0,289000000.0,1341000000.0,1386000000.0,-249000000.0,1137000000.0,7079000000.0,817100000.0,814900000.0,829500000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q3,2015-07-01,2015-09-30,2016-11-02 12:09:27+00:00,47000000.0,1.27,1.27,0.35,1.26,7000000.0,452000000.0,1035000000.0,1034000000.0,,1034000000.0,-1000000.0,3526000000.0,6564000000.0,,,-54000000.0,,-2000000.0,9000000.0,1143000000.0,3526000000.0,3038000000.0,294000000.0,1204000000.0,1834000000.0,-348000000.0,1486000000.0,6564000000.0,814200000.0,810200000.0,824100000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q3YTD,2015-01-01,2015-09-30,,138000000.0,3.62,3.62,1.05,3.57,8000000.0,1371000000.0,2939000000.0,2938000000.0,,2975000000.0,-1000000.0,11802000000.0,21039000000.0,,-37000000.0,-296000000.0,,1000000.0,31000000.0,3580000000.0,11802000000.0,9237000000.0,874000000.0,3758000000.0,5479000000.0,-1170000000.0,4309000000.0,21039000000.0,814200000.0,810200000.0,824100000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q3TTM,2014-10-01,2015-09-30,,188000000.0,4.49,4.49,1.37,4.43,46000000.0,1752000000.0,3657000000.0,3658000000.0,-1000000.0,3693000000.0,-1000000.0,16220000000.0,28564000000.0,,-37000000.0,-283000000.0,,-12000000.0,197000000.0,5057000000.0,16220000000.0,12344000000.0,1175000000.0,5476000000.0,6868000000.0,-1458000000.0,5410000000.0,28564000000.0,814200000.0,810200000.0,824100000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q2,2015-04-01,2015-06-30,2016-08-03 12:15:58+00:00,43000000.0,1.18,1.18,0.35,1.16,0.0,477000000.0,971000000.0,971000000.0,,971000000.0,0.0,4188000000.0,7348000000.0,,,-125000000.0,,0.0,10000000.0,1248000000.0,4188000000.0,3160000000.0,286000000.0,1301000000.0,1859000000.0,-411000000.0,1448000000.0,7348000000.0,822900000.0,821600000.0,836300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q2YTD,2015-01-01,2015-06-30,,91000000.0,2.35,2.35,0.7,2.31,1000000.0,919000000.0,1904000000.0,1904000000.0,,1941000000.0,,8276000000.0,14475000000.0,,-37000000.0,-242000000.0,,3000000.0,22000000.0,2437000000.0,8276000000.0,6199000000.0,580000000.0,2554000000.0,3645000000.0,-822000000.0,2823000000.0,14475000000.0,822900000.0,821600000.0,836300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q2TTM,2014-07-01,2015-06-30,,193000000.0,4.35,4.35,1.34,4.28,44000000.0,863000000.0,3589000000.0,3590000000.0,-1000000.0,3626000000.0,,16375000000.0,28243000000.0,,-37000000.0,-364000000.0,,-5000000.0,491000000.0,5140000000.0,16375000000.0,11868000000.0,1188000000.0,5863000000.0,6005000000.0,-1552000000.0,4453000000.0,28243000000.0,822900000.0,821600000.0,836300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q1,2015-01-01,2015-03-31,2016-05-04 10:25:27+00:00,48000000.0,1.17,1.17,0.35,1.15,1000000.0,442000000.0,933000000.0,933000000.0,,970000000.0,,4088000000.0,7127000000.0,,-37000000.0,-117000000.0,,3000000.0,12000000.0,1189000000.0,4088000000.0,3039000000.0,294000000.0,1253000000.0,1786000000.0,-411000000.0,1375000000.0,7127000000.0,829100000.0,829400000.0,845900000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q1TTM,2014-04-01,2015-03-31,,200000000.0,4.14,4.14,1.3,4.07,58000000.0,820000000.0,3468000000.0,3462000000.0,6000000.0,3505000000.0,,16112000000.0,27683000000.0,,-37000000.0,-233000000.0,,-7000000.0,498000000.0,5109000000.0,16112000000.0,11571000000.0,1198000000.0,5858000000.0,5713000000.0,-1431000000.0,4282000000.0,27683000000.0,829100000.0,829400000.0,845900000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,FY,2016-01-01,2016-12-31,2018-02-22 12:46:45+00:00,190000000.0,5.01,5.01,1.61,4.96,43000000.0,1281000000.0,3926000000.0,3914000000.0,,3925000000.0,-1000000.0,16376000000.0,29318000000.0,11000000.0,,-1191000000.0,,-78000000.0,117000000.0,5123000000.0,16376000000.0,12942000000.0,1161000000.0,5395000000.0,7547000000.0,-2352000000.0,5195000000.0,29318000000.0,783400000.0,780800000.0,792300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q4,2016-10-01,2016-12-31,,47000000.0,0.38,0.38,0.4,0.39,8000000.0,94000000.0,293000000.0,317000000.0,,293000000.0,,4658000000.0,7891000000.0,-24000000.0,,-993000000.0,,-1000000.0,53000000.0,1435000000.0,4658000000.0,3233000000.0,287000000.0,1542000000.0,1691000000.0,-1280000000.0,411000000.0,7891000000.0,783400000.0,780800000.0,792300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q3,2016-07-01,2016-09-30,2017-10-26 11:45:12+00:00,48000000.0,1.89,1.89,0.4025,1.86,30000000.0,217000000.0,1467000000.0,1472000000.0,,1467000000.0,0.0,3873000000.0,7167000000.0,-5000000.0,,-27000000.0,,12000000.0,11000000.0,1179000000.0,3873000000.0,3294000000.0,298000000.0,1280000000.0,2014000000.0,-325000000.0,1689000000.0,7167000000.0,776200000.0,776200000.0,787500000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q3YTD,2016-01-01,2016-09-30,,143000000.0,4.63,4.63,1.21,4.57,35000000.0,1187000000.0,3633000000.0,3597000000.0,,3632000000.0,-1000000.0,11718000000.0,21427000000.0,35000000.0,,-198000000.0,,-77000000.0,64000000.0,3688000000.0,11718000000.0,9709000000.0,874000000.0,3853000000.0,5856000000.0,-1072000000.0,4784000000.0,21427000000.0,776200000.0,776200000.0,787500000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q3TTM,2015-10-01,2016-09-30,,194000000.0,5.7,5.7,1.56,5.62,52000000.0,1467000000.0,4527000000.0,4454000000.0,,4489000000.0,-1000000.0,16070000000.0,28506000000.0,72000000.0,37000000.0,-158000000.0,,-77000000.0,93000000.0,4932000000.0,16070000000.0,12436000000.0,1163000000.0,5194000000.0,7242000000.0,-1321000000.0,5921000000.0,28506000000.0,776200000.0,776200000.0,787500000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q2,2016-04-01,2016-06-30,2017-08-02 11:41:55+00:00,47000000.0,1.21,1.21,0.4025,1.2,2000000.0,472000000.0,952000000.0,951000000.0,,951000000.0,-1000000.0,3840000000.0,6952000000.0,0.0,,-131000000.0,,-89000000.0,48000000.0,1258000000.0,3840000000.0,3112000000.0,292000000.0,1266000000.0,1846000000.0,-423000000.0,1423000000.0,6952000000.0,786000000.0,784500000.0,795400000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q2YTD,2016-01-01,2016-06-30,,95000000.0,2.74,2.74,0.81,2.71,5000000.0,970000000.0,2166000000.0,2125000000.0,,2165000000.0,-1000000.0,7845000000.0,14260000000.0,40000000.0,,-171000000.0,,-89000000.0,53000000.0,2509000000.0,7845000000.0,6415000000.0,576000000.0,2573000000.0,3842000000.0,-747000000.0,3095000000.0,14260000000.0,786000000.0,784500000.0,795400000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q2TTM,2015-07-01,2016-06-30,,193000000.0,5.08,5.08,1.51,5.02,29000000.0,1702000000.0,4095000000.0,4016000000.0,,4056000000.0,-2000000.0,15723000000.0,27903000000.0,77000000.0,37000000.0,-185000000.0,,-91000000.0,91000000.0,4896000000.0,15723000000.0,12180000000.0,1159000000.0,5118000000.0,7062000000.0,-1344000000.0,5718000000.0,27903000000.0,786000000.0,784500000.0,795400000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q1,2016-01-01,2016-03-31,2017-05-03 12:13:21+00:00,48000000.0,1.53,1.53,0.4025,1.51,3000000.0,498000000.0,1214000000.0,1174000000.0,,1214000000.0,0.0,4005000000.0,7308000000.0,40000000.0,,-40000000.0,,0.0,5000000.0,1251000000.0,4005000000.0,3303000000.0,284000000.0,1307000000.0,1996000000.0,-324000000.0,1672000000.0,7308000000.0,793500000.0,790700000.0,802300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q1TTM,2015-04-01,2016-03-31,,189000000.0,5.05,5.05,1.45,4.98,27000000.0,1707000000.0,4114000000.0,4036000000.0,,4076000000.0,-1000000.0,16071000000.0,28299000000.0,77000000.0,37000000.0,-179000000.0,,-2000000.0,53000000.0,4886000000.0,16071000000.0,12228000000.0,1153000000.0,5153000000.0,7075000000.0,-1332000000.0,5743000000.0,28299000000.0,793500000.0,790700000.0,802300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q4,2017-10-01,2017-12-31,,61000000.0,1.76,1.76,0.4,1.77,5000000.0,-771000000.0,1389000000.0,1388000000.0,,1388000000.0,-1000000.0,5182000000.0,8611000000.0,,,-1043000000.0,,2000000.0,97000000.0,1361000000.0,5182000000.0,3429000000.0,243000000.0,1526000000.0,1903000000.0,-1286000000.0,617000000.0,8611000000.0,779200000.0,776600000.0,790700000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,FY,2017-01-01,2017-12-31,2018-02-22 12:46:45+00:00,197000000.0,6.73,6.73,2.0125,6.64,16000000.0,701000000.0,5247000000.0,5244000000.0,,5244000000.0,-3000000.0,17647000000.0,31271000000.0,0.0,,-970000000.0,,-67000000.0,120000000.0,5438000000.0,17647000000.0,13624000000.0,1005000000.0,5704000000.0,7920000000.0,-1975000000.0,5945000000.0,31271000000.0,779200000.0,776600000.0,790700000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q3YTD,2017-01-01,2017-09-30,,136000000.0,4.97,4.97,1.61,4.87,11000000.0,1472000000.0,3858000000.0,3856000000.0,,3856000000.0,-2000000.0,12465000000.0,22660000000.0,,,73000000.0,,-69000000.0,23000000.0,4077000000.0,12465000000.0,10195000000.0,762000000.0,4178000000.0,6017000000.0,-689000000.0,5328000000.0,22660000000.0,779000000.0,778000000.0,791700000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q3TTM,2016-10-01,2017-09-30,,183000000.0,5.35,5.35,2.01,5.26,19000000.0,1566000000.0,4151000000.0,4173000000.0,,4149000000.0,-2000000.0,17123000000.0,30551000000.0,-24000000.0,,-920000000.0,,-70000000.0,76000000.0,5512000000.0,17123000000.0,13428000000.0,1049000000.0,5720000000.0,7708000000.0,-1969000000.0,5739000000.0,30551000000.0,779000000.0,778000000.0,791700000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q3,2017-07-01,2017-09-30,2017-10-26 11:45:12+00:00,45000000.0,1.76,1.76,0.4025,1.73,9000000.0,550000000.0,1372000000.0,1371000000.0,,1371000000.0,-1000000.0,3928000000.0,7595000000.0,0.0,,-70000000.0,,-13000000.0,3000000.0,1378000000.0,3928000000.0,3667000000.0,254000000.0,1422000000.0,2245000000.0,-324000000.0,1921000000.0,7595000000.0,779000000.0,778000000.0,791700000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q2YTD,2017-01-01,2017-06-30,,91000000.0,3.21,3.21,1.21,3.14,2000000.0,922000000.0,2486000000.0,2485000000.0,,2485000000.0,-1000000.0,8537000000.0,15065000000.0,,,143000000.0,,-56000000.0,20000000.0,2699000000.0,8537000000.0,6528000000.0,508000000.0,2756000000.0,3772000000.0,-365000000.0,3407000000.0,15065000000.0,775200000.0,775800000.0,790000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q2TTM,2016-07-01,2017-06-30,,186000000.0,5.48,5.48,2.01,5.39,40000000.0,1233000000.0,4246000000.0,4274000000.0,,4245000000.0,-1000000.0,17068000000.0,30123000000.0,-29000000.0,,-877000000.0,,-45000000.0,84000000.0,5313000000.0,17068000000.0,13055000000.0,1093000000.0,5578000000.0,7477000000.0,-1970000000.0,5507000000.0,30123000000.0,775200000.0,775800000.0,790000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q2,2017-04-01,2017-06-30,2017-08-02 11:41:55+00:00,46000000.0,1.37,1.37,0.805,1.34,1000000.0,452000000.0,1062000000.0,1062000000.0,,1062000000.0,0.0,4205000000.0,7330000000.0,0.0,,71000000.0,,-49000000.0,8000000.0,1427000000.0,4205000000.0,3125000000.0,249000000.0,1433000000.0,1692000000.0,-178000000.0,1514000000.0,7330000000.0,775200000.0,775800000.0,790000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q1,2017-01-01,2017-03-31,2018-04-26 13:36:18+00:00,45000000.0,1.84,1.84,0.4025,1.8,1000000.0,470000000.0,1424000000.0,1423000000.0,,1423000000.0,-1000000.0,4332000000.0,7735000000.0,,,72000000.0,,-7000000.0,12000000.0,1272000000.0,4332000000.0,3403000000.0,259000000.0,1323000000.0,2080000000.0,-187000000.0,1893000000.0,7735000000.0,773400000.0,773600000.0,789300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q1TTM,2016-04-01,2017-03-31,,187000000.0,5.32,5.32,1.61,5.25,41000000.0,1253000000.0,4136000000.0,4163000000.0,,4134000000.0,-2000000.0,16703000000.0,29745000000.0,-29000000.0,,-1079000000.0,,-85000000.0,124000000.0,5144000000.0,16703000000.0,13042000000.0,1136000000.0,5411000000.0,7631000000.0,-2215000000.0,5416000000.0,29745000000.0,773400000.0,773600000.0,789300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2018.0,Q1TTM,2017-04-01,2018-03-31,,195000000.0,6.99,6.99,2.01,6.91,15000000.0,99000000.0,5466000000.0,5463000000.0,,5463000000.0,-3000000.0,18032000000.0,31532000000.0,,,-1136000000.0,,-37000000.0,108000000.0,5568000000.0,18032000000.0,13500000000.0,953000000.0,5849000000.0,7651000000.0,-2089000000.0,5562000000.0,31532000000.0,781900000.0,780900000.0,792000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2018.0,Q1,2018-01-01,2018-03-31,2018-04-26 13:36:18+00:00,43000000.0,2.1,2.1,0.4025,2.07,0.0,-132000000.0,1643000000.0,1642000000.0,,1642000000.0,-1000000.0,4717000000.0,7996000000.0,,,-94000000.0,,23000000.0,0.0,1402000000.0,4717000000.0,3279000000.0,207000000.0,1468000000.0,1811000000.0,-301000000.0,1510000000.0,7996000000.0,781900000.0,780900000.0,792000000.0
