company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q2,,2011-06-30,2011-08-03 12:12:31+00:00,6625000000.0,-479000000.0,3520000000.0,,156494000000.0,874000000.0,558000000.0,30080000000.0,10222000000.0,18512000000.0,1998000000.0,1899000000.0,3914000000.0,-3000000.0,292000000.0,2502000000.0,5902000000.0,560000000.0,,,7975000000.0,6081000000.0,,,,,-93266000000.0,29000000.0,,66628000000.0,31716000000.0,12439000000.0,7528000000.0,31716000000.0,31713000000.0,34915000000.0,66628000000.0,50275000000.0,27387000000.0,-31033000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,FY,,2012-12-31,2014-02-26 12:14:36+00:00,8039000000.0,-989000000.0,2841000000.0,0.0,154594000000.0,1011000000.0,474000000.0,30446000000.0,9750000000.0,19122000000.0,1966000000.0,2036000000.0,3942000000.0,1000000.0,523000000.0,2127000000.0,7385000000.0,,,,8721000000.0,6721000000.0,,,528000000.0,,-88732000000.0,749000000.0,,68089000000.0,29796000000.0,13264000000.0,9799000000.0,29796000000.0,29797000000.0,38292000000.0,68089000000.0,50883000000.0,28493000000.0,-35077000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q3,,2012-09-30,2012-11-07 12:03:59+00:00,7075000000.0,-820000000.0,3188000000.0,0.0,154935000000.0,1050000000.0,620000000.0,30190000000.0,9817000000.0,19122000000.0,2029000000.0,2091000000.0,3906000000.0,0.0,521000000.0,2553000000.0,6199000000.0,,,,8849000000.0,6391000000.0,,,596000000.0,,-89820000000.0,754000000.0,,67485000000.0,30019000000.0,12694000000.0,8879000000.0,30019000000.0,30019000000.0,37466000000.0,67485000000.0,50885000000.0,28587000000.0,-34276000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q2,,2012-06-30,2012-08-01 12:01:31+00:00,6519000000.0,-848000000.0,2470000000.0,0.0,155327000000.0,996000000.0,645000000.0,29973000000.0,9860000000.0,19421000000.0,1895000000.0,1999000000.0,3911000000.0,1000000.0,532000000.0,2466000000.0,6411000000.0,,,,8226000000.0,6121000000.0,,,565000000.0,,-90658000000.0,457000000.0,,65955000000.0,29442000000.0,12090000000.0,7972000000.0,29442000000.0,29443000000.0,36512000000.0,65955000000.0,49954000000.0,28540000000.0,-34379000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q1,,2012-03-31,2012-05-02 12:08:25+00:00,7031000000.0,-793000000.0,2877000000.0,0.0,155595000000.0,1023000000.0,649000000.0,30048000000.0,9924000000.0,18425000000.0,1894000000.0,1909000000.0,3937000000.0,1000000.0,533000000.0,2536000000.0,6312000000.0,,,,8650000000.0,6320000000.0,,,544000000.0,,-91088000000.0,1095000000.0,,66744000000.0,29780000000.0,12291000000.0,9149000000.0,29780000000.0,29781000000.0,36963000000.0,66744000000.0,50516000000.0,27814000000.0,-33934000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,FY,,2013-12-31,2015-02-26 12:23:57+00:00,6754000000.0,-852000000.0,1816000000.0,0.0,153427000000.0,542000000.0,369000000.0,27401000000.0,8381000000.0,20061000000.0,2009000000.0,1648000000.0,3291000000.0,0.0,351000000.0,2287000000.0,7305000000.0,,834000000.0,1026000000.0,9474000000.0,6324000000.0,4912000000.0,684000000.0,559000000.0,,-85041000000.0,66000000.0,,67999000000.0,29904000000.0,12531000000.0,8388000000.0,29904000000.0,29904000000.0,38095000000.0,67999000000.0,52177000000.0,29707000000.0,-37630000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q3,,2013-09-30,2013-11-06 12:56:22+00:00,6776000000.0,-1073000000.0,1567000000.0,0.0,153667000000.0,874000000.0,459000000.0,30527000000.0,9699000000.0,19145000000.0,1953000000.0,2056000000.0,3692000000.0,1000000.0,496000000.0,2510000000.0,6763000000.0,,,,9001000000.0,6704000000.0,,,736000000.0,,-86024000000.0,18000000.0,,66453000000.0,29929000000.0,11581000000.0,7668000000.0,29929000000.0,29930000000.0,36523000000.0,66453000000.0,51180000000.0,28855000000.0,-36641000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q2,,2013-06-30,2013-08-07 13:00:18+00:00,6652000000.0,-1101000000.0,2063000000.0,0.0,153813000000.0,885000000.0,459000000.0,30447000000.0,9623000000.0,19129000000.0,2133000000.0,2014000000.0,3704000000.0,1000000.0,514000000.0,2546000000.0,7033000000.0,,,,8186000000.0,6496000000.0,,,660000000.0,,-87207000000.0,317000000.0,,66322000000.0,29782000000.0,12229000000.0,7854000000.0,29782000000.0,29783000000.0,36539000000.0,66322000000.0,50389000000.0,28685000000.0,-35723000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q1,,2013-03-31,2013-05-01 12:06:23+00:00,6922000000.0,-1060000000.0,2493000000.0,0.0,154082000000.0,932000000.0,459000000.0,30409000000.0,9675000000.0,19125000000.0,1920000000.0,1987000000.0,3769000000.0,1000000.0,518000000.0,2500000000.0,7095000000.0,,,,8550000000.0,6642000000.0,,,590000000.0,,-87932000000.0,316000000.0,,66947000000.0,29991000000.0,12624000000.0,8170000000.0,29991000000.0,29992000000.0,36955000000.0,66947000000.0,50554000000.0,28785000000.0,-35099000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,FY,,2014-12-31,2016-02-25 14:46:53+00:00,7507000000.0,-1164000000.0,2618000000.0,0.0,149299000000.0,579000000.0,184000000.0,27565000000.0,8173000000.0,21263000000.0,2326000000.0,1700000000.0,2655000000.0,,315000000.0,2204000000.0,7720000000.0,,,,9247000000.0,5684000000.0,,,958000000.0,0.0,-81214000000.0,1118000000.0,,63146000000.0,24476000000.0,13180000000.0,9204000000.0,24476000000.0,24476000000.0,38670000000.0,63146000000.0,47311000000.0,29466000000.0,-42445000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q3,,2014-09-30,2014-11-05 12:13:25+00:00,7052000000.0,-841000000.0,3210000000.0,0.0,149566000000.0,504000000.0,181000000.0,27587000000.0,8259000000.0,21389000000.0,2336000000.0,1776000000.0,2678000000.0,0.0,349000000.0,1797000000.0,7005000000.0,,0.0,0.0,9342000000.0,5606000000.0,0.0,0.0,721000000.0,,-81932000000.0,1168000000.0,,63095000000.0,25230000000.0,12893000000.0,8724000000.0,25230000000.0,25230000000.0,37865000000.0,63095000000.0,47524000000.0,29141000000.0,-41563000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q2,,2014-06-30,2014-08-06 12:08:24+00:00,6564000000.0,-804000000.0,4480000000.0,0.0,149837000000.0,475000000.0,424000000.0,27599000000.0,8315000000.0,22395000000.0,2494000000.0,1654000000.0,2716000000.0,0.0,335000000.0,2037000000.0,7014000000.0,,0.0,0.0,9183000000.0,6609000000.0,0.0,0.0,611000000.0,,-82899000000.0,168000000.0,,64490000000.0,25907000000.0,14183000000.0,7207000000.0,25907000000.0,25907000000.0,38583000000.0,64490000000.0,47591000000.0,31376000000.0,-40227000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q1,,2014-03-31,2014-04-30 12:04:01+00:00,7262000000.0,-875000000.0,3546000000.0,0.0,153005000000.0,951000000.0,512000000.0,30568000000.0,9478000000.0,20226000000.0,2117000000.0,1879000000.0,3219000000.0,0.0,458000000.0,2461000000.0,7371000000.0,,,,8823000000.0,6732000000.0,,,686000000.0,,-83749000000.0,65000000.0,,68199000000.0,30044000000.0,13994000000.0,8278000000.0,30044000000.0,30044000000.0,38155000000.0,68199000000.0,50986000000.0,29877000000.0,-38337000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,FY,,2015-12-31,2017-02-23 12:00:49+00:00,7188000000.0,-1446000000.0,2155000000.0,0.0,148058000000.0,616000000.0,,27689000000.0,7978000000.0,23594000000.0,2617000000.0,1753000000.0,2596000000.0,0.0,352000000.0,2454000000.0,7411000000.0,,,,10455000000.0,5827000000.0,,,1194000000.0,,-77381000000.0,198000000.0,,63848000000.0,23619000000.0,12513000000.0,8002000000.0,23619000000.0,23619000000.0,40229000000.0,63848000000.0,48739000000.0,32227000000.0,-45612000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q3,,2015-09-30,2015-11-04 12:14:12+00:00,7597000000.0,-1392000000.0,1774000000.0,0.0,148326000000.0,607000000.0,184000000.0,27702000000.0,8028000000.0,22728000000.0,2154000000.0,1973000000.0,2569000000.0,,293000000.0,2006000000.0,7322000000.0,,,,10082000000.0,5567000000.0,,,886000000.0,29000000.0,-78238000000.0,199000000.0,,62674000000.0,23648000000.0,12139000000.0,8403000000.0,23648000000.0,23648000000.0,38997000000.0,62674000000.0,47966000000.0,30594000000.0,-45048000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q2,,2015-06-30,2015-08-05 12:11:44+00:00,7059000000.0,-1396000000.0,3122000000.0,0.0,148589000000.0,623000000.0,184000000.0,27575000000.0,8066000000.0,22281000000.0,2132000000.0,1640000000.0,2567000000.0,,307000000.0,2109000000.0,8004000000.0,,,,9275000000.0,5508000000.0,,,860000000.0,,-79273000000.0,1513000000.0,,63425000000.0,24025000000.0,13810000000.0,9195000000.0,24025000000.0,24025000000.0,39400000000.0,63425000000.0,47048000000.0,30205000000.0,-43895000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2015.0,Q1,,2015-03-31,2015-04-29 12:41:24+00:00,7062000000.0,-1307000000.0,2260000000.0,0.0,148836000000.0,530000000.0,184000000.0,27557000000.0,8110000000.0,21172000000.0,2270000000.0,1532000000.0,2580000000.0,,307000000.0,2124000000.0,7645000000.0,,,,9183000000.0,5503000000.0,,,874000000.0,,-80244000000.0,1299000000.0,,62195000000.0,24198000000.0,12495000000.0,8891000000.0,24198000000.0,24198000000.0,37997000000.0,62195000000.0,47120000000.0,29106000000.0,-43087000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,FY,,2016-12-31,2018-02-22 12:46:45+00:00,7192000000.0,-1510000000.0,1539000000.0,0.0,146797000000.0,564000000.0,,27752000000.0,7788000000.0,22392000000.0,3337000000.0,2062000000.0,2510000000.0,2000000.0,486000000.0,2678000000.0,8699000000.0,,,,11094000000.0,6370000000.0,,,1185000000.0,,-73455000000.0,1947000000.0,,65966000000.0,24335000000.0,13485000000.0,9703000000.0,24335000000.0,24337000000.0,41629000000.0,65966000000.0,49971000000.0,31926000000.0,-47497000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q3,,2016-09-30,2016-11-02 12:09:27+00:00,6907000000.0,-1614000000.0,2308000000.0,0.0,147049000000.0,580000000.0,,27694000000.0,7814000000.0,24419000000.0,3271000000.0,1915000000.0,2482000000.0,1000000.0,436000000.0,2603000000.0,8031000000.0,,,,11239000000.0,6488000000.0,,,1010000000.0,,-73748000000.0,52000000.0,,65764000000.0,24278000000.0,13264000000.0,7539000000.0,24278000000.0,24279000000.0,41485000000.0,65764000000.0,50018000000.0,33946000000.0,-47409000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q2,,2016-06-30,2016-08-03 12:15:58+00:00,6403000000.0,-1447000000.0,2496000000.0,0.0,147328000000.0,519000000.0,,27701000000.0,7886000000.0,24418000000.0,2592000000.0,1669000000.0,2516000000.0,1000000.0,400000000.0,2665000000.0,7813000000.0,,,,10470000000.0,5783000000.0,,,984000000.0,,-75215000000.0,50000000.0,,64127000000.0,23888000000.0,12962000000.0,6972000000.0,23888000000.0,23889000000.0,40238000000.0,64127000000.0,48649000000.0,33266000000.0,-46778000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2016.0,Q1,,2016-03-31,2016-05-04 10:25:27+00:00,6589000000.0,-1490000000.0,1540000000.0,0.0,147610000000.0,554000000.0,,27686000000.0,7930000000.0,23622000000.0,2649000000.0,1576000000.0,2546000000.0,1000000.0,390000000.0,2570000000.0,7810000000.0,,,,10651000000.0,5634000000.0,,,866000000.0,,-76167000000.0,51000000.0,,63254000000.0,23843000000.0,11792000000.0,7194000000.0,23843000000.0,23844000000.0,39410000000.0,63254000000.0,48916000000.0,32216000000.0,-46110000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,FY,,2017-12-31,2018-04-26 13:36:18+00:00,7916000000.0,-1437000000.0,2621000000.0,0.0,145094000000.0,711000000.0,,27776000000.0,7591000000.0,18294000000.0,3924000000.0,2401000000.0,2707000000.0,1000000.0,468000000.0,1584000000.0,9401000000.0,,,,11992000000.0,6410000000.0,,,796000000.0,,-68208000000.0,5450000000.0,,69209000000.0,28375000000.0,15219000000.0,14077000000.0,28375000000.0,28376000000.0,40833000000.0,69209000000.0,51283000000.0,26756000000.0,-47074000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q3,,2017-09-30,2017-10-26 11:45:12+00:00,7969000000.0,-1389000000.0,2621000000.0,0.0,145390000000.0,725000000.0,,27784000000.0,7653000000.0,21898000000.0,3732000000.0,2198000000.0,2555000000.0,1000000.0,480000000.0,2490000000.0,8997000000.0,,,,12011000000.0,6356000000.0,,,792000000.0,,-69597000000.0,1157000000.0,,68343000000.0,27267000000.0,14608000000.0,9851000000.0,27267000000.0,27268000000.0,41075000000.0,68343000000.0,51180000000.0,31224000000.0,-47137000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q2,,2017-06-30,2017-08-02 11:41:55+00:00,7031000000.0,-1507000000.0,1705000000.0,0.0,145687000000.0,653000000.0,,27757000000.0,7697000000.0,21843000000.0,3642000000.0,2042000000.0,2464000000.0,2000000.0,502000000.0,2596000000.0,8655000000.0,,,,11132000000.0,6327000000.0,,,1002000000.0,,-70969000000.0,1155000000.0,,66096000000.0,25987000000.0,13404000000.0,8839000000.0,25987000000.0,25989000000.0,40107000000.0,66096000000.0,50228000000.0,31268000000.0,-47224000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2017.0,Q1,,2017-03-31,2017-05-03 12:13:21+00:00,6766000000.0,-1527000000.0,1450000000.0,0.0,146296000000.0,588000000.0,,27738000000.0,7743000000.0,22402000000.0,3412000000.0,1983000000.0,2462000000.0,2000000.0,493000000.0,2620000000.0,8540000000.0,,,,11386000000.0,6545000000.0,,,935000000.0,,-72031000000.0,808000000.0,,65649000000.0,25425000000.0,12908000000.0,8162000000.0,25425000000.0,25427000000.0,40222000000.0,65649000000.0,50279000000.0,32060000000.0,-47313000000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2018.0,Q1,,2018-03-31,2018-04-26 13:36:18+00:00,8021000000.0,-1353000000.0,1691000000.0,0.0,144814000000.0,1002000000.0,,27800000000.0,7550000000.0,18331000000.0,3980000000.0,2071000000.0,2753000000.0,1000000.0,468000000.0,1812000000.0,10279000000.0,,,,11776000000.0,5635000000.0,,,1097000000.0,,-66726000000.0,3922000000.0,,68997000000.0,29805000000.0,15138000000.0,12945000000.0,29805000000.0,29806000000.0,39191000000.0,68997000000.0,51106000000.0,26246000000.0,-46930000000.0
