company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2007.0,FY,2006-12-31,2007-12-29,2010-02-22 17:14:00+00:00,16000000.0,1.2,1.2,,,1.18,2190000000.0,6976000000.0,6976000000.0,6976000000.0,18430000000.0,38334000000.0,,,5755000000.0,516000000.0,5401000000.0,18430000000.0,19904000000.0,-793000000.0,157000000.0,11688000000.0,8216000000.0,950000000.0,9166000000.0,38334000000.0,5813300000.0,5816000000.0,5936000000.0
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2008.0,FY,2007-12-30,2008-12-27,2011-02-18 17:20:31+00:00,6000000.0,0.93,0.93,0.5475,,0.92,2394000000.0,5292000000.0,5292000000.0,5292000000.0,16742000000.0,37586000000.0,,,5722000000.0,710000000.0,5452000000.0,16742000000.0,20844000000.0,-488000000.0,-1756000000.0,11890000000.0,8954000000.0,-1268000000.0,7686000000.0,37586000000.0,5690300000.0,5663000000.0,5748000000.0
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2008.0,Q3,2008-06-29,2008-09-27,2009-11-02 17:10:52+00:00,1000000.0,0.36,0.36,0.28,,0.35,819000000.0,2014000000.0,2014000000.0,2014000000.0,4198000000.0,10217000000.0,,,1471000000.0,34000000.0,1415000000.0,4198000000.0,6019000000.0,-131000000.0,-396000000.0,2921000000.0,3098000000.0,-265000000.0,2833000000.0,10217000000.0,5594400000.0,5603000000.0,5692000000.0
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2008.0,Q2,2008-03-29,2008-06-28,2009-08-03 17:08:44+00:00,,0.28,0.28,0.0,,0.28,712000000.0,1601000000.0,1601000000.0,1601000000.0,4221000000.0,9470000000.0,,,1468000000.0,96000000.0,1430000000.0,4221000000.0,5249000000.0,-167000000.0,-109000000.0,2994000000.0,2255000000.0,58000000.0,2313000000.0,9470000000.0,5717900000.0,5699000000.0,5800000000.0
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2009.0,FY,2008-12-28,2009-12-26,2012-02-23 17:05:25+00:00,,0.79,0.79,,,0.77,1335000000.0,4369000000.0,4369000000.0,4369000000.0,15566000000.0,35127000000.0,,35000000.0,5653000000.0,231000000.0,7931000000.0,15566000000.0,19561000000.0,-163000000.0,-170000000.0,13850000000.0,5711000000.0,-7000000.0,5704000000.0,35127000000.0,5530400000.0,5557000000.0,5645000000.0
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2009.0,Q4,2009-09-27,2009-12-26,,-16000000.0,0.41,0.41,-0.56,,0.4,311000000.0,2282000000.0,2282000000.0,2282000000.0,3729000000.0,10569000000.0,,35000000.0,1603000000.0,3000000.0,2718000000.0,3729000000.0,6840000000.0,-5000000.0,91000000.0,4343000000.0,2497000000.0,96000000.0,2593000000.0,10569000000.0,5530400000.0,5557000000.0,5645000000.0
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2009.0,Q3YTD,2008-12-28,2009-09-26,,16000000.0,0.38,0.38,0.56,,0.37,1024000000.0,2087000000.0,2087000000.0,2087000000.0,11837000000.0,24558000000.0,,,4050000000.0,228000000.0,5213000000.0,11837000000.0,12721000000.0,-158000000.0,-261000000.0,9507000000.0,3214000000.0,-103000000.0,3111000000.0,24558000000.0,5458800000.0,5537000000.0,5616000000.0
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2009.0,Q3,2009-06-28,2009-09-26,2010-11-02 17:12:31+00:00,12000000.0,0.34,0.34,0.28,,0.33,676000000.0,1856000000.0,1856000000.0,1856000000.0,3985000000.0,9389000000.0,,,1430000000.0,63000000.0,1320000000.0,3985000000.0,5404000000.0,-32000000.0,-79000000.0,2825000000.0,2579000000.0,-47000000.0,2532000000.0,9389000000.0,5458800000.0,5537000000.0,5616000000.0
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2009.0,Q2YTD,2008-12-28,2009-06-27,,4000000.0,0.04,0.04,0.28,,0.04,348000000.0,231000000.0,231000000.0,231000000.0,7852000000.0,15169000000.0,,,2620000000.0,165000000.0,3893000000.0,7852000000.0,7317000000.0,-126000000.0,-182000000.0,6682000000.0,635000000.0,-56000000.0,579000000.0,15169000000.0,5685700000.0,5595000000.0,5595000000.0
Intel Corp,INTC,KNX4USFCNGPY45LOCE31,50863,2009.0,Q2,2009-03-29,2009-06-27,2010-07-30 17:12:47+00:00,2000000.0,-0.07,-0.07,0.0,,-0.07,348000000.0,-398000000.0,-398000000.0,-398000000.0,3945000000.0,8024000000.0,,,1303000000.0,91000000.0,2695000000.0,3945000000.0,4079000000.0,-31000000.0,-69000000.0,4091000000.0,-12000000.0,-38000000.0,-50000000.0,8024000000.0,5685700000.0,5595000000.0,5595000000.0
