company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2008.0,FY,2007-08-01,2008-07-31,2010-09-16 14:33:26+00:00,-256000000.0,100000000.0,186000000.0,56000000.0,117000000.0,97000000.0,1000000.0,91000000.0,203000000.0,,-586000000.0,-87000000.0,830000000.0,-586000000.0,-87000000.0,830000000.0,158000000.0,477000000.0,477000000.0,,45000000.0,15000000.0,-5000000.0,,-934000000.0,-306000000.0,-4000000.0,-800000000.0,1282000000.0,35000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,FY,2008-08-01,2009-07-31,2010-09-16 14:33:26+00:00,-161000000.0,126000000.0,190000000.0,56000000.0,149000000.0,,-4000000.0,-39000000.0,198000000.0,,-110000000.0,-432000000.0,812000000.0,-110000000.0,-432000000.0,812000000.0,266000000.0,447000000.0,447000000.0,,129000000.0,-6000000.0,-73000000.0,,-550000000.0,-131000000.0,-2000000.0,-300000000.0,483000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q4,2009-05-01,2009-07-31,,-153000000.0,42000000.0,190000000.0,56000000.0,44000000.0,,6000000.0,-105000000.0,72000000.0,,-26000000.0,-457000000.0,-66000000.0,-26000000.0,-457000000.0,-66000000.0,-543000000.0,-71000000.0,-71000000.0,,24000000.0,2000000.0,-73000000.0,,-412000000.0,17000000.0,,-100000000.0,164000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q3,2009-02-01,2009-04-30,,-8000000.0,27000000.0,,,36000000.0,,,347000000.0,31000000.0,,31000000.0,-83000000.0,935000000.0,31000000.0,-83000000.0,935000000.0,883000000.0,485000000.0,485000000.0,,40000000.0,,-4000000.0,,-71000000.0,-31000000.0,,,31000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q3YTD,2008-08-01,2009-04-30,2010-05-28 15:56:39+00:00,-8000000.0,84000000.0,,,105000000.0,,-10000000.0,66000000.0,126000000.0,,-84000000.0,25000000.0,878000000.0,-84000000.0,25000000.0,878000000.0,809000000.0,518000000.0,518000000.0,,105000000.0,-8000000.0,0.0,,-138000000.0,-148000000.0,-2000000.0,-200000000.0,319000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q2,2008-11-01,2009-01-31,,,30000000.0,,,36000000.0,,-2000000.0,-41000000.0,18000000.0,,-21000000.0,50000000.0,143000000.0,-21000000.0,50000000.0,143000000.0,170000000.0,85000000.0,85000000.0,,33000000.0,-2000000.0,2000000.0,,-31000000.0,-50000000.0,-2000000.0,-35000000.0,129000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q2YTD,2008-08-01,2009-01-31,2010-03-01 13:21:12+00:00,0.0,57000000.0,,,69000000.0,0.0,-10000000.0,-281000000.0,95000000.0,,-115000000.0,108000000.0,-57000000.0,-115000000.0,108000000.0,-57000000.0,-74000000.0,33000000.0,33000000.0,,65000000.0,-8000000.0,4000000.0,,-67000000.0,-117000000.0,-2000000.0,-200000000.0,288000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q1,2008-08-01,2008-10-31,2009-12-04 13:01:57+00:00,,27000000.0,,,33000000.0,,-8000000.0,-240000000.0,77000000.0,,-94000000.0,58000000.0,-200000000.0,-94000000.0,58000000.0,-200000000.0,-244000000.0,-52000000.0,-52000000.0,,32000000.0,-6000000.0,2000000.0,,-36000000.0,-67000000.0,0.0,-165000000.0,159000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2010.0,Q4,2010-05-01,2010-07-31,,-90000000.0,21000000.0,277000000.0,61000000.0,37000000.0,122000000.0,-2000000.0,-381000000.0,90000000.0,,-32000000.0,-31000000.0,-151000000.0,-32000000.0,-31000000.0,-151000000.0,-216000000.0,-48000000.0,-48000000.0,,220000000.0,27000000.0,-122000000.0,,-1310000000.0,-30000000.0,1000000.0,-150000000.0,1399000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2010.0,FY,2009-08-01,2010-07-31,2012-09-13 15:49:12+00:00,-231000000.0,108000000.0,277000000.0,61000000.0,148000000.0,122000000.0,1000000.0,50000000.0,416000000.0,,-467000000.0,-997000000.0,998000000.0,-467000000.0,-997000000.0,998000000.0,-465000000.0,574000000.0,574000000.0,,118000000.0,18000000.0,137000000.0,0.0,-3029000000.0,-130000000.0,-1000000.0,-900000000.0,2134000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2010.0,Q3YTD,2009-08-01,2010-04-30,2010-05-28 15:56:39+00:00,-141000000.0,87000000.0,,,111000000.0,,3000000.0,431000000.0,326000000.0,,-435000000.0,-966000000.0,1149000000.0,-435000000.0,-966000000.0,1149000000.0,-249000000.0,622000000.0,622000000.0,,-102000000.0,-9000000.0,259000000.0,,-1719000000.0,-100000000.0,-2000000.0,-750000000.0,735000000.0,
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2010.0,Q3TTM,2009-05-01,2010-04-30,,-294000000.0,129000000.0,190000000.0,56000000.0,155000000.0,,9000000.0,326000000.0,398000000.0,,-461000000.0,-1423000000.0,1083000000.0,-461000000.0,-1423000000.0,1083000000.0,-792000000.0,551000000.0,551000000.0,,-78000000.0,-7000000.0,186000000.0,,-2131000000.0,-83000000.0,-2000000.0,-850000000.0,899000000.0,
