company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2008.0,FY,2007-08-01,2008-07-31,2010-09-16 14:33:26+00:00,90000000.0,1.45,1.45,,,1.41,,243000000.0,841000000.0,477000000.0,447000000.0,30000000.0,477000000.0,535000000.0,2993000000.0,98000000.0,593000000.0,290000000.0,535000000.0,2458000000.0,52000000.0,1814000000.0,644000000.0,46000000.0,690000000.0,2993000000.0,329000000.0,329000000.0,339000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,FY,2008-08-01,2009-07-31,2010-09-16 14:33:26+00:00,101000000.0,1.39,1.39,,,1.35,,206000000.0,907000000.0,447000000.0,447000000.0,,447000000.0,578000000.0,3109000000.0,21000000.0,556000000.0,284000000.0,578000000.0,2531000000.0,51000000.0,1848000000.0,683000000.0,-30000000.0,653000000.0,3109000000.0,321600000.0,322000000.0,330000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q4,2009-05-01,2009-07-31,,24000000.0,-0.23,-0.23,,,-0.22,,-50000000.0,176000000.0,-71000000.0,-72000000.0,1000000.0,-71000000.0,130000000.0,438000000.0,10000000.0,150000000.0,75000000.0,130000000.0,308000000.0,15000000.0,425000000.0,-117000000.0,-5000000.0,-122000000.0,438000000.0,321600000.0,322000000.0,330000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q3YTD,2008-08-01,2009-04-30,,77000000.0,1.62,1.62,,,1.57,,256000000.0,731000000.0,518000000.0,519000000.0,-1000000.0,518000000.0,448000000.0,2671000000.0,11000000.0,406000000.0,209000000.0,448000000.0,2223000000.0,36000000.0,1423000000.0,800000000.0,-25000000.0,775000000.0,2671000000.0,321200000.0,322000000.0,329000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q3,2009-02-01,2009-04-30,2010-05-28 15:56:39+00:00,25000000.0,1.51,1.51,,,1.47,,274000000.0,274000000.0,485000000.0,485000000.0,,485000000.0,149000000.0,1417000000.0,6000000.0,130000000.0,74000000.0,149000000.0,1268000000.0,12000000.0,503000000.0,765000000.0,-6000000.0,759000000.0,1417000000.0,321200000.0,322000000.0,329000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q2YTD,2008-08-01,2009-01-31,,52000000.0,0.11,0.11,,,0.1,,-18000000.0,457000000.0,33000000.0,34000000.0,-1000000.0,33000000.0,299000000.0,1254000000.0,5000000.0,276000000.0,135000000.0,299000000.0,955000000.0,24000000.0,920000000.0,35000000.0,-19000000.0,16000000.0,1254000000.0,314800000.0,321000000.0,326000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q2,2008-11-01,2009-01-31,2010-03-01 13:21:12+00:00,27000000.0,0.27,0.27,,,0.26,,19000000.0,271000000.0,85000000.0,86000000.0,-1000000.0,85000000.0,154000000.0,773000000.0,6000000.0,140000000.0,70000000.0,154000000.0,619000000.0,12000000.0,508000000.0,111000000.0,-6000000.0,105000000.0,773000000.0,314800000.0,321000000.0,326000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2009.0,Q1,2008-08-01,2008-10-31,2009-12-04 13:01:57+00:00,25000000.0,-0.16,-0.16,,,-0.16,,-37000000.0,186000000.0,-52000000.0,-52000000.0,,-52000000.0,145000000.0,481000000.0,-1000000.0,136000000.0,65000000.0,145000000.0,336000000.0,12000000.0,412000000.0,-76000000.0,-13000000.0,-89000000.0,481000000.0,325000000.0,323000000.0,323000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2010.0,Q4,2010-05-01,2010-07-31,,11000000.0,-0.16,-0.16,,,-0.15,,-14000000.0,142000000.0,-48000000.0,-24000000.0,-24000000.0,-48000000.0,123000000.0,466000000.0,1000000.0,136000000.0,78000000.0,123000000.0,343000000.0,15000000.0,367000000.0,-24000000.0,-14000000.0,-38000000.0,466000000.0,315400000.0,316000000.0,325000000.0
Intuit Inc,INTU,VI90HBPH7XSFMB9E4M29,896878,2010.0,FY,2009-08-01,2010-07-31,2012-09-13 15:49:12+00:00,85000000.0,1.82,1.82,0.0,,1.77,0.0,292000000.0,913000000.0,574000000.0,564000000.0,10000000.0,574000000.0,591000000.0,3403000000.0,13000000.0,564000000.0,346000000.0,591000000.0,2812000000.0,61000000.0,1908000000.0,904000000.0,-48000000.0,856000000.0,3403000000.0,315400000.0,316000000.0,325000000.0
