company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q4,2011-06-03,2011-09-01,,-0.13,-0.13,-0.12,16000000.0,-134000000.0,-134000000.0,-135000000.0,1000000.0,1819000000.0,2140000000.0,-40000000.0,-5000000.0,77000000.0,,209000000.0,-75000000.0,155000000.0,1819000000.0,321000000.0,30000000.0,2000000.0,366000000.0,-45000000.0,-33000000.0,-78000000.0,2140000000.0,982400000.0,988000000.0,1007500000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,FY,2010-09-03,2011-09-01,2013-10-28 16:39:35+00:00,0.17,0.17,0.17,203000000.0,190000000.0,190000000.0,167000000.0,23000000.0,7030000000.0,8788000000.0,-158000000.0,-109000000.0,-311000000.0,0.0,791000000.0,-75000000.0,592000000.0,7030000000.0,1758000000.0,124000000.0,23000000.0,997000000.0,761000000.0,-210000000.0,551000000.0,8788000000.0,982400000.0,988000000.0,1007500000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q3YTD,2010-09-03,2011-06-02,,0.3,0.3,0.29,187000000.0,324000000.0,324000000.0,302000000.0,22000000.0,5211000000.0,6648000000.0,-118000000.0,-104000000.0,-388000000.0,,582000000.0,,437000000.0,5211000000.0,1437000000.0,94000000.0,21000000.0,631000000.0,806000000.0,-177000000.0,629000000.0,6648000000.0,1071400000.0,998900000.0,1041700000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q3TTM,2010-06-04,2011-06-02,,0.66,0.66,0.6,212000000.0,683000000.0,683000000.0,644000000.0,39000000.0,6923000000.0,9141000000.0,-134000000.0,-106000000.0,-378000000.0,,779000000.0,,578000000.0,6923000000.0,2218000000.0,135000000.0,31000000.0,979000000.0,1239000000.0,-210000000.0,1029000000.0,9141000000.0,1071400000.0,998900000.0,1041700000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q3,2011-03-04,2011-06-02,2012-07-09 16:11:10+00:00,0.07,0.07,0.07,104000000.0,77000000.0,77000000.0,75000000.0,2000000.0,1661000000.0,2139000000.0,-44000000.0,10000000.0,-121000000.0,,211000000.0,,151000000.0,1661000000.0,478000000.0,28000000.0,6000000.0,241000000.0,237000000.0,-12000000.0,225000000.0,2139000000.0,1071400000.0,998900000.0,1041700000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q2YTD,2010-09-03,2011-03-03,,0.23,0.23,0.22,83000000.0,247000000.0,247000000.0,227000000.0,20000000.0,3550000000.0,4509000000.0,-74000000.0,-114000000.0,-267000000.0,,371000000.0,,286000000.0,3550000000.0,959000000.0,66000000.0,15000000.0,390000000.0,569000000.0,-165000000.0,404000000.0,4509000000.0,1028600000.0,988100000.0,1037300000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q2TTM,2010-03-05,2011-03-03,,1.65,1.65,1.45,67000000.0,1566000000.0,1566000000.0,1508000000.0,58000000.0,6702000000.0,9290000000.0,-109000000.0,322000000.0,-281000000.0,,710000000.0,,617000000.0,6702000000.0,2588000000.0,151000000.0,29000000.0,1046000000.0,1542000000.0,200000000.0,1742000000.0,9290000000.0,1028600000.0,988100000.0,1037300000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q2,2010-12-03,2011-03-03,2012-04-09 16:07:05+00:00,0.07,0.07,0.07,35000000.0,75000000.0,75000000.0,72000000.0,3000000.0,1822000000.0,2257000000.0,-48000000.0,0.0,-76000000.0,,186000000.0,,146000000.0,1822000000.0,435000000.0,28000000.0,7000000.0,256000000.0,179000000.0,-21000000.0,158000000.0,2257000000.0,1028600000.0,988100000.0,1037300000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q1TTM,2009-12-04,2010-12-02,,2.01,2.01,1.77,36000000.0,1870000000.0,1870000000.0,1801000000.0,69000000.0,6199000000.0,8994000000.0,-48000000.0,321000000.0,-226000000.0,,672000000.0,,571000000.0,6199000000.0,2795000000.0,169000000.0,24000000.0,1017000000.0,1778000000.0,176000000.0,1954000000.0,8994000000.0,968800000.0,972900000.0,1031300000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q1,2010-09-03,2010-12-02,2012-01-10 14:20:23+00:00,0.16,0.16,0.15,48000000.0,172000000.0,172000000.0,155000000.0,17000000.0,1728000000.0,2252000000.0,-26000000.0,-114000000.0,-191000000.0,,185000000.0,,140000000.0,1728000000.0,524000000.0,38000000.0,8000000.0,134000000.0,390000000.0,-144000000.0,246000000.0,2252000000.0,968800000.0,972900000.0,1031300000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q4,2012-06-01,2012-08-30,,-0.24,-0.24,-0.24,14000000.0,-242000000.0,-242000000.0,-243000000.0,1000000.0,1744000000.0,1963000000.0,-32000000.0,-6000000.0,-22000000.0,,235000000.0,5000000.0,139000000.0,1744000000.0,219000000.0,53000000.0,1000000.0,357000000.0,-138000000.0,-58000000.0,-196000000.0,1963000000.0,992300000.0,991000000.0,991000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,FY,2011-09-02,2012-08-30,2014-10-27 16:21:54+00:00,-1.04,-1.04,-1.04,-17000000.0,-1031000000.0,-1031000000.0,-1032000000.0,1000000.0,7266000000.0,8234000000.0,-294000000.0,29000000.0,32000000.0,,918000000.0,10000000.0,620000000.0,7266000000.0,968000000.0,179000000.0,8000000.0,1580000000.0,-612000000.0,-142000000.0,-754000000.0,8234000000.0,992300000.0,991000000.0,991000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q3YTD,2011-09-02,2012-05-31,,-0.8,-0.8,-0.8,-31000000.0,-789000000.0,-789000000.0,-789000000.0,,5522000000.0,6271000000.0,-262000000.0,35000000.0,54000000.0,,683000000.0,5000000.0,481000000.0,5522000000.0,749000000.0,126000000.0,7000000.0,1223000000.0,-474000000.0,-84000000.0,-558000000.0,6271000000.0,1000000000.0,987300000.0,987300000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q3TTM,2011-06-03,2012-05-31,,-0.93,-0.93,-0.92,-15000000.0,-923000000.0,-923000000.0,-924000000.0,1000000.0,7341000000.0,8411000000.0,-302000000.0,30000000.0,131000000.0,,892000000.0,-70000000.0,636000000.0,7341000000.0,1070000000.0,156000000.0,9000000.0,1589000000.0,-519000000.0,-117000000.0,-636000000.0,8411000000.0,1000000000.0,987300000.0,987300000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q3,2012-03-02,2012-05-31,2013-07-08 16:38:44+00:00,-0.32,-0.32,-0.32,-38000000.0,-320000000.0,-320000000.0,-320000000.0,0.0,1938000000.0,2172000000.0,-115000000.0,-2000000.0,30000000.0,,231000000.0,5000000.0,156000000.0,1938000000.0,234000000.0,56000000.0,3000000.0,422000000.0,-188000000.0,-55000000.0,-243000000.0,2172000000.0,1000000000.0,987300000.0,987300000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q2YTD,2011-09-02,2012-03-01,,-0.48,-0.48,-0.48,7000000.0,-469000000.0,-469000000.0,-469000000.0,,3584000000.0,4099000000.0,-147000000.0,37000000.0,24000000.0,,452000000.0,,325000000.0,3584000000.0,515000000.0,70000000.0,4000000.0,801000000.0,-286000000.0,-29000000.0,-315000000.0,4099000000.0,982800000.0,982800000.0,982800000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q2TTM,2011-03-04,2012-03-01,,-0.54,-0.54,-0.53,127000000.0,-526000000.0,-526000000.0,-529000000.0,3000000.0,7064000000.0,8378000000.0,-231000000.0,42000000.0,-20000000.0,,872000000.0,-75000000.0,631000000.0,7064000000.0,1314000000.0,128000000.0,12000000.0,1408000000.0,-94000000.0,-74000000.0,-168000000.0,8378000000.0,982800000.0,982800000.0,982800000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q2,2011-12-02,2012-03-01,2013-04-08 16:34:38+00:00,-0.29,-0.29,-0.29,9000000.0,-282000000.0,-282000000.0,-282000000.0,0.0,1799000000.0,2009000000.0,-73000000.0,37000000.0,18000000.0,,222000000.0,,174000000.0,1799000000.0,210000000.0,35000000.0,2000000.0,414000000.0,-204000000.0,4000000.0,-200000000.0,2009000000.0,982800000.0,982800000.0,982800000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q1TTM,2010-12-03,2011-12-01,,-0.18,-0.18,-0.17,153000000.0,-169000000.0,-169000000.0,-175000000.0,6000000.0,7087000000.0,8626000000.0,-206000000.0,5000000.0,-114000000.0,,836000000.0,-75000000.0,603000000.0,7087000000.0,1539000000.0,121000000.0,17000000.0,1250000000.0,289000000.0,-99000000.0,190000000.0,8626000000.0,981400000.0,981400000.0,981400000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q1,2011-09-02,2011-12-01,2013-01-07 17:06:33+00:00,-0.19,-0.19,-0.19,-2000000.0,-187000000.0,-187000000.0,-187000000.0,0.0,1785000000.0,2090000000.0,-74000000.0,0.0,6000000.0,,230000000.0,,151000000.0,1785000000.0,305000000.0,35000000.0,2000000.0,387000000.0,-82000000.0,-33000000.0,-115000000.0,2090000000.0,981400000.0,981400000.0,981400000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,FY,2012-08-31,2013-08-29,2015-10-27 15:37:39+00:00,1.16,1.16,1.13,8000000.0,1194000000.0,1194000000.0,1190000000.0,4000000.0,7226000000.0,9073000000.0,-83000000.0,1266000000.0,-8000000.0,,931000000.0,126000000.0,562000000.0,7226000000.0,1847000000.0,231000000.0,14000000.0,1611000000.0,236000000.0,1049000000.0,1285000000.0,9073000000.0,1025900000.0,1022000000.0,1057000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,Q4,2013-05-31,2013-08-29,,1.67,1.67,1.64,5000000.0,1710000000.0,1710000000.0,1708000000.0,2000000.0,2135000000.0,2843000000.0,37000000.0,1529000000.0,9000000.0,,267000000.0,32000000.0,193000000.0,2135000000.0,708000000.0,64000000.0,6000000.0,501000000.0,207000000.0,1471000000.0,1678000000.0,2843000000.0,1025900000.0,1022000000.0,1057000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,Q3YTD,2012-08-31,2013-05-30,,-0.51,-0.51,-0.51,3000000.0,-516000000.0,-516000000.0,-518000000.0,2000000.0,5091000000.0,6230000000.0,-120000000.0,-263000000.0,-17000000.0,,664000000.0,94000000.0,369000000.0,5091000000.0,1139000000.0,167000000.0,8000000.0,1110000000.0,29000000.0,-422000000.0,-393000000.0,6230000000.0,1075000000.0,1024000000.0,1047000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,Q3TTM,2012-06-01,2013-05-30,,-0.75,-0.75,-0.75,17000000.0,-758000000.0,-758000000.0,-761000000.0,3000000.0,6835000000.0,8193000000.0,-152000000.0,-269000000.0,-39000000.0,,899000000.0,99000000.0,508000000.0,6835000000.0,1358000000.0,220000000.0,9000000.0,1467000000.0,-109000000.0,-480000000.0,-589000000.0,8193000000.0,1075000000.0,1024000000.0,1047000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,Q3,2013-03-01,2013-05-30,2014-07-03 13:38:01+00:00,0.04,0.04,0.04,-1000000.0,43000000.0,43000000.0,43000000.0,0.0,1762000000.0,2318000000.0,-10000000.0,-45000000.0,-1000000.0,,226000000.0,55000000.0,127000000.0,1762000000.0,556000000.0,54000000.0,2000000.0,407000000.0,149000000.0,-97000000.0,52000000.0,2318000000.0,1075000000.0,1024000000.0,1047000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,Q2YTD,2012-08-31,2013-02-28,,-0.55,-0.55,-0.55,4000000.0,-559000000.0,-559000000.0,-561000000.0,2000000.0,3329000000.0,3912000000.0,-110000000.0,-218000000.0,-16000000.0,,438000000.0,39000000.0,242000000.0,3329000000.0,583000000.0,113000000.0,6000000.0,703000000.0,-120000000.0,-325000000.0,-445000000.0,3912000000.0,1021400000.0,1016000000.0,1016000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,Q2TTM,2012-03-02,2013-02-28,,-1.11,-1.11,-1.11,-20000000.0,-1121000000.0,-1121000000.0,-1124000000.0,3000000.0,7011000000.0,8047000000.0,-257000000.0,-226000000.0,-8000000.0,,904000000.0,49000000.0,537000000.0,7011000000.0,1036000000.0,222000000.0,10000000.0,1482000000.0,-446000000.0,-438000000.0,-884000000.0,8047000000.0,1021400000.0,1016000000.0,1016000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,Q2,2012-11-30,2013-02-28,2014-04-07 16:04:13+00:00,-0.28,-0.28,-0.28,-9000000.0,-284000000.0,-284000000.0,-286000000.0,2000000.0,1712000000.0,2078000000.0,-58000000.0,-159000000.0,-8000000.0,,214000000.0,60000000.0,123000000.0,1712000000.0,366000000.0,56000000.0,3000000.0,389000000.0,-23000000.0,-212000000.0,-235000000.0,2078000000.0,1021400000.0,1016000000.0,1016000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,Q1TTM,2011-12-02,2012-11-29,,-1.12,-1.12,-1.12,-2000000.0,-1119000000.0,-1119000000.0,-1120000000.0,1000000.0,7098000000.0,7978000000.0,-272000000.0,-30000000.0,18000000.0,,912000000.0,-11000000.0,588000000.0,7098000000.0,880000000.0,201000000.0,9000000.0,1507000000.0,-627000000.0,-222000000.0,-849000000.0,7978000000.0,1018500000.0,1014000000.0,1014000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2013.0,Q1,2012-08-31,2012-11-29,2014-01-07 16:13:09+00:00,-0.27,-0.27,-0.27,13000000.0,-275000000.0,-275000000.0,-275000000.0,0.0,1617000000.0,1834000000.0,-52000000.0,-59000000.0,-8000000.0,,224000000.0,-21000000.0,119000000.0,1617000000.0,217000000.0,57000000.0,3000000.0,314000000.0,-97000000.0,-113000000.0,-210000000.0,1834000000.0,1018500000.0,1014000000.0,1014000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,FY,2013-08-30,2014-08-28,2016-10-28 13:49:01+00:00,2.87,2.87,2.54,128000000.0,3079000000.0,3079000000.0,3045000000.0,34000000.0,10921000000.0,16358000000.0,474000000.0,-25000000.0,232000000.0,,1371000000.0,40000000.0,707000000.0,10921000000.0,5437000000.0,352000000.0,23000000.0,2350000000.0,3087000000.0,-354000000.0,2733000000.0,16358000000.0,1061000000.0,1060000000.0,1198000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,Q4,2014-05-30,2014-08-28,,1.08,1.08,0.95,-87000000.0,1151000000.0,1151000000.0,1150000000.0,1000000.0,2842000000.0,4227000000.0,119000000.0,198000000.0,-21000000.0,,358000000.0,40000000.0,180000000.0,2842000000.0,1385000000.0,88000000.0,7000000.0,557000000.0,828000000.0,117000000.0,945000000.0,4227000000.0,1061000000.0,1060000000.0,1198000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,Q3YTD,2013-08-30,2014-05-29,,1.79,1.79,1.59,215000000.0,1928000000.0,1928000000.0,1895000000.0,33000000.0,8079000000.0,12131000000.0,355000000.0,-223000000.0,253000000.0,,1013000000.0,,527000000.0,8079000000.0,4052000000.0,264000000.0,16000000.0,1793000000.0,2259000000.0,-471000000.0,1788000000.0,12131000000.0,1060500000.0,1067000000.0,1190000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,Q3TTM,2013-05-31,2014-05-29,,3.46,3.46,3.23,220000000.0,3638000000.0,3638000000.0,3603000000.0,35000000.0,10214000000.0,14974000000.0,392000000.0,1306000000.0,262000000.0,,1280000000.0,32000000.0,720000000.0,10214000000.0,4760000000.0,328000000.0,22000000.0,2294000000.0,2466000000.0,1000000000.0,3466000000.0,14974000000.0,1060500000.0,1067000000.0,1190000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,Q3,2014-02-28,2014-05-29,2015-07-10 15:08:19+00:00,0.76,0.76,0.68,72000000.0,806000000.0,806000000.0,806000000.0,0.0,2614000000.0,3982000000.0,135000000.0,-21000000.0,6000000.0,,349000000.0,,174000000.0,2614000000.0,1368000000.0,80000000.0,5000000.0,529000000.0,839000000.0,-96000000.0,743000000.0,3982000000.0,1060500000.0,1067000000.0,1190000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,Q2YTD,2013-08-30,2014-02-27,,1.03,1.03,0.91,143000000.0,1122000000.0,1122000000.0,1089000000.0,33000000.0,5465000000.0,8149000000.0,220000000.0,-202000000.0,247000000.0,,664000000.0,,353000000.0,5465000000.0,2684000000.0,184000000.0,11000000.0,1264000000.0,1420000000.0,-375000000.0,1045000000.0,8149000000.0,1059400000.0,1060000000.0,1201000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,Q2TTM,2013-03-01,2014-02-27,,2.74,2.74,2.59,147000000.0,2875000000.0,2875000000.0,2840000000.0,35000000.0,9362000000.0,13310000000.0,247000000.0,1282000000.0,255000000.0,,1157000000.0,87000000.0,673000000.0,9362000000.0,3948000000.0,302000000.0,19000000.0,2172000000.0,1776000000.0,999000000.0,2775000000.0,13310000000.0,1059400000.0,1060000000.0,1201000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,Q2,2013-11-29,2014-02-27,2015-04-10 14:11:37+00:00,0.69,0.69,0.61,63000000.0,741000000.0,741000000.0,731000000.0,10000000.0,2704000000.0,4107000000.0,134000000.0,-122000000.0,13000000.0,,344000000.0,,177000000.0,2704000000.0,1403000000.0,83000000.0,6000000.0,534000000.0,869000000.0,-199000000.0,670000000.0,4107000000.0,1059400000.0,1060000000.0,1201000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,Q1TTM,2012-11-30,2013-11-28,,1.77,1.77,1.7,75000000.0,1850000000.0,1850000000.0,1823000000.0,27000000.0,8370000000.0,11281000000.0,55000000.0,1245000000.0,234000000.0,,1027000000.0,147000000.0,619000000.0,8370000000.0,2911000000.0,275000000.0,16000000.0,2027000000.0,884000000.0,986000000.0,1870000000.0,11281000000.0,1052900000.0,1046000000.0,1196000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2014.0,Q1,2013-08-30,2013-11-28,2015-01-09 13:01:10+00:00,0.34,0.34,0.3,80000000.0,381000000.0,381000000.0,358000000.0,23000000.0,2761000000.0,4042000000.0,86000000.0,-80000000.0,234000000.0,,320000000.0,,176000000.0,2761000000.0,1281000000.0,101000000.0,5000000.0,730000000.0,551000000.0,-176000000.0,375000000.0,4042000000.0,1052900000.0,1046000000.0,1196000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2015.0,FY,2014-08-29,2015-09-03,2017-10-26 12:51:41+00:00,2.71,2.71,2.47,157000000.0,2899000000.0,2899000000.0,2899000000.0,0.0,10977000000.0,16192000000.0,447000000.0,-53000000.0,-45000000.0,,1540000000.0,3000000.0,719000000.0,10977000000.0,5215000000.0,371000000.0,35000000.0,2217000000.0,2998000000.0,-389000000.0,2609000000.0,16192000000.0,1069700000.0,1070000000.0,1170000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2015.0,Q4,2015-06-05,2015-09-03,,0.44,0.44,0.43,-69000000.0,471000000.0,471000000.0,471000000.0,,2630000000.0,3600000000.0,47000000.0,18000000.0,-9000000.0,,379000000.0,3000000.0,170000000.0,2630000000.0,970000000.0,101000000.0,11000000.0,543000000.0,427000000.0,-72000000.0,355000000.0,3600000000.0,1069700000.0,1070000000.0,1170000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2015.0,Q3,2015-03-06,2015-06-04,2016-07-06 14:02:03+00:00,0.46,0.46,0.42,104000000.0,491000000.0,491000000.0,491000000.0,0.0,2651000000.0,3853000000.0,68000000.0,-16000000.0,-4000000.0,,406000000.0,,169000000.0,2651000000.0,1202000000.0,97000000.0,9000000.0,571000000.0,631000000.0,-104000000.0,527000000.0,3853000000.0,1067400000.0,1073000000.0,1170000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2015.0,Q3YTD,2014-08-29,2015-06-04,,2.27,2.27,2.04,226000000.0,2428000000.0,2428000000.0,2428000000.0,,8347000000.0,12592000000.0,400000000.0,-71000000.0,-36000000.0,,1161000000.0,,549000000.0,8347000000.0,4245000000.0,270000000.0,24000000.0,1674000000.0,2571000000.0,-317000000.0,2254000000.0,12592000000.0,1067400000.0,1073000000.0,1170000000.0
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2015.0,Q3TTM,2014-05-30,2015-06-04,,3.35,3.35,2.99,139000000.0,3579000000.0,3579000000.0,3578000000.0,1000000.0,11189000000.0,16819000000.0,519000000.0,127000000.0,-57000000.0,,1519000000.0,40000000.0,729000000.0,11189000000.0,5630000000.0,358000000.0,31000000.0,2231000000.0,3399000000.0,-200000000.0,3199000000.0,16819000000.0,1067400000.0,1073000000.0,1170000000.0
