company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2009.0,FY,,2009-09-03,2010-01-12 14:40:38+00:00,1037000000.0,798000000.0,-4000000.0,1485000000.0,,7342000000.0,209000000.0,,,344000000.0,2379000000.0,315000000.0,987000000.0,7089000000.0,1986000000.0,,74000000.0,222000000.0,367000000.0,249000000.0,,,,-2385000000.0,424000000.0,,11459000000.0,4953000000.0,3344000000.0,1892000000.0,4953000000.0,6939000000.0,4520000000.0,11459000000.0,1026000000.0,2628000000.0,
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2010.0,FY,,2010-09-02,2011-10-25 15:34:34+00:00,1509000000.0,1531000000.0,11000000.0,2913000000.0,,8545000000.0,298000000.0,,,323000000.0,1648000000.0,582000000.0,1770000000.0,6601000000.0,1796000000.0,,119000000.0,183000000.0,519000000.0,527000000.0,335000000.0,,,-536000000.0,712000000.0,,14693000000.0,8020000000.0,6333000000.0,2702000000.0,8020000000.0,9816000000.0,4877000000.0,14693000000.0,1759000000.0,2175000000.0,
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2010.0,Q1,,2009-12-03,2010-01-12 14:40:38+00:00,1059000000.0,1091000000.0,4000000.0,1565000000.0,,7372000000.0,212000000.0,,,334000000.0,2143000000.0,366000000.0,1037000000.0,6876000000.0,1896000000.0,,76000000.0,353000000.0,381000000.0,250000000.0,,,,-2181000000.0,618000000.0,,11726000000.0,5195000000.0,3769000000.0,2242000000.0,5195000000.0,7091000000.0,4635000000.0,11726000000.0,1081000000.0,2393000000.0,
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,FY,,2011-09-01,2012-10-29 16:49:33+00:00,1830000000.0,1497000000.0,132000000.0,2160000000.0,0.0,8708000000.0,443000000.0,,,414000000.0,1861000000.0,535000000.0,2080000000.0,7555000000.0,1382000000.0,,95000000.0,67000000.0,416000000.0,559000000.0,,,,-370000000.0,140000000.0,0.0,14752000000.0,8470000000.0,5832000000.0,2480000000.0,8470000000.0,9852000000.0,4900000000.0,14752000000.0,1365000000.0,2420000000.0,
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q3,,2011-06-02,2011-07-12 15:12:41+00:00,1912000000.0,1495000000.0,119000000.0,2395000000.0,,8698000000.0,412000000.0,,,424000000.0,1388000000.0,499000000.0,2068000000.0,7103000000.0,1449000000.0,,87000000.0,80000000.0,486000000.0,562000000.0,13000000.0,,,-234000000.0,184000000.0,,14570000000.0,8583000000.0,6045000000.0,2588000000.0,8583000000.0,10032000000.0,4538000000.0,14570000000.0,1422000000.0,1950000000.0,
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q2,,2011-03-03,2011-04-12 16:55:00+00:00,1815000000.0,1393000000.0,101000000.0,2184000000.0,,8670000000.0,285000000.0,,,309000000.0,1320000000.0,535000000.0,1957000000.0,7055000000.0,1500000000.0,,120000000.0,70000000.0,507000000.0,526000000.0,338000000.0,,,-309000000.0,420000000.0,,14398000000.0,8462000000.0,5654000000.0,2590000000.0,8462000000.0,9962000000.0,4436000000.0,14398000000.0,1689000000.0,1846000000.0,
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2011.0,Q1,,2010-12-02,2011-01-11 15:26:05+00:00,1823000000.0,1362000000.0,35000000.0,2411000000.0,,8572000000.0,325000000.0,,,312000000.0,1348000000.0,581000000.0,1892000000.0,7044000000.0,1768000000.0,,118000000.0,142000000.0,560000000.0,517000000.0,337000000.0,,,-381000000.0,468000000.0,,14617000000.0,8226000000.0,5783000000.0,2758000000.0,8226000000.0,9994000000.0,4623000000.0,14617000000.0,1790000000.0,1865000000.0,
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,FY,,2012-08-30,2013-10-28 16:39:35+00:00,1641000000.0,1289000000.0,80000000.0,2459000000.0,0.0,9022000000.0,248000000.0,,,371000000.0,3038000000.0,763000000.0,1812000000.0,7103000000.0,717000000.0,47000000.0,98000000.0,130000000.0,286000000.0,630000000.0,,,0.0,-1402000000.0,224000000.0,100000000.0,14328000000.0,7700000000.0,5758000000.0,2243000000.0,7700000000.0,8417000000.0,5911000000.0,14328000000.0,1467000000.0,3668000000.0,
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q3,,2012-05-31,2012-07-09 16:11:10+00:00,1547000000.0,1333000000.0,80000000.0,2191000000.0,0.0,8890000000.0,247000000.0,,,386000000.0,2936000000.0,764000000.0,1894000000.0,7158000000.0,675000000.0,,78000000.0,121000000.0,378000000.0,717000000.0,,,,-1159000000.0,262000000.0,134000000.0,14316000000.0,7811000000.0,5630000000.0,2177000000.0,7811000000.0,8486000000.0,5830000000.0,14316000000.0,1528000000.0,3653000000.0,
Micron Technology Inc,MU,B3DXGBC8GAIYWI2Z0172,723125,2012.0,Q2,,2012-03-01,2012-04-09 16:07:05+00:00,1457000000.0,1241000000.0,68000000.0,2094000000.0,0.0,8757000000.0,364000000.0,,,400000000.0,2165000000.0,335000000.0,2081000000.0,7357000000.0,1373000000.0,,243000000.0,131000000.0,388000000.0,513000000.0,,,,-839000000.0,150000000.0,,14139000000.0,7986000000.0,5659000000.0,2102000000.0,7986000000.0,9359000000.0,4780000000.0,14139000000.0,1123000000.0,2678000000.0,
