company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Paychex Inc,PAYX,,723531,2009.0,Q3,2009-12-01,2010-02-28,2010-03-24 17:01:32+00:00,35081000.0,159131000.0,48562000.0,279261000.0,0.0,495622000.0,3792000.0,23221000.0,42994000.0,128745000.0,421559000.0,,68085000.0,,294088000.0,264273000.0,27305000.0,19723000.0,5786000.0,22591000.0,25035000.0,4101811000.0,3772000.0,45397000.0,,4091527000.0,852936000.0,,115765000.0,5788031000.0,1397120000.0,4716531000.0,4312423000.0,1397120000.0,1397120000.0,4390911000.0,5788031000.0,807227000.0,78488000.0
Paychex Inc,PAYX,,723531,2009.0,Q1,2009-06-01,2009-08-31,2009-09-23 17:11:52+00:00,33301000.0,201330000.0,43201000.0,315323000.0,0.0,482295000.0,9596000.0,4099000.0,76017000.0,125102000.0,433316000.0,,75510000.0,,304874000.0,268317000.0,26155000.0,17706000.0,13041000.0,23189000.0,28564000.0,3015638000.0,4151000.0,44031000.0,,3017511000.0,839366000.0,,13853000.0,4707743000.0,1364862000.0,3603869000.0,3259654000.0,1364862000.0,1364862000.0,3342881000.0,4707743000.0,835557000.0,83227000.0
Paychex Inc,PAYX,,723531,2009.0,FY,2008-06-01,2009-05-31,2010-07-16 16:17:20+00:00,37334000.0,177958000.0,41940000.0,472769000.0,0.0,470037000.0,9542000.0,12378000.0,17159000.0,135064000.0,433316000.0,,76641000.0,,82234000.0,274530000.0,25730000.0,16487000.0,12773000.0,27722000.0,27913000.0,3502794000.0,4381000.0,45541000.0,,3501376000.0,829501000.0,,19710000.0,5127415000.0,1341478000.0,4239826000.0,3701893000.0,1341478000.0,1341478000.0,3785937000.0,5127415000.0,613059000.0,84044000.0
Paychex Inc,PAYX,,723531,2010.0,Q4,2010-03-01,2010-05-31,2011-03-23 17:04:19+00:00,37300000.0,186600000.0,42400000.0,284300000.0,0.0,503300000.0,3500000.0,10500000.0,17000000.0,163200000.0,421600000.0,,63300000.0,,290100000.0,267600000.0,27400000.0,21100000.0,7800000.0,28700000.0,25500000.0,3521200000.0,3500000.0,46900000.0,,3541000000.0,856300000.0,,82500000.0,5226300000.0,1402000000.0,4159100000.0,3742200000.0,1402000000.0,1402000000.0,3824300000.0,5226300000.0,799600000.0,82100000.0
Paychex Inc,PAYX,,723531,2011.0,FY,2010-06-01,2011-05-31,2012-07-20 16:48:58+00:00,45400000.0,161100000.0,37500000.0,119000000.0,0.0,539200000.0,3000000.0,7300000.0,14900000.0,172500000.0,513700000.0,,77200000.0,,207300000.0,308700000.0,,25400000.0,57200000.0,29400000.0,,3552500000.0,3600000.0,52100000.0,29400000.0,3566700000.0,919500000.0,,345000000.0,5393800000.0,1496200000.0,4257900000.0,3788300000.0,1496200000.0,1496200000.0,3897600000.0,5393800000.0,827200000.0,109300000.0
Paychex Inc,PAYX,,723531,2011.0,Q2,2010-09-01,2010-11-30,2010-12-20 16:36:03+00:00,33800000.0,224600000.0,39100000.0,233200000.0,0.0,515900000.0,2700000.0,5100000.0,23100000.0,183200000.0,421600000.0,,54200000.0,,226400000.0,279500000.0,28100000.0,23300000.0,9200000.0,28200000.0,32100000.0,3242900000.0,3800000.0,50200000.0,,3260400000.0,894500000.0,,230300000.0,5022700000.0,1449500000.0,4013900000.0,3485700000.0,1449500000.0,1449500000.0,3573200000.0,5022700000.0,729300000.0,87500000.0
Paychex Inc,PAYX,,723531,2011.0,Q1,2010-06-01,2010-08-31,2010-09-27 16:42:40+00:00,34400000.0,208600000.0,54200000.0,272900000.0,0.0,509800000.0,2900000.0,0.0,79100000.0,148800000.0,421600000.0,,58400000.0,,266300000.0,268000000.0,27900000.0,21300000.0,8100000.0,22800000.0,28300000.0,3255000000.0,3500000.0,45800000.0,,3290100000.0,873000000.0,,177200000.0,5039000000.0,1437000000.0,3999900000.0,3520200000.0,1437000000.0,1437000000.0,3602000000.0,5039000000.0,771100000.0,81800000.0
Paychex Inc,PAYX,,723531,2012.0,FY,2011-06-01,2012-05-31,2013-07-22 13:56:25+00:00,69700000.0,142400000.0,37700000.0,108800000.0,0.0,564700000.0,3000000.0,7200000.0,13900000.0,130900000.0,517400000.0,,55800000.0,,473700000.0,324300000.0,,29200000.0,76500000.0,30600000.0,,4528200000.0,3300000.0,52900000.0,35200000.0,4544200000.0,1002100000.0,,207500000.0,6479600000.0,1604500000.0,5075900000.0,4745700000.0,1604500000.0,1604500000.0,4875100000.0,6479600000.0,1079400000.0,129400000.0
Paychex Inc,PAYX,,723531,2012.0,Q3,2011-12-01,2012-02-29,2012-03-28 16:47:51+00:00,46000000.0,135800000.0,43100000.0,146500000.0,0.0,557300000.0,3400000.0,8600000.0,33200000.0,145400000.0,518100000.0,,61200000.0,,295400000.0,316800000.0,,28000000.0,75600000.0,21500000.0,,4144400000.0,3200000.0,51500000.0,36000000.0,4167000000.0,995000000.0,,356800000.0,6094900000.0,1595400000.0,4872200000.0,4372400000.0,1595400000.0,1595400000.0,4499500000.0,6094900000.0,905900000.0,127100000.0
Paychex Inc,PAYX,,723531,2012.0,Q2,,2011-11-30,2011-12-20 16:39:52+00:00,54900000.0,221500000.0,33900000.0,96100000.0,0.0,549000000.0,2500000.0,12900000.0,22100000.0,147200000.0,513600000.0,,65700000.0,,265200000.0,316000000.0,,27700000.0,72100000.0,27900000.0,,3021500000.0,3800000.0,53000000.0,33800000.0,3032800000.0,975800000.0,,315000000.0,4932000000.0,1558700000.0,3740000000.0,3248200000.0,1558700000.0,1558700000.0,3373300000.0,4932000000.0,876000000.0,125100000.0
