company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Paychex Inc,PAYX,,723531,2008.0,FY,2007-06-01,2008-05-31,2010-07-16 16:17:20+00:00,1.56,1.56,1.2,1.56,278670000.0,576145000.0,576145000.0,576145000.0,,2066323000.0,,,1238056000.0,,2066323000.0,26548000.0,1238056000.0,828267000.0,26548000.0,854815000.0,2066323000.0,369300000.0,368420000.0,369528000.0
Paychex Inc,PAYX,,723531,2009.0,Q3,2009-12-01,2010-02-28,2011-03-23 17:04:19+00:00,0.31,0.31,0.31,0.31,57400000.0,112000000.0,112000000.0,112000000.0,,507800000.0,,,339600000.0,,507800000.0,1200000.0,339600000.0,168200000.0,1200000.0,169400000.0,507800000.0,361300000.0,361400000.0,361900000.0
Paychex Inc,PAYX,,723531,2009.0,Q3YTD,2009-06-01,2010-02-28,,1.0,1.0,0.93,1.0,193000000.0,361400000.0,361400000.0,361400000.0,,1504600000.0,,,953400000.0,,1504600000.0,3200000.0,953400000.0,551200000.0,3200000.0,554400000.0,1504600000.0,361300000.0,361400000.0,361900000.0
Paychex Inc,PAYX,,723531,2009.0,Q2,2009-09-01,2009-11-30,2010-12-20 16:36:03+00:00,0.35,0.35,0.31,0.35,68400000.0,125800000.0,125800000.0,125800000.0,,496600000.0,,,303500000.0,,496600000.0,1100000.0,303500000.0,193100000.0,1100000.0,194200000.0,496600000.0,359400000.0,361400000.0,361700000.0
Paychex Inc,PAYX,,723531,2009.0,Q2YTD,2009-06-01,2009-11-30,,0.69,0.69,0.62,0.69,135600000.0,249400000.0,249400000.0,249400000.0,,996800000.0,,,613800000.0,,996800000.0,2000000.0,613800000.0,383000000.0,2000000.0,385000000.0,996800000.0,359400000.0,361400000.0,361700000.0
Paychex Inc,PAYX,,723531,2009.0,Q1,2009-06-01,2009-08-31,2010-09-27 16:42:40+00:00,0.34,0.34,0.31,0.34,67200000.0,123600000.0,123600000.0,123600000.0,,500200000.0,,,310300000.0,,500200000.0,900000.0,310300000.0,189900000.0,900000.0,190800000.0,500200000.0,363500000.0,361200000.0,361400000.0
Paychex Inc,PAYX,,723531,2009.0,Q4,2010-03-01,2009-05-31,,0.48,0.48,0.31,0.48,-193000000.0,-361400000.0,-361400000.0,-361400000.0,,-1504600000.0,,,-953400000.0,,-1504600000.0,-3200000.0,-953400000.0,-551200000.0,-3200000.0,-554400000.0,-1504600000.0,360800000.0,360800000.0,360800000.0
Paychex Inc,PAYX,,723531,2009.0,FY,2008-06-01,2009-05-31,2011-07-15 17:24:01+00:00,1.48,1.48,1.24,1.48,,,,,,,,,,,,,,,,,,360800000.0,360800000.0,360800000.0
Paychex Inc,PAYX,,723531,2010.0,Q4,2010-03-01,2010-05-31,,1.32,1.32,1.24,1.32,252300000.0,477000000.0,477000000.0,477000000.0,,2000800000.0,,,1276000000.0,,2000800000.0,4500000.0,1276000000.0,724800000.0,4500000.0,729300000.0,2000800000.0,361400000.0,361400000.0,361700000.0
Paychex Inc,PAYX,,723531,2010.0,FY,2009-06-01,2010-05-31,2012-07-20 16:48:58+00:00,1.32,1.32,1.24,1.32,252300000.0,477000000.0,477000000.0,477000000.0,,2000800000.0,,,1276000000.0,,2000800000.0,4500000.0,1276000000.0,724800000.0,4500000.0,729300000.0,2000800000.0,361400000.0,361400000.0,361700000.0
Paychex Inc,PAYX,,723531,2010.0,Q3YTD,2009-06-01,2010-02-28,,1.0,1.0,0.93,1.0,193000000.0,361400000.0,361400000.0,361400000.0,,1504600000.0,,,953400000.0,,1504600000.0,3200000.0,953400000.0,551200000.0,3200000.0,554400000.0,1504600000.0,361300000.0,361400000.0,361900000.0
Paychex Inc,PAYX,,723531,2010.0,Q3TTM,2009-03-01,2010-02-28,,2.12,1.32,1.24,1.32,254405000.0,475159000.0,475159000.0,475159000.0,,2000574000.0,,,1275060000.0,,2000574000.0,4050000.0,1275060000.0,725514000.0,4050000.0,729564000.0,2000574000.0,361300000.0,361400000.0,361900000.0
Paychex Inc,PAYX,,723531,2010.0,Q2YTD,2009-06-01,2009-11-30,,0.69,0.69,0.62,0.69,135600000.0,249400000.0,249400000.0,249400000.0,,996800000.0,,,613800000.0,,996800000.0,2000000.0,613800000.0,383000000.0,2000000.0,385000000.0,996800000.0,359400000.0,361400000.0,361700000.0
Paychex Inc,PAYX,,723531,2010.0,Q2TTM,2008-12-01,2009-11-30,,2.17,1.37,1.24,1.37,264683000.0,493949000.0,493949000.0,493949000.0,,2021355000.0,,,1266640000.0,,2021355000.0,3917000.0,1266640000.0,754715000.0,3917000.0,758632000.0,2021355000.0,359400000.0,361400000.0,361700000.0
Paychex Inc,PAYX,,723531,2010.0,Q1TTM,2008-09-01,2009-08-31,,1.82,1.41,1.24,1.41,269873000.0,508391000.0,508391000.0,508391000.0,,2048915000.0,,,1275400000.0,,2048915000.0,4749000.0,1275400000.0,773515000.0,4749000.0,778264000.0,2048915000.0,363500000.0,361200000.0,361400000.0
Paychex Inc,PAYX,,723531,2011.0,FY,2010-06-01,2011-05-31,2013-07-22 13:56:25+00:00,1.42,1.42,1.24,1.42,276900000.0,515300000.0,515300000.0,515300000.0,,2084300000.0,,,1297900000.0,,2084300000.0,5800000.0,1297900000.0,786400000.0,5800000.0,792200000.0,2084300000.0,362900000.0,361800000.0,362400000.0
Paychex Inc,PAYX,,723531,2011.0,Q4,2011-03-01,2011-05-31,,0.33,0.33,0.31,0.33,65300000.0,118900000.0,118900000.0,118900000.0,,522700000.0,,,339900000.0,,522700000.0,1400000.0,339900000.0,182800000.0,1400000.0,184200000.0,522700000.0,362900000.0,361800000.0,362400000.0
Paychex Inc,PAYX,,723531,2011.0,Q3YTD,2010-06-01,2011-02-28,,1.09,1.09,0.93,1.09,211600000.0,396400000.0,396400000.0,396400000.0,,1561600000.0,,,958000000.0,,1561600000.0,4400000.0,958000000.0,603600000.0,4400000.0,608000000.0,1561600000.0,362800000.0,361800000.0,362600000.0
Paychex Inc,PAYX,,723531,2011.0,Q3TTM,2010-03-01,2011-02-28,,1.41,1.41,1.24,1.41,270900000.0,512000000.0,512000000.0,512000000.0,,2057800000.0,,,1280600000.0,,2057800000.0,5700000.0,1280600000.0,777200000.0,5700000.0,782900000.0,2057800000.0,362800000.0,361800000.0,362600000.0
Paychex Inc,PAYX,,723531,2011.0,Q2,2010-09-01,2010-11-30,2011-12-20 16:39:52+00:00,0.37,0.37,0.31,0.37,71500000.0,133900000.0,133900000.0,133900000.0,,512000000.0,,,308100000.0,,512000000.0,1500000.0,308100000.0,203900000.0,1500000.0,205400000.0,512000000.0,361900000.0,361700000.0,362100000.0
Paychex Inc,PAYX,,723531,2011.0,Q2YTD,2010-06-01,2010-11-30,,0.73,0.73,0.62,0.73,141800000.0,265800000.0,265800000.0,265800000.0,,1030300000.0,,,625600000.0,,1030300000.0,2900000.0,625600000.0,404700000.0,2900000.0,407600000.0,1030300000.0,361900000.0,361700000.0,362100000.0
Paychex Inc,PAYX,,723531,2011.0,Q2TTM,2009-12-01,2010-11-30,,1.36,1.36,1.24,1.36,258500000.0,493400000.0,493400000.0,493400000.0,,2034300000.0,,,1287800000.0,,2034300000.0,5400000.0,1287800000.0,746500000.0,5400000.0,751900000.0,2034300000.0,361900000.0,361700000.0,362100000.0
Paychex Inc,PAYX,,723531,2011.0,Q1,2010-06-01,2010-08-31,2011-09-27 17:13:36+00:00,0.36,0.36,0.31,0.36,70300000.0,131900000.0,131900000.0,131900000.0,,518300000.0,,,317500000.0,,518300000.0,1400000.0,317500000.0,200800000.0,1400000.0,202200000.0,518300000.0,366400000.0,361600000.0,362000000.0
Paychex Inc,PAYX,,723531,2011.0,Q1TTM,2009-09-01,2010-08-31,,1.34,1.34,1.24,1.34,255400000.0,485300000.0,485300000.0,485300000.0,,2018900000.0,,,1283200000.0,,2018900000.0,5000000.0,1283200000.0,735700000.0,5000000.0,740700000.0,2018900000.0,366400000.0,361600000.0,362000000.0
Paychex Inc,PAYX,,723531,2012.0,FY,2011-06-01,2012-05-31,2013-07-22 13:56:25+00:00,1.51,1.51,1.27,1.51,312300000.0,548000000.0,548000000.0,548000000.0,,2229800000.0,,,1375900000.0,,2229800000.0,6400000.0,1375900000.0,853900000.0,6400000.0,860300000.0,2229800000.0,362900000.0,362400000.0,363000000.0
